,min,p25,median,p75,max,mean,std
CAGR,-0.1952894533531302,0.03228859009664098,0.08553728560863982,0.1267862980027903,0.3392709352681387,0.07803635530837226,0.07032071369912966
max_drawdown,-0.9900686349594735,-0.7082850402132161,-0.6162071071091191,-0.5290095327038968,-0.07954844418932794,-0.6213638281618858,0.14160082018628464
daily_sharpe,7.12,18.97,24.99,37.88,646.48,33.43643796859527,30.23309406192904
win_ratio,0.0,0.42105263157894735,0.45787545787545786,0.49216,1.0,0.44963224063089036,0.07154127207725569
