quarter_end,port_top_industry,port_top_industry_weight,bench_top_industry,bench_top_industry_weight
2024-03-31,電子工業,0.09734050910606129,半導體業,0.4111854435636525
2024-06-30,電子工業,0.09017268465721433,半導體業,0.43293596993051714
2024-09-30,電子工業,0.09852342475054512,半導體業,0.42990254473593126
2024-12-31,電子工業,0.15393802546791607,半導體業,0.45823176521888415
2025-03-31,建材營造,0.11581977525703706,半導體業,0.4398974985148257
2025-06-30,電子工業,0.15270830475202532,半導體業,0.46326791121305894
2025-09-30,電子工業,0.16757979330078546,半導體業,0.48007589000843676
2025-12-31,電子工業,0.11644507746877568,半導體業,0.5116007160392658
