quarter_end,q1_weight,registration_q1_weight,cumulative_deviation,p75,p90,state
2024-03-31,0.8907181074481542,0.8827164093854485,0.008001698062705676,0.012,0.0186,NONE
2024-06-30,0.8938673084408449,0.8827164093854485,0.011150899055396457,0.012,0.0186,NONE
2024-09-30,0.8925557231023961,0.8827164093854485,0.009839313716947573,0.012,0.0186,NONE
2024-12-31,0.9015936140978873,0.8827164093854485,0.01887720471243881,0.012,0.0186,TRIGGERED
2025-03-31,0.897324424715703,0.8827164093854485,0.014608015330254465,0.012,0.0186,TRIGGERED
2025-06-30,0.9086244942013513,0.8827164093854485,0.025908084815902788,0.012,0.0186,TRIGGERED
2025-09-30,0.9170620868513844,0.8827164093854485,0.034345677465935864,0.012,0.0186,TRIGGERED
2025-12-31,0.926146971036129,0.8827164093854485,0.04343056165068049,0.012,0.0186,TRIGGERED
