quarter_end,portfolio_top10_weight,benchmark_top10_weight
2024-03-31,0.11987083966452229,0.43215053997617203
2024-06-30,0.1379251568278772,0.4656369723958182
2024-09-30,0.1194655565953637,0.46788509513676535
2024-12-31,0.1186619590308926,0.5014252201908599
2025-03-31,0.11629626441444389,0.48058326285202524
2025-06-30,0.14230332869492962,0.5071601681626885
2025-09-30,0.13082772042909052,0.5343053359994898
2025-12-31,0.09570791570544973,0.5547974805836985
