,min,p25,median,p75,max,mean,std
CAGR,-0.20279973494200265,0.03018058409748825,0.0827562498397767,0.11919738027625892,0.3392709352681387,0.07345580666507825,0.06701680705902475
max_drawdown,-0.9935757133438033,-0.6910472896108084,-0.6057933218667946,-0.5205512797328808,-0.11834240731133117,-0.6092425407758222,0.1401755233603279
daily_sharpe,7.43,19.04,24.75,37.68,931.37,37.58406688394502,46.1497601114538
win_ratio,0.0,0.4166666666666667,0.45614035087719296,0.4899328859060403,1.0,0.4444970501349107,0.07963561417519514
