strategy,F1,F2,C,V,CAGR,daily_sharpe,max_drawdown,win_ratio,ytd
EPS_<0__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v1,EPS_<0,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v1,-0.0011006077132417191,42.85,-0.6962573660959221,0.52,0.131673204928904
ROE_10_15__FCF_P_>=0.05__C5_REVENUE_GROWTH_yoy__v1,ROE_10_15,FCF_P_>=0.05,C5_REVENUE_GROWTH_yoy,v1,-0.0012032926056438908,2612.21,-0.1294464692482914,0.0,0.0
ROE_10_15__DEBTRATIO_>=0.55__C4_REVENUE_GROWTH_qmax5__v0,ROE_10_15,DEBTRATIO_>=0.55,C4_REVENUE_GROWTH_qmax5,v0,-0.0012044081875142165,102.3,-0.4652417303428079,0.45454545454545453,-0.025276105293139506
ROE_10_15__DEBTRATIO_>=0.55__C1_ROE_SEQ_qmax4__v0,ROE_10_15,DEBTRATIO_>=0.55,C1_ROE_SEQ_qmax4,v0,-0.00213188302803502,115.73,-0.43267025210952037,0.47674418604651164,-0.025276105293139173
FCF_P_>=0.05__ROE_<5__C3_ROE_SEQ_yoy__v0,FCF_P_>=0.05,ROE_<5,C3_ROE_SEQ_yoy,v0,-0.00249458004444314,156.16,-0.3964863003759771,0.5641025641025641,-0.06747019719505121
DEBTRATIO_0_0.35__ROE_>=20__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,ROE_>=20,C2_ROE_SEQ_riseq1,v0,-0.002647246714510887,389.22,-0.19074116277388942,0.42105263157894735,0.05440060165919558
ROE_15_20__None__C3_ROE_SEQ_yoy__v0,ROE_15_20,None,C3_ROE_SEQ_yoy,v0,-0.0029226227002641103,88.84,-0.5378239746967348,0.5392156862745098,-0.2368214140573418
ROE_10_15__EPS_0_2__C8_FCF_MOM_riseq2__v0,ROE_10_15,EPS_0_2,C8_FCF_MOM_riseq2,v0,-0.002975712307482392,174.5,-0.3593041043124686,0.5555555555555556,-0.00046468113050801563
ROE_15_20__FCF_P_0_0.05__C3_ROE_SEQ_yoy__v0,ROE_15_20,FCF_P_0_0.05,C3_ROE_SEQ_yoy,v0,-0.0029868645126233107,84.58,-0.5543668203515084,0.5222222222222223,-0.24492681549410567
EPS_<0__None__C8_FCF_MOM_riseq2__v1,EPS_<0,None,C8_FCF_MOM_riseq2,v1,-0.0030617776172847666,128.27,-0.3286693504980711,0.36363636363636365,-0.16821267686314378
EPS_<0__ROE_<5__C8_FCF_MOM_riseq2__v1,EPS_<0,ROE_<5,C8_FCF_MOM_riseq2,v1,-0.0030617776172847666,128.27,-0.3286693504980711,0.36363636363636365,-0.16821267686314378
FCF_P_>=0.05__None__C2_ROE_SEQ_riseq1__v0,FCF_P_>=0.05,None,C2_ROE_SEQ_riseq1,v0,-0.0031212355709159256,125.82,-0.4115462032634406,0.5609756097560976,-0.05440799106145222
FCF_P_<0__EPS_0_2__C6_EPS_QOQ_yoy__v1,FCF_P_<0,EPS_0_2,C6_EPS_QOQ_yoy,v1,-0.0031655937828349856,118.64,-0.5464175096929942,0.5,-0.10522673498681745
FCF_P_>=0.05__ROE_5_10__C2_ROE_SEQ_riseq1__v1,FCF_P_>=0.05,ROE_5_10,C2_ROE_SEQ_riseq1,v1,-0.0034317693258764104,5239.26,-0.07528868360277108,0.0,0.0
ROE_>=20__FCF_P_>=0.05__C3_ROE_SEQ_yoy__v0,ROE_>=20,FCF_P_>=0.05,C3_ROE_SEQ_yoy,v0,-0.0037168941751308804,183.35,-0.37981093855503056,0.5555555555555556,0.0
FCF_P_<0__ROE_>=20__C8_FCF_MOM_riseq2__v0,FCF_P_<0,ROE_>=20,C8_FCF_MOM_riseq2,v0,-0.00421740831990125,1066.03,-0.1177991137370753,0.0,0.0
ROE_10_15__DEBTRATIO_>=0.55__C2_ROE_SEQ_riseq1__v1,ROE_10_15,DEBTRATIO_>=0.55,C2_ROE_SEQ_riseq1,v1,-0.0042481056272964945,1246.47,-0.15185469005654184,0.0,0.0
FCF_P_<0__None__C8_FCF_MOM_riseq2__v1,FCF_P_<0,None,C8_FCF_MOM_riseq2,v1,-0.004317344414483615,132.25,-0.4059958459121613,0.5,-0.06210080795285233
ROE_15_20__FCF_P_>=0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_15_20,FCF_P_>=0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.004430642711540811,243.78,-0.37281322856871757,0.5,0.0
ROE_15_20__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v1,ROE_15_20,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v1,-0.004455099716188515,244.1,-0.37281322856871757,0.45454545454545453,0.0
FCF_P_>=0.05__ROE_15_20__C1_ROE_SEQ_qmax4__v1,FCF_P_>=0.05,ROE_15_20,C1_ROE_SEQ_qmax4,v1,-0.004455099716188515,244.1,-0.37281322856871757,0.45454545454545453,0.0
FCF_P_>=0.05__ROE_15_20__None__v1,FCF_P_>=0.05,ROE_15_20,None,v1,-0.004455099716188515,244.1,-0.37281322856871757,0.45454545454545453,0.0
DEBTRATIO_0_0.35__ROE_10_15__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_0_0.35,ROE_10_15,C2_ROE_SEQ_riseq1,v1,-0.0044598115914831205,399.43,-0.25383540057816645,0.46153846153846156,-0.07136674604390458
ROE_10_15__EPS_>=2__C2_ROE_SEQ_riseq1__v1,ROE_10_15,EPS_>=2,C2_ROE_SEQ_riseq1,v1,-0.0048075301242821444,494.41,-0.21531210020212677,0.4,-0.0713667460439048
ROE_15_20__DEBTRATIO_0_0.35__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_15_20,DEBTRATIO_0_0.35,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.004868294562467401,191.58,-0.3557563898422642,0.38636363636363635,-0.18108224238414028
FCF_P_<0__ROE_15_20__C6_EPS_QOQ_yoy__v0,FCF_P_<0,ROE_15_20,C6_EPS_QOQ_yoy,v0,-0.005243468787490269,269.25,-0.25663932994076377,0.625,0.010723842535281136
FCF_P_<0__ROE_5_10__C6_EPS_QOQ_yoy__v0,FCF_P_<0,ROE_5_10,C6_EPS_QOQ_yoy,v0,-0.006021204121272716,100.19,-0.45558939511043783,0.5256410256410257,0.07069161357993292
DEBTRATIO_0_0.35__None__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,None,C2_ROE_SEQ_riseq1,v0,-0.006142612375882428,155.31,-0.38661348091848124,0.5294117647058824,-0.17800286517485908
EPS_<0__FCF_P_>=0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_<0,FCF_P_>=0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.006185055911887449,128.48,-0.39056502008321814,0.7142857142857143,0.0
ROE_10_15__FCF_P_<0__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_10_15,FCF_P_<0,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.006282675328464271,204.11,-0.35447586884544335,0.5,-0.09572259093337754
ROE_10_15__DEBTRATIO_>=0.55__C5_REVENUE_GROWTH_yoy__v1,ROE_10_15,DEBTRATIO_>=0.55,C5_REVENUE_GROWTH_yoy,v1,-0.00631463819203526,659.83,-0.19600533089159766,0.2,-0.0755327304426926
ROE_10_15__FCF_P_>=0.05__C6_EPS_QOQ_yoy__v1,ROE_10_15,FCF_P_>=0.05,C6_EPS_QOQ_yoy,v1,-0.006435064454186068,553.66,-0.11927034611786691,0.3333333333333333,0.0
EPS_<0__DEBTRATIO_>=0.55__C8_FCF_MOM_riseq2__v0,EPS_<0,DEBTRATIO_>=0.55,C8_FCF_MOM_riseq2,v0,-0.006544435027489137,208.77,-0.32596346313384306,0.3333333333333333,0.0
ROE_10_15__EPS_0_2__C2_ROE_SEQ_riseq1__v1,ROE_10_15,EPS_0_2,C2_ROE_SEQ_riseq1,v1,-0.006584215130278737,333.05,-0.23662374324248292,0.5,0.0
EPS_<0__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_<0,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.007517622035351446,106.55,-0.5221803675776728,0.5041322314049587,0.22851897952742184
EPS_0_2__ROE_<5__C3_ROE_SEQ_yoy__v0,EPS_0_2,ROE_<5,C3_ROE_SEQ_yoy,v0,-0.007749795703015261,91.98,-0.5217582440235125,0.5690335305719921,-0.21573113339162486
DEBTRATIO_>=0.55__ROE_10_15__C6_EPS_QOQ_yoy__v1,DEBTRATIO_>=0.55,ROE_10_15,C6_EPS_QOQ_yoy,v1,-0.008074799489259599,934.02,-0.15185469005654195,0.0,0.0
EPS_<0__ROE_5_10__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,EPS_<0,ROE_5_10,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,-0.008173800732747427,100.54,-0.39007964783018,0.5555555555555556,0.0
EPS_>=2__ROE_>=20__C3_ROE_SEQ_yoy__v1,EPS_>=2,ROE_>=20,C3_ROE_SEQ_yoy,v1,-0.008191706929583487,76.01,-0.7167453362931016,0.7037037037037037,0.11176392833006088
EPS_<0__DEBTRATIO_>=0.55__C4_REVENUE_GROWTH_qmax5__v1,EPS_<0,DEBTRATIO_>=0.55,C4_REVENUE_GROWTH_qmax5,v1,-0.008710519907340064,89.99,-0.7401945433213585,0.5116279069767442,0.0
ROE_5_10__EPS_>=2__C2_ROE_SEQ_riseq1__v1,ROE_5_10,EPS_>=2,C2_ROE_SEQ_riseq1,v1,-0.008841903572981202,227.83,-0.24740786896433575,0.42857142857142855,-0.028040925743681555
ROE_<5__EPS_0_2__C8_FCF_MOM_riseq2__v1,ROE_<5,EPS_0_2,C8_FCF_MOM_riseq2,v1,-0.00917162941441807,114.36,-0.44644465509915554,0.5757575757575758,-0.23697674455425466
FCF_P_<0__ROE_10_15__C4_REVENUE_GROWTH_qmax5__v1,FCF_P_<0,ROE_10_15,C4_REVENUE_GROWTH_qmax5,v1,-0.009350325334459342,127.62,-0.41580250215147585,0.5806451612903226,-0.0957225909333771
ROE_10_15__FCF_P_<0__C1_ROE_SEQ_qmax4__v1,ROE_10_15,FCF_P_<0,C1_ROE_SEQ_qmax4,v1,-0.009350325334459342,127.62,-0.41580250215147585,0.5806451612903226,-0.0957225909333771
FCF_P_<0__EPS_<0__C6_EPS_QOQ_yoy__v1,FCF_P_<0,EPS_<0,C6_EPS_QOQ_yoy,v1,-0.009536715752383906,154.75,-0.21660885930668905,0.25,0.0
FCF_P_<0__EPS_0_2__C3_ROE_SEQ_yoy__v1,FCF_P_<0,EPS_0_2,C3_ROE_SEQ_yoy,v1,-0.009565728795506656,120.42,-0.5431919860391057,0.4807692307692308,-0.1492280376726247
EPS_<0__FCF_P_>=0.05__C1_ROE_SEQ_qmax4__v1,EPS_<0,FCF_P_>=0.05,C1_ROE_SEQ_qmax4,v1,-0.009764407834341848,43.27,-0.6962573660959221,0.5306122448979592,0.13167320492890355
ROE_10_15__FCF_P_<0__C8_FCF_MOM_riseq2__v0,ROE_10_15,FCF_P_<0,C8_FCF_MOM_riseq2,v0,-0.009862912988443884,2202.23,-0.1214880147947931,0.0,0.0
EPS_<0__DEBTRATIO_>=0.55__C3_ROE_SEQ_yoy__v1,EPS_<0,DEBTRATIO_>=0.55,C3_ROE_SEQ_yoy,v1,-0.010032281342101101,321.82,-0.14843191135328304,0.5,0.0
FCF_P_<0__None__C3_ROE_SEQ_yoy__v1,FCF_P_<0,None,C3_ROE_SEQ_yoy,v1,-0.010161922814416302,86.65,-0.6410837187846008,0.4864864864864865,-0.11097310098847413
DEBTRATIO_0.35_0.55__ROE_10_15__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_0.35_0.55,ROE_10_15,C2_ROE_SEQ_riseq1,v1,-0.01048603136571491,399.38,-0.23662374324248292,0.5,0.0
ROE_15_20__DEBTRATIO_>=0.55__C5_REVENUE_GROWTH_yoy__v0,ROE_15_20,DEBTRATIO_>=0.55,C5_REVENUE_GROWTH_yoy,v0,-0.010551718098633867,275.09,-0.19489986753897082,0.5,0.0
ROE_5_10__FCF_P_<0__C2_ROE_SEQ_riseq1__v0,ROE_5_10,FCF_P_<0,C2_ROE_SEQ_riseq1,v0,-0.010636030930107565,104.1,-0.4757208573204311,0.5263157894736842,0.1309086824287382
ROE_>=20__EPS_<0__C6_EPS_QOQ_yoy__v0,ROE_>=20,EPS_<0,C6_EPS_QOQ_yoy,v0,-0.01105842757507769,442.41,-0.14159838580425566,0.0,0.0
ROE_>=20__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v0,ROE_>=20,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v0,-0.011288480972466375,91.31,-0.4682794994209839,0.543859649122807,0.11303135758882954
ROE_>=20__EPS_<0__C8_FCF_MOM_riseq2__v0,ROE_>=20,EPS_<0,C8_FCF_MOM_riseq2,v0,-0.01225394270814606,352.68,-0.1409961174217652,0.2,0.0
ROE_10_15__FCF_P_<0__None__v1,ROE_10_15,FCF_P_<0,None,v1,-0.012478161223179018,137.78,-0.41580250215147574,0.5625,-0.09572259093337843
ROE_10_15__EPS_<0__C2_ROE_SEQ_riseq1__v0,ROE_10_15,EPS_<0,C2_ROE_SEQ_riseq1,v0,-0.013073170086952524,1021.01,-0.20349165448254902,0.0,0.0
FCF_P_0_0.05__DEBTRATIO_0.35_0.55__C8_FCF_MOM_riseq2__v0,FCF_P_0_0.05,DEBTRATIO_0.35_0.55,C8_FCF_MOM_riseq2,v0,-0.013083262401713203,204.29,-0.5017160446511622,0.5905707196029777,-0.14171478232618506
FCF_P_>=0.05__ROE_5_10__C2_ROE_SEQ_riseq1__v0,FCF_P_>=0.05,ROE_5_10,C2_ROE_SEQ_riseq1,v0,-0.013209539987838914,252.71,-0.4737363726461843,0.42857142857142855,-0.05440799106145244
EPS_<0__ROE_>=20__C5_REVENUE_GROWTH_yoy__v0,EPS_<0,ROE_>=20,C5_REVENUE_GROWTH_yoy,v0,-0.013701595514130971,549.4,-0.1892045791403585,0.2857142857142857,0.0
DEBTRATIO_>=0.55__ROE_10_15__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,DEBTRATIO_>=0.55,ROE_10_15,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.013746702651094678,95.42,-0.4556275891873456,0.52,-0.0712962917690877
EPS_0_2__ROE_10_15__C8_FCF_MOM_riseq2__v1,EPS_0_2,ROE_10_15,C8_FCF_MOM_riseq2,v1,-0.014069993565276384,318.66,-0.2366237432424828,0.5714285714285714,-0.07553273044269249
DEBTRATIO_>=0.55__FCF_P_>=0.05__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_>=0.55,FCF_P_>=0.05,C5_REVENUE_GROWTH_yoy,v1,-0.014385867351081383,1279.82,-0.18257431818704561,0.0,0.0
EPS_<0__DEBTRATIO_0_0.35__C8_FCF_MOM_riseq2__v1,EPS_<0,DEBTRATIO_0_0.35,C8_FCF_MOM_riseq2,v1,-0.014461401116143136,126.56,-0.42643252000053555,0.42105263157894735,-0.168212676863144
EPS_<0__DEBTRATIO_0_0.35__C5_REVENUE_GROWTH_yoy__v1,EPS_<0,DEBTRATIO_0_0.35,C5_REVENUE_GROWTH_yoy,v1,-0.014693370210442591,100.43,-0.5635488349901701,0.5333333333333333,0.00232862464355299
ROE_10_15__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_10_15,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,-0.014756038661662862,92.59,-0.5202067350019504,0.4,-0.17741178491288445
ROE_10_15__None__C2_ROE_SEQ_riseq1__v1,ROE_10_15,None,C2_ROE_SEQ_riseq1,v1,-0.014944406240184782,310.08,-0.2677016285769791,0.4444444444444444,-0.07136674604390458
ROE_10_15__FCF_P_0_0.05__C2_ROE_SEQ_riseq1__v1,ROE_10_15,FCF_P_0_0.05,C2_ROE_SEQ_riseq1,v1,-0.01543383978183488,305.45,-0.27054781295103303,0.4117647058823529,-0.07136674604390492
ROE_>=20__EPS_<0__C3_ROE_SEQ_yoy__v0,ROE_>=20,EPS_<0,C3_ROE_SEQ_yoy,v0,-0.015496956905998727,276.09,-0.29437783572410114,0.45454545454545453,0.0
FCF_P_<0__None__C6_EPS_QOQ_yoy__v1,FCF_P_<0,None,C6_EPS_QOQ_yoy,v1,-0.01620993133446602,82.14,-0.642467334714143,0.5,-0.09987429405065029
ROE_<5__FCF_P_>=0.05__C6_EPS_QOQ_yoy__v0,ROE_<5,FCF_P_>=0.05,C6_EPS_QOQ_yoy,v0,-0.016903035170898084,171.1,-0.364927501110865,0.5853658536585366,-0.0674701971950511
ROE_15_20__EPS_>=2__C6_EPS_QOQ_yoy__v0,ROE_15_20,EPS_>=2,C6_EPS_QOQ_yoy,v0,-0.016935625290539824,195.02,-0.3560841005215677,0.532258064516129,-0.23942704252150215
DEBTRATIO_0.35_0.55__FCF_P_<0__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_0.35_0.55,FCF_P_<0,C5_REVENUE_GROWTH_yoy,v1,-0.01749182172517949,115.52,-0.5005875155157022,0.5428571428571428,-0.11402491713849028
ROE_15_20__DEBTRATIO_0_0.35__None__v1,ROE_15_20,DEBTRATIO_0_0.35,None,v1,-0.01778012241396265,149.18,-0.41273825388874885,0.3684210526315789,-0.19798185877056584
DEBTRATIO_0_0.35__ROE_15_20__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,ROE_15_20,C2_ROE_SEQ_riseq1,v0,-0.018317864952048457,220.7,-0.31724776414169853,0.46153846153846156,-0.22866035027358
EPS_>=2__ROE_15_20__C2_ROE_SEQ_riseq1__v1,EPS_>=2,ROE_15_20,C2_ROE_SEQ_riseq1,v1,-0.018615975847755095,760.29,-0.12583269329897373,0.3333333333333333,-0.039852554141851626
ROE_<5__None__C5_REVENUE_GROWTH_yoy__v1,ROE_<5,None,C5_REVENUE_GROWTH_yoy,v1,-0.01953776341650948,84.18,-0.5309875534167011,0.5645161290322581,-0.13852433947600162
ROE_>=20__FCF_P_<0__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_>=20,FCF_P_<0,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.019556927792248824,141.56,-0.3447854070505838,0.5833333333333334,-0.0037776822568896806
ROE_>=20__FCF_P_>=0.05__C8_FCF_MOM_riseq2__v0,ROE_>=20,FCF_P_>=0.05,C8_FCF_MOM_riseq2,v0,-0.019575496533320025,194.0,-0.37981093855503056,0.6666666666666666,0.0
FCF_P_<0__EPS_<0__C8_FCF_MOM_riseq2__v1,FCF_P_<0,EPS_<0,C8_FCF_MOM_riseq2,v1,-0.01994375844125995,240.14,-0.31828959120438105,0.2857142857142857,0.0
DEBTRATIO_0_0.35__ROE_15_20__C4_REVENUE_GROWTH_qmax5__v1,DEBTRATIO_0_0.35,ROE_15_20,C4_REVENUE_GROWTH_qmax5,v1,-0.019948814542512516,157.12,-0.4127382538887491,0.3684210526315789,-0.19798185877056707
DEBTRATIO_0_0.35__ROE_5_10__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,ROE_5_10,C2_ROE_SEQ_riseq1,v0,-0.02007917672907722,133.45,-0.4669139607470627,0.46875,-0.14156394377254744
DEBTRATIO_>=0.55__ROE_<5__C5_REVENUE_GROWTH_yoy__v0,DEBTRATIO_>=0.55,ROE_<5,C5_REVENUE_GROWTH_yoy,v0,-0.020356736143222864,64.05,-0.6334005531436543,0.550561797752809,0.23668251454935207
DEBTRATIO_>=0.55__ROE_10_15__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_>=0.55,ROE_10_15,C2_ROE_SEQ_riseq1,v0,-0.020357730803133522,324.94,-0.24923824728496002,0.25,0.0
FCF_P_<0__DEBTRATIO_>=0.55__C8_FCF_MOM_riseq2__v0,FCF_P_<0,DEBTRATIO_>=0.55,C8_FCF_MOM_riseq2,v0,-0.020654638865034713,142.54,-0.44476355650021215,0.3684210526315789,0.0
DEBTRATIO_0.35_0.55__ROE_<5__C8_FCF_MOM_riseq2__v1,DEBTRATIO_0.35_0.55,ROE_<5,C8_FCF_MOM_riseq2,v1,-0.020935200888554606,202.67,-0.3920264021909806,0.5,-0.0843606033843135
EPS_>=2__DEBTRATIO_0.35_0.55__C3_ROE_SEQ_yoy__v1,EPS_>=2,DEBTRATIO_0.35_0.55,C3_ROE_SEQ_yoy,v1,-0.021003439708578542,73.41,-0.7382340956033737,0.6,0.00933870700894679
FCF_P_<0__ROE_15_20__C5_REVENUE_GROWTH_yoy__v0,FCF_P_<0,ROE_15_20,C5_REVENUE_GROWTH_yoy,v0,-0.02161599178556617,310.18,-0.20637127352005347,0.4,0.010723842535281136
FCF_P_>=0.05__ROE_<5__C5_REVENUE_GROWTH_yoy__v0,FCF_P_>=0.05,ROE_<5,C5_REVENUE_GROWTH_yoy,v0,-0.02177041592678275,153.53,-0.3899645485775538,0.5748031496062992,-0.14584019802173165
EPS_>=2__ROE_>=20__C6_EPS_QOQ_yoy__v1,EPS_>=2,ROE_>=20,C6_EPS_QOQ_yoy,v1,-0.022478297293272442,76.66,-0.718013364890745,0.6666666666666666,0.050094648682139864
FCF_P_<0__EPS_0_2__C5_REVENUE_GROWTH_yoy__v0,FCF_P_<0,EPS_0_2,C5_REVENUE_GROWTH_yoy,v0,-0.022575571245591952,169.64,-0.5060585374524939,0.5343283582089552,-0.07329330064002482
DEBTRATIO_>=0.55__ROE_10_15__C8_FCF_MOM_riseq2__v1,DEBTRATIO_>=0.55,ROE_10_15,C8_FCF_MOM_riseq2,v1,-0.022580282565350496,893.96,-0.19600533089159755,0.0,-0.07553273044269271
EPS_<0__ROE_<5__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_<0,ROE_<5,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.02274182652996204,104.0,-0.5188762194730302,0.5,0.22851897952742206
DEBTRATIO_>=0.55__ROE_10_15__C6_EPS_QOQ_yoy__v0,DEBTRATIO_>=0.55,ROE_10_15,C6_EPS_QOQ_yoy,v0,-0.02275963053200214,114.79,-0.4762156318277231,0.44,0.0
DEBTRATIO_0.35_0.55__FCF_P_<0__C8_FCF_MOM_riseq2__v1,DEBTRATIO_0.35_0.55,FCF_P_<0,C8_FCF_MOM_riseq2,v1,-0.02279621796462228,132.84,-0.4075080934044335,0.5882352941176471,-0.06210080795285222
ROE_15_20__EPS_>=2__C5_REVENUE_GROWTH_yoy__v0,ROE_15_20,EPS_>=2,C5_REVENUE_GROWTH_yoy,v0,-0.02395645300963667,151.85,-0.38550765015184496,0.5272727272727272,-0.00955039126220747
EPS_<0__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_<0,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.024623945204841347,105.02,-0.5316462841580921,0.5625,0.0
ROE_>=20__EPS_<0__C2_ROE_SEQ_riseq1__v0,ROE_>=20,EPS_<0,C2_ROE_SEQ_riseq1,v0,-0.025284176737726316,749.45,-0.27001013037235244,0.0,0.0
DEBTRATIO_>=0.55__FCF_P_<0__C6_EPS_QOQ_yoy__v1,DEBTRATIO_>=0.55,FCF_P_<0,C6_EPS_QOQ_yoy,v1,-0.025480862857317543,373.09,-0.3760080645161291,0.5714285714285714,0.006143741597865571
FCF_P_0_0.05__EPS_<0__C5_REVENUE_GROWTH_yoy__v1,FCF_P_0_0.05,EPS_<0,C5_REVENUE_GROWTH_yoy,v1,-0.025717224410568118,140.02,-0.39805643307240546,0.41935483870967744,0.002328624643552546
DEBTRATIO_0_0.35__EPS_>=2__C6_EPS_QOQ_yoy__v1,DEBTRATIO_0_0.35,EPS_>=2,C6_EPS_QOQ_yoy,v1,-0.025804180272267274,117.5,-0.5028360028102128,0.5491803278688525,-0.09679037458748929
ROE_15_20__EPS_>=2__C5_REVENUE_GROWTH_yoy__v1,ROE_15_20,EPS_>=2,C5_REVENUE_GROWTH_yoy,v1,-0.025833201621293544,171.26,-0.2889990820660613,0.5,-0.035256648923665646
EPS_<0__DEBTRATIO_0.35_0.55__C8_FCF_MOM_riseq2__v0,EPS_<0,DEBTRATIO_0.35_0.55,C8_FCF_MOM_riseq2,v0,-0.02735637378423661,92.64,-0.594276608994172,0.40476190476190477,-0.16900710245106665
FCF_P_<0__ROE_<5__C2_ROE_SEQ_riseq1__v1,FCF_P_<0,ROE_<5,C2_ROE_SEQ_riseq1,v1,-0.02781937881197305,126.9,-0.3560154956220588,0.42857142857142855,0.021408792817004585
DEBTRATIO_0_0.35__ROE_15_20__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_0_0.35,ROE_15_20,C2_ROE_SEQ_riseq1,v1,-0.028493748600494473,1155.4,-0.16756112936762724,0.0,-0.03985255414185174
EPS_>=2__ROE_15_20__C8_FCF_MOM_riseq2__v1,EPS_>=2,ROE_15_20,C8_FCF_MOM_riseq2,v1,-0.028698861098545136,549.56,-0.16812713778716992,0.25,-0.08661822634866745
EPS_>=2__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v1,EPS_>=2,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v1,-0.02910303478962928,115.79,-0.5028360028102129,0.5446428571428571,-0.11046722634035433
DEBTRATIO_>=0.55__FCF_P_<0__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_>=0.55,FCF_P_<0,C2_ROE_SEQ_riseq1,v1,-0.029202403349840367,1018.66,-0.3760080645161291,0.0,0.0
EPS_>=2__ROE_15_20__C2_ROE_SEQ_riseq1__v0,EPS_>=2,ROE_15_20,C2_ROE_SEQ_riseq1,v0,-0.031373237579039426,265.41,-0.3151291770099519,0.46153846153846156,-0.22620604680001466
DEBTRATIO_0_0.35__FCF_P_<0__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_0_0.35,FCF_P_<0,C5_REVENUE_GROWTH_yoy,v1,-0.031546289334786315,72.21,-0.6264979980820675,0.45454545454545453,-0.04573072607586315
FCF_P_>=0.05__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,FCF_P_>=0.05,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,-0.031631676851773816,78.46,-0.511614491975332,0.375,-0.013083233053248988
FCF_P_>=0.05__ROE_<5__C2_ROE_SEQ_riseq1__v0,FCF_P_>=0.05,ROE_<5,C2_ROE_SEQ_riseq1,v0,-0.031706982772847114,113.3,-0.433123456840259,0.5555555555555556,0.0
EPS_>=2__ROE_15_20__C6_EPS_QOQ_yoy__v1,EPS_>=2,ROE_15_20,C6_EPS_QOQ_yoy,v1,-0.0319738047002619,170.8,-0.2766072829563736,0.5,-0.08661822634866756
DEBTRATIO_0_0.35__FCF_P_>=0.05__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,FCF_P_>=0.05,C2_ROE_SEQ_riseq1,v0,-0.032427294645472116,97.91,-0.4574495067311579,0.5483870967741935,-0.05440799106145222
ROE_15_20__EPS_>=2__C3_ROE_SEQ_yoy__v1,ROE_15_20,EPS_>=2,C3_ROE_SEQ_yoy,v1,-0.03257366488069369,169.73,-0.2792566407824707,0.375,-0.08661822634866745
FCF_P_<0__ROE_<5__C8_FCF_MOM_riseq2__v1,FCF_P_<0,ROE_<5,C8_FCF_MOM_riseq2,v1,-0.032816830335001934,100.3,-0.4255131566487389,0.48148148148148145,-0.062100807952851556
