strategy,F組合,C,CAGR,None基準CAGR,C增益,max_drawdown,win_ratio,daily_sharpe,平均持股數
REVENUE_qb0of3__EV_S_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,REVENUE_qb0of3__EV_S_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.4560250487439903,0.4025223578951269,0.05350269084886339,-0.4703785196172815,0.5807155322862129,8.52,62.35333333333333
P_IC_qb0of3__VOL_qb2of3__C12_EPS_DYN_yoy__v0,P_IC_qb0of3__VOL_qb2of3,C12_EPS_DYN_yoy,0.4557064189210793,0.35477644819001686,0.10092997073106247,-0.6866457797705968,0.5684855233853007,8.15,79.32119205298014
EPS_qb0of3__CROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,EPS_qb0of3__CROIC_qb2of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.4553794383843637,0.365422915691191,0.08995652269317267,-0.47117042846724144,0.5603314344899016,11.01,47.973333333333336
REVENUE_qb0of3__EV_S_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,REVENUE_qb0of3__EV_S_qb0of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.4526299046675786,0.4025223578951269,0.05010754677245166,-0.46958451623748565,0.5823170731707317,8.42,62.1
REVENUE_qb0of3__EV_S_qb0of3__C12_EPS_DYN_yoy__v0,REVENUE_qb0of3__EV_S_qb0of3,C12_EPS_DYN_yoy,0.45242123060887285,0.4025223578951269,0.049898872713745934,-0.5248936936875355,0.5807799442896936,8.17,62.564784053156146
P_IC_qb0of3__ACCRUAL_qb0of3__C11_EPS_DYN_qmax8__v0,P_IC_qb0of3__ACCRUAL_qb0of3,C11_EPS_DYN_qmax8,0.4512051516698672,0.3157403093209006,0.1354648423489666,-0.6785222271173027,0.5918367346938775,6.93,14.130584192439862
EPS_qb0of3__OCF_E_qb2of3__C17_FCF_P_DYN_qmax4__v0,EPS_qb0of3__OCF_E_qb2of3,C17_FCF_P_DYN_qmax4,0.4508290986898984,0.404083883459498,0.04674521523040043,-0.5452674897726965,0.5425407925407926,11.23,52.608552631578945
REVENUE_qb0of3__PB_qb0of3__C10_EPS_DYN_qmax4__v0,REVENUE_qb0of3__PB_qb0of3,C10_EPS_DYN_qmax4,0.44925940638326534,0.33225476637868967,0.11700464000457567,-0.40126794665426313,0.5813372214122058,9.44,71.9407894736842
PB_qb0of3__ROE_qb0of3__C11_EPS_DYN_qmax8__v0,PB_qb0of3__ROE_qb0of3,C11_EPS_DYN_qmax8,0.44865986685074,0.25729080906613366,0.19136905778460633,-0.45360813144922285,0.578604044357469,8.29,21.147766323024054
REVENUE_qb0of3__EPS_qb0of3__C12_EPS_DYN_yoy__v0,REVENUE_qb0of3__EPS_qb0of3,C12_EPS_DYN_yoy,0.4472865955055756,0.31523671988063273,0.13204987562494286,-0.4741518456630551,0.5050841806967828,9.38,135.49333333333334
PS_qb0of3__EPS_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,PS_qb0of3__EPS_qb0of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.4467645538881069,0.33742583163878637,0.10933872224932051,-0.6542121547024508,0.576004495644844,8.33,67.46666666666667
VOL_qb2of3__PB_qb0of3__C9_EPS_DYN_riseq2__v0,VOL_qb2of3__PB_qb0of3,C9_EPS_DYN_riseq2,0.44655521996885805,0.3829958502301678,0.06355936973869025,-0.6118543693833685,0.5608031674208145,8.65,102.20521172638436
REVENUE_qb0of3__OCF_E_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,REVENUE_qb0of3__OCF_E_qb2of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.4457149128646585,0.43006434076627365,0.01565057209838483,-0.4411554679050388,0.5367255695124548,11.01,65.86333333333333
