C編號,C,C來源,增益中位數,增益平均,增益為正比例,CAGR中位數,持股數中位數,n
12,C12_EPS_DYN_yoy,EPS,0.02623981714734569,0.03601646064827189,0.8238636363636364,0.29601469217806764,98.59948123620309,176
13,C13_EPS_DYN_ytdavg_gt_lyytdavg,EPS,0.023505608045316206,0.030883846731453068,0.7613636363636364,0.2881334215536655,104.10833333333333,176
9,C9_EPS_DYN_riseq2,EPS,0.01991055362494565,0.022923867938398013,0.7727272727272727,0.2834346971837832,98.99987309107831,176
14,C14_EPS_DYN_ytdavg_gt_lyavg,EPS,0.019447993309460232,0.024641700935533896,0.7272727272727273,0.2861570971419616,103.30000000000001,176
10,C10_EPS_DYN_qmax4,EPS,0.017425231501254634,0.029975936902512965,0.6988636363636364,0.28827424833406456,57.97742126833477,176
5,C5_ROE_DYN_yoy,ROE,0.014566935320487473,0.021223769508647208,0.7215909090909091,0.2800599538066326,88.93439645625692,176
8,C8_EPS_DYN_riseq1,EPS,0.008963163743868297,0.014438537132786795,0.7215909090909091,0.2714081563178995,96.98705501618123,176
16,C16_FCF_P_DYN_riseq2,FCF_P,0.005807974294718243,0.00706900076955411,0.5965909090909091,0.27176029341932373,98.69642857142858,176
17,C17_FCF_P_DYN_qmax4,FCF_P,0.0028240426853927136,0.0015067515518486835,0.5454545454545454,0.2600372040102882,52.24013157894737,176
7,C7_ROE_DYN_ytdavg_gt_lyavg,ROE,0.0023887760685245008,0.0020829888132584155,0.5113636363636364,0.26506387783165364,89.44,176
6,C6_ROE_DYN_ytdavg_gt_lyytdavg,ROE,0.0018375690699055092,0.006417581635303863,0.5625,0.26492145095511843,89.67833333333334,176
11,C11_EPS_DYN_qmax8,EPS,0.0015919311556520377,0.025509679864691725,0.5113636363636364,0.262161763497502,34.79381443298969,176
2,C2_ROE_DYN_riseq2,ROE,0.0015016084479668734,0.0018479828662300794,0.5227272727272727,0.2606793817169104,92.22463936714752,176
19,C19_FCF_P_DYN_yoy,FCF_P,-0.0026603056304572714,-0.0033804626997046726,0.42045454545454547,0.2572113433517975,95.77736987818383,176
1,C1_ROE_DYN_riseq1,ROE,-0.00394529484902717,-0.004049316105879253,0.4034090909090909,0.257404366998776,93.5,176
15,C15_FCF_P_DYN_riseq1,FCF_P,-0.004314438423258848,-0.0022913669084618036,0.36363636363636365,0.25944189374597293,100.03697749196141,176
20,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,FCF_P,-0.009847440565338816,-0.00983102127705958,0.23295454545454544,0.24962740952987927,96.06166666666667,176
18,C18_FCF_P_DYN_qmax8,FCF_P,-0.01151337929593843,-0.008223926429473826,0.42045454545454547,0.25025088820086905,28.267505766605467,176
3,C3_ROE_DYN_qmax4,ROE,-0.016863004860874775,-0.019769624130486645,0.2840909090909091,0.23738365419166718,48.1329486626402,176
4,C4_ROE_DYN_qmax8,ROE,-0.023492046933153543,-0.023171727094012606,0.2556818181818182,0.2354570564734555,25.578190543903307,176
