C編號,C,C來源,增益中位數,增益平均,增益為正比例,CAGR中位數,持股數中位數,n
11,C11_EPS_DYN_qmax8,EPS,0.0022981352535346167,0.002440705776932023,0.6867088607594937,0.2500989273223012,192.7900641025641,316
4,C4_ROE_DYN_qmax8,ROE,0.0020534332532349264,0.0022027816539098347,0.6962025316455697,0.2490585760420173,192.10897435897436,316
14,C14_EPS_DYN_ytdavg_gt_lyavg,EPS,0.002033528193322809,0.0035802580990959335,0.5506329113924051,0.24056316912939013,107.535,316
10,C10_EPS_DYN_qmax4,EPS,0.0019085972074821544,0.0021202175655714224,0.7658227848101266,0.24912156740837532,195.81730769230768,316
3,C3_ROE_DYN_qmax4,ROE,0.001510460569754346,0.0015703420090968944,0.7088607594936709,0.24868461575290812,195.50320512820514,316
17,C17_FCF_P_DYN_qmax4,FCF_P,0.0008975820849042027,0.0009260712619223349,0.6139240506329114,0.24862631375639432,195.9246794871795,316
18,C18_FCF_P_DYN_qmax8,FCF_P,0.0006415393228867972,0.0009477617853498483,0.6107594936708861,0.24824010428675358,193.2099358974359,316
7,C7_ROE_DYN_ytdavg_gt_lyavg,ROE,-0.0107293417350951,-0.015649945574177496,0.2974683544303797,0.2197857577009683,93.20666666666668,316
13,C13_EPS_DYN_ytdavg_gt_lyytdavg,EPS,-0.018119515280945242,-0.02085214834289913,0.21835443037974683,0.21510332279566846,106.55087719298245,316
20,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,FCF_P,-0.020072814496831404,-0.019762713942122895,0.2088607594936709,0.22067058860596034,94.61713286713287,316
6,C6_ROE_DYN_ytdavg_gt_lyytdavg,ROE,-0.027951327634907153,-0.03413540450236906,0.10126582278481013,0.1988331558347729,90.92832167832168,316
5,C5_ROE_DYN_yoy,ROE,-0.08984240834654633,-0.09491950327879688,0.08544303797468354,0.14708611381599423,6.875742182345956,316
12,C12_EPS_DYN_yoy,EPS,-0.09602918735835286,-0.11327268019725073,0.05063291139240506,0.13445592979088528,7.060599768903011,316
19,C19_FCF_P_DYN_yoy,FCF_P,-0.10659762311028287,-0.11989471496598808,0.0189873417721519,0.12550045997158887,7.454665071770335,316
2,C2_ROE_DYN_riseq2,ROE,-0.11872650698326592,-0.1265220478890221,0.022151898734177215,0.11397467253561755,5.139145732755093,316
9,C9_EPS_DYN_riseq2,EPS,-0.1316263828642833,-0.13752506988118537,0.015822784810126583,0.11370033480650743,5.2725225225225225,316
16,C16_FCF_P_DYN_riseq2,FCF_P,-0.15069781163397067,-0.15779740642176013,0.00949367088607595,0.07816184859395903,5.530287040945547,316
1,C1_ROE_DYN_riseq1,ROE,-0.15999213398510714,-0.16144765457240748,0.0,0.08454785406376364,3.5919444444444446,316
8,C8_EPS_DYN_riseq1,EPS,-0.1775754154812096,-0.17841181969915218,0.0031645569620253164,0.06770636622435988,3.7071345029239766,316
15,C15_FCF_P_DYN_riseq1,FCF_P,-0.18565525259546123,-0.18413755828325798,0.006329113924050633,0.05795108083373046,3.867543859649123,316
