strategy,F組合,C,CAGR,None基準CAGR,C增益,max_drawdown,win_ratio,daily_sharpe,平均持股數
EV_S_qb0of3__REVENUE_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,EV_S_qb0of3__REVENUE_qb0of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.1948643795059215,0.185020676859164,0.00984370264675749,-0.2614161539044543,0.4860335195530726,122.19,35.970588235294116
EV_S_qb0of3__PS_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,EV_S_qb0of3__PS_qb1of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.1933801143067393,0.1494327236674522,0.0439473906392871,-0.23285719595395105,0.4968553459119497,111.27,48.11764705882353
MOM_qb2of3__NETDEBT_EBITDA_qb1of3__C17_FCF_P_DYN_qmax4__v0,MOM_qb2of3__NETDEBT_EBITDA_qb1of3,C17_FCF_P_DYN_qmax4,0.1930879502127807,0.10352445041565961,0.08956349979712108,-0.263045140330622,0.47716535433070867,122.63,51.36842105263158
MOM_qb2of3__PS_qb1of3__C3_ROE_DYN_qmax4__v0,MOM_qb2of3__PS_qb1of3,C3_ROE_DYN_qmax4,0.19103523396589783,0.1106502116586423,0.08038502230725553,-0.30257573200132026,0.4388609715242881,125.16,59.89473684210526
MOM_qb2of3__OCF_E_qb2of3__C3_ROE_DYN_qmax4__v0,MOM_qb2of3__OCF_E_qb2of3,C3_ROE_DYN_qmax4,0.18704743051483397,0.12539652096921095,0.06165090954562302,-0.2635964164574912,0.4608904933814681,124.68,80.6842105263158
EV_S_qb0of3__REVENUE_qb0of3__None__v0,EV_S_qb0of3__REVENUE_qb0of3,None,0.185020676859164,0.185020676859164,0.0,-0.23226197580747143,0.5584045584045584,69.2,82.95744680851064
MOM_qb2of3__PB_qb1of3__C1_ROE_DYN_riseq1__v0,MOM_qb2of3__PB_qb1of3,C1_ROE_DYN_riseq1,0.18277495179033165,0.1239109750667835,0.05886397672354815,-0.2673625180656045,0.43393275996872555,82.94,111.11363636363636
MOM_qb2of3__DEBTRATIO_qb2of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__DEBTRATIO_qb2of3,C10_EPS_DYN_qmax4,0.18263223879929003,0.11863747882141928,0.06399475997787074,-0.30661375028126747,0.4497354497354497,117.9,79.55263157894737
EV_S_qb0of3__VOL_qb1of3__C10_EPS_DYN_qmax4__v0,EV_S_qb0of3__VOL_qb1of3,C10_EPS_DYN_qmax4,0.1824493678413044,0.09902738078411644,0.08342198705718795,-0.29245841225666536,0.5008488964346349,122.18,58.76315789473684
MOM_qb2of3__EV_S_qb0of3__C15_FCF_P_DYN_riseq1__v0,MOM_qb2of3__EV_S_qb0of3,C15_FCF_P_DYN_riseq1,0.179609223144515,0.13292930097775435,0.046679922166760646,-0.2503338181818139,0.46853146853146854,83.0,97.45454545454545
MOM_qb2of3__EV_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__EV_EBITDA_qb0of3,C10_EPS_DYN_qmax4,0.17884227611923098,0.12258619904852153,0.056256077070709454,-0.26372128449122567,0.47624703087885983,119.41,90.07894736842105
