,min,p25,median,p75,max,mean,std
CAGR,-0.19616516369518244,0.03660024196635159,0.09063116008069727,0.13056153073082477,0.3526273474866659,0.08106226300441775,0.07226459649393192
max_drawdown,-0.9926001778379219,-0.7018276196106432,-0.6122984821573036,-0.527504566713431,-0.11834240731133117,-0.6189967396785001,0.14106395577596495
daily_sharpe,8.73,18.73,24.17,35.53,534.9,31.959448919033484,28.064094039504752
win_ratio,0.0,0.4191910348450359,0.46190476190476193,0.4958801498127341,1.0,0.45174510995713996,0.07001387442086286
