F1,k1,CAGR,max_drawdown,win_ratio,平均持股數,角色池,贏大盤,可當primary,可當secondary
EV_EBITDA,0,0.2415954219295564,-0.5835602614383768,0.587276407198731,586.5865384615385,primary,0.13103899955193943,True,True
VOL,2,0.23834875316127002,-0.5991374391932021,0.5606720597386434,583.7307692307693,primary,0.12779233078365304,True,True
PB,0,0.23322882513045817,-0.5944488236439934,0.6600412071264089,587.6634615384615,primary,0.12267240275284119,True,True
PS,0,0.23167500171222444,-0.6006388196327894,0.6707105719237435,578.9583333333334,primary,0.12111857933460746,True,True
EV_S,0,0.2284734107626667,-0.5927622829712046,0.6525362839488432,578.9583333333334,primary,0.11791698838504971,True,True
EPS,0,0.22545393072075193,-0.5510655859855835,0.5652774290735626,588.7692307692307,primary,0.11489750834313495,True,True
REVENUE,0,0.2141966463375593,-0.4767154277718699,0.6277756868648852,589.25,primary,0.10364022395994232,True,True
ACCRUAL,0,0.204849912649675,-0.5227217038566758,0.5429654826297886,608.8621794871794,primary,0.09429349027205802,True,True
ROIC,0,0.1950713480056756,-0.5620678370315484,0.5638915206063477,608.8653846153846,primary,0.08451492562805862,True,True
P_IC,0,0.19502538038884798,-0.6289737676069381,0.6767836026803311,587.6346153846154,primary,0.084468958011231,True,True
ROE,0,0.18573640875361708,-0.5974350776088769,0.5632998297358159,589.1955128205128,primary,0.0751799863760001,True,True
DEBTRATIO,2,0.1834002079043935,-0.5661172973764139,0.6143275512502816,589.8044871794872,primary,0.0728437855267765,True,True
FCF_P,0,0.1827845144396223,-0.5484771530852127,0.5531188207801546,588.9294871794872,primary,0.07222809206200531,True,True
NETDEBT_EBITDA,0,0.18241920093926423,-0.5006729308100945,0.5799962749115292,574.9807692307693,primary,0.07186277856164724,True,True
FCF_P,2,0.18215514359570562,-0.5378421269762732,0.576055290398562,589.5641025641025,primary,0.07159872121808863,True,True
OCF_E,2,0.18169288684364515,-0.5041618765650313,0.5591236993451015,609.7948717948718,primary,0.07113646446602817,True,True
MOM,0,0.18093586171671405,-0.6008250863723517,0.5885219987705278,589.5512820512821,primary,0.07037943933909707,True,True
CROIC,2,0.17882046508807758,-0.49481230873098503,0.5630868643354761,609.5641025641025,primary,0.0682640427104606,True,True
CROIC,0,0.1781983074541298,-0.5361949437565686,0.5521612191127252,608.8653846153846,primary,0.06764188507651281,True,True
FCF_OI,0,0.17630757578776768,-0.5400570711435257,0.5517951222916158,599.125,primary,0.0657511534101507,True,True
OCF_E,0,0.17265848060082312,-0.5414592975299608,0.5507147019504336,609.1378205128206,primary,0.062102058223206136,True,True
ROE,2,0.17214657187499616,-0.4913935891580802,0.5525479394003602,589.8205128205128,primary,0.061590149497379176,True,True
P_IC,1,0.16997124290060528,-0.5312705159913467,0.5786506469500924,587.974358974359,primary,0.0594148205229883,True,True
REV_G,0,0.16878824656671232,-0.6005331018630785,0.5844450037754845,587.974358974359,primary,0.05823182418909534,True,True
MOM,2,0.167669783207254,-0.5452944614487762,0.5178202034132047,590.2147435897435,primary,0.05711336082963703,True,True
DEBTRATIO,0,0.16606072804063343,-0.5117928458266443,0.5456586826347305,589.1923076923077,primary,0.05550430566301645,True,True
REV_G,2,0.16461708347547765,-0.5322389519611814,0.5390152764040005,588.6987179487179,primary,0.054060661097860674,True,True
