strategy,primary,secondary,CAGR,primary_solo_CAGR,配對增益,max_drawdown,win_ratio,平均持股數,晉升,未過原因
REVENUE_qb0of3__PS_qb0of3__None__v0,REVENUE_qb0,PS_qb0,0.4934155736618613,0.26112168680381176,0.23229388685804953,-0.5065060097014502,0.6361279170267934,93.86217948717949,True,
REVENUE_qb0of3__OCF_E_qb2of3__None__v0,REVENUE_qb0,OCF_E_qb2,0.43010136753082406,0.26112168680381176,0.1689796807270123,-0.3739630017354353,0.5384508413294395,112.78205128205128,True,
EPS_qb0of3__ROE_qb2of3__None__v0,EPS_qb0,ROE_qb2,0.40341306609956273,0.2652658902359273,0.13814717586363545,-0.4565032089270984,0.5092529129540782,64.3173076923077,True,
EPS_qb0of3__OCF_E_qb2of3__None__v0,EPS_qb0,OCF_E_qb2,0.40317321459063993,0.2652658902359273,0.13790732435471265,-0.4874718291818678,0.5305790169939961,131.45192307692307,True,
REVENUE_qb0of3__EV_S_qb0of3__None__v0,REVENUE_qb0,EV_S_qb0,0.40281257322748143,0.26112168680381176,0.14169088642366967,-0.5516987794160058,0.6305084745762712,116.26282051282051,True,
VOL_qb2of3__PB_qb0of3__None__v0,VOL_qb2,PB_qb0,0.38385561279787095,0.2531106287587148,0.13074498403915613,-0.6020252885586248,0.5789473684210527,213.10256410256412,True,
ROIC_qb0of3__ROE_qb2of3__None__v0,ROIC_qb0,ROE_qb2,0.38177844142756867,0.23273760296901402,0.14904083845855465,-0.43918554053353054,0.48554913294797686,46.11538461538461,True,
PB_qb0of3__ROE_qb2of3__None__v0,PB_qb0,ROE_qb2,0.37886780716788127,0.24810685252001274,0.13076095464786852,-0.49337517067048275,0.5725876057310547,93.03525641025641,True,
REVENUE_qb0of3__ACCRUAL_qb0of3__None__v0,REVENUE_qb0,ACCRUAL_qb0,0.37546768340848824,0.26112168680381176,0.11434599660467648,-0.46000060656967123,0.5046194875702448,197.58653846153845,True,
EPS_qb0of3__CROIC_qb2of3__None__v0,EPS_qb0,CROIC_qb2,0.36550784305648953,0.2652658902359273,0.10024195282056225,-0.4965257884600087,0.5450603902136885,117.95192307692308,True,
P_IC_qb2of3__PB_qb0of3__None__v0,PB_qb0,P_IC_qb2,0.35662042623220547,0.24810685252001274,0.10851357371219272,-0.5417027431578765,0.48194271481942713,38.51923076923077,True,
REVENUE_qb0of3__CROIC_qb2of3__None__v0,REVENUE_qb0,CROIC_qb2,0.35618108879845867,0.26112168680381176,0.09505940199464691,-0.41612965733245644,0.5445937690897984,113.81410256410257,True,
VOL_qb2of3__P_IC_qb0of3__None__v0,VOL_qb2,P_IC_qb0,0.35492390016685516,0.2531106287587148,0.10181327140814034,-0.6919767550920971,0.5852423743829895,173.89102564102564,True,
CROIC_qb2of3__ROIC_qb0of3__None__v0,ROIC_qb0,CROIC_qb2,0.3544039833586943,0.23273760296901402,0.12166638038968025,-0.5764781460484464,0.5307949231796927,82.0224358974359,True,
VOL_qb2of3__PS_qb0of3__None__v0,VOL_qb2,PS_qb0,0.3543089312578851,0.2531106287587148,0.10119830249917028,-0.6372950083113336,0.5749899071457408,223.45833333333334,True,
EPS_qb0of3__FCF_OI_qb2of3__None__v0,EPS_qb0,FCF_OI_qb2,0.3445363255477212,0.2652658902359273,0.0792704353117939,-0.571451748959453,0.5409472701819878,109.76282051282051,True,
EV_S_qb0of3__EPS_qb0of3__None__v0,EPS_qb0,EV_S_qb0,0.34213527210607264,0.2652658902359273,0.07686938187014536,-0.6265419451331482,0.5916467145517424,171.26282051282053,True,
EV_EBITDA_qb0of3__PB_qb0of3__None__v0,EV_EBITDA_qb0,PB_qb0,0.33965331148128586,0.2563621791341588,0.08329113234712704,-0.5974951060365916,0.5962384205109011,257.1730769230769,True,
OCF_E_qb2of3__ROIC_qb0of3__None__v0,ROIC_qb0,OCF_E_qb2,0.33834746267332605,0.23273760296901402,0.10560985970431203,-0.5659600434238701,0.5188280202207779,126.90384615384616,True,
PS_qb0of3__EPS_qb0of3__None__v0,EPS_qb0,PS_qb0,0.33696333380006194,0.2652658902359273,0.07169744356413466,-0.6373539723790058,0.5944578008351259,179.42628205128204,True,
PB_qb0of3__EPS_qb0of3__None__v0,EPS_qb0,PB_qb0,0.3337734270879533,0.2652658902359273,0.06850753685202604,-0.6068568158725908,0.5890378734415431,209.57692307692307,True,
REVENUE_qb0of3__PB_qb0of3__None__v0,REVENUE_qb0,PB_qb0,0.33261685914408257,0.26112168680381176,0.07149517234027081,-0.472218003704299,0.6247185389041782,230.02243589743588,True,
PS_qb0of3__EV_EBITDA_qb0of3__None__v0,EV_EBITDA_qb0,PS_qb0,0.32849127177675674,0.2563621791341588,0.07212909264259793,-0.6070899405000052,0.5953927427037325,254.1153846153846,True,
EPS_qb0of3__ACCRUAL_qb0of3__None__v0,EPS_qb0,ACCRUAL_qb0,0.3277826056740143,0.2652658902359273,0.06251671543808701,-0.5307861239217841,0.5186057195360055,293.15064102564105,True,
VOL_qb2of3__EV_S_qb0of3__None__v0,VOL_qb2,EV_S_qb0,0.3264740234164649,0.2531106287587148,0.0733633946577501,-0.6136208947420035,0.5737211634904714,217.08333333333334,True,
PS_qb0of3__EV_S_qb2of3__None__v0,PS_qb0,EV_S_qb2,0.32604897447555614,0.2448726637138916,0.08117631076166454,-0.7007060448459694,0.6028368794326241,11.44516129032258,True,
VOL_qb2of3__EV_EBITDA_qb0of3__None__v0,EV_EBITDA_qb0,VOL_qb2,0.32537406856641726,0.2563621791341588,0.06901188943225844,-0.5770889267594788,0.5500459136822773,309.98397435897436,True,
REVENUE_qb0of3__ROE_qb2of3__None__v0,REVENUE_qb0,ROE_qb2,0.32337082830671826,0.26112168680381176,0.0622491415029065,-0.3502316963792452,0.5241228070175439,116.26602564102564,True,
