strategy,primary,secondary,CAGR,primary_solo_CAGR,配對增益,max_drawdown,win_ratio,平均持股數,持股月份覆蓋率,持股數p10,晉升,未過原因
MOM_qb2of3__NETDEBT_EBITDA_qb0of3__None__v0,MOM_qb2,NETDEBT_EBITDA_qb0,0.141070955355993,0.11517070621059111,0.0259002491454019,-0.6870922863386513,0.4722514189615304,138.07407407407408,1.0,81.0,True,
MOM_qb2of3__NETDEBT_EBITDA_qb1of3__None__v0,MOM_qb2,NETDEBT_EBITDA_qb1,0.14096998093909052,0.11517070621059111,0.02579927472849941,-0.6609557981963678,0.478059600732954,156.0909090909091,1.0,79.0,True,
MOM_qb2of3__DEBTRATIO_qb2of3__None__v0,MOM_qb2,DEBTRATIO_qb2,0.1409681494808137,0.11517070621059111,0.025797443270222598,-0.6731392790452497,0.4520755479244521,152.75084175084174,1.0,90.6,True,
PB_qb1of3__MOM_qb2of3__None__v0,MOM_qb2,PB_qb1,0.14055424123730442,0.11517070621059111,0.02538353502671331,-0.6840193473509522,0.471822256126633,147.7138047138047,1.0,83.0,True,
P_IC_qb1of3__DEBTRATIO_qb0of3__None__v0,P_IC_qb1,DEBTRATIO_qb0,0.1393426824369417,0.10774864588230604,0.03159403655463566,-0.5909772153269996,0.5389294403892944,156.56228956228955,1.0,84.0,True,
MOM_qb2of3__REV_G_qb2of3__None__v0,MOM_qb2,REV_G_qb2,0.13925769161326307,0.11517070621059111,0.024086985402671957,-0.6673040927565728,0.4548604940465612,167.84912280701755,1.0,77.80000000000001,True,
MOM_qb2of3__REV_G_qb1of3__None__v0,MOM_qb2,REV_G_qb1,0.13842118339398723,0.11517070621059111,0.023250477183396123,-0.6619644615472029,0.4987146529562982,155.31578947368422,1.0,107.4,True,
MOM_qb2of3__CROIC_qb2of3__None__v0,MOM_qb2,CROIC_qb2,0.13576216053872536,0.11517070621059111,0.02059145432813425,-0.6739055116442956,0.48711132592234574,148.5151515151515,1.0,98.6,True,
MOM_qb2of3__ACCRUAL_qb1of3__None__v0,MOM_qb2,ACCRUAL_qb1,0.13564208643476539,0.11517070621059111,0.020471380224174274,-0.6770072324995009,0.4832225514535117,152.8956228956229,1.0,103.0,True,
MOM_qb2of3__NETDEBT_EBITDA_qb2of3__None__v0,MOM_qb2,NETDEBT_EBITDA_qb2,0.13535856297428794,0.11517070621059111,0.020187856763696832,-0.6688709700921995,0.4421352893235534,145.3804713804714,1.0,91.0,True,
MOM_qb2of3__DEBTRATIO_qb1of3__None__v0,MOM_qb2,DEBTRATIO_qb1,0.13517618077461835,0.11517070621059111,0.020005474564027237,-0.6651463139318867,0.46809346161397997,148.6195286195286,1.0,98.0,True,
MOM_qb2of3__DEBTRATIO_qb0of3__None__v0,MOM_qb2,DEBTRATIO_qb0,0.13434664389931616,0.11517070621059111,0.019175937688725053,-0.6905862015633975,0.46826384567517115,142.34006734006735,1.0,90.0,True,
MOM_qb2of3__FCF_OI_qb2of3__None__v0,MOM_qb2,FCF_OI_qb2,0.13351239190976916,0.11517070621059111,0.018341685699178045,-0.6777403399127256,0.48227183191070255,147.22222222222223,1.0,102.6,True,
MOM_qb2of3__OCF_E_qb1of3__None__v0,MOM_qb2,OCF_E_qb1,0.13329269559525958,0.11517070621059111,0.01812198938466847,-0.6785539576156003,0.48255576435983333,149.82154882154882,1.0,103.0,True,
P_IC_qb1of3__EPS_qb2of3__None__v0,P_IC_qb1,EPS_qb2,0.1324150032897673,0.10774864588230604,0.02466635740746126,-0.555741955508783,0.49733148843644986,127.49158249158249,1.0,37.0,True,
MOM_qb2of3__REVENUE_qb2of3__None__v0,MOM_qb2,REVENUE_qb2,0.13199275483392348,0.11517070621059111,0.016822048623332364,-0.6612773944411932,0.4801125703564728,172.41750841750843,1.0,117.0,True,
PS_qb1of3__MOM_qb2of3__None__v0,MOM_qb2,PS_qb1,0.12985143618864448,0.11517070621059111,0.014680729978053364,-0.6905167014707336,0.46072331324129884,145.33670033670035,1.0,83.0,True,
MOM_qb2of3__VOL_qb0of3__None__v0,MOM_qb2,VOL_qb0,0.12927418497981136,0.11517070621059111,0.014103478769220246,-0.5900616166104906,0.5149044585987261,148.5616883116883,1.0,85.0,True,
EV_S_qb1of3__MOM_qb2of3__None__v0,MOM_qb2,EV_S_qb1,0.12920025367569776,0.11517070621059111,0.014029547465106651,-0.6931763164038787,0.46208828358929777,144.93602693602693,1.0,86.0,True,
OCF_E_qb2of3__FCF_P_qb2of3__None__v0,OCF_E_qb2,FCF_P_qb2,0.12762602498232223,0.10702478116805669,0.020601243814265535,-0.5838552490869633,0.47902547825340996,165.0841750841751,1.0,99.0,True,
PS_qb1of3__DEBTRATIO_qb0of3__None__v0,PS_qb1,DEBTRATIO_qb0,0.12634493133806424,0.10454523190678677,0.021799699431277464,-0.6204393164947257,0.5110613969674372,159.7205387205387,1.0,91.0,True,
EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__None__v0,EV_S_qb1,NETDEBT_EBITDA_qb2,0.12592618420732227,0.11261458954493708,0.013311594662385184,-0.6137490581980913,0.49558823529411766,172.36363636363637,1.0,106.0,True,
PB_qb1of3__OCF_E_qb2of3__None__v0,OCF_E_qb2,PB_qb1,0.12468663979722217,0.10702478116805669,0.017661858629165472,-0.5614887704561671,0.4903878967125469,145.7979797979798,1.0,74.0,True,
MOM_qb2of3__FCF_P_qb1of3__None__v0,MOM_qb2,FCF_P_qb1,0.12449311185748302,0.11517070621059111,0.009322405646891907,-0.6889377013409039,0.47591684975494336,148.07407407407408,1.0,88.0,True,
MOM_qb2of3__FCF_P_qb0of3__None__v0,MOM_qb2,FCF_P_qb0,0.12263642895378513,0.11517070621059111,0.007465722743194014,-0.6877333841884584,0.4635822646886263,144.33333333333334,1.0,89.6,True,
EV_S_qb1of3__REVENUE_qb0of3__None__v0,EV_S_qb1,REVENUE_qb0,0.12255566463631751,0.11261458954493708,0.009941075091380425,-0.5991225232570244,0.4740960604425256,127.07407407407408,1.0,33.0,True,
OCF_E_qb2of3__CROIC_qb1of3__None__v0,OCF_E_qb2,CROIC_qb1,0.1223484985004657,0.10702478116805669,0.015323717332409004,-0.5575899457683569,0.47150670430486946,158.14478114478115,1.0,120.0,True,
OCF_E_qb2of3__EV_EBITDA_qb1of3__None__v0,OCF_E_qb2,EV_EBITDA_qb1,0.12133006898882948,0.10702478116805669,0.014305287820772783,-0.5951129102364592,0.48998640688717715,180.83501683501683,1.0,95.0,True,
PS_qb1of3__ROIC_qb2of3__None__v0,PS_qb1,ROIC_qb2,0.12120296701946254,0.10454523190678677,0.016657735112675764,-0.5907810964304223,0.4859086491739553,169.07744107744108,1.0,74.0,True,
OCF_E_qb2of3__NETDEBT_EBITDA_qb2of3__None__v0,OCF_E_qb2,NETDEBT_EBITDA_qb2,0.12059306705584905,0.10702478116805669,0.013568285887792353,-0.5307196409568191,0.4625693786381481,135.66666666666666,1.0,83.0,True,
EV_S_qb1of3__OCF_E_qb2of3__None__v0,EV_S_qb1,OCF_E_qb2,0.12024507725315203,0.11261458954493708,0.00763048770821495,-0.5808443297538253,0.4794857462269424,154.7946127946128,1.0,78.0,True,
OCF_E_qb2of3__VOL_qb0of3__None__v0,OCF_E_qb2,VOL_qb0,0.11971265557453159,0.10702478116805669,0.012687874406474897,-0.5502372972790802,0.5381922342457034,146.46464646464648,1.0,102.0,True,
EV_S_qb1of3__EV_EBITDA_qb1of3__None__v0,EV_S_qb1,EV_EBITDA_qb1,0.11950687846175168,0.11261458954493708,0.006892288916814593,-0.6024724058575881,0.4870313605281773,200.86868686868686,1.0,102.0,True,
