因子桶,單獨,單獨持股,小型,小型持股,中型,中型持股,大型,大型持股,小型超額,中大型最佳,中大型超額,規模落差,判定
MOM_qb1,0.1469239709355982,589.8846153846154,0.21414946090714415,,0.13303816057473417,,0.10819119488365159,,0.090631898727771,0.13303816057473417,0.009520598395361013,0.08111130033240999,⚠️ 勉強（中大型僅小贏基準）
ROE_qb0,0.2216080485150799,589.1955128205128,0.29333647641920435,,0.13203954241252247,,0.07966489716389535,,0.1698189142398312,0.13203954241252247,0.008521980233149318,0.16129693400668188,⚠️ 勉強（中大型僅小贏基準）
DEBTRATIO_qb1,0.1590012854808844,589.5096153846154,0.26226158782312536,,0.13178472814966913,,0.10725057691468698,,0.1387440256437522,0.13178472814966913,0.008267165970295975,0.13047685967345624,⚠️ 勉強（中大型僅小贏基準）
CROIC_qb0,0.1855582949980068,608.8653846153846,0.2951984726948129,,0.13074514312903585,,0.06917832745772468,,0.17168091051543977,0.13074514312903585,0.007227580949662693,0.16445332956577707,⚠️ 勉強（中大型僅小贏基準）
ROIC_qb1,0.1482320474233993,609.2339743589744,0.22405267863132283,,0.130610557453676,,0.10714769107651723,,0.10053511645194968,0.130610557453676,0.007092995274302849,0.09344212117764683,⚠️ 勉強（中大型僅小贏基準）
ROIC_qb0,0.2327167398471268,608.8653846153846,0.3067394741188587,,0.13035774166963154,,0.07356297453677385,,0.18322191193948556,0.13035774166963154,0.006840179490258391,0.17638173244922717,⚠️ 勉強（中大型僅小贏基準）
FCF_OI_qb0,0.1818988266346524,599.125,0.2927428225783242,,0.1302930315534947,,0.07198499307885498,,0.16922526039895103,0.1302930315534947,0.0067754693741215455,0.16244979102482948,⚠️ 勉強（中大型僅小贏基準）
P_IC_qb2,0.1450885766412717,588.3237179487179,0.24131523527557008,,0.13005902847245943,,0.10027442826957977,,0.11779767309619693,0.13005902847245943,0.006541466293086273,0.11125620680311066,⚠️ 勉強（中大型僅小贏基準）
DEBTRATIO_qb0,0.2003392721028312,589.1923076923077,0.2453813741923001,,0.12963522842650343,,0.10282356831933148,,0.12186381201292695,0.12963522842650343,0.006117666247130282,0.11574614576579667,⚠️ 勉強（中大型僅小贏基準）
ACCRUAL_qb1,0.1371836482592305,609.2403846153846,0.21044474987713535,,0.12932912539369767,,0.10168963696587974,,0.0869271876977622,0.12932912539369767,0.005811563214324522,0.08111562448343768,⚠️ 勉強（中大型僅小贏基準）
FCF_P_qb0,0.1888842275363058,588.9294871794872,0.3028820296626984,,0.1282767228369186,,0.07653731529498664,,0.17936446748332524,0.1282767228369186,0.004759160657545447,0.1746053068257798,⚠️ 勉強（中大型僅小贏基準）
MOM_qb2,0.1709149143504185,590.2147435897435,0.2782408809332666,,0.1279498786045381,,0.09730613632620755,,0.15472331875389345,0.1279498786045381,0.0044323164251649505,0.1502910023287285,⚠️ 勉強（中大型僅小贏基準）
PB_qb1,0.1452505229196135,588.0064102564103,0.20203474891897666,,0.12681671229217484,,0.10717524979380744,,0.0785171867396035,0.12681671229217484,0.0032991501128016854,0.07521803662680182,⚠️ 勉強（中大型僅小贏基準）
REV_G_qb0,0.1845261196937382,587.974358974359,0.29695786131697144,,0.12565201332866271,,0.09948848401490862,,0.17344029913759829,0.12565201332866271,0.0021344511492895624,0.17130584798830872,⚠️ 勉強（中大型僅小贏基準）
EPS_qb2,0.1244273411769634,589.8365384615385,0.1951908574211234,,0.12492830658017318,,0.09788992982854605,,0.07167329524175026,0.12492830658017318,0.0014107444008000236,0.07026255084095023,⚠️ 勉強（中大型僅小贏基準）
OCF_E_qb1,0.1340366073195917,609.4871794871794,0.1921575528006434,,0.12454338664985531,,0.09767484930990933,,0.06863999062127024,0.12454338664985531,0.0010258244704821617,0.06761416615078808,⚠️ 勉強（中大型僅小贏基準）
ROE_qb1,0.137364631456387,589.5576923076923,0.18633092481741653,,0.12397362977449067,,0.1084597321151346,,0.06281336263804338,0.12397362977449067,0.00045606759511751527,0.062357295042925864,⚠️ 勉強（中大型僅小贏基準）
VOL_qb0,0.1244672055786841,583.0608974358975,0.14583711417785894,,0.12378850017457199,,0.1116671578860815,,0.022319551998485787,0.12378850017457199,0.0002709379951988389,0.022048614003286948,⚠️ 勉強（中大型僅小贏基準）
FCF_P_qb1,0.1534547550392218,589.224358974359,0.1717988564769657,,0.122595851121172,,0.10683325818599498,,0.048281294297592536,0.122595851121172,-0.0009217110582011578,0.049203005355793694,🔴 規模混淆（只在小型股有效）
OCF_E_qb0,0.1798676985254448,609.1378205128206,0.2805028700836327,,0.12082503521083399,,0.07944794361351204,,0.15698530790425957,0.12082503521083399,-0.002692526968539166,0.15967783487279874,🔴 規模混淆（只在小型股有效）
ACCRUAL_qb2,0.1575547790096656,609.5641025641025,0.23221065041580746,,0.1203138936323096,,0.09625616494542344,,0.10869308823643431,0.1203138936323096,-0.003203668547063554,0.11189675678349786,🔴 規模混淆（只在小型股有效）
CROIC_qb1,0.1394350469581493,609.2371794871794,0.21047404236496692,,0.11932029648940845,,0.10047985250586255,,0.08695648018559377,0.11932029648940845,-0.004197265689964702,0.09115374587555847,🔴 規模混淆（只在小型股有效）
REVENUE_qb0,0.261130726344537,589.25,0.2789792148371901,,0.11295459278504949,,-0.06761425762715423,,0.15546165265781697,0.11295459278504949,-0.010562969394323662,0.16602462205214064,🔴 規模混淆（只在小型股有效）
EV_S_qb2,0.1299146479882844,579.5673076923077,0.21001674181892738,,0.11289646752131488,,0.08028153678330097,,0.08649917963955422,0.11289646752131488,-0.010621094658058272,0.0971202742976125,🔴 規模混淆（只在小型股有效）
PS_qb2,0.1304064385089995,579.5705128205128,0.21428457447873672,,0.10950729996414044,,0.08646633528400671,,0.09076701229936357,0.10950729996414044,-0.014010262215232716,0.10477727451459629,🔴 規模混淆（只在小型股有效）
EV_EBITDA_qb2,0.1204675636374674,587.2339743589744,0.17680111451930158,,0.10651882984241956,,0.09458563286272237,,0.05328355233992843,0.10651882984241956,-0.016998732336953593,0.07028228467688202,🔴 規模混淆（只在小型股有效）
