strategy,CAGR,daily_sharpe,max_drawdown,win_ratio
ROE_qb4of5__EPS_qb1of5__C10_EPS_DYN_qmax4__v1,0.20984929859362134,23.91,-0.31829212773960036,1.0
EPS_qb0of5__PS_qb2of5__C4_ROE_DYN_qmax8__v1,0.028531848407828297,90.0,-0.3404864091559372,1.0
FCF_P_qb0of5__PS_qb0of5__C18_FCF_P_DYN_qmax8__v1,0.03250382031957533,190.03,-0.08528788610935578,1.0
