,min,p25,median,p75,max,mean,std
CAGR,-0.19724296982356293,0.03078045836568566,0.08180739601912523,0.12020628162114932,0.3392709352681387,0.07375648281241574,0.06702947202088959
max_drawdown,-0.9916255978331608,-0.6927092639604773,-0.606363320269315,-0.5189080017046221,-0.01499263418676089,-0.6068162343622887,0.14591820737363825
daily_sharpe,7.88,19.13,24.95,38.7,9550.91,59.453685373398145,356.9398602178994
win_ratio,0.0,0.4208739923631735,0.45962341898929776,0.49369747899159666,1.0,0.4499639881755654,0.08671413246634652
