,min,p25,median,p75,max,mean,std
CAGR,-0.1952894533531302,0.030369833894117515,0.08341051413880152,0.12037559276560306,0.3392709352681387,0.07434676027839396,0.06789498134342185
max_drawdown,-0.9900686349594735,-0.693113871336344,-0.6070239950481253,-0.5221216048220686,-0.01742883638809445,-0.6088757830234082,0.14491885290053694
daily_sharpe,8.15,18.95,24.64,38.2,3706.14,43.76994515011548,120.3734784766506
win_ratio,0.0,0.41720437457279563,0.45714285714285713,0.4908797968948345,1.0,0.4439563431030686,0.08538765355773484
