label,quality_metric,k,target_total,n_members,val_frac,v1_frac,avg_holdings,frac_top10pct_mktcap,is_cagr,is_mdd,oos_cagr,oos_mdd,oos_sharpe
anchored_w4,calmar,6,30,30,0.7666666666666667,0.3333333333333333,27.504550059065075,0.10561797752808989,0.27452850727250033,-0.3160334336803664,0.0024100475054662507,-0.1362210192630262,0.08322910163150554
anchored_w4,cagr_only,6,30,30,0.8,0.3333333333333333,23.96636897114486,0.0867579908675799,0.3014343847332559,-0.4358952725650722,0.001954046748882776,-0.14155856405842404,0.07829687389729809
rolling_w6,calmar,10,50,50,0.8,0.56,19.02580850387298,0.07775768535262206,0.2726309572424295,-0.14735739194117103,0.1420739249578753,-0.15870526531725582,1.090044127736244
rolling_w6,cagr_only,10,50,50,0.76,0.5,17.48873405541149,0.068,0.2952762334799164,-0.17132579064157827,0.11299862258150539,-0.17050394913843658,0.8935911824004108
