strategy_uid,tree_id,cluster_L1,cluster_L3,selects_tsmc,is_legacy_pick
TW::PS_qb0of3__ACCRUAL_qb0of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,2,44,False,False
TW::PS_qb1of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,110,False,False
TW::PB_qb1of3__REVENUE_qb0of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,2,62,False,False
TW::P_IC_qb0of3__DEBTRATIO_qb1of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,2,56,False,False
TW::PS_qb1of3__ACCRUAL_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::P_IC_qb1of3__REV_G_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,102,False,False
TW::EV_S_qb1of3__CROIC_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::OCF_E_qb2of3__EV_EBITDA_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::P_IC_qb1of3__MOM_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,91,False,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,92,False,False
TW::MOM_qb2of3__FCF_OI_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,85,False,False
TW::P_IC_qb1of3__EPS_qb2of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,94,False,False
TW::PB_qb1of3__ROIC_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,2,44,False,False
TW::PS_qb1of3__ROE_qb1of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::EV_S_qb1of3__OCF_E_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,107,False,False
TW::P_IC_qb1of3__VOL_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,102,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::EV_S_qb0of3__EPS_qb1of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,57,False,False
TW::PS_qb1of3__EPS_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,99,False,False
TW::PB_qb1of3__None__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PB_qb1of3__FCF_P_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,95,True,False
TW::MOM_qb2of3__OCF_E_qb1of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,93,False,False
TW::PB_qb1of3__None__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PS_qb1of3__VOL_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,67,False,False
TW::EV_S_qb1of3__EV_EBITDA_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PS_qb1of3__OCF_E_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,109,False,False
TW::EV_S_qb1of3__EV_EBITDA_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PS_qb1of3__ROE_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,99,False,False
TW::PB_qb1of3__FCF_P_qb1of3__C11_EPS_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,37,False,False
TW::PS_qb1of3__ROE_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,110,False,False
TW::PB_qb1of3__DEBTRATIO_qb0of3__C9_EPS_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,104,False,False
TW::EV_S_qb1of3__CROIC_qb2of3__C2_ROE_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,97,False,False
TW::EV_S_qb1of3__DEBTRATIO_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,59,False,False
TW::PB_qb1of3__FCF_P_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::EV_S_qb0of3__None__C18_FCF_P_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,74,False,False
TW::OCF_E_qb2of3__None__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::PS_qb1of3__EPS_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::MOM_qb2of3__VOL_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,6,147,True,False
TW::EV_S_qb1of3__EV_EBITDA_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::P_IC_qb1of3__CROIC_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::MOM_qb2of3__DEBTRATIO_qb1of3__None__v0,TW_wf_2007-01_2023-12,3,91,True,False
TW::EV_S_qb1of3__ACCRUAL_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PS_qb0of3__CROIC_qb1of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,50,False,False
TW::PS_qb1of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,104,False,False
TW::EV_S_qb1of3__DEBTRATIO_qb1of3__C10_EPS_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::MOM_qb2of3__REVENUE_qb2of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,86,True,False
TW::PS_qb1of3__NETDEBT_EBITDA_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,104,False,False
TW::PS_qb0of3__EPS_qb1of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,57,False,False
TW::MOM_qb2of3__ACCRUAL_qb1of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,2,79,True,False
TW::MOM_qb2of3__CROIC_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,93,True,False
TW::P_IC_qb1of3__None__C9_EPS_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::EV_S_qb1of3__OCF_E_qb1of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PB_qb1of3__CROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::OCF_E_qb2of3__REVENUE_qb2of3__C10_EPS_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::PS_qb1of3__ROE_qb2of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,110,False,False
TW::PS_qb0of3__DEBTRATIO_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,53,False,False
TW::PS_qb0of3__REVENUE_qb1of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,49,False,False
TW::PS_qb1of3__REV_G_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::MOM_qb2of3__FCF_OI_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,93,True,False
TW::PB_qb1of3__DEBTRATIO_qb1of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PB_qb1of3__ACCRUAL_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,62,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::OCF_E_qb2of3__EV_EBITDA_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::MOM_qb2of3__ACCRUAL_qb1of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,93,True,False
TW::PS_qb0of3__EPS_qb1of3__C18_FCF_P_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,72,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::MOM_qb2of3__ROE_qb1of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,82,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::OCF_E_qb2of3__VOL_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,102,True,False
TW::MOM_qb2of3__FCF_P_qb1of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,89,True,False
TW::EV_S_qb1of3__DEBTRATIO_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,59,False,False
TW::OCF_E_qb2of3__FCF_P_qb2of3__None__v0,TW_wf_2007-01_2023-12,3,100,True,False
TW::EV_S_qb1of3__ACCRUAL_qb1of3__C10_EPS_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::MOM_qb2of3__OCF_E_qb1of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,93,False,False
TW::EV_S_qb1of3__OCF_E_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PB_qb1of3__CROIC_qb2of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::MOM_qb2of3__ROE_qb1of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,82,False,False
TW::P_IC_qb1of3__ACCRUAL_qb1of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PB_qb1of3__EPS_qb1of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PB_qb1of3__None__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::EV_S_qb1of3__OCF_E_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PS_qb1of3__REV_G_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PS_qb1of3__ROIC_qb2of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,110,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::OCF_E_qb2of3__REV_G_qb2of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::PB_qb0of3__PS_qb0of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,2,74,False,False
TW::PS_qb1of3__DEBTRATIO_qb1of3__C9_EPS_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PB_qb1of3__EPS_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PS_qb1of3__OCF_E_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,109,False,False
TW::PB_qb1of3__ACCRUAL_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::P_IC_qb1of3__ACCRUAL_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::OCF_E_qb2of3__REVENUE_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::P_IC_qb1of3__DEBTRATIO_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PB_qb1of3__FCF_P_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::PS_qb1of3__REVENUE_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PB_qb1of3__DEBTRATIO_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PS_qb1of3__OCF_E_qb2of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,109,False,False
TW::MOM_qb2of3__REVENUE_qb2of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,86,True,False
TW::EV_S_qb1of3__None__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__None__v0,TW_wf_2007-01_2023-12,2,59,False,False
TW::PB_qb1of3__DEBTRATIO_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::OCF_E_qb2of3__None__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::PB_qb1of3__EPS_qb1of3__C2_ROE_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PS_qb1of3__REVENUE_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::EV_S_qb1of3__CROIC_qb2of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,97,False,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,109,False,False
TW::P_IC_qb1of3__NETDEBT_EBITDA_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PS_qb1of3__CROIC_qb2of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,97,False,False
TW::P_IC_qb1of3__ACCRUAL_qb1of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::OCF_E_qb2of3__VOL_qb2of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,107,False,False
TW::PS_qb0of3__EV_S_qb0of3__C18_FCF_P_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,74,False,False
TW::PS_qb1of3__MOM_qb2of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,93,False,False
TW::PS_qb1of3__REV_G_qb2of3__C4_ROE_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,35,False,False
TW::PB_qb1of3__MOM_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,91,False,False
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C18_FCF_P_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,79,False,False
TW::P_IC_qb1of3__None__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::P_IC_qb1of3__VOL_qb0of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,67,False,False
TW::PS_qb1of3__EPS_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PS_qb1of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,110,False,False
TW::P_IC_qb1of3__REVENUE_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,2,62,False,False
TW::PB_qb1of3__EPS_qb1of3__C3_ROE_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PS_qb1of3__NETDEBT_EBITDA_qb1of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::PB_qb1of3__FCF_P_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::PS_qb1of3__CROIC_qb2of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,97,False,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,2,44,False,False
TW::EV_S_qb1of3__VOL_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,107,False,False
TW::PS_qb1of3__EPS_qb1of3__C18_FCF_P_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,81,False,False
TW::P_IC_qb1of3__OCF_E_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PB_qb1of3__CROIC_qb2of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::OCF_E_qb2of3__ACCRUAL_qb0of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,109,True,False
TW::MOM_qb2of3__FCF_P_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,85,False,False
TW::PB_qb1of3__REV_G_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PS_qb1of3__OCF_E_qb1of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::OCF_E_qb2of3__EV_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,44,False,False
TW::PS_qb1of3__FCF_OI_qb2of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,97,False,False
TW::OCF_E_qb2of3__VOL_qb0of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,2,67,True,False
TW::MOM_qb2of3__CROIC_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,93,True,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,2,62,False,False
TW::EV_S_qb1of3__ACCRUAL_qb1of3__C9_EPS_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::P_IC_qb0of3__PS_qb0of3__C18_FCF_P_DYN_qmax8__v0,TW_wf_2007-01_2023-12,2,74,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::PS_qb1of3__OCF_E_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C10_EPS_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PS_qb1of3__ACCRUAL_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::MOM_qb2of3__FCF_P_qb0of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,85,False,False
TW::EV_S_qb1of3__ACCRUAL_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,107,False,False
TW::MOM_qb2of3__REVENUE_qb1of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,91,False,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb1of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,88,True,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PB_qb1of3__DEBTRATIO_qb0of3__C10_EPS_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,104,False,False
TW::MOM_qb2of3__FCF_P_qb1of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,89,True,False
TW::P_IC_qb1of3__EPS_qb2of3__None__v0,TW_wf_2007-01_2023-12,3,94,False,False
TW::PS_qb1of3__NETDEBT_EBITDA_qb1of3__C2_ROE_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::EV_S_qb1of3__ACCRUAL_qb1of3__C2_ROE_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::MOM_qb2of3__VOL_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,6,147,True,False
TW::MOM_qb2of3__REV_G_qb2of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,89,True,False
TW::PB_qb1of3__ROIC_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::MOM_qb2of3__FCF_OI_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,93,True,False
TW::MOM_qb2of3__OCF_E_qb1of3__C15_FCF_P_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,93,False,False
TW::PS_qb1of3__REV_G_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,2,62,False,False
TW::PS_qb0of3__FCF_OI_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,50,False,False
TW::EV_S_qb1of3__OCF_E_qb1of3__C5_ROE_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C19_FCF_P_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,92,False,False
TW::PS_qb1of3__ROE_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,95,False,False
TW::EV_S_qb1of3__DEBTRATIO_qb1of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::P_IC_qb1of3__FCF_P_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::PS_qb1of3__MOM_qb2of3__None__v0,TW_wf_2007-01_2023-12,3,93,False,False
TW::MOM_qb2of3__None__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,93,True,False
TW::OCF_E_qb2of3__REVENUE_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,112,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,111,True,False
TW::EV_S_qb1of3__FCF_OI_qb2of3__C12_EPS_DYN_yoy__v0,TW_wf_2007-01_2023-12,3,97,False,False
TW::P_IC_qb1of3__OCF_E_qb2of3__C1_ROE_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,109,False,False
TW::EV_S_qb1of3__CROIC_qb1of3__C3_ROE_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,106,False,False
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,2,55,False,False
TW::EV_S_qb1of3__EV_EBITDA_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,98,False,False
TW::OCF_E_qb2of3__VOL_qb2of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,107,False,False
TW::PS_qb1of3__DEBTRATIO_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,99,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C3_ROE_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,104,False,False
TW::PS_qb0of3__EPS_qb1of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,2,72,False,False
TW::P_IC_qb1of3__FCF_P_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW_wf_2007-01_2023-12,3,105,False,False
TW::PS_qb1of3__ROE_qb1of3__C3_ROE_DYN_qmax4__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::P_IC_qb0of3__FCF_P_qb1of3__C17_FCF_P_DYN_qmax4__v0,TW_wf_2007-01_2023-12,2,70,False,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW_wf_2007-01_2023-12,3,109,False,False
TW::P_IC_qb1of3__ROE_qb1of3__C2_ROE_DYN_riseq2__v0,TW_wf_2007-01_2023-12,3,101,False,False
TW::P_IC_qb1of3__OCF_E_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,103,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C8_EPS_DYN_riseq1__v0,TW_wf_2007-01_2023-12,3,101,False,False
