strategy_uid,market,F1_factor,CAGR,max_drawdown,calmar,selects_tsmc
TW::PB_qb1of3__VOL_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.191450160414685,-0.6734944477515341,0.2842639030712765,False
TW::PB_qb1of3__REV_G_qb2of3__C11_EPS_DYN_qmax8__v0,TW,PB,0.1914368494166023,-0.5162661015386966,0.3708104189797424,False
TW::MOM_qb2of3__CROIC_qb2of3__C5_ROE_DYN_yoy__v0,TW,MOM,0.1914328577886113,-0.6293978105400626,0.3041524050176628,True
TW::PB_qb0of3__None__C10_EPS_DYN_qmax4__v0,TW,PB,0.1914126185829896,-0.5382342663297859,0.3556306808338874,False
TW::PB_qb1of3__ROE_qb2of3__C5_ROE_DYN_yoy__v1,TW,PB,0.1914019783043512,-0.603185427187076,0.3173186381457265,False
TW::P_IC_qb0of3__MOM_qb2of3__C8_EPS_DYN_riseq1__v0,TW,P_IC,0.1913932152994009,-0.6598651490458161,0.29004898285075514,False
TW::PS_qb0of3__None__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,PS,0.191384944000583,-0.5167612550049541,0.3703546698731279,False
TW::EV_S_qb0of3__None__C5_ROE_DYN_yoy__v1,TW,EV_S,0.1913743469233844,-0.5358630481298032,0.35713294206662183,False
TW::EV_S_qb0of3__NETDEBT_EBITDA_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.1913709528682436,-0.5056111069397172,0.37849436106446194,False
TW::PB_qb0of3__EV_S_qb0of3__C8_EPS_DYN_riseq1__v0,TW,PB,0.1913591757761852,-0.540766676254463,0.35386643478404595,False
TW::PS_qb0of3__EV_EBITDA_qb0of3__None__v0,TW,PS,0.1913261226368012,-0.507684504254905,0.37686027647741177,False
TW::PB_qb0of3__None__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,PB,0.191283534845589,-0.5577822509171504,0.3429358580899002,False
TW::MOM_qb2of3__FCF_P_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1912417059673343,-0.5915098635674194,0.32331110222566367,False
TW::PB_qb0of3__CROIC_qb1of3__C5_ROE_DYN_yoy__v1,TW,PB,0.1912365228561354,-0.5795268221607697,0.329987354412879,False
TW::MOM_qb2of3__EV_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v1,TW,MOM,0.191236471481919,-0.5487051048963536,0.348523222720959,False
TW::MOM_qb2of3__REVENUE_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1912020823840352,-0.6439902749820923,0.29690212696046075,False
TW::P_IC_qb0of3__ROIC_qb1of3__C1_ROE_DYN_riseq1__v0,TW,P_IC,0.1911794526244077,-0.5421463115079723,0.35263442463095385,False
TW::MOM_qb2of3__REVENUE_qb1of3__C2_ROE_DYN_riseq2__v0,TW,MOM,0.1911687004297306,-0.6479190247742663,0.2950502965958337,False
TW::PS_qb0of3__DEBTRATIO_qb0of3__C12_EPS_DYN_yoy__v0,TW,PS,0.1911056988451596,-0.5288685478363293,0.36134820198137724,False
TW::EV_S_qb0of3__None__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,EV_S,0.1910962217299858,-0.4900542191264897,0.3899491408738616,False
TW::EV_S_qb0of3__OCF_E_qb1of3__C9_EPS_DYN_riseq2__v0,TW,EV_S,0.1910949371903865,-0.494083454105242,0.38676651809044876,False
TW::MOM_qb2of3__EV_EBITDA_qb0of3__C1_ROE_DYN_riseq1__v0,TW,MOM,0.1909811004600465,-0.6605593230640401,0.28912028608448115,False
TW::PB_qb0of3__NETDEBT_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v0,TW,PB,0.1909652949639984,-0.5641154425581505,0.33852165808120593,False
TW::PB_qb0of3__ROIC_qb1of3__C12_EPS_DYN_yoy__v1,TW,PB,0.1909592893651792,-0.5844303046496027,0.32674433178079215,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C8_EPS_DYN_riseq1__v1,TW,EV_S,0.1909487003931309,-0.6566135115455254,0.29080836296481194,False
TW::MOM_qb2of3__REVENUE_qb1of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1909316822340876,-0.6380452138440664,0.29924475270924905,False
TW::PS_qb0of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,PS,0.1909144717179287,-0.6468620079349412,0.2951394105327177,False
TW::PB_qb1of3__ROE_qb2of3__C5_ROE_DYN_yoy__v0,TW,PB,0.1909043983900293,-0.5035811693947758,0.37909359998402226,False
TW::P_IC_qb0of3__PS_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.1908980493678387,-0.5034639816267159,0.37916922825549126,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__None__v0,TW,P_IC,0.1908942607368351,-0.5362828748333781,0.3559581513695464,False
TW::P_IC_qb1of3__NETDEBT_EBITDA_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.1908696686622248,-0.5848059688333357,0.32638119108633945,False
TW::PB_qb0of3__ACCRUAL_qb0of3__C11_EPS_DYN_qmax8__v0,TW,PB,0.1908679000623656,-0.5031461002223427,0.3793488610525256,False
TW::PS_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,PS,0.1908382026485495,-0.3594756093277775,0.5308794190666193,False
TW::PB_qb0of3__CROIC_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,PB,0.1908091567109282,-0.5568586923958658,0.3426527399437337,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,TW,MOM,0.1907872430990709,-0.6972818159009433,0.27361568701251543,False
TW::P_IC_qb1of3__ROE_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW,P_IC,0.1907676858592879,-0.542463907543913,0.35166890037535825,False
TW::MOM_qb2of3__EV_EBITDA_qb0of3__None__v1,TW,MOM,0.1907097511324855,-0.6296587590561813,0.30287794521964145,False
TW::P_IC_qb0of3__DEBTRATIO_qb1of3__C3_ROE_DYN_qmax4__v0,TW,P_IC,0.1907076183245959,-0.5199592908214994,0.3667741334582005,False
TW::EV_S_qb0of3__MOM_qb2of3__C19_FCF_P_DYN_yoy__v1,TW,EV_S,0.1906905792879725,-0.5614240559046068,0.33965516312035854,False
TW::MOM_qb2of3__VOL_qb0of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1906873262904298,-0.4875487115547533,0.39111440922968166,True
TW::PS_qb0of3__ACCRUAL_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,PS,0.1906801801633184,-0.4812054574363275,0.39625523197344237,False
TW::OCF_E_qb2of3__REVENUE_qb1of3__C5_ROE_DYN_yoy__v1,TW,OCF_E,0.1906376459909695,-0.512842192943655,0.37172769443311876,False
TW::PS_qb0of3__MOM_qb2of3__C10_EPS_DYN_qmax4__v0,TW,PS,0.1906273463740153,-0.6553483513366545,0.29087941700808434,False
TW::MOM_qb2of3__ROE_qb2of3__C10_EPS_DYN_qmax4__v0,TW,MOM,0.1906154778318931,-0.6101769589011146,0.31239376553185166,True
TW::P_IC_qb0of3__None__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.1905846994416471,-0.5405024112391836,0.3526065665548148,False
TW::EV_S_qb0of3__None__C3_ROE_DYN_qmax4__v0,TW,EV_S,0.1905727086763551,-0.488593450427961,0.3900435188180105,False
TW::EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.1905343175103611,-0.5306405000701151,0.35906478582992674,False
TW::EV_S_qb0of3__FCF_OI_qb1of3__C2_ROE_DYN_riseq2__v1,TW,EV_S,0.1905057832697754,-0.6614837881337778,0.2879976602408398,False
TW::MOM_qb2of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1905032920553222,-0.592751004050313,0.3213883920121579,True
TW::P_IC_qb1of3__REV_G_qb1of3__C8_EPS_DYN_riseq1__v1,TW,P_IC,0.190486820451881,-0.4923316635018185,0.38690751494023584,False
TW::MOM_qb2of3__None__C5_ROE_DYN_yoy__v0,TW,MOM,0.1904823781666313,-0.6472662460514302,0.2942875197473159,True
TW::OCF_E_qb2of3__DEBTRATIO_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,OCF_E,0.1904494948138213,-0.5622539438141828,0.3387250492577465,False
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C12_EPS_DYN_yoy__v1,TW,MOM,0.1904458164236151,-0.5643921722611204,0.3374352547460631,False
TW::PB_qb0of3__MOM_qb2of3__C3_ROE_DYN_qmax4__v0,TW,PB,0.1904374588679394,-0.5949983257779767,0.32006385668218,False
TW::EV_S_qb0of3__NETDEBT_EBITDA_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,EV_S,0.1904227143921306,-0.4957963048589613,0.38407449294383095,False
TW::PS_qb0of3__DEBTRATIO_qb1of3__C12_EPS_DYN_yoy__v0,TW,PS,0.1904184830977913,-0.5072845413935589,0.37536819587423975,False
TW::MOM_qb2of3__REV_G_qb2of3__C12_EPS_DYN_yoy__v0,TW,MOM,0.1903781544228948,-0.6121228303525779,0.31101299442342073,True
TW::EV_S_qb0of3__VOL_qb2of3__C4_ROE_DYN_qmax8__v0,TW,EV_S,0.1903539621055807,-0.7294201006009996,0.26096615921159855,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C3_ROE_DYN_qmax4__v0,TW,PB,0.1903485962541049,-0.5420253917061661,0.35118021990618026,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,TW,MOM,0.1903480333084535,-0.4048394954593018,0.4701814804222555,True
TW::PB_qb0of3__None__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,PB,0.1903406405696548,-0.552810240233101,0.3443146069244208,False
TW::MOM_qb2of3__ROIC_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW,MOM,0.190339519908953,-0.6913990589779185,0.27529618016884216,True
TW::PS_qb0of3__OCF_E_qb2of3__C8_EPS_DYN_riseq1__v0,TW,PS,0.190336995914911,-0.5045431267741765,0.37724623687144604,False
TW::P_IC_qb0of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,TW,P_IC,0.1903356078724489,-0.6120911765060966,0.31095956808087255,False
TW::P_IC_qb1of3__EPS_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.190175606248715,-0.5718721302869687,0.3325491769519941,False
TW::EV_S_qb0of3__FCF_OI_qb1of3__C12_EPS_DYN_yoy__v1,TW,EV_S,0.1901276721648781,-0.6130824591066064,0.31011761850426317,False
TW::PS_qb0of3__EV_S_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,PS,0.1901072197603108,-0.506314894343454,0.37547230366751433,False
TW::PB_qb1of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1901051639276947,-0.5249582139882663,0.3621338972551897,False
TW::OCF_E_qb2of3__ROE_qb2of3__C5_ROE_DYN_yoy__v1,TW,OCF_E,0.1901014583375266,-0.6504997486083588,0.2922390957786203,True
TW::PB_qb0of3__ROIC_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,PB,0.1900959978035263,-0.4838710275340916,0.3928650135807788,False
TW::EV_S_qb0of3__VOL_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.1900383598526422,-0.6161864948847645,0.3084104592201133,False
TW::P_IC_qb0of3__EV_S_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.1900011808810269,-0.4734832861894007,0.4012838180839682,False
TW::MOM_qb2of3__OCF_E_qb2of3__C8_EPS_DYN_riseq1__v0,TW,MOM,0.1899997928848591,-0.6562772030577105,0.28951149300877244,True
TW::P_IC_qb1of3__ROE_qb2of3__C5_ROE_DYN_yoy__v1,TW,P_IC,0.1899614525979229,-0.6076938718273931,0.3125939908307629,False
TW::PS_qb0of3__None__C3_ROE_DYN_qmax4__v0,TW,PS,0.1898868374647286,-0.5213767066550179,0.36420276364661613,False
TW::PS_qb0of3__EPS_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,PS,0.1898712730590472,-0.5134153882916918,0.36981998862716936,False
TW::PB_qb0of3__None__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1898521963665713,-0.5444004599539016,0.3487362894268081,False
TW::PB_qb0of3__EV_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW,PB,0.1898244400223427,-0.5664753768731097,0.335097424834519,False
TW::PB_qb0of3__ROIC_qb1of3__C3_ROE_DYN_qmax4__v0,TW,PB,0.1897557825126894,-0.5032633320076696,0.377050681907812,False
TW::P_IC_qb0of3__EV_S_qb0of3__C9_EPS_DYN_riseq2__v1,TW,P_IC,0.1897339019343931,-0.5385121599502516,0.35232983773647925,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C5_ROE_DYN_yoy__v1,TW,EV_S,0.1897328674051801,-0.562986784512811,0.3370112276602874,False
TW::MOM_qb2of3__EV_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v0,TW,MOM,0.1897232431244264,-0.6414386675998318,0.2957776833665837,False
TW::PB_qb1of3__ROE_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,PB,0.18970533329917,-0.4749892741364261,0.3993886675526971,False
TW::PS_qb0of3__ROIC_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,PS,0.1897039820744888,-0.4978749780764336,0.38102734708102864,False
TW::PB_qb0of3__ROE_qb1of3__C10_EPS_DYN_qmax4__v0,TW,PB,0.1897008717265154,-0.4991140397784834,0.38007520648128507,False
TW::PB_qb0of3__ROE_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,PB,0.18969471866768,-0.5044670437955117,0.3760299528001947,False
TW::PB_qb0of3__ROE_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1896892717626641,-0.4732939386147742,0.40078533927107174,False
TW::MOM_qb2of3__OCF_E_qb2of3__C9_EPS_DYN_riseq2__v1,TW,MOM,0.1896552718211055,-0.694286316583154,0.27316579239883476,True
TW::PB_qb0of3__EV_S_qb0of3__C1_ROE_DYN_riseq1__v0,TW,PB,0.1896414235860808,-0.5304331998359906,0.35752178341159213,False
TW::MOM_qb2of3__CROIC_qb1of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1896375058559771,-0.6114463977865874,0.31014575691746266,True
TW::MOM_qb2of3__ROE_qb2of3__C15_FCF_P_DYN_riseq1__v0,TW,MOM,0.1896329249295159,-0.6530232904577344,0.29039228416584245,True
TW::PS_qb0of3__REVENUE_qb1of3__C2_ROE_DYN_riseq2__v1,TW,PS,0.1896256915692746,-0.5932460166942017,0.3196409014694156,False
TW::P_IC_qb0of3__CROIC_qb1of3__C10_EPS_DYN_qmax4__v0,TW,P_IC,0.1896104868668009,-0.5525091362640655,0.3431807266553122,False
TW::PB_qb0of3__VOL_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,PB,0.1896089106599143,-0.6454508551405346,0.2937619636720918,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,EV_S,0.1896049861180215,-0.4657759144757839,0.40707340209168164,False
TW::EV_S_qb0of3__VOL_qb2of3__C3_ROE_DYN_qmax4__v0,TW,EV_S,0.1895939620867317,-0.6382869904212449,0.2970356045665398,False
TW::PB_qb0of3__FCF_P_qb1of3__C1_ROE_DYN_riseq1__v0,TW,PB,0.1895575680431205,-0.5737659003306467,0.33037440519536504,False
TW::MOM_qb2of3__DEBTRATIO_qb0of3__C5_ROE_DYN_yoy__v1,TW,MOM,0.1895338794478871,-0.5208030713111461,0.36392619377364016,True
TW::EV_S_qb0of3__FCF_OI_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.1895078722651679,-0.4794244079501277,0.3952820697541155,False
TW::PB_qb0of3__REVENUE_qb1of3__C5_ROE_DYN_yoy__v1,TW,PB,0.1894904005071012,-0.5990352474645311,0.31632596130050084,False
TW::OCF_E_qb2of3__FCF_P_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,OCF_E,0.1894891179580109,-0.6136567881050728,0.3087868033581758,False
TW::OCF_E_qb2of3__EV_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,OCF_E,0.1894823795277112,-0.6296470087124572,0.30093429636897184,False
TW::PB_qb0of3__ROIC_qb2of3__C15_FCF_P_DYN_riseq1__v0,TW,PB,0.189441665060873,-0.5583675810389412,0.33927769357308213,False
TW::EV_S_qb1of3__None__C11_EPS_DYN_qmax8__v0,TW,EV_S,0.189434978033081,-0.6187328559697585,0.30616602335780907,False
TW::EV_S_qb0of3__None__C10_EPS_DYN_qmax4__v0,TW,EV_S,0.1894076224360326,-0.4920691534965631,0.38492073947357386,False
TW::P_IC_qb0of3__OCF_E_qb2of3__C8_EPS_DYN_riseq1__v0,TW,P_IC,0.1894005949541015,-0.515662981671204,0.36729531047638153,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C9_EPS_DYN_riseq2__v0,TW,EV_S,0.1893861276571538,-0.4439186359656675,0.42662351231364126,False
TW::MOM_qb2of3__DEBTRATIO_qb0of3__C3_ROE_DYN_qmax4__v0,TW,MOM,0.1893140619026372,-0.655271801317522,0.2889092152630297,False
TW::PB_qb1of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1893010959666698,-0.6026759616448254,0.3141009564244583,False
TW::PB_qb0of3__None__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,PB,0.1892641413117266,-0.5523441653893,0.34265617919278746,False
TW::PB_qb0of3__FCF_OI_qb1of3__None__v0,TW,PB,0.1892552212114495,-0.5676334384373325,0.33341098038984457,False
TW::MOM_qb2of3__CROIC_qb2of3__C3_ROE_DYN_qmax4__v0,TW,MOM,0.1892416937318934,-0.5691608149897879,0.3324924849847382,True
TW::PB_qb0of3__EV_S_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1892194270610498,-0.4675128674188926,0.4047362976461325,False
TW::PB_qb0of3__ROIC_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,PB,0.189216146284763,-0.4849217325738039,0.39019935295633457,False
TW::OCF_E_qb2of3__ROE_qb2of3__C11_EPS_DYN_qmax8__v0,TW,OCF_E,0.1892135829960588,-0.4510069740845028,0.4195358250948174,True
TW::PS_qb0of3__EV_EBITDA_qb0of3__None__v1,TW,PS,0.1891957960005765,-0.5898080660107924,0.3207751926490517,False
TW::P_IC_qb0of3__MOM_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW,P_IC,0.1891559010208079,-0.6472330178808714,0.2922531697164183,False
TW::P_IC_qb1of3__MOM_qb2of3__C9_EPS_DYN_riseq2__v1,TW,P_IC,0.1891368415827956,-0.6195717959658649,0.3052702573201315,False
TW::P_IC_qb0of3__EV_S_qb0of3__C1_ROE_DYN_riseq1__v0,TW,P_IC,0.1891234730262558,-0.5174935592573686,0.3654605350019394,False
TW::PB_qb1of3__VOL_qb0of3__C9_EPS_DYN_riseq2__v1,TW,PB,0.189119867938722,-0.624520871332904,0.3028239353075371,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,TW,OCF_E,0.1890939132712319,-0.4315401891769578,0.4381837845320401,False
TW::EV_S_qb0of3__MOM_qb2of3__C8_EPS_DYN_riseq1__v1,TW,EV_S,0.1890678462421313,-0.6345250443594858,0.2979675080169353,False
TW::EV_S_qb0of3__FCF_OI_qb1of3__C10_EPS_DYN_qmax4__v0,TW,EV_S,0.189061591926287,-0.491377778082339,0.3847581237070236,False
TW::PB_qb1of3__MOM_qb2of3__C5_ROE_DYN_yoy__v0,TW,PB,0.1890143269883937,-0.6732606703002306,0.28074464368177865,False
TW::PB_qb0of3__PS_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,PB,0.1890087086410679,-0.4789105378312652,0.3946639167661444,False
TW::PS_qb0of3__DEBTRATIO_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,PS,0.188977655817633,-0.5811416979419801,0.32518343888739526,False
TW::PB_qb1of3__CROIC_qb2of3__C9_EPS_DYN_riseq2__v1,TW,PB,0.1889410410228285,-0.5001169888536673,0.3777936867449869,False
TW::PS_qb0of3__MOM_qb2of3__C1_ROE_DYN_riseq1__v1,TW,PS,0.1888716553307574,-0.6697401357913862,0.2820073715719316,False
TW::PS_qb0of3__DEBTRATIO_qb2of3__C12_EPS_DYN_yoy__v1,TW,PS,0.1888688811986927,-0.5385751042053619,0.35068253196990673,False
TW::MOM_qb2of3__FCF_OI_qb1of3__C2_ROE_DYN_riseq2__v0,TW,MOM,0.1888586174528703,-0.6232279578176492,0.30303296744612446,True
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C11_EPS_DYN_qmax8__v0,TW,MOM,0.1888402465247705,-0.6285443271089197,0.3004406187123961,True
TW::P_IC_qb1of3__ACCRUAL_qb1of3__C4_ROE_DYN_qmax8__v0,TW,P_IC,0.188833854619437,-0.7084264276194392,0.26655393878230216,False
TW::PS_qb0of3__MOM_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW,PS,0.1888326803913713,-0.6307428241228854,0.29938141690944026,False
TW::PS_qb0of3__MOM_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW,PS,0.188830378170109,-0.6828532258263348,0.2765314287585029,False
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,PS,0.1887924036931838,-0.5494565216295022,0.343598440024498,False
TW::EV_S_qb0of3__CROIC_qb1of3__C2_ROE_DYN_riseq2__v1,TW,EV_S,0.1887753470377378,-0.6133212654409647,0.30779194799647525,False
TW::PB_qb1of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,PB,0.1887576796357788,-0.4694746985538333,0.40206145340148614,False
TW::P_IC_qb1of3__ROIC_qb2of3__C9_EPS_DYN_riseq2__v1,TW,P_IC,0.1887442454512802,-0.5934721585235151,0.3180338668638684,False
TW::PS_qb0of3__ROIC_qb2of3__C8_EPS_DYN_riseq1__v0,TW,PS,0.1887368862665084,-0.4701532727952253,0.40143692958766775,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,EV_S,0.1887072427168155,-0.4538123714988045,0.4158265718794152,False
TW::MOM_qb2of3__REV_G_qb2of3__C9_EPS_DYN_riseq2__v1,TW,MOM,0.1887002606456693,-0.6046598038423161,0.3120767404192768,True
TW::MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v1,TW,MOM,0.1886904145885308,-0.6523009468988263,0.2892689570444502,False
TW::PB_qb1of3__OCF_E_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1886568448256367,-0.6583784642030777,0.2865477154602755,False
TW::EV_S_qb0of3__CROIC_qb1of3__C8_EPS_DYN_riseq1__v0,TW,EV_S,0.1886078398759902,-0.564371990785042,0.33419064545289806,False
TW::PS_qb0of3__EV_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW,PS,0.1886052107238414,-0.6559459846848066,0.2875316186506873,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.18858227376112,-0.4743788708195029,0.3975351461909313,False
TW::P_IC_qb1of3__ROE_qb2of3__C15_FCF_P_DYN_riseq1__v1,TW,P_IC,0.188569291402787,-0.5571955040357804,0.3384257231743169,False
TW::PS_qb0of3__VOL_qb2of3__C11_EPS_DYN_qmax8__v0,TW,PS,0.188555379770225,-0.6537375490372523,0.2884267242227514,False
TW::MOM_qb2of3__None__C3_ROE_DYN_qmax4__v0,TW,MOM,0.1885548301404056,-0.6358596326661844,0.2965353050480462,True
TW::MOM_qb2of3__FCF_P_qb2of3__C11_EPS_DYN_qmax8__v0,TW,MOM,0.1885431738829008,-0.6567391712486177,0.287089886117856,False
TW::EV_S_qb0of3__EPS_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,EV_S,0.1885148185793983,-0.504862564154896,0.37339829086943427,False
TW::EV_S_qb0of3__OCF_E_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.1885017784543969,-0.5067389638642553,0.3719899038687156,False
TW::P_IC_qb0of3__ROIC_qb1of3__C2_ROE_DYN_riseq2__v1,TW,P_IC,0.1884947319957834,-0.5268742896789769,0.35776035325358685,False
TW::P_IC_qb0of3__EPS_qb1of3__C8_EPS_DYN_riseq1__v0,TW,P_IC,0.1884825182449823,-0.5398588905957793,0.3491329336763837,False
TW::PB_qb0of3__EV_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW,PB,0.1884733785810464,-0.5929421467227706,0.317861328668827,False
TW::MOM_qb2of3__DEBTRATIO_qb0of3__C4_ROE_DYN_qmax8__v0,TW,MOM,0.1884266499548013,-0.6909653580445073,0.2727005742922703,False
TW::OCF_E_qb2of3__EPS_qb1of3__C5_ROE_DYN_yoy__v1,TW,OCF_E,0.1883688222346644,-0.6331640926161313,0.2975039558171326,False
TW::EV_S_qb0of3__EPS_qb1of3__C9_EPS_DYN_riseq2__v1,TW,EV_S,0.1883648907314759,-0.6039517241432582,0.31188733006546643,False
TW::MOM_qb2of3__VOL_qb0of3__C12_EPS_DYN_yoy__v0,TW,MOM,0.1883519633223287,-0.5096814333735592,0.3695484100247389,True
TW::P_IC_qb0of3__PS_qb0of3__C1_ROE_DYN_riseq1__v0,TW,P_IC,0.1883492536296425,-0.5437682054463676,0.3463778347890544,False
TW::EV_S_qb0of3__ACCRUAL_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,EV_S,0.1883348234779971,-0.5944312473754261,0.3168319705761533,False
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,PS,0.1883340257236385,-0.5379525105513655,0.3500941477726513,False
TW::MOM_qb2of3__ROE_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1883128740079396,-0.5978590348484405,0.3149787207877148,True
TW::EV_S_qb0of3__FCF_OI_qb1of3__C9_EPS_DYN_riseq2__v0,TW,EV_S,0.1882906979785132,-0.4961900493361046,0.3794729423341793,False
TW::MOM_qb2of3__CROIC_qb0of3__C3_ROE_DYN_qmax4__v0,TW,MOM,0.1882525084348303,-0.6809186793847203,0.2764684155895616,False
TW::PS_qb0of3__MOM_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,PS,0.1882434126876817,-0.4967711016451734,0.3789339034905004,False
TW::MOM_qb2of3__VOL_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1882043403611402,-0.5451825557700369,0.34521343056421366,True
TW::EV_S_qb0of3__None__C2_ROE_DYN_riseq2__v1,TW,EV_S,0.1881918887611202,-0.5928327318682829,0.31744517238115855,False
