strategy_uid,market,F1_factor,CAGR,max_drawdown,calmar,selects_tsmc
TW::EV_S_qb0of3__OCF_E_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,EV_S,0.1688406179171586,-0.5975443275272261,0.2825574775613039,False
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C3_ROE_DYN_qmax4__v0,TW,MOM,0.1688280473120771,-0.6863918567714237,0.24596452543331784,True
TW::MOM_qb2of3__FCF_P_qb1of3__C12_EPS_DYN_yoy__v0,TW,MOM,0.168811458529019,-0.6592337543546177,0.25607223145647856,True
TW::MOM_qb2of3__CROIC_qb2of3__C11_EPS_DYN_qmax8__v0,TW,MOM,0.1688023354008758,-0.6927849533023795,0.24365762361931484,True
TW::PB_qb1of3__ROIC_qb2of3__C5_ROE_DYN_yoy__v1,TW,PB,0.1687976541276015,-0.6027235982871559,0.28005814706325993,False
TW::MOM_qb2of3__DEBTRATIO_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1687901239455465,-0.6289443164159787,0.2683705370093687,True
TW::PS_qb1of3__REV_G_qb1of3__C3_ROE_DYN_qmax4__v0,TW,PS,0.1687891870937288,-0.4938655644023756,0.3417715250059595,False
TW::PB_qb0of3__MOM_qb2of3__C18_FCF_P_DYN_qmax8__v0,TW,PB,0.1687777418784579,-0.6664521297296815,0.2532481094282279,False
TW::EV_S_qb0of3__MOM_qb2of3__C16_FCF_P_DYN_riseq2__v1,TW,EV_S,0.1687671590919579,-0.589120075822773,0.28647327772059955,False
TW::PB_qb1of3__CROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1687559904655253,-0.5817118853648136,0.29010235945186513,False
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C10_EPS_DYN_qmax4__v0,TW,MOM,0.1687353851960384,-0.6896657940659756,0.2446625403896668,False
TW::MOM_qb2of3__REVENUE_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1687272136565101,-0.614979638219004,0.2743622766847179,True
TW::EV_S_qb0of3__FCF_OI_qb1of3__C8_EPS_DYN_riseq1__v0,TW,EV_S,0.168723099019229,-0.5722677811743214,0.29483242735245546,False
TW::PB_qb0of3__REVENUE_qb1of3__C1_ROE_DYN_riseq1__v1,TW,PB,0.1686798765798389,-0.6161335964800615,0.27377159360161185,False
TW::PS_qb0of3__CROIC_qb1of3__C1_ROE_DYN_riseq1__v1,TW,PS,0.1686755749757895,-0.6179744192190508,0.2729491217273182,False
TW::MOM_qb2of3__DEBTRATIO_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW,MOM,0.1686284491907859,-0.57441579820971,0.2935651312452628,False
TW::P_IC_qb1of3__FCF_P_qb1of3__C10_EPS_DYN_qmax4__v0,TW,P_IC,0.1686140362034676,-0.6172300221429555,0.27317860466031446,False
TW::PB_qb0of3__OCF_E_qb2of3__C18_FCF_P_DYN_qmax8__v0,TW,PB,0.1685980566078844,-0.601996806055302,0.2800647028555767,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb1of3__C5_ROE_DYN_yoy__v1,TW,MOM,0.1685664937364517,-0.6246602337093126,0.2698530891513331,True
TW::MOM_qb2of3__CROIC_qb0of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1685630020798234,-0.6547567583646949,0.25744369939887657,False
TW::PB_qb1of3__EPS_qb2of3__C1_ROE_DYN_riseq1__v0,TW,PB,0.168560815951269,-0.5307898382142273,0.3175660191957889,False
TW::P_IC_qb0of3__PB_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW,P_IC,0.1685597949917556,-0.5972095418367832,0.28224564944714636,False
TW::PS_qb0of3__DEBTRATIO_qb1of3__C2_ROE_DYN_riseq2__v0,TW,PS,0.1685526403376671,-0.5214809863035847,0.32321914847254407,False
TW::PB_qb0of3__EV_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW,PB,0.1685357563304341,-0.590265574066044,0.28552530205933524,False
TW::PS_qb0of3__ROIC_qb2of3__C9_EPS_DYN_riseq2__v0,TW,PS,0.168523216144965,-0.4339270474933576,0.38836762335619257,False
TW::MOM_qb2of3__ACCRUAL_qb0of3__C15_FCF_P_DYN_riseq1__v1,TW,MOM,0.1685006979743772,-0.694583004097713,0.24259260157576898,False
TW::OCF_E_qb2of3__VOL_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,OCF_E,0.1684642776191094,-0.5412967368562804,0.31122352334416215,True
TW::P_IC_qb1of3__ROIC_qb1of3__C4_ROE_DYN_qmax8__v0,TW,P_IC,0.1684489357586001,-0.7828804276232488,0.21516559849375105,False
TW::OCF_E_qb2of3__VOL_qb1of3__C2_ROE_DYN_riseq2__v0,TW,OCF_E,0.1684225567646085,-0.6089267493299314,0.2765891906537892,True
TW::PS_qb0of3__ROIC_qb1of3__C8_EPS_DYN_riseq1__v0,TW,PS,0.1684206061209365,-0.5393464967089012,0.31226791524306,False
TW::PB_qb0of3__EV_S_qb0of3__C18_FCF_P_DYN_qmax8__v0,TW,PB,0.1683679828983213,-0.6040636799342678,0.27872555243950864,False
TW::OCF_E_qb2of3__VOL_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,OCF_E,0.1683526366634211,-0.5120474503792505,0.32878327299302024,True
TW::PB_qb1of3__EPS_qb2of3__C8_EPS_DYN_riseq1__v0,TW,PB,0.1683517410826049,-0.5170657317411438,0.32559059854093375,False
TW::EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,EV_S,0.168328635284324,-0.4971676461684208,0.3385752000992054,False
TW::MOM_qb2of3__REV_G_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1683163223531965,-0.6495854722065565,0.25911343395881076,True
TW::MOM_qb2of3__NETDEBT_EBITDA_qb1of3__C12_EPS_DYN_yoy__v1,TW,MOM,0.1683145315743066,-0.539219488264841,0.3121447485437282,True
TW::P_IC_qb1of3__DEBTRATIO_qb0of3__C1_ROE_DYN_riseq1__v1,TW,P_IC,0.1683131066917322,-0.5810426523061529,0.2896742709398338,False
TW::EV_S_qb0of3__ACCRUAL_qb0of3__C12_EPS_DYN_yoy__v1,TW,EV_S,0.1683111725672281,-0.414566417243367,0.4059932632421182,False
TW::P_IC_qb1of3__EPS_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.1682989642922998,-0.5097310629477045,0.3301720780347387,False
TW::PB_qb1of3__OCF_E_qb2of3__C1_ROE_DYN_riseq1__v0,TW,PB,0.1682989403930637,-0.5378485500680743,0.3129113955438989,False
TW::P_IC_qb1of3__CROIC_qb1of3__C9_EPS_DYN_riseq2__v1,TW,P_IC,0.1682460910532248,-0.6134616562971558,0.2742568982530308,False
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,MOM,0.168244096162077,-0.5595138207700945,0.30069694423367765,True
TW::EV_S_qb0of3__ACCRUAL_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,EV_S,0.1682393231353725,-0.5732611989462324,0.29347760400429973,False
TW::EV_S_qb0of3__ROIC_qb2of3__C1_ROE_DYN_riseq1__v0,TW,EV_S,0.1682382215336606,-0.503966129752344,0.3338284293357873,False
TW::MOM_qb2of3__FCF_P_qb0of3__C12_EPS_DYN_yoy__v0,TW,MOM,0.1681992581757661,-0.6831151414678565,0.24622387642344565,False
TW::PS_qb0of3__ROIC_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,PS,0.1681895966392583,-0.4948848844512833,0.3398559986849123,False
TW::PB_qb0of3__EPS_qb1of3__C19_FCF_P_DYN_yoy__v1,TW,PB,0.1681857189049656,-0.5732174379933196,0.2934064942157703,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v1,TW,P_IC,0.168168114363266,-0.5937582822315554,0.28322655766792887,False
TW::P_IC_qb1of3__FCF_OI_qb1of3__C10_EPS_DYN_qmax4__v0,TW,P_IC,0.1681453447741794,-0.5981960337379633,0.281087361484972,False
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C8_EPS_DYN_riseq1__v0,TW,MOM,0.1681444483192133,-0.6682365478520074,0.2516241424682623,False
TW::PB_qb0of3__REVENUE_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,PB,0.1681349417267412,-0.5695870078351937,0.29518745935895707,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C19_FCF_P_DYN_yoy__v0,TW,P_IC,0.1681089743984627,-0.5705547451700577,0.2946412694339378,False
TW::EV_S_qb0of3__EV_EBITDA_qb0of3__C19_FCF_P_DYN_yoy__v0,TW,EV_S,0.168099015869779,-0.5509023716560686,0.3051339484425457,False
TW::PB_qb1of3__VOL_qb1of3__C10_EPS_DYN_qmax4__v0,TW,PB,0.1680980904068651,-0.5534393457950098,0.3037335377111542,False
TW::P_IC_qb1of3__ROE_qb2of3__C12_EPS_DYN_yoy__v0,TW,P_IC,0.1680966007023479,-0.5214660527374666,0.3223538710140668,False
TW::MOM_qb2of3__ROIC_qb2of3__C18_FCF_P_DYN_qmax8__v0,TW,MOM,0.1680883028965361,-0.703689587127666,0.23886711693808377,True
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C5_ROE_DYN_yoy__v0,TW,PB,0.1680850373458404,-0.6214190796145338,0.27048580074191403,False
TW::MOM_qb2of3__OCF_E_qb1of3__C2_ROE_DYN_riseq2__v0,TW,MOM,0.1680766702930345,-0.6479504876737965,0.25939739762592917,False
TW::PB_qb0of3__EV_S_qb0of3__C12_EPS_DYN_yoy__v1,TW,PB,0.1680567219419557,-0.5595983983484148,0.3003166600153865,False
TW::PS_qb0of3__ROE_qb2of3__None__v0,TW,PS,0.168030687147844,-0.458134858835072,0.36677123320217564,False
TW::MOM_qb2of3__FCF_OI_qb2of3__C12_EPS_DYN_yoy__v1,TW,MOM,0.168017176950987,-0.714353885867008,0.2352016000403852,True
TW::OCF_E_qb2of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,OCF_E,0.167991871015414,-0.5658784323073321,0.2968691885471552,False
TW::P_IC_qb1of3__ROE_qb2of3__C2_ROE_DYN_riseq2__v0,TW,P_IC,0.1679738473922101,-0.4875287958238544,0.34454138674692675,False
TW::MOM_qb2of3__VOL_qb0of3__C8_EPS_DYN_riseq1__v1,TW,MOM,0.1679518178701293,-0.6007126082030314,0.2795876357124241,True
TW::OCF_E_qb2of3__CROIC_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,OCF_E,0.1679490495346964,-0.4966033447318293,0.3381955665751517,True
TW::P_IC_qb1of3__DEBTRATIO_qb0of3__C12_EPS_DYN_yoy__v0,TW,P_IC,0.1678910537963349,-0.5773822553377677,0.2907797256396785,False
TW::PS_qb0of3__OCF_E_qb2of3__C9_EPS_DYN_riseq2__v1,TW,PS,0.1677795775744268,-0.6578192413662289,0.2550542261822022,False
TW::PS_qb0of3__DEBTRATIO_qb1of3__C9_EPS_DYN_riseq2__v1,TW,PS,0.167759762330719,-0.6598913832869264,0.2542232958022663,False
TW::PB_qb1of3__REV_G_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,PB,0.1677549910196245,-0.5373207954821795,0.3122063996594157,False
TW::PB_qb1of3__OCF_E_qb2of3__C12_EPS_DYN_yoy__v0,TW,PB,0.1677370073175197,-0.5601490362971022,0.2994506755315602,False
TW::PB_qb0of3__ROE_qb1of3__C19_FCF_P_DYN_yoy__v0,TW,PB,0.1677151930579363,-0.5499399291582001,0.3049700233890273,False
TW::P_IC_qb1of3__OCF_E_qb1of3__C11_EPS_DYN_qmax8__v0,TW,P_IC,0.1677138177731854,-0.5598574637218688,0.2995652083625768,False
TW::MOM_qb2of3__None__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1676967140860166,-0.6361941602062655,0.2635936080137019,True
TW::MOM_qb2of3__REVENUE_qb2of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1676611046549108,-0.6713555157125255,0.24973520099401894,True
TW::MOM_qb2of3__FCF_OI_qb2of3__C2_ROE_DYN_riseq2__v0,TW,MOM,0.1676573358681528,-0.6102344481143929,0.2747424967341801,True
TW::PB_qb1of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,PB,0.1676243209294246,-0.5665024445500066,0.2958933761752337,False
TW::P_IC_qb1of3__ROIC_qb2of3__C8_EPS_DYN_riseq1__v0,TW,P_IC,0.1676035822016479,-0.5427741270482827,0.30879066235730623,False
TW::OCF_E_qb2of3__None__C12_EPS_DYN_yoy__v1,TW,OCF_E,0.1675850888804475,-0.6155918940095546,0.27223407343607164,True
TW::EV_S_qb1of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,EV_S,0.1675842141595303,-0.6129415765195618,0.2734097678788835,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,TW,PB,0.1675650763235847,-0.632974945080708,0.26472623857523964,False
TW::PS_qb0of3__EPS_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW,PS,0.1675580914521117,-0.5660594964763781,0.29600791523705844,False
TW::EV_S_qb0of3__ROIC_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,EV_S,0.1675485969465928,-0.5663406540700886,0.295844198615234,False
TW::EV_S_qb0of3__OCF_E_qb1of3__C8_EPS_DYN_riseq1__v0,TW,EV_S,0.1675485883026077,-0.5504573173192924,0.30438070860528,False
TW::P_IC_qb1of3__ROIC_qb2of3__C19_FCF_P_DYN_yoy__v0,TW,P_IC,0.1675456911210908,-0.5412107985398205,0.3095756617811892,False
TW::PB_qb0of3__OCF_E_qb2of3__C11_EPS_DYN_qmax8__v0,TW,PB,0.1675399459349196,-0.6600195932397809,0.25384086722718463,False
TW::OCF_E_qb2of3__REVENUE_qb1of3__C5_ROE_DYN_yoy__v0,TW,OCF_E,0.1675380851011045,-0.4864183580501026,0.3444320764798263,False
TW::OCF_E_qb2of3__EV_EBITDA_qb1of3__C2_ROE_DYN_riseq2__v1,TW,OCF_E,0.1674870011625211,-0.3861866470719665,0.4336944387704571,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C12_EPS_DYN_yoy__v0,TW,OCF_E,0.1674739427325513,-0.5407024229021307,0.30973403417292394,True
TW::MOM_qb2of3__CROIC_qb1of3__C5_ROE_DYN_yoy__v1,TW,MOM,0.1674693090877048,-0.5127597293490949,0.3266038643484989,False
TW::P_IC_qb1of3__FCF_OI_qb1of3__C9_EPS_DYN_riseq2__v1,TW,P_IC,0.1674597506816844,-0.6166193098895499,0.2715772081670295,False
TW::PS_qb1of3__VOL_qb0of3__C11_EPS_DYN_qmax8__v0,TW,PS,0.1674474829212904,-0.6550439790469638,0.2556278483238836,False
TW::OCF_E_qb2of3__ROIC_qb1of3__C3_ROE_DYN_qmax4__v0,TW,OCF_E,0.1674269835077853,-0.5941129597292201,0.2818100173813643,False
TW::MOM_qb2of3__FCF_P_qb0of3__C5_ROE_DYN_yoy__v1,TW,MOM,0.1674041844965743,-0.6234614693967746,0.2685076668146709,False
TW::MOM_qb2of3__FCF_OI_qb0of3__C9_EPS_DYN_riseq2__v1,TW,MOM,0.1673477324093928,-0.6279289758129074,0.2665074217872283,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1673471173449856,-0.6548668831928011,0.2555437168071248,False
TW::P_IC_qb1of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,P_IC,0.1673399551846648,-0.4581947672486941,0.36521577099076247,False
TW::EV_S_qb0of3__EPS_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,EV_S,0.16733164423787,-0.5153007312696658,0.3247261920734641,False
TW::P_IC_qb0of3__DEBTRATIO_qb1of3__C1_ROE_DYN_riseq1__v0,TW,P_IC,0.1673193650395856,-0.560402185716073,0.2985701506959463,False
TW::P_IC_qb0of3__OCF_E_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,P_IC,0.1673138272559968,-0.5766479549680078,0.2901489996011159,False
TW::EV_S_qb0of3__ROE_qb2of3__C1_ROE_DYN_riseq1__v0,TW,EV_S,0.1673074906548894,-0.490326408244721,0.3412165607270056,False
TW::OCF_E_qb2of3__FCF_OI_qb1of3__C10_EPS_DYN_qmax4__v0,TW,OCF_E,0.1672852300274632,-0.6055344556341674,0.27626046457136416,True
TW::MOM_qb2of3__CROIC_qb1of3__C2_ROE_DYN_riseq2__v1,TW,MOM,0.1672780793767372,-0.5992237577415176,0.27915795596491455,False
TW::PS_qb1of3__MOM_qb2of3__C4_ROE_DYN_qmax8__v0,TW,PS,0.1672746005089602,-0.6821198939960694,0.2452275648039142,False
TW::PS_qb0of3__DEBTRATIO_qb2of3__C1_ROE_DYN_riseq1__v0,TW,PS,0.1672640385987751,-0.5628601581739555,0.2971680197465337,False
TW::PS_qb0of3__EPS_qb1of3__None__v0,TW,PS,0.1672462946955475,-0.5408662753478086,0.3092193067278938,False
TW::P_IC_qb1of3__EPS_qb2of3__C12_EPS_DYN_yoy__v1,TW,P_IC,0.1672324806733787,-0.6154599566680086,0.2717195145866935,False
TW::MOM_qb2of3__FCF_OI_qb2of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1672233269840055,-0.612934043668061,0.2728243417240608,True
TW::P_IC_qb0of3__REVENUE_qb1of3__C16_FCF_P_DYN_riseq2__v0,TW,P_IC,0.1672126718123023,-0.5865242526115351,0.28509080582393254,False
TW::P_IC_qb1of3__OCF_E_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,P_IC,0.1671959283562649,-0.4962028977831327,0.3369507294359625,False
TW::OCF_E_qb2of3__VOL_qb1of3__C9_EPS_DYN_riseq2__v1,TW,OCF_E,0.1671837716503121,-0.4753188464809049,0.35172973444685074,False
TW::P_IC_qb1of3__DEBTRATIO_qb0of3__C2_ROE_DYN_riseq2__v0,TW,P_IC,0.1671550402399026,-0.5567315302510547,0.30024353060176967,False
TW::MOM_qb2of3__ACCRUAL_qb2of3__C9_EPS_DYN_riseq2__v1,TW,MOM,0.1671510919409207,-0.5810804673249003,0.28765567135723613,False
TW::MOM_qb2of3__FCF_OI_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1671498942716001,-0.5913732012795639,0.2826470558860887,True
TW::PS_qb1of3__MOM_qb2of3__C3_ROE_DYN_qmax4__v0,TW,PS,0.1671473779186492,-0.6632486382891966,0.252013149020244,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v1,TW,OCF_E,0.1671273117647853,-0.5079341696342037,0.3290334097529696,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb2of3__C1_ROE_DYN_riseq1__v0,TW,MOM,0.1671037768320866,-0.6625125805308891,0.2522273263070444,False
TW::PB_qb1of3__CROIC_qb2of3__C3_ROE_DYN_qmax4__v0,TW,PB,0.1670909225443511,-0.5780648059510586,0.2890522322483298,False
TW::P_IC_qb1of3__OCF_E_qb1of3__C2_ROE_DYN_riseq2__v1,TW,P_IC,0.1670907174889895,-0.6162559891134497,0.2711384886163417,False
TW::P_IC_qb1of3__VOL_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,P_IC,0.167088854802758,-0.6373220559438646,0.2621733442996914,False
TW::MOM_qb2of3__VOL_qb1of3__C2_ROE_DYN_riseq2__v1,TW,MOM,0.1670763937280071,-0.6191661292392634,0.2698409777894101,False
TW::OCF_E_qb2of3__VOL_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,OCF_E,0.16704778355632,-0.5376295597316573,0.31071167969204894,True
TW::EV_S_qb0of3__OCF_E_qb1of3__C5_ROE_DYN_yoy__v1,TW,EV_S,0.1670392343412114,-0.557832847384605,0.29944316675572896,False
TW::P_IC_qb0of3__ROIC_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW,P_IC,0.1670341482667545,-0.571456618717769,0.2922954128023659,False
TW::PB_qb0of3__REVENUE_qb1of3__C1_ROE_DYN_riseq1__v0,TW,PB,0.1670082775816725,-0.5832302907699154,0.2863504866340307,False
TW::PB_qb0of3__REVENUE_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW,PB,0.1670064785984393,-0.5995012020473514,0.27857571932816305,False
TW::MOM_qb2of3__REVENUE_qb2of3__C2_ROE_DYN_riseq2__v1,TW,MOM,0.1669902398317129,-0.6886836854600917,0.24247741504163997,False
TW::PS_qb0of3__REVENUE_qb1of3__C9_EPS_DYN_riseq2__v1,TW,PS,0.1669601835442924,-0.65596694182668,0.25452530135033347,False
TW::PS_qb1of3__DEBTRATIO_qb0of3__C10_EPS_DYN_qmax4__v0,TW,PS,0.1669367700393769,-0.631856103691502,0.26420061318404586,False
TW::EV_S_qb0of3__CROIC_qb1of3__None__v0,TW,EV_S,0.1669318603377525,-0.5620675899361298,0.2969960611974117,False
TW::P_IC_qb0of3__PS_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW,P_IC,0.1669004377736287,-0.532062475856282,0.3136857894461082,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW,PB,0.1668982321241392,-0.6219722687034217,0.2683370955944053,False
TW::P_IC_qb1of3__EPS_qb2of3__C4_ROE_DYN_qmax8__v0,TW,P_IC,0.166866719008609,-0.4809179145320682,0.3469754691317121,False
TW::OCF_E_qb2of3__EV_EBITDA_qb0of3__C18_FCF_P_DYN_qmax8__v0,TW,OCF_E,0.1668431422052883,-0.5879265571684098,0.28378228568010844,False
TW::P_IC_qb1of3__ROIC_qb2of3__C18_FCF_P_DYN_qmax8__v0,TW,P_IC,0.1668352237297548,-0.5713881616689434,0.29198228966181744,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C10_EPS_DYN_qmax4__v0,TW,OCF_E,0.1667791555726134,-0.5616965760464956,0.29692037068569904,True
TW::P_IC_qb1of3__VOL_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,P_IC,0.1667636538409611,-0.5124351799424,0.3254336555497733,False
TW::PS_qb0of3__ROE_qb2of3__C19_FCF_P_DYN_yoy__v0,TW,PS,0.1667487001731804,-0.5162824673978716,0.32297959102429863,False
TW::PB_qb1of3__EPS_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,PB,0.1667330467819865,-0.4515037342810505,0.36928387103482757,False
TW::MOM_qb2of3__EV_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v1,TW,MOM,0.1667324648004728,-0.6364435387237457,0.261975265134783,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1667106758754768,-0.5680935146413186,0.2934563968411682,True
TW::P_IC_qb1of3__VOL_qb0of3__C4_ROE_DYN_qmax8__v0,TW,P_IC,0.1666799533154865,-0.6342300511975985,0.2628067733478562,False
TW::P_IC_qb0of3__PB_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,P_IC,0.1666687792907835,-0.6142635806873948,0.27133104506093614,False
TW::EV_S_qb0of3__REVENUE_qb1of3__C3_ROE_DYN_qmax4__v0,TW,EV_S,0.1666675378516464,-0.5692873764452667,0.29276520918547083,False
TW::MOM_qb2of3__ACCRUAL_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,MOM,0.1666554005216411,-0.6506898605112214,0.2561210964478631,True
TW::P_IC_qb0of3__DEBTRATIO_qb1of3__C8_EPS_DYN_riseq1__v0,TW,P_IC,0.1666511030917061,-0.576543088519367,0.28905229532746024,False
TW::EV_S_qb1of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v0,TW,EV_S,0.1666245865434412,-0.604042852972694,0.2758489496621418,False
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C10_EPS_DYN_qmax4__v0,TW,P_IC,0.1666197520473251,-0.4870068205988132,0.34213022282203975,False
TW::MOM_qb2of3__FCF_OI_qb0of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1666173801007446,-0.6615458712778299,0.25186066051460576,False
TW::MOM_qb2of3__OCF_E_qb2of3__C1_ROE_DYN_riseq1__v1,TW,MOM,0.1665770043792476,-0.6484200818630916,0.2568967387632805,True
TW::EV_S_qb0of3__VOL_qb2of3__C1_ROE_DYN_riseq1__v0,TW,EV_S,0.1665342628833055,-0.6846170269482178,0.24325171055948863,False
TW::EV_S_qb1of3__MOM_qb2of3__C11_EPS_DYN_qmax8__v0,TW,EV_S,0.1665253744553201,-0.6523264972492293,0.2552791817556616,False
TW::P_IC_qb0of3__CROIC_qb1of3__C19_FCF_P_DYN_yoy__v0,TW,P_IC,0.1665150296015085,-0.606564821821233,0.27452140910767137,False
TW::MOM_qb2of3__REV_G_qb1of3__C8_EPS_DYN_riseq1__v0,TW,MOM,0.1665004293823258,-0.6747540668296079,0.24675720765143794,True
TW::P_IC_qb1of3__FCF_OI_qb1of3__C5_ROE_DYN_yoy__v1,TW,P_IC,0.1664955154734355,-0.678368276199234,0.2454352912938052,False
TW::MOM_qb2of3__CROIC_qb2of3__C9_EPS_DYN_riseq2__v0,TW,MOM,0.1664758413652745,-0.6105042994024098,0.2726857804739931,True
TW::OCF_E_qb2of3__DEBTRATIO_qb2of3__C5_ROE_DYN_yoy__v0,TW,OCF_E,0.1664612387702075,-0.4563461394392649,0.3647696877084282,False
TW::EV_S_qb0of3__NETDEBT_EBITDA_qb2of3__C8_EPS_DYN_riseq1__v0,TW,EV_S,0.1664428549091792,-0.5609008662029492,0.2967420179539456,False
TW::PS_qb0of3__ROE_qb2of3__C2_ROE_DYN_riseq2__v1,TW,PS,0.166440257089117,-0.6173857479522319,0.26958875814864897,False
TW::MOM_qb2of3__None__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,MOM,0.1664302524109078,-0.6324320831821253,0.2631590914450491,True
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C1_ROE_DYN_riseq1__v0,TW,MOM,0.1663855225443449,-0.6581145514045281,0.2528215220120114,True
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C18_FCF_P_DYN_qmax8__v0,TW,P_IC,0.166374700443151,-0.600835832959125,0.27690542294016196,False
TW::MOM_qb2of3__REVENUE_qb0of3__C10_EPS_DYN_qmax4__v0,TW,MOM,0.1663741471325612,-0.6364363900089174,0.2614152014944181,False
TW::PB_qb0of3__EV_S_qb0of3__C19_FCF_P_DYN_yoy__v0,TW,PB,0.1663571765154874,-0.5853834777225121,0.2841849537037075,False
TW::MOM_qb2of3__ACCRUAL_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW,MOM,0.1663554058695364,-0.6673369517956612,0.24928247330214448,False
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C8_EPS_DYN_riseq1__v0,TW,MOM,0.1663152422238694,-0.656252728586834,0.25343169632530205,True
TW::OCF_E_qb2of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v0,TW,OCF_E,0.1663136543056951,-0.4689113138494404,0.3546804041480126,True
TW::P_IC_qb1of3__CROIC_qb1of3__C1_ROE_DYN_riseq1__v1,TW,P_IC,0.1663074521816692,-0.6892729655767789,0.24127952275410117,False
