date,n_stocks,n_priced,idx_w_q1,port_w_q1,q1_gap
2023-12-31,445,433,0.8827164093854485,0.21016166281755197,-0.6725547465678965
2024-03-31,445,438,0.8907181074481542,0.22146118721461186,-0.6692569202335423
2024-06-30,421,413,0.8938673084408449,0.20823244552058112,-0.6856348629202638
2024-09-30,474,465,0.8925557231023961,0.22365591397849463,-0.6688998091239015
2024-12-31,396,386,0.9015936140978873,0.2616580310880829,-0.6399355830098044
2025-03-31,466,457,0.897324424715703,0.212253829321663,-0.6850705953940399
2025-06-30,387,378,0.9086244942013513,0.22486772486772486,-0.6837567693336264
2025-09-30,315,306,0.9170620868513844,0.29411764705882354,-0.6229444397925608
2025-12-31,502,492,0.926146971036129,0.25203252032520324,-0.6741144507109258
