window_no,cum_port,cum_ew,cum_excess,ann_excess
1,0.7216051246602917,0.24566461991695898,0.4759405047433327,0.12254734493143493
2,0.931473023763153,0.4980159689471342,0.4334570548160188,0.10115441686884541
3,1.0920277763704487,0.560712474903486,0.5313153014669627,0.11900208856582206
