alpha_when_triggered,calib_conditional_cum,calib_baseline_cum,calib_improvement,forward_conditional_cum,forward_baseline_cum,forward_improvement
0.75,0.12395577342090602,0.07223660198208837,0.05171917143881766,0.2775086193599394,0.22228249447137882,0.0552261248885606
0.5,0.2059230918745929,0.07223660198208837,0.13368648989250453,0.3429670242403533,0.22228249447137882,0.12068452976897448
0.25,0.30698957814852323,0.07223660198208837,0.23475297616643487,0.3993444075795627,0.22228249447137882,0.17706191310818387
0.0,0.40043326787533773,0.07223660198208837,0.32819666589324936,0.4205238541599252,0.22228249447137882,0.1982413596885464
