q_start,q_end,w_port,w_idx,r_stock,r_index,r_rest,gap_pp
2023-12-31,2024-03-31,0.0,0.2477714829268426,0.2779558573853991,0.1350165108744037,0.08793468261372538,-4.708182826067832
2024-03-31,2024-06-30,0.0,0.28928171528912844,0.24484400491021852,0.1411474198785181,0.09894008311385528,-4.220733676466281
2024-06-30,2024-09-30,0.0,0.31678191307152165,-0.00488786720369172,-0.02026617967627664,-0.027396510881028645,-0.7130331204752001
2024-09-30,2024-12-31,0.0,0.32393883079136027,0.12761868400337195,0.03810778511500046,-0.0047819077850132004,-4.288969290001366
2024-12-31,2025-03-31,0.0,0.35296487227132234,-0.14953444356733214,-0.0989407345707145,-0.07134130253305868,2.7599432037655824
2025-03-31,2025-06-30,0.0,0.33236108961959165,0.16978768850543213,0.08557605937192037,0.043654193551506314,-4.192186582041405
2025-06-30,2025-09-30,0.0,0.3617983007231801,0.23606397522059597,0.17823782583110903,0.1454560225075073,-3.2781803323601735
2025-09-30,2025-12-31,0.002126721863563969,0.3838149107811754,0.19170740007424825,0.12339708897892687,0.08084734797217205,-4.23139725101535
