strategy,F組合,C,CAGR,max_drawdown,win_ratio,持股數,V
P_IC_qb1of3__OCF_E_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb1of3__OCF_E_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.1860742397558941,-0.5614849887405646,0.5479357002428588,95.0701754385965,v0
P_IC_qb2of3__PB_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,P_IC_qb2of3__PB_qb1of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.1860529961234354,-0.512695528401951,0.5637228979375991,15.003508771929825,v1
VOL_qb2of3__REV_G_qb0of3__C10_EPS_DYN_qmax4__v1,VOL_qb2of3__REV_G_qb0of3,C10_EPS_DYN_qmax4,0.18597245963885323,-0.7033987291027717,0.522927015666794,42.169871794871796,v1
P_IC_qb0of3__None__C17_FCF_P_DYN_qmax4__v1,P_IC_qb0of3__None,C17_FCF_P_DYN_qmax4,0.1859150165168435,-0.6576223107516115,0.5799597796624989,131.47115384615384,v1
REVENUE_qb0of3__None__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,REVENUE_qb0of3__None,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18589136148373964,-0.43732799428252134,0.5335389360061681,71.78947368421052,v1
EPS_qb1of3__ROE_qb2of3__C18_FCF_P_DYN_qmax8__v0,EPS_qb1of3__ROE_qb2of3,C18_FCF_P_DYN_qmax8,0.18586785171716125,-0.454288295864009,0.5744701921172509,165.73076923076923,v0
P_IC_qb1of3__FCF_P_qb0of3__C11_EPS_DYN_qmax8__v0,P_IC_qb1of3__FCF_P_qb0of3,C11_EPS_DYN_qmax8,0.18586080042028796,-0.53012219728932,0.5532317951049481,182.15064102564102,v0
P_IC_qb0of3__ROE_qb2of3__C3_ROE_DYN_qmax4__v1,P_IC_qb0of3__ROE_qb2of3,C3_ROE_DYN_qmax4,0.18581943163171588,-0.6704759722765556,0.5710810810810811,30.503205128205128,v1
P_IC_qb0of3__OCF_E_qb0of3__None__v1,P_IC_qb0of3__OCF_E_qb0of3,None,0.18575305354823812,-0.684698709588819,0.5648457822370866,40.58653846153846,v1
EV_EBITDA_qb0of3__None__C7_ROE_DYN_ytdavg_gt_lyavg__v1,EV_EBITDA_qb0of3__None,C7_ROE_DYN_ytdavg_gt_lyavg,0.18560640634576897,-0.6031945344584553,0.5489108375050737,64.87666666666667,v1
REVENUE_qb0of3__ROE_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,REVENUE_qb0of3__ROE_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.1855860987364315,-0.6030698228813376,0.4874682164911006,25.25263157894737,v1
P_IC_qb0of3__OCF_E_qb0of3__C17_FCF_P_DYN_qmax4__v1,P_IC_qb0of3__OCF_E_qb0of3,C17_FCF_P_DYN_qmax4,0.18548200455944364,-0.6869084095821004,0.5612225764110257,39.11217948717949,v1
P_IC_qb0of3__MOM_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,P_IC_qb0of3__MOM_qb2of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18545287359943163,-0.5418649379805804,0.552969696969697,26.733333333333334,v1
P_IC_qb0of3__DEBTRATIO_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,P_IC_qb0of3__DEBTRATIO_qb2of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.18544588803729134,-0.7447276334734173,0.5869888475836431,26.51048951048951,v1
PS_qb0of3__None__C5_ROE_DYN_yoy__v0,PS_qb0of3__None,C5_ROE_DYN_yoy,0.18537153127533168,-0.5823328614741389,0.5511256229592714,19.114754098360656,v0
PS_qb0of3__FCF_P_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,PS_qb0of3__FCF_P_qb2of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.1853674244567125,-0.5501021681645316,0.5612804209603157,34.78671328671329,v1
VOL_qb2of3__OCF_E_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,VOL_qb2of3__OCF_E_qb2of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18527136791634313,-0.5747955798016415,0.5373969375736161,23.80701754385965,v1
P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,P_IC_qb0of3__NETDEBT_EBITDA_qb1of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18522118161821144,-0.6694820612838459,0.5723100655611261,22.712280701754388,v1
P_IC_qb1of3__VOL_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb1of3__VOL_qb2of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.18510477759743793,-0.5246449514257929,0.5360226024172029,78.08741258741259,v0
