strategy_uid,CAGR_reported,CAGR_without_anomaly,CAGR_inflation_pp,n_anomaly_months,n_months,anomaly_stocks
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.1947887333060065,0.19476974981186168,0.0,0,299,CHCI｜CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.2309537723338874,0.23093093717253566,0.0,0,299,CHCI｜CRNC｜ESOA｜GRBK｜UVE
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.1983781121284229,0.19835875067678566,0.0,0,299,CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.2290805024546667,0.22905786915484527,0.0,0,299,CRNC｜GRBK｜UVE
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C12_EPS_DYN_yoy__v1,0.2182069872193068,0.21821518885452695,0.0,0,301,CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C12_EPS_DYN_yoy__v0,0.2251407900510058,0.22514927554991093,0.0,0,301,CRNC｜GRBK
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C11_EPS_DYN_qmax8__v1,0.2195648126912952,0.21956824081196147,0.0,0,290,CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C10_EPS_DYN_qmax4__v1,0.1573588368420351,0.1573588368420351,0.0,0,304,CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C19_FCF_P_DYN_yoy__v1,0.2164957374913976,0.21647445368534823,0.0,0,299,CRNC｜HIG
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C10_EPS_DYN_qmax4__v0,0.1882925104323702,0.18829251043237027,0.0,0,304,CRNC｜ELMD｜ESOA
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__None__v1,0.1814260538738856,0.18142475337356734,0.0,0,311,ACAD｜AGL｜ARMP｜BKKT｜CADL｜CNTN｜CTMX｜ERII｜EYPT｜FULC｜GERN｜HQI｜LINC｜NAUT｜PBYI｜QXO｜RCAT｜REI｜RILY｜RLMD｜SANA｜SRPT｜STTK｜STXS
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__None__v0,0.249969540854565,0.249967699460782,0.0,0,311,ABEO｜ABOS｜ACAD｜ACRS｜AGL｜AGM｜ALT｜AMPY｜AMTX｜ANAB｜AREC｜ARMP｜ARWR｜ASST｜ATRC｜AVTX｜AXGN｜AXSM｜BDTX｜BKKT｜BLFS｜BNAI｜CADL｜CAPR｜CATX｜CBIO｜CCCC｜CCOI｜CELC｜CELH｜CNTN｜COGT｜CPRX｜CRVS｜CTMX｜CYRX｜DCTH｜DDD｜DUOT｜ELDN｜EPM｜ERII｜EYPT｜FBRX｜FUBO｜FULC｜GDC｜GERN｜GEVO｜GLSI｜GME｜GORO｜GSIT｜GYRE｜HQI｜HROW｜HYMC｜IMMR｜INBX｜INSM｜IOVA｜IVVD｜JANX｜KODK｜KRMD｜KRYS｜LEU｜LINC｜LODE｜LPTH｜LVWR｜LXRX｜MBX｜MDGL｜MGNX｜MIRM｜MVST｜NAUT｜NERV｜NKTR｜NKTX｜OCGN｜OLMA｜OMER｜PALI｜PBYI｜PRAX｜PROK｜QBTS｜QXO｜RCAT｜RCKT｜RDNT｜RDNW｜REI｜REPL｜REPX｜RIGL｜RILY｜RLMD｜RZLT｜SANA｜SBET｜SERV｜SES｜SIDU｜SIGA｜SLS｜SMTI｜SNEX｜SPRB｜SRPT｜SRRK｜STTK｜STXS｜SVRA｜TECX｜TENX｜TGTX｜TNGX｜TNXP｜TRON｜TSHA｜UNCY｜USAU｜VGZ｜VKTX｜VNDA｜VRDN｜VSTM｜WATT｜XFOR
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C9_EPS_DYN_riseq2__v1,0.1698226468577717,0.16983376484786916,0.0,0,305,BKKT｜CADL｜CNTN｜CTMX｜ERII｜EYPT｜FULC｜GERN｜HQI｜NAUT｜RCAT｜REI｜RILY｜RLMD｜SANA｜SRPT
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C9_EPS_DYN_riseq2__v0,0.27785014745957,0.27788799101314865,0.0,0,306,ABEO｜ACRS｜AMPY｜ANAB｜AREC｜ASST｜AVTX｜BDTX｜BKKT｜BNAI｜CADL｜CATX｜CCCC｜CCOI｜CELH｜CNTN｜CPRX｜CRVS｜CTMX｜DUOT｜ELDN｜EPM｜ERII｜EYPT｜FUBO｜FULC｜GERN｜GEVO｜GME｜GORO｜GSIT｜HQI｜HROW｜IMMR｜INBX｜INSM｜IOVA｜JANX｜LODE｜LVWR｜LXRX｜MGNX｜NAUT｜OCGN｜OLMA｜OMER｜PROK｜RCAT｜REI｜REPL｜RIGL｜RILY｜RLMD｜SANA｜SIDU｜SLS｜SPRB｜SRPT｜SRRK｜SVRA｜TECX｜TENX｜TNGX｜TNXP｜TRON｜TSHA｜VKTX｜VNDA｜VRDN｜VSTM｜WATT
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C8_EPS_DYN_riseq1__v1,0.1619681772608405,0.16198101081235294,0.0,0,307,ACAD｜CADL｜CNTN｜CTMX｜ERII｜EYPT｜FULC｜GERN｜RCAT｜RILY｜SRPT
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C8_EPS_DYN_riseq1__v0,0.2794714301011802,0.27949867058061706,0.0,0,309,ABEO｜ACAD｜ACRS｜AGM｜AMPY｜ANAB｜AREC｜ARWR｜ASST｜AVTX｜AXSM｜BDTX｜CADL｜CAPR｜CATX｜CBIO｜CCCC｜CCOI｜CELH｜CNTN｜CPRX｜CTMX｜DUOT｜ELDN｜EPM｜ERII｜EYPT｜FULC｜GERN｜GME｜GSIT｜GYRE｜IMMR｜INBX｜JANX｜LODE｜LXRX｜MBX｜MGNX｜OMER｜PALI｜PROK｜QBTS｜RCAT｜RCKT｜RDNW｜REPL｜RIGL｜RILY｜SBET｜SIDU｜SIGA｜SLS｜SNEX｜SPRB｜SRPT｜SVRA｜TECX｜TENX｜TGTX｜TNGX｜TNXP｜TRON｜TSHA｜VNDA｜VRDN｜VSTM｜WATT｜XFOR
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,0.1863227669689395,0.1863046711134737,0.0,0,299,BKKT｜CNTN｜FULC｜LINC｜RCAT｜REI
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.2425952868625274,0.24257119153438,0.0,0,299,ACRS｜ARWR｜AVTX｜BKKT｜CAPR｜CATX｜CELH｜CNTN｜CPRX｜CRVS｜DUOT｜FUBO｜FULC｜GME｜GSIT｜HROW｜LINC｜LODE｜LPTH｜LXRX｜MGNX｜OLMA｜PALI｜PRAX｜PROK｜QBTS｜RCAT｜REI｜REPX｜SERV｜SIDU｜SLS｜SMTI｜SNEX｜SVRA｜TENX｜TGTX｜TRON｜VGZ｜VNDA
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,0.1565172356174926,0.15650222163020877,0.0,0,299,BKKT｜CNTN｜FULC｜LINC｜REI｜RILY｜SANA
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,0.2223167733677877,0.22229486679579136,0.0,0,299,ACRS｜ARWR｜AVTX｜BKKT｜CAPR｜CATX｜CELH｜CNTN｜CPRX｜CRVS｜DUOT｜FUBO｜FULC｜GME｜GSIT｜HROW｜INSM｜LINC｜LODE｜LPTH｜LXRX｜MGNX｜OLMA｜PALI｜PRAX｜PROK｜QBTS｜REI｜REPX｜RILY｜SANA｜SERV｜SIDU｜SLS｜SMTI｜SNEX｜SVRA｜TENX｜TGTX｜TRON｜VGZ｜VNDA
US::EV_EBITDA_qb0of3__FCF_P_qb0of3__C5_ROE_DYN_yoy__v1,0.1671764047061152,0.1671602963550245,0.0,0,299,ARMP｜CNTN｜ERII｜FULC｜PBYI｜RCAT｜REI｜RILY｜SANA｜SRPT
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C19_FCF_P_DYN_yoy__v0,0.2565655535500157,0.25656165106799333,0.0,0,302,CRNC｜ELMD｜ESOA｜GRBK｜HIG｜KINS｜LAD｜UVE｜WLDN
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C1_ROE_DYN_riseq1__v0,0.2311999526522226,0.23122207490364555,0.0,0,309,CRNC｜ELMD｜ESOA｜KINS｜WLDN
US::EV_EBITDA_qb0of3__MOM_qb0of3__C19_FCF_P_DYN_yoy__v0,0.2377758344632443,0.23777224392902574,0.0,0,302,ABEO｜ACAD｜ALT｜AMTX｜ARWR｜CATX｜DCTH｜DUOT｜ELDN｜ESOA｜FBRX｜FULC｜GRBK｜HIG｜INSM｜IOVA｜JANX｜KINS｜MVST｜PALI｜PBYI｜PROK｜RCAT｜SIDU｜SLS｜SNEX｜TGTX｜WLDN
US::EV_EBITDA_qb0of3__MOM_qb0of3__C11_EPS_DYN_qmax8__v0,0.2395681236749633,0.239648901207137,0.0,0,291,CATX｜CTMX｜ELDN｜EPM｜FULC｜JANX｜SIDU｜SLS｜TSHA｜WATT
US::EV_EBITDA_qb0of3__MOM_qb0of3__C18_FCF_P_DYN_qmax8__v0,0.2408805596856977,0.2409049588660679,0.0,0,293,CATX｜DCTH｜EPM｜ESOA｜GRBK｜INSM｜KINS｜MVST｜SLS｜WLDN
US::EV_EBITDA_qb0of3__MOM_qb0of3__C17_FCF_P_DYN_qmax4__v0,0.2369860442263391,0.23698246671972112,0.0,0,302,AMTX｜ARWR｜CATX｜DCTH｜EPM｜ESOA｜FBRX｜GRBK｜INSM｜KINS｜MVST｜OCGN｜PALI｜SIDU｜SLS｜WLDN
US::EV_EBITDA_qb0of3__MOM_qb0of3__C16_FCF_P_DYN_riseq2__v1,0.1324226237007084,0.13243115670542238,0.0,0,305,ACAD｜HIG｜NAUT｜PBYI
US::EV_EBITDA_qb0of3__MOM_qb0of3__C16_FCF_P_DYN_riseq2__v0,0.2352420735951041,0.23525788608100706,0.0,0,305,ABEO｜ACAD｜AMPY｜AMTX｜ANAB｜ARWR｜CATX｜DCTH｜DUOT｜ESOA｜FBRX｜GRBK｜HIG｜INSM｜JANX｜KINS｜KRYS｜MVST｜NAUT｜OCGN｜PALI｜PBYI｜SBET｜SIDU｜SLS｜SMTI｜WLDN
US::EV_EBITDA_qb0of3__MOM_qb0of3__C15_FCF_P_DYN_riseq1__v1,0.1403861267245212,0.14039714885038723,0.0,0,307,FULC｜LINC｜NAUT
US::EV_EBITDA_qb0of3__MOM_qb0of3__C15_FCF_P_DYN_riseq1__v0,0.2239392580150474,0.22402500332581154,0.0,0,308,ABEO｜ALT｜AMPY｜AMTX｜ANAB｜ARWR｜AVTX｜CATX｜CCOI｜DCTH｜ESOA｜FBRX｜FULC｜GRBK｜INSM｜IOVA｜JANX｜KINS｜LINC｜MVST｜NAUT｜OCGN｜PALI｜SIDU｜SLS｜SVRA｜WLDN
US::EV_EBITDA_qb0of3__MOM_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.1527645729785218,0.15274994218938298,0.0,0,299,AGL｜BKKT｜CHCI｜CTMX｜FULC｜LINC｜RCAT｜SANA｜STXS
US::EV_EBITDA_qb0of3__MOM_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.2553208062337255,0.2552953222626597,0.0,0,299,ABEO｜AGL｜ALT｜AMPY｜AMTX｜AVTX｜BKKT｜CATX｜CBIO｜CCOI｜CHCI｜CTMX｜ELDN｜EPM｜ESOA｜FBRX｜FULC｜GRBK｜GYRE｜HYMC｜INSM｜IOVA｜LEU｜LINC｜LPTH｜LVWR｜NKTR｜OCGN｜PALI｜QBTS｜RCAT｜RZLT｜SANA｜SBET｜SIDU｜SLS｜SMTI｜SNEX｜STXS｜SVRA｜TGTX｜TSHA｜WATT
US::EV_EBITDA_qb0of3__MOM_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.1610456582077788,0.16103018035970207,0.0,0,299,AGL｜BKKT｜CTMX｜FULC｜LINC｜PBYI｜RCAT｜SANA｜STXS
US::EV_EBITDA_qb0of3__MOM_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.2493285619647034,0.24930373332521683,0.0,0,299,ABEO｜AGL｜ALT｜AMPY｜AMTX｜AVTX｜BKKT｜CATX｜CBIO｜CCOI｜CTMX｜ELDN｜EPM｜FBRX｜FULC｜GRBK｜GYRE｜HYMC｜IOVA｜LEU｜LINC｜LPTH｜LVWR｜NKTR｜OCGN｜PBYI｜QBTS｜RCAT｜RZLT｜SANA｜SBET｜SIDU｜SIGA｜SLS｜SMTI｜SNEX｜STXS｜SVRA｜TGTX｜TSHA｜WATT
US::EV_EBITDA_qb0of3__MOM_qb0of3__C12_EPS_DYN_yoy__v1,0.1863514191605386,0.18639027229221483,0.0,0,300,ACAD｜AGL｜BKKT｜CTMX｜FULC｜LINC｜RCAT｜SANA｜STXS
US::EV_EBITDA_qb0of3__MOM_qb0of3__C12_EPS_DYN_yoy__v0,0.2514069382560462,0.25146072607388414,0.0,0,300,ABEO｜ACAD｜AGL｜ALT｜AMPY｜ARWR｜BKKT｜CATX｜CCCC｜CCOI｜CTMX｜DUOT｜ELDN｜EPM｜FBRX｜FULC｜GRBK｜GYRE｜HYMC｜IOVA｜JANX｜LINC｜LPTH｜OCGN｜PROK｜RCAT｜SANA｜SBET｜SIDU｜SLS｜SNEX｜STXS｜SVRA｜TSHA｜WATT
US::EV_EBITDA_qb0of3__MOM_qb0of3__C10_EPS_DYN_qmax4__v0,0.2553843141674978,0.25538431416749785,0.0,0,304,ABEO｜AMPY｜ARWR｜AVTX｜CATX｜CCCC｜CCOI｜CELH｜CTMX｜DUOT｜ELDN｜EPM｜ESOA｜FULC｜JANX｜LVWR｜LXRX｜PROK｜SIDU｜SLS｜TSHA｜WATT
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C1_ROE_DYN_riseq1__v1,0.1946765957320055,0.19469495374956658,0.0,0,309,CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__None__v1,0.2210516995767943,0.22105008948831384,0.0,0,311,ASYS｜CHCI｜CRNC｜HIG
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__None__v0,0.2412643688379381,0.24126259754369173,0.0,0,311,ASYS｜CHCI｜CRNC｜ELMD｜ESOA｜GRBK｜HIG｜KINS｜LAD｜UVE｜WLDN
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C9_EPS_DYN_riseq2__v0,0.2515373994409815,0.2515580600352241,0.0,0,307,ASYS｜CHCI｜CRNC｜ELMD｜ESOA｜GRBK｜KINS
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C8_EPS_DYN_riseq1__v1,0.2099437032207198,0.20996362315575468,0.0,0,309,ASYS｜CRNC
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C8_EPS_DYN_riseq1__v0,0.2361282569019696,0.2361508943128643,0.0,0,309,ASYS｜CRNC｜ELMD｜ESOA｜KINS｜WLDN
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.2197302391152309,0.2197086095708789,0.0,0,299,ESOA｜UVE
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,0.2216651623052381,0.22164332556934285,0.0,0,299,UVE
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C5_ROE_DYN_yoy__v0,0.2330094692625046,0.23301827851917944,0.0,0,301,GRBK
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C3_ROE_DYN_qmax4__v0,0.2087897907125686,0.20880367905482622,0.0,0,305,ELMD
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C2_ROE_DYN_riseq2__v0,0.2415059979860263,0.24152575788203223,0.0,0,307,ASYS｜CHCI｜CRNC｜ELMD｜KINS
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,0.2197812415348399,0.2197596065326639,0.0,0,299,CHCI｜CRNC｜HIG
US::EV_EBITDA_qb0of3__FCF_P_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,0.2375821694904119,0.23755861801947264,0.0,0,299,CHCI｜CRNC｜ELMD｜ESOA｜GRBK｜HIG｜LAD｜WLDN
US::EV_EBITDA_qb0of3__VOL_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.2932470536028173,0.2932173631628716,0.0,0,299,ACRS｜ARWR｜AVTX｜BKKT｜CAPR｜CATX｜CELH｜CNTN｜CPRX｜CRVS｜DUOT｜ESOA｜FUBO｜FULC｜GME｜GSIT｜HROW｜LINC｜LODE｜LPTH｜LXRX｜MGNX｜OLMA｜PALI｜PRAX｜PROK｜QBTS｜RCAT｜REPX｜SIDU｜SLS｜SMTI｜SNEX｜SVRA｜TENX｜TGTX｜TRON｜UVE｜VGZ
US::EV_EBITDA_qb0of3__VOL_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,0.2590203775996313,0.25907233265119034,0.0,0,298,BKKT｜CNTN｜FULC｜LINC｜RCAT
US::EV_EBITDA_qb0of3__VOL_qb2of3__C8_EPS_DYN_riseq1__v0,0.3146548452248205,0.31468591569735005,0.0,0,309,ABEO｜ACAD｜ACRS｜AGM｜ANAB｜AREC｜ARWR｜ASST｜ASYS｜AVTX｜AXSM｜BDTX｜BMNR｜CADL｜CAPR｜CATX｜CBIO｜CCCC｜CCOI｜CELH｜CNTN｜CPRX｜CRNC｜CTMX｜DUOT｜ELDN｜ELMD｜EPM｜ERII｜ESOA｜EYPT｜FULC｜GERN｜GME｜GSIT｜GYRE｜IMMR｜INBX｜JANX｜LODE｜LXRX｜MBX｜MGNX｜MITK｜OMER｜PALI｜PROK｜QBTS｜RCAT｜RDNW｜REPL｜RIGL｜RILY｜SBET｜SIDU｜SIGA｜SLS｜SNEX｜SPRB｜SRPT｜SVRA｜TECX｜TENX｜TGTX｜TNGX｜TNXP｜TRON｜TSHA｜VRDN｜VSTM｜WATT｜XFOR
US::EV_S_qb0of3__DEBTRATIO_qb0of3__C17_FCF_P_DYN_qmax4__v1,0.197344394386469,0.1973414618659024,0.0,0,302,REI
US::EV_S_qb0of3__EPS_qb0of3__C9_EPS_DYN_riseq2__v0,0.4301033017412297,0.4301343017229713,0.0,0,305,AREC｜ASST｜AVTX｜BKKT｜BXC｜CPRX｜DCH｜ELA｜ELMD｜ESOA｜GEVO｜GME｜GORO｜GRBK｜HDSN｜OMER｜REI｜RXT｜SLS｜SPRB｜SVRA｜TRON
US::EV_S_qb0of3__EPS_qb0of3__C8_EPS_DYN_riseq1__v1,0.2809604926573821,0.2809838290400781,0.0,0,307,MITK｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C8_EPS_DYN_riseq1__v0,0.4264261291067337,0.4264698965028839,0.0,0,309,AREC｜ASST｜AVTX｜CPRX｜DCH｜ELMD｜ESOA｜GME｜HDSN｜MITK｜OMER｜RDNW｜SBET｜SLS｜SNEX｜SPRB｜SVRA｜TRON｜TSSI｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,0.4083055336310075,0.4082624858259325,0.0,0,299,BKKT｜BNED｜LINC｜REI
US::EV_S_qb0of3__EPS_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.402905280672752,0.4028628791199256,0.0,0,299,AVTX｜BKKT｜BNED｜CPRX｜ESOA｜GME｜LINC｜LPTH｜REI｜REPX｜RLGT｜SLS｜SNEX｜SVRA｜TRON｜UVE
US::EV_S_qb0of3__EPS_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,0.366271349645219,0.36623328274203204,0.0,0,299,BKKT｜BNED｜LINC｜REI
US::EV_S_qb0of3__EPS_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,0.383007548543028,0.382967512096021,0.0,0,299,AVTX｜BKKT｜BNED｜CPRX｜DCH｜GME｜LINC｜LPTH｜REI｜REPX｜RLGT｜SLS｜SNEX｜SVRA｜TRON｜UVE
US::EV_S_qb0of3__EPS_qb0of3__C5_ROE_DYN_yoy__v0,0.4154436733591318,0.4153997684922204,0.0,0,299,AVTX｜BNED｜CPRX｜DCH｜ELA｜GME｜GRBK｜LPTH｜REI｜RLGT｜RZLT｜SNEX｜SPRB｜TRON
US::EV_S_qb0of3__EPS_qb0of3__C3_ROE_DYN_qmax4__v0,0.3956023283173351,0.3956748384221227,0.0,0,303,CPRX｜ELA｜ELMD｜RZLT｜STXS｜TRON
US::EV_S_qb0of3__EPS_qb0of3__C2_ROE_DYN_riseq2__v1,0.4210180475374132,0.42101804753741323,0.0,0,304,BKKT｜BNED｜BXC｜REI｜STXS｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C2_ROE_DYN_riseq2__v0,0.393458034550564,0.39348604842869483,0.0,0,305,BKKT｜BNED｜BXC｜CPRX｜ELA｜ELMD｜GME｜GORO｜HDSN｜LEU｜REI｜RZLT｜SPRB｜STXS｜SVRA｜TRON｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,0.2886105739241034,0.28858140311084957,0.0,0,299,BKKT｜BXC｜HIG｜REI｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,0.3027923809781749,0.302761616093451,0.0,0,299,BKKT｜BXC｜CPRX｜ELMD｜ESOA｜GME｜GRBK｜HIG｜IVVD｜LAD｜LEU｜LPTH｜MVST｜OMER｜REI｜RLGT｜RXT｜RZLT｜SLS｜SNEX｜TSSI｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C1_ROE_DYN_riseq1__v1,0.2809973884863064,0.2810207282558346,0.0,0,307,MITK｜STXS
US::EV_S_qb0of3__EPS_qb0of3__C1_ROE_DYN_riseq1__v0,0.4006073784095301,0.4006481434020299,0.0,0,309,AREC｜ASST｜CPRX｜ELA｜ELMD｜ESOA｜GME｜HDSN｜MITK｜REPX｜RXT｜RZLT｜SBET｜SLS｜SNEX｜SPRB｜STXS｜SVRA｜TRON｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C19_FCF_P_DYN_yoy__v1,0.3047217430416968,0.3046907602234217,0.0,0,299,BXC｜HIG｜MITK｜REI｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C19_FCF_P_DYN_yoy__v0,0.3345040087625812,0.33446962976892647,0.0,0,299,BXC｜CPRX｜ELMD｜ESOA｜GORO｜GRBK｜HIG｜LAD｜MITK｜MVST｜OMER｜REI｜RXT｜SLS｜SNEX｜TRON｜TSSI｜UVE｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C18_FCF_P_DYN_qmax8__v0,0.4075974005364968,0.4077434253362455,0.0,0,291,ESOA｜GRBK｜MVST｜REI｜RXT｜SLS｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C17_FCF_P_DYN_qmax4__v0,0.3703011942271954,0.3703684819201052,0.0,0,303,CPRX｜ESOA｜GORO｜GRBK｜MVST｜REI｜RXT｜SLS｜TSSI｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C16_FCF_P_DYN_riseq2__v1,0.2905549690965752,0.2905549690965752,0.0,0,304,BNED｜BXC｜HIG｜REI｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C16_FCF_P_DYN_riseq2__v0,0.3318900862487632,0.33191321544889063,0.0,0,305,AREC｜BNED｜BXC｜COGT｜CPRX｜DAR｜ELA｜ELMD｜ESOA｜GORO｜GRBK｜HIG｜LAD｜MVST｜REI｜RXT｜SBET｜SLS｜TRON｜TSSI｜UVE｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C15_FCF_P_DYN_riseq1__v1,0.2788124441925177,0.27892147866940875,0.0,0,308,LINC｜MITK｜REI｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C15_FCF_P_DYN_riseq1__v0,0.3244435852105407,0.3245726099265951,0.0,0,308,ASST｜AVTX｜AXGN｜COGT｜CPRX｜DAR｜DDD｜ELMD｜ESOA｜GORO｜GRBK｜LAD｜LINC｜MITK｜MVST｜REI｜REPX｜RXT｜SLS｜SVRA｜TRON｜TSSI｜UVE｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.3753588907741827,0.3753197566904698,0.0,0,299,AGL｜BKKT｜LINC｜REI｜STXS｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.4270363811604385,0.4269910775407757,0.0,0,299,AGL｜ASST｜AVTX｜BKKT｜COGT｜CPRX｜DCH｜ESOA｜GEVO｜GME｜GRBK｜HDSN｜LEU｜LINC｜LPTH｜OMER｜REI｜RLGT｜RXT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TRON｜TSSI｜UVE
US::EV_S_qb0of3__EPS_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.344629911679569,0.3445943644110159,0.0,0,299,AGL｜BKKT｜BNED｜LINC｜MITK｜REI｜STXS｜TSSI
US::EV_S_qb0of3__EPS_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.4111387840460245,0.4110953964440127,0.0,0,299,AGL｜ASST｜AVTX｜BKKT｜BNED｜COGT｜CPRX｜GEVO｜GME｜GRBK｜LEU｜LINC｜LPTH｜MITK｜OMER｜REI｜RLGT｜RXT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TRON｜TSSI｜UVE
US::EV_S_qb0of3__EPS_qb0of3__C9_EPS_DYN_riseq2__v1,0.3488108297563879,0.3488108297563879,0.0,0,304,BKKT｜BXC｜REI
US::EV_S_qb0of3__EPS_qb0of3__None__v0,0.3349815919842276,0.3349790453922563,0.0,0,311,AGL｜AREC｜ASST｜ATRC｜AVTX｜AXGN｜BKKT｜BNED｜BXC｜COGT｜CPRX｜DAR｜DCH｜DDD｜ELA｜ELMD｜ESOA｜GDC｜GEVO｜GME｜GORO｜GRBK｜HDSN｜HIG｜IVVD｜KODK｜LAD｜LEU｜LINC｜LPTH｜MITK｜MVST｜OMER｜RDNW｜REI｜REPX｜RLGT｜RXT｜RZLT｜SBET｜SLS｜SNEX｜SPRB｜STXS｜SVRA｜TRON｜TSSI｜UNCY｜UVE｜WLDN
US::EV_S_qb0of3__EPS_qb0of3__None__v1,0.3056832718455893,0.3056809724470717,0.0,0,311,AGL｜BKKT｜BNED｜BXC｜HIG｜LINC｜MITK｜REI｜STXS｜TSSI
US::EV_S_qb0of3__EV_EBITDA_qb0of3__C17_FCF_P_DYN_qmax4__v0,0.2757470823712238,0.27579550908802464,0.0,0,303,CPRX｜DCTH｜ESOA｜GORO｜GRBK｜MVST｜REI｜SLS｜WLDN
US::EV_S_qb0of3__EV_EBITDA_qb0of3__C3_ROE_DYN_qmax4__v0,0.256427723066198,0.25644510139142684,0.0,0,305,CPRX｜DCTH｜ELMD｜RZLT｜STXS｜TRON
US::EV_S_qb0of3__EV_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v1,0.2954709610358161,0.2954956354081304,0.0,0,307,ASYS｜BKKT｜CRNC｜REI｜STXS
