strategy_uid,CAGR_reported,CAGR_without_anomaly,CAGR_inflation_pp,n_anomaly_months,n_months,anomaly_stocks
US::PS_qb0of3__ROIC_qb0of3__C12_EPS_DYN_yoy__v0,0.3624871013576785,0.36244947726227883,0.0,0,299,AGL｜AREC｜ASST｜BKKT｜BNED｜CPRX｜CRNC｜DUOT｜GME｜GRBK｜HDSN｜HYMC｜KRMD｜LINC｜LPTH｜NCMI｜OMER｜REI｜RXT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TRON｜TSSI
US::PS_qb0of3__ROIC_qb0of3__C10_EPS_DYN_qmax4__v0,0.3908293893553214,0.39082314985769306,0.0,0,302,ASST｜CPRX｜CRNC｜DCH｜DUOT｜ELMD｜ESOA｜OMER｜SLS
US::PS_qb0of3__OCF_E_qb2of3__C4_ROE_DYN_qmax8__v0,0.2164673215135477,0.21647069711849531,0.0,0,290,RZLT
US::PS_qb0of3__OCF_E_qb2of3__C3_ROE_DYN_qmax4__v0,0.2001262976575279,0.20012332044975945,0.0,0,302,DCTH｜HYMC｜RZLT｜STXS
US::PS_qb1of3__DEBTRATIO_qb0of3__C9_EPS_DYN_riseq2__v0,0.1515139501614961,0.15153357259859623,0.0,0,306,IMMR｜SRPT
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C17_FCF_P_DYN_qmax4__v0,0.2365888986731719,0.23658532771488416,0.0,0,302,AMTX｜ESOA｜GRBK｜KNTK｜MVST｜NCMI｜RXT
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C17_FCF_P_DYN_qmax4__v0,0.2535765357445481,0.25362069528279907,0.0,0,303,DCTH｜GORO｜ORGO｜SLS｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v0,0.3116552203455311,0.31168140114756726,0.0,0,307,AMPY｜AREC｜ASYS｜DCTH｜GORO｜ORGO｜SBET｜SLS｜TRON｜UVE｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v1,0.2254774907261474,0.22549901694313257,0.0,0,309,ASYS｜LINC｜MITK
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v0,0.256821439903991,0.2568462588397882,0.0,0,309,AMPY｜ASYS｜DCTH｜DDD｜GORO｜LINC｜MITK｜ORGO｜REPX｜SLS｜TRON｜UVE｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.202367561683135,0.2024072607588827,0.0,0,298,AGL｜CTMX｜LINC
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.2692196243982185,0.2691926105972402,0.0,0,299,AGL｜AMPY｜CTMX｜LINC｜LPTH｜SBET｜SLS｜SNEX｜TRON｜UVE
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.2067203042054965,0.20676092824757264,0.0,0,298,AGL｜CTMX｜LINC｜MITK
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.2772864701197599,0.2772585621677113,0.0,0,299,AGL｜AMPY｜CTMX｜LINC｜LPTH｜MITK｜SBET｜SLS｜SNEX｜TRON｜UVE
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C12_EPS_DYN_yoy__v1,0.2063554433569359,0.2063959897571921,0.0,0,298,AGL｜CTMX｜LINC
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,0.2605999030983783,0.26057383967181424,0.0,0,299,AGL｜AMPY｜AREC｜CTMX｜LINC｜LPTH｜ORGO｜SBET｜SLS｜SNEX｜TRON
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C11_EPS_DYN_qmax8__v0,0.2197685590289191,0.21984208655296045,0.0,0,291,CTMX｜ORGO｜SLS
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v1,0.1315655729461429,0.1315655729461429,0.0,0,304,CTMX
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,0.2132901401870681,0.21329014018706838,0.0,0,304,AMPY｜CTMX｜ORGO｜SLS
US::PS_qb0of3__MOM_qb0of3__None__v1,0.2219470314413492,0.22194541425865877,0.0,0,311,AGL｜BKKT｜BNED｜BXC｜CHCI｜CTMX｜DIN｜HIG｜LINC｜STXS｜TSSI
US::PS_qb0of3__MOM_qb0of3__None__v0,0.2530285063418334,0.25302664022014576,0.0,0,311,AGL｜AMPY｜AMTX｜BKKT｜BNED｜BXC｜CCOI｜CHCI｜CTMX｜DAR｜DCH｜DCTH｜DIN｜DUOT｜ESOA｜GDC｜GRBK｜HDSN｜HIG｜HYMC｜LEU｜LINC｜LPTH｜MVST｜NCMI｜RDNT｜RXT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C9_EPS_DYN_riseq2__v1,0.1807205706738519,0.18072057067385172,0.0,0,304,BKKT｜BXC｜CHCI｜CTMX
US::PS_qb0of3__MOM_qb0of3__C9_EPS_DYN_riseq2__v0,0.2554049891926482,0.2554222914270039,0.0,0,305,AMPY｜BKKT｜BXC｜CCOI｜CHCI｜CTMX｜DCH｜DUOT｜ESOA｜GRBK｜HDSN｜NCMI｜RXT｜SLS｜SVRA
US::PS_qb0of3__MOM_qb0of3__C8_EPS_DYN_riseq1__v1,0.2023607682134716,0.20237707084180512,0.0,0,307,CTMX｜TSSI
US::PS_qb0of3__MOM_qb0of3__C8_EPS_DYN_riseq1__v0,0.2713293747887459,0.2713557407685705,0.0,0,309,AMPY｜CCOI｜CTMX｜DCH｜DUOT｜ESOA｜HDSN｜NCMI｜SBET｜SLS｜SNEX｜SVRA｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,0.2428018984846327,0.24277778070305756,0.0,0,299,BKKT｜BNED｜LINC
US::PS_qb0of3__MOM_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.2459079857870276,0.24588353008351715,0.0,0,299,BKKT｜BNED｜DUOT｜ESOA｜LINC｜LPTH｜SLS｜SNEX｜SVRA
US::PS_qb0of3__MOM_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,0.2159279824355147,0.21597057238550899,0.0,0,298,BKKT｜BNED｜LINC
US::PS_qb0of3__MOM_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,0.2394004835389485,0.23937673501400902,0.0,0,299,BKKT｜BNED｜DCH｜DUOT｜LINC｜LPTH｜SLS｜SNEX｜SVRA
US::PS_qb0of3__MOM_qb0of3__C5_ROE_DYN_yoy__v1,0.2064633668750639,0.2065039362392176,0.0,0,298,BNED
US::PS_qb0of3__MOM_qb0of3__C5_ROE_DYN_yoy__v0,0.2369750778850596,0.23695159215265416,0.0,0,299,AMTX｜BNED｜CCOI｜DCH｜GRBK｜HYMC｜LPTH｜RZLT｜SNEX
US::PS_qb0of3__MOM_qb0of3__C4_ROE_DYN_qmax8__v0,0.226024871759606,0.22602487175960606,0.0,0,288,RZLT
US::PS_qb0of3__MOM_qb0of3__C3_ROE_DYN_qmax4__v0,0.2205436887109264,0.22055842774854528,0.0,0,305,CCOI｜DCTH｜HYMC｜RZLT｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C18_FCF_P_DYN_qmax8__v0,0.2668284994036163,0.26684765952773715,0.0,0,289,DCTH｜SLS｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C19_FCF_P_DYN_yoy__v0,0.2582623233177823,0.2582365167175904,0.0,0,299,DCTH｜GORO｜MITK｜SLS｜SNEX｜TRON｜UVE｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C19_FCF_P_DYN_yoy__v1,0.2402122687312378,0.24026010324336844,0.0,0,298,MITK
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__None__v0,0.2617877699427859,0.261785832741102,0.0,0,311,AGL｜AMPY｜AREC｜ASYS｜CTMX｜DCTH｜DDD｜GORO｜KODK｜LINC｜LPTH｜MITK｜ORGO｜REPX｜SBET｜SLS｜SNEX｜TRON｜UVE｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C16_FCF_P_DYN_riseq2__v0,0.2391275248807975,0.23914362290416902,0.0,0,305,AMTX｜BNED｜BXC｜DAR｜ELA｜ELMD｜ESOA｜GRBK｜KNTK｜LAD｜MVST｜NCMI｜RILY｜RXT
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C15_FCF_P_DYN_riseq1__v1,0.1876186560184205,0.18763629765068512,0.0,0,309,DIN｜RILY
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C15_FCF_P_DYN_riseq1__v0,0.2117045866417872,0.2117246878003909,0.0,0,309,AMTX｜DAR｜DIN｜ELMD｜ESOA｜GRBK｜KNTK｜LAD｜MVST｜NCMI｜RILY｜RXT
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.2498823791200388,0.2498574900206998,0.0,0,299,CHCI｜RILY｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.2570943030974746,0.2570686246807041,0.0,0,299,AMTX｜CHCI｜DCH｜ESOA｜GRBK｜HDSN｜LEU｜NCMI｜RILY｜RLGT｜RXT｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.2334332121893734,0.2334101094550114,0.0,0,299,BNED｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.2445563051097123,0.2445319965452537,0.0,0,299,AMTX｜BNED｜GRBK｜LEU｜NCMI｜RLGT｜RXT｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C12_EPS_DYN_yoy__v1,0.2278896099460035,0.2278671048429748,0.0,0,299,BNED｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C12_EPS_DYN_yoy__v0,0.2305675445292665,0.23054475100824234,0.0,0,299,BNED｜ELA｜GRBK｜HDSN｜KRMD｜NCMI｜RXT｜STXS
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C11_EPS_DYN_qmax8__v0,0.215809450777499,0.2158128152430958,0.0,0,290,ELA
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C10_EPS_DYN_qmax4__v0,0.2385990077951205,0.2386403191314368,0.0,0,303,DCH｜ELA｜ELMD｜ESOA
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__None__v1,0.2420149293113538,0.24201315198895967,0.0,0,311,AGL｜ASYS｜CTMX｜LINC｜MITK
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C9_EPS_DYN_riseq2__v0,0.2888718048690371,0.28889586925178645,0.0,0,307,AMPY｜AREC｜ASYS｜CTMX｜GORO｜ORGO｜SLS｜TRON
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C1_ROE_DYN_riseq1__v0,0.2599235960676123,0.25994874458927364,0.0,0,309,AREC｜DCTH｜MITK｜ORGO｜REPX｜SBET｜SLS｜SNEX｜TRON｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v1,0.205989158906177,0.20600867266167344,0.0,0,309,ASYS｜CTMX｜MITK
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v0,0.274958071085448,0.27498482625157306,0.0,0,309,AMPY｜AREC｜ASYS｜CTMX｜MITK｜ORGO｜SBET｜SLS｜SNEX｜TRON｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,0.2241862239378407,0.22423058771505855,0.0,0,298,LINC
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.2613737080919083,0.26134755956327327,0.0,0,299,LINC｜LPTH｜REPX｜SLS｜SNEX｜TRON｜UVE
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,0.2072545610487675,0.20729529881553077,0.0,0,298,LINC
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,0.2705052010703879,0.27047804507842743,0.0,0,299,LINC｜LPTH｜REPX｜SLS｜SNEX｜TRON｜UVE
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C5_ROE_DYN_yoy__v0,0.2509801616398299,0.2509551526315623,0.0,0,299,LPTH｜ORGO｜SNEX｜TRON
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C4_ROE_DYN_qmax8__v0,0.2934745032605361,0.29357550181237846,0.0,0,291,ORGO｜TRON
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C3_ROE_DYN_qmax4__v0,0.2482582447891153,0.2482750167207477,0.0,0,305,DCTH｜ORGO｜TRON
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v0,0.2674115976243076,0.2674336955991381,0.0,0,307,ASYS｜DCTH｜GORO｜ORGO｜TRON
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,0.2318452305128477,0.2318222991995389,0.0,0,299,DCTH｜LPTH｜ORGO｜SLS｜SNEX｜WLDN
US::PS_qb0of3__NETDEBT_EBITDA_qb0of3__C1_ROE_DYN_riseq1__v1,0.2178222982951281,0.21784303078214529,0.0,0,309,MITK
US::PS_qb0of3__MOM_qb0of3__C2_ROE_DYN_riseq2__v1,0.1644716308050675,0.16447163080506755,0.0,0,304,BKKT｜BNED｜BXC｜CHCI｜STXS｜TSSI
US::PS_qb0of3__MOM_qb0of3__C2_ROE_DYN_riseq2__v0,0.2184196642943141,0.21843424909472753,0.0,0,305,BKKT｜BNED｜BXC｜CCOI｜CHCI｜DCTH｜HDSN｜HYMC｜LEU｜RZLT｜STXS｜SVRA｜TSSI
US::PS_qb0of3__MOM_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,0.2144236475741867,0.21440258485206853,0.0,0,299,BKKT｜BXC｜CHCI｜DIN｜HIG｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.2031756269984257,0.20315575887583193,0.0,0,299,CHCI｜CRNC｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,0.232512935363262,0.23248993199412515,0.0,0,299,BXC｜CHCI｜CRNC｜DIN｜HIG｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,0.2345659157886985,0.23454269066857014,0.0,0,299,BXC｜CHCI｜CRNC｜DIN｜ELMD｜ESOA｜GRBK｜HIG｜KNTK｜LAD｜NCMI｜RXT｜TSSI｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C1_ROE_DYN_riseq1__v1,0.1995398912253043,0.1995587449680818,0.0,0,309,CRNC
US::PS_qb0of3__FCF_P_qb2of3__C1_ROE_DYN_riseq1__v0,0.2256916395898047,0.22571318807037732,0.0,0,309,CRNC｜ELMD｜ESOA｜KNTK｜NCMI｜RXT｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C19_FCF_P_DYN_yoy__v1,0.2283761029270792,0.228384721335273,0.0,0,301,BXC｜CRNC｜DIN｜HIG｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C19_FCF_P_DYN_yoy__v0,0.2454051960109142,0.24541451876165343,0.0,0,301,BXC｜CRNC｜DIN｜ELMD｜ESOA｜GRBK｜HIG｜KNTK｜LAD｜NCMI｜RXT｜TSSI｜UVE｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C18_FCF_P_DYN_qmax8__v0,0.2517775221268361,0.2517815029427264,0.0,0,290,ESOA｜GRBK｜KNTK｜NCMI｜RXT｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C17_FCF_P_DYN_qmax4__v1,0.208439420550649,0.2084363092829915,0.0,0,302,TSSI
US::PS_qb0of3__FCF_P_qb2of3__C17_FCF_P_DYN_qmax4__v0,0.2369513226851374,0.2369923224071604,0.0,0,303,ESOA｜GRBK｜KNTK｜NCMI｜RXT｜TSSI｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C16_FCF_P_DYN_riseq2__v0,0.2608238569901504,0.26084535667030617,0.0,0,307,ASYS｜BXC｜CRNC｜DAR｜ELMD｜ESOA｜GRBK｜HIG｜KNTK｜LAD｜NCMI｜RXT｜TSSI｜UVE｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C15_FCF_P_DYN_riseq1__v1,0.2241165630020138,0.224137947808269,0.0,0,309,ASYS｜DIN｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C15_FCF_P_DYN_riseq1__v0,0.2353184800064593,0.23534103265401485,0.0,0,309,ASYS｜DAR｜DIN｜ELMD｜ESOA｜GRBK｜KNTK｜LAD｜NCMI｜RXT｜TSSI｜UVE｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.2330838007997675,0.23306073579968856,0.0,0,299,CHCI｜CRNC｜ESOA｜GRBK｜NCMI｜RXT｜TSSI｜UVE
US::PS_qb0of3__FCF_P_qb2of3__C3_ROE_DYN_qmax4__v0,0.2062928635727696,0.20630657208806236,0.0,0,305,ELMD
US::PS_qb0of3__FCF_P_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.2020944497263805,0.20207469593743754,0.0,0,299,CRNC｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.2340210796589874,0.23399791341861342,0.0,0,299,CRNC｜GRBK｜NCMI｜RXT｜TSSI｜UVE
US::PS_qb0of3__FCF_P_qb2of3__C12_EPS_DYN_yoy__v1,0.2188518991103525,0.21886012709102332,0.0,0,301,CRNC｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C12_EPS_DYN_yoy__v0,0.2396104517460218,0.23961953392257263,0.0,0,301,CRNC｜GRBK｜NCMI｜RXT｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C11_EPS_DYN_qmax8__v1,0.2070046752500169,0.20700789111567586,0.0,0,290,CRNC
US::PS_qb0of3__FCF_P_qb2of3__C11_EPS_DYN_qmax8__v0,0.2208171382767123,0.22082058766129498,0.0,0,290,CRNC
US::PS_qb0of3__FCF_P_qb2of3__C10_EPS_DYN_qmax4__v1,0.1388241029614159,0.1388241029614159,0.0,0,304,CRNC
US::PS_qb0of3__FCF_P_qb2of3__C10_EPS_DYN_qmax4__v0,0.1843983402603177,0.18439834026031754,0.0,0,304,CRNC｜ELMD｜ESOA
US::PS_qb0of3__FCF_P_qb0of3__None__v1,0.2222738147820859,0.22227219500903117,0.0,0,311,AGL｜BKKT｜BNED｜CTMX｜LINC｜REI｜RILY｜STXS
US::PS_qb0of3__FCF_P_qb0of3__None__v0,0.2535144618808544,0.25351259182628305,0.0,0,311,AGL｜AGM｜AMPY｜AMTX｜AREC｜ASST｜BKKT｜BNED｜CCOI｜CPRX｜CTMX｜DCH｜DCTH｜DDD｜DUOT｜ELA｜GDC｜GEVO｜GME｜GORO｜HDSN｜HYMC｜KODK｜KRMD｜LEU｜LINC｜LPTH｜MVST｜OMER｜RDNT｜RDNW｜REI｜REPX｜RILY｜RLGT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TRON
US::PS_qb0of3__FCF_P_qb0of3__C9_EPS_DYN_riseq2__v1,0.2195686434937032,0.2195864545308639,0.0,0,307,BKKT｜CTMX｜REI｜RILY
US::PS_qb0of3__FCF_P_qb0of3__C9_EPS_DYN_riseq2__v0,0.2878343807452157,0.28785834946002375,0.0,0,307,AMPY｜AREC｜ASST｜BKKT｜CCOI｜CPRX｜CTMX｜DCH｜DUOT｜ELA｜GEVO｜GME｜GORO｜HDSN｜OMER｜REI｜RILY｜SLS｜SVRA｜TRON
US::PS_qb0of3__FCF_P_qb2of3__C2_ROE_DYN_riseq2__v0,0.2356842897468793,0.2357035296559511,0.0,0,307,ASYS｜BXC｜CHCI｜CRNC｜ELMD｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C5_ROE_DYN_yoy__v0,0.2380022791353435,0.23801129471073112,0.0,0,301,GRBK
US::PS_qb0of3__MOM_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,0.242224944487494,0.2422008893984675,0.0,0,299,AMTX｜BKKT｜BXC｜CHCI｜DCTH｜DIN｜ESOA｜GRBK｜HIG｜HYMC｜LEU｜LPTH｜MVST｜NCMI｜RXT｜RZLT｜SLS｜SNEX｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,0.2828084435328504,0.28277992088640813,0.0,0,299,AGL｜AMPY｜AMTX｜BKKT｜CCOI｜CHCI｜CTMX｜DCH｜ESOA｜GRBK｜HDSN｜HYMC｜LEU｜LINC｜LPTH｜NCMI｜RXT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TSSI
US::PS_qb0of3__MOM_qb0of3__C1_ROE_DYN_riseq1__v1,0.202894427464209,0.2029107766011271,0.0,0,307,STXS
US::PS_qb0of3__MOM_qb0of3__C1_ROE_DYN_riseq1__v0,0.2552491859331693,0.25527383807872694,0.0,0,309,AMTX｜CCOI｜DCTH｜ESOA｜HDSN｜HYMC｜NCMI｜RXT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜WLDN
US::PS_qb0of3__MOM_qb0of3__C19_FCF_P_DYN_yoy__v1,0.1869588893525902,0.1869407269879546,0.0,0,299,BXC｜DIN｜HIG｜TSSI
US::PS_qb0of3__MOM_qb0of3__C19_FCF_P_DYN_yoy__v0,0.2369201327393257,0.23689665295530893,0.0,0,299,AMTX｜BXC｜DCTH｜DIN｜DUOT｜ESOA｜GRBK｜HIG｜MVST｜NCMI｜RXT｜SLS｜SNEX｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C18_FCF_P_DYN_qmax8__v0,0.3323359813866977,0.33234139515111294,0.0,0,290,DCTH｜ESOA｜GRBK｜MVST｜NCMI｜RXT｜SLS｜WLDN
US::PS_qb0of3__MOM_qb0of3__C17_FCF_P_DYN_qmax4__v1,0.2054811410285701,0.205478077556414,0.0,0,302,TSSI
US::PS_qb0of3__MOM_qb0of3__C17_FCF_P_DYN_qmax4__v0,0.294902444741977,0.2948978939989291,0.0,0,302,AMTX｜DCTH｜ESOA｜GRBK｜MVST｜NCMI｜RXT｜SLS｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C16_FCF_P_DYN_riseq2__v1,0.2096695266232535,0.20966952662325355,0.0,0,304,BNED｜BXC｜HIG｜TSSI
US::PS_qb0of3__MOM_qb0of3__C16_FCF_P_DYN_riseq2__v0,0.2649825549591704,0.2650005717313557,0.0,0,305,AMPY｜AMTX｜BNED｜BXC｜DAR｜DCTH｜DUOT｜ESOA｜GRBK｜HIG｜MVST｜NCMI｜RXT｜SBET｜SLS｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C15_FCF_P_DYN_riseq1__v1,0.1821998993394884,0.1822684991674448,0.0,0,308,DIN｜LINC｜TSSI
US::PS_qb0of3__MOM_qb0of3__C15_FCF_P_DYN_riseq1__v0,0.2459443631514941,0.24603934744317058,0.0,0,308,AMPY｜AMTX｜CCOI｜DAR｜DCTH｜DIN｜ESOA｜GRBK｜LINC｜MVST｜NCMI｜RXT｜SLS｜SVRA｜TSSI｜WLDN
US::PS_qb0of3__MOM_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,0.2154083451132706,0.21538717736707746,0.0,0,299,AGL｜BKKT｜CHCI｜CTMX｜LINC｜STXS｜TSSI
US::PS_qb0of3__MOM_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,0.1977170089511846,0.19769771718514595,0.0,0,299,AGL｜BKKT｜BNED｜CTMX｜LINC｜STXS｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,0.225717019556537,0.22569474806208212,0.0,0,299,KNTK｜UVE
US::PS_qb0of3__MOM_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,0.2684204604771241,0.26839353500894925,0.0,0,299,AGL｜AMPY｜AMTX｜BKKT｜BNED｜CCOI｜CTMX｜GRBK｜HYMC｜LEU｜LINC｜LPTH｜NCMI｜RXT｜RZLT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TSSI
US::PS_qb0of3__MOM_qb0of3__C12_EPS_DYN_yoy__v1,0.2032598819183626,0.20324000488223315,0.0,0,299,AGL｜BKKT｜BNED｜CTMX｜LINC｜STXS｜TSSI
US::PS_qb0of3__MOM_qb0of3__C12_EPS_DYN_yoy__v0,0.2521673482010007,0.25214220942156773,0.0,0,299,AGL｜AMPY｜BKKT｜BNED｜CCOI｜CTMX｜DUOT｜GRBK｜HDSN｜HYMC｜LINC｜LPTH｜NCMI｜RXT｜SBET｜SLS｜SNEX｜STXS｜SVRA｜TSSI
US::PS_qb0of3__MOM_qb0of3__C11_EPS_DYN_qmax8__v0,0.2379286482130931,0.23794554441749272,0.0,0,289,CTMX｜SLS
US::PS_qb0of3__MOM_qb0of3__C10_EPS_DYN_qmax4__v1,0.1889248150414328,0.18892481504143288,0.0,0,304,CTMX
US::PS_qb0of3__MOM_qb0of3__C10_EPS_DYN_qmax4__v0,0.2234119814222976,0.2234119814222979,0.0,0,304,AMPY｜CCOI｜CTMX｜DCH｜DUOT｜ESOA｜SLS
US::PS_qb0of3__FCF_P_qb2of3__None__v1,0.2247987236158466,0.22479708380876873,0.0,0,311,ASYS｜BXC｜CHCI｜CRNC｜DIN｜HIG｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__None__v0,0.2355511052888337,0.23554937978247792,0.0,0,311,ASYS｜BXC｜CHCI｜CRNC｜DAR｜DIN｜ELMD｜ESOA｜GRBK｜HIG｜KNTK｜LAD｜NCMI｜RXT｜TSSI｜UVE｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C9_EPS_DYN_riseq2__v0,0.2463045033972521,0.2463246933997152,0.0,0,307,ASYS｜BXC｜CHCI｜CRNC｜ELMD｜ESOA｜GRBK｜KNTK｜NCMI｜RXT
US::PS_qb0of3__FCF_P_qb2of3__C8_EPS_DYN_riseq1__v1,0.2084254769363922,0.20844524079896098,0.0,0,309,ASYS｜CRNC｜TSSI
US::PS_qb0of3__FCF_P_qb2of3__C8_EPS_DYN_riseq1__v0,0.2295279349325409,0.22954988279352428,0.0,0,309,ASYS｜CRNC｜ELMD｜ESOA｜NCMI｜TSSI｜WLDN
US::PS_qb0of3__FCF_P_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,0.2277891893256376,0.22776669502794156,0.0,0,299,ESOA｜KNTK｜UVE
US::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C16_FCF_P_DYN_riseq2__v1,0.2188574562337719,0.21885745623377195,0.0,0,304,BNED｜BXC｜RILY
