,min,p25,median,p75,max,mean,std
CAGR,-0.2222235281546272,0.034010614046963594,0.08912142533663525,0.12898025474390096,0.36379325336805923,0.07963729295023941,0.07290312384288264
max_drawdown,-0.9973287945518371,-0.7042803810447016,-0.6122984821573036,-0.5281272304751663,-0.07954844418932827,-0.6211325819967316,0.1438449147147505
daily_sharpe,7.06,18.63,24.26,36.4,644.5,32.46570580754557,29.272814389720203
win_ratio,0.0,0.4166666666666667,0.46025801081980855,0.49527665317139,1.0,0.4507513716604378,0.07080902229755719
