opponent,metric,tree_key,scheme,window_no,win_share,n_settings,unit_win
D_top_cagr,calmar,TW,L,2,0.8,20,True
D_top_cagr,calmar,TW,R,1,0.2,20,False
D_top_cagr,calmar,TW,R,2,0.15,20,False
D_top_cagr,calmar,TW,R,3,0.0,20,False
D_top_cagr,calmar,TW,R,4,0.7,20,True
D_top_cagr,calmar,US,A,1,0.0,20,False
D_top_cagr,calmar,US,A,2,0.75,20,True
D_top_cagr,calmar,US,A,3,0.25,20,False
D_top_cagr,calmar,US,A,4,0.0,20,False
D_top_cagr,calmar,US,A,5,0.35,20,False
D_top_cagr,calmar,US,A,6,0.0,20,False
D_top_cagr,calmar,US,B,1,0.95,20,True
D_top_cagr,calmar,US,B,2,0.0,20,False
D_top_cagr,calmar,US,B,3,0.0,20,False
D_top_cagr,calmar,US,B,4,0.0,20,False
D_top_cagr,calmar,US,C,1,0.8,20,True
D_top_cagr,calmar,US,C,2,0.05,20,False
D_top_cagr,calmar,US,C,3,0.1,20,False
D_top_cagr,calmar,US,D,1,0.75,20,True
D_top_cagr,calmar,US,D,2,0.25,20,False
D_top_cagr,calmar,US,D,3,0.0,20,False
D_top_cagr,calmar,US,D,4,0.35,20,False
D_top_cagr,calmar,US,D,5,0.0,20,False
D_top_cagr,calmar,US,E,1,0.9,20,True
D_top_cagr,calmar,US,E,2,0.0,20,False
D_top_cagr,calmar,US,E,3,0.25,20,False
D_top_cagr,calmar,US,E,4,0.0,20,False
D_top_cagr,calmar,US,F,1,0.6,20,True
D_top_cagr,calmar,US,F,2,0.0,20,False
D_top_cagr,calmar,US,F,3,0.0,20,False
D_top_cagr,calmar,US,G,1,0.25,20,False
D_top_cagr,calmar,US,G,2,0.0,20,False
D_top_cagr,calmar,US,G,3,0.35,20,False
D_top_cagr,calmar,US,G,4,0.0,20,False
D_top_cagr,calmar,US,H,1,0.3,20,False
D_top_cagr,calmar,US,H,2,0.0,20,False
D_top_cagr,calmar,US,H,3,0.0,20,False
D_top_cagr,calmar,US,I,1,0.05,20,False
D_top_cagr,calmar,US,I,2,0.1,20,False
D_top_cagr,calmar,US,J,1,0.0,20,False
D_top_cagr,calmar,US,J,2,0.35,20,False
D_top_cagr,calmar,US,J,3,0.0,20,False
D_top_cagr,calmar,US,K,1,0.0,20,False
D_top_cagr,calmar,US,K,2,0.0,20,False
D_top_cagr,calmar,US,L,1,0.0,20,False
D_top_cagr,calmar,US,L,2,0.0,20,False
D_top_cagr,calmar,US,R,1,0.95,20,True
D_top_cagr,calmar,US,R,2,0.3,20,False
D_top_cagr,calmar,US,R,3,0.85,20,True
D_top_cagr,calmar,US,R,4,0.0,20,False
D_top_cagr,calmar,XM,A,1,0.65,20,True
D_top_cagr,calmar,XM,A,2,1.0,20,True
D_top_cagr,calmar,XM,A,3,0.7,20,True
D_top_cagr,calmar,XM,A,4,0.0,20,False
D_top_cagr,calmar,XM,A,5,1.0,20,True
D_top_cagr,calmar,XM,A,6,0.0,20,False
D_top_cagr,calmar,XM,B,1,1.0,20,True
D_top_cagr,calmar,XM,B,2,0.4,20,False
D_top_cagr,calmar,XM,B,3,0.0,20,False
D_top_cagr,calmar,XM,B,4,0.0,20,False
D_top_cagr,calmar,XM,C,1,1.0,20,True
D_top_cagr,calmar,XM,C,2,0.1,20,False
D_top_cagr,calmar,XM,C,3,0.9,20,True
D_top_cagr,calmar,XM,D,1,1.0,20,True
D_top_cagr,calmar,XM,D,2,0.7,20,True
D_top_cagr,calmar,XM,D,3,0.0,20,False
D_top_cagr,calmar,XM,D,4,1.0,20,True
D_top_cagr,calmar,XM,D,5,0.0,20,False
D_top_cagr,calmar,XM,E,1,1.0,20,True
D_top_cagr,calmar,XM,E,2,0.1,20,False
D_top_cagr,calmar,XM,E,3,1.0,20,True
D_top_cagr,calmar,XM,E,4,0.1,20,False
D_top_cagr,calmar,XM,F,1,0.9,20,True
D_top_cagr,calmar,XM,F,2,0.0,20,False
D_top_cagr,calmar,XM,F,3,0.0,20,False
D_top_cagr,calmar,XM,G,1,0.7,20,True
D_top_cagr,calmar,XM,G,2,0.0,20,False
D_top_cagr,calmar,XM,G,3,1.0,20,True
D_top_cagr,calmar,XM,G,4,0.0,20,False
D_top_cagr,calmar,XM,H,1,0.85,20,True
D_top_cagr,calmar,XM,H,2,0.05,20,False
D_top_cagr,calmar,XM,H,3,0.0,20,False
D_top_cagr,calmar,XM,I,1,0.1,20,False
D_top_cagr,calmar,XM,I,2,0.9,20,True
D_top_cagr,calmar,XM,J,1,0.0,20,False
D_top_cagr,calmar,XM,J,2,1.0,20,True
D_top_cagr,calmar,XM,J,3,0.0,20,False
D_top_cagr,calmar,XM,K,1,0.0,20,False
D_top_cagr,calmar,XM,K,2,0.0,20,False
D_top_cagr,calmar,XM,L,1,0.0,20,False
D_top_cagr,calmar,XM,L,2,0.0,20,False
D_top_cagr,calmar,XM,R,1,1.0,20,True
D_top_cagr,calmar,XM,R,2,1.0,20,True
D_top_cagr,calmar,XM,R,3,1.0,20,True
D_top_cagr,calmar,XM,R,4,0.1,20,False
D_top_cagr,mdd,TW,A,1,0.9,20,True
D_top_cagr,mdd,TW,A,2,0.75,20,True
D_top_cagr,mdd,TW,A,3,0.2,20,False
D_top_cagr,mdd,TW,A,4,1.0,20,True
D_top_cagr,mdd,TW,A,5,0.6,20,True
D_top_cagr,mdd,TW,A,6,0.6,20,True
D_top_cagr,mdd,TW,B,1,0.8,20,True
D_top_cagr,mdd,TW,B,2,0.6,20,True
D_top_cagr,mdd,TW,B,3,1.0,20,True
D_top_cagr,mdd,TW,B,4,0.7,20,True
D_top_cagr,mdd,TW,C,1,0.8,20,True
D_top_cagr,mdd,TW,C,2,1.0,20,True
D_top_cagr,mdd,TW,C,3,0.6,20,True
D_top_cagr,mdd,TW,D,1,0.75,20,True
D_top_cagr,mdd,TW,D,2,0.2,20,False
D_top_cagr,mdd,TW,D,3,1.0,20,True
D_top_cagr,mdd,TW,D,4,0.6,20,True
D_top_cagr,mdd,TW,D,5,0.6,20,True
D_top_cagr,mdd,TW,E,1,0.75,20,True
D_top_cagr,mdd,TW,E,2,1.0,20,True
D_top_cagr,mdd,TW,E,3,0.6,20,True
D_top_cagr,mdd,TW,E,4,0.8,20,True
D_top_cagr,mdd,TW,F,1,0.75,20,True
D_top_cagr,mdd,TW,F,2,1.0,20,True
D_top_cagr,mdd,TW,F,3,0.6,20,True
D_top_cagr,mdd,TW,G,1,0.2,20,False
D_top_cagr,mdd,TW,G,2,1.0,20,True
D_top_cagr,mdd,TW,G,3,0.6,20,True
D_top_cagr,mdd,TW,G,4,0.6,20,True
D_top_cagr,mdd,TW,H,1,0.2,20,False
D_top_cagr,mdd,TW,H,2,1.0,20,True
D_top_cagr,mdd,TW,H,3,0.6,20,True
D_top_cagr,mdd,TW,I,1,1.0,20,True
D_top_cagr,mdd,TW,I,2,0.6,20,True
D_top_cagr,mdd,TW,J,1,1.0,20,True
D_top_cagr,mdd,TW,J,2,0.6,20,True
D_top_cagr,mdd,TW,J,3,0.6,20,True
D_top_cagr,mdd,TW,K,1,1.0,20,True
D_top_cagr,mdd,TW,K,2,0.7,20,True
D_top_cagr,mdd,TW,L,1,1.0,20,True
D_top_cagr,mdd,TW,L,2,0.6,20,True
D_top_cagr,mdd,TW,R,1,0.75,20,True
D_top_cagr,mdd,TW,R,2,1.0,20,True
D_top_cagr,mdd,TW,R,3,0.6,20,True
D_top_cagr,mdd,TW,R,4,0.05,20,False
D_top_cagr,mdd,US,A,1,0.1,20,False
D_top_cagr,mdd,US,A,2,1.0,20,True
D_top_cagr,mdd,US,A,3,1.0,20,True
D_top_cagr,mdd,US,A,4,0.5,20,False
D_top_cagr,mdd,US,A,5,1.0,20,True
D_top_cagr,mdd,US,A,6,0.95,20,True
D_top_cagr,mdd,US,B,1,1.0,20,True
D_top_cagr,mdd,US,B,2,0.8,20,True
D_top_cagr,mdd,US,B,3,0.5,20,False
D_top_cagr,mdd,US,B,4,1.0,20,True
D_top_cagr,mdd,US,C,1,1.0,20,True
D_top_cagr,mdd,US,C,2,0.65,20,True
D_top_cagr,mdd,US,C,3,1.0,20,True
D_top_cagr,mdd,US,D,1,1.0,20,True
D_top_cagr,mdd,US,D,2,1.0,20,True
D_top_cagr,mdd,US,D,3,0.5,20,False
D_top_cagr,mdd,US,D,4,1.0,20,True
D_top_cagr,mdd,US,D,5,0.95,20,True
D_top_cagr,mdd,US,E,1,1.0,20,True
D_top_cagr,mdd,US,E,2,0.5,20,False
D_top_cagr,mdd,US,E,3,1.0,20,True
D_top_cagr,mdd,US,E,4,1.0,20,True
D_top_cagr,mdd,US,F,1,1.0,20,True
D_top_cagr,mdd,US,F,2,0.5,20,False
D_top_cagr,mdd,US,F,3,0.95,20,True
D_top_cagr,mdd,US,G,1,1.0,20,True
D_top_cagr,mdd,US,G,2,0.5,20,False
D_top_cagr,mdd,US,G,3,1.0,20,True
D_top_cagr,mdd,US,G,4,0.95,20,True
D_top_cagr,mdd,US,H,1,1.0,20,True
D_top_cagr,mdd,US,H,2,0.45,20,False
D_top_cagr,mdd,US,H,3,0.95,20,True
D_top_cagr,mdd,US,I,1,0.65,20,True
D_top_cagr,mdd,US,I,2,1.0,20,True
D_top_cagr,mdd,US,J,1,0.5,20,False
D_top_cagr,mdd,US,J,2,1.0,20,True
D_top_cagr,mdd,US,J,3,0.95,20,True
D_top_cagr,mdd,US,K,1,0.5,20,False
D_top_cagr,mdd,US,K,2,1.0,20,True
D_top_cagr,mdd,US,L,1,0.5,20,False
D_top_cagr,mdd,US,L,2,0.95,20,True
D_top_cagr,mdd,US,R,1,1.0,20,True
D_top_cagr,mdd,US,R,2,1.0,20,True
D_top_cagr,mdd,US,R,3,1.0,20,True
D_top_cagr,mdd,US,R,4,1.0,20,True
D_top_cagr,mdd,XM,A,1,0.8,20,True
D_top_cagr,mdd,XM,A,2,1.0,20,True
D_top_cagr,mdd,XM,A,3,1.0,20,True
D_top_cagr,mdd,XM,A,4,1.0,20,True
D_top_cagr,mdd,XM,A,5,1.0,20,True
D_top_cagr,mdd,XM,A,6,1.0,20,True
D_top_cagr,mdd,XM,B,1,1.0,20,True
D_top_cagr,mdd,XM,B,2,1.0,20,True
D_top_cagr,mdd,XM,B,3,1.0,20,True
D_top_cagr,mdd,XM,B,4,1.0,20,True
D_top_cagr,mdd,XM,C,1,1.0,20,True
D_top_cagr,mdd,XM,C,2,1.0,20,True
D_top_cagr,mdd,XM,C,3,1.0,20,True
D_top_cagr,mdd,XM,D,1,1.0,20,True
D_top_cagr,mdd,XM,D,2,1.0,20,True
D_top_cagr,mdd,XM,D,3,1.0,20,True
D_top_cagr,mdd,XM,D,4,1.0,20,True
D_top_cagr,mdd,XM,D,5,1.0,20,True
D_top_cagr,mdd,XM,E,1,1.0,20,True
D_top_cagr,mdd,XM,E,2,1.0,20,True
D_top_cagr,mdd,XM,E,3,1.0,20,True
D_top_cagr,mdd,XM,E,4,1.0,20,True
D_top_cagr,mdd,XM,F,1,1.0,20,True
D_top_cagr,mdd,XM,F,2,1.0,20,True
D_top_cagr,mdd,XM,F,3,1.0,20,True
D_top_cagr,mdd,XM,G,1,1.0,20,True
D_top_cagr,mdd,XM,G,2,1.0,20,True
D_top_cagr,mdd,XM,G,3,1.0,20,True
D_top_cagr,mdd,XM,G,4,1.0,20,True
D_top_cagr,mdd,XM,H,1,1.0,20,True
D_top_cagr,mdd,XM,H,2,1.0,20,True
D_top_cagr,mdd,XM,H,3,1.0,20,True
D_top_cagr,mdd,XM,I,1,1.0,20,True
D_top_cagr,mdd,XM,I,2,1.0,20,True
D_top_cagr,mdd,XM,J,1,1.0,20,True
D_top_cagr,mdd,XM,J,2,1.0,20,True
D_top_cagr,mdd,XM,J,3,1.0,20,True
D_top_cagr,mdd,XM,K,1,1.0,20,True
D_top_cagr,mdd,XM,K,2,1.0,20,True
D_top_cagr,mdd,XM,L,1,1.0,20,True
D_top_cagr,mdd,XM,L,2,1.0,20,True
D_top_cagr,mdd,XM,R,1,1.0,20,True
D_top_cagr,mdd,XM,R,2,1.0,20,True
D_top_cagr,mdd,XM,R,3,1.0,20,True
D_top_cagr,mdd,XM,R,4,1.0,20,True
E_top_calmar,cagr,TW,A,1,0.8,20,True
E_top_calmar,cagr,TW,A,2,0.7,20,True
E_top_calmar,cagr,TW,A,3,0.0,20,False
E_top_calmar,cagr,TW,A,4,0.0,20,False
E_top_calmar,cagr,TW,A,5,0.1,20,False
E_top_calmar,cagr,TW,A,6,0.15,20,False
E_top_calmar,cagr,TW,B,1,0.65,20,True
E_top_calmar,cagr,TW,B,2,0.0,20,False
E_top_calmar,cagr,TW,B,3,0.0,20,False
E_top_calmar,cagr,TW,B,4,0.0,20,False
E_top_calmar,cagr,TW,C,1,0.45,20,False
E_top_calmar,cagr,TW,C,2,0.0,20,False
E_top_calmar,cagr,TW,C,3,0.0,20,False
E_top_calmar,cagr,TW,D,1,0.7,20,True
E_top_calmar,cagr,TW,D,2,0.0,20,False
E_top_calmar,cagr,TW,D,3,0.0,20,False
E_top_calmar,cagr,TW,D,4,0.1,20,False
E_top_calmar,cagr,TW,D,5,0.15,20,False
E_top_calmar,cagr,TW,E,1,0.3,20,False
E_top_calmar,cagr,TW,E,2,0.0,20,False
E_top_calmar,cagr,TW,E,3,0.0,20,False
E_top_calmar,cagr,TW,E,4,0.0,20,False
E_top_calmar,cagr,TW,F,1,0.1,20,False
E_top_calmar,cagr,TW,F,2,0.0,20,False
E_top_calmar,cagr,TW,F,3,0.15,20,False
E_top_calmar,cagr,TW,G,1,0.0,20,False
E_top_calmar,cagr,TW,G,2,0.0,20,False
E_top_calmar,cagr,TW,G,3,0.1,20,False
E_top_calmar,cagr,TW,G,4,0.15,20,False
E_top_calmar,cagr,TW,H,1,0.0,20,False
E_top_calmar,cagr,TW,H,2,0.0,20,False
E_top_calmar,cagr,TW,H,3,0.15,20,False
E_top_calmar,cagr,TW,I,1,0.0,20,False
E_top_calmar,cagr,TW,I,2,0.0,20,False
E_top_calmar,cagr,TW,J,1,0.0,20,False
E_top_calmar,cagr,TW,J,2,0.1,20,False
E_top_calmar,cagr,TW,J,3,0.15,20,False
E_top_calmar,cagr,TW,K,1,0.0,20,False
E_top_calmar,cagr,TW,K,2,0.0,20,False
E_top_calmar,cagr,TW,L,1,0.0,20,False
E_top_calmar,cagr,TW,L,2,0.15,20,False
E_top_calmar,cagr,TW,R,1,0.3,20,False
E_top_calmar,cagr,TW,R,2,0.05,20,False
E_top_calmar,cagr,TW,R,3,0.0,20,False
E_top_calmar,cagr,TW,R,4,0.45,20,False
E_top_calmar,cagr,US,A,1,0.1,20,False
E_top_calmar,cagr,US,A,2,0.0,20,False
E_top_calmar,cagr,US,A,3,0.0,20,False
E_top_calmar,cagr,US,A,4,0.0,20,False
E_top_calmar,cagr,US,A,5,0.3,20,False
E_top_calmar,cagr,US,A,6,0.0,20,False
E_top_calmar,cagr,US,B,1,0.0,20,False
E_top_calmar,cagr,US,B,2,0.0,20,False
E_top_calmar,cagr,US,B,3,0.0,20,False
E_top_calmar,cagr,US,B,4,0.0,20,False
E_top_calmar,cagr,US,C,1,0.0,20,False
E_top_calmar,cagr,US,C,2,0.0,20,False
E_top_calmar,cagr,US,C,3,0.0,20,False
E_top_calmar,cagr,US,D,1,0.0,20,False
E_top_calmar,cagr,US,D,2,0.0,20,False
E_top_calmar,cagr,US,D,3,0.0,20,False
E_top_calmar,cagr,US,D,4,0.3,20,False
E_top_calmar,cagr,US,D,5,0.0,20,False
E_top_calmar,cagr,US,E,1,0.0,20,False
E_top_calmar,cagr,US,E,2,0.0,20,False
E_top_calmar,cagr,US,E,3,0.05,20,False
E_top_calmar,cagr,US,E,4,0.0,20,False
E_top_calmar,cagr,US,F,1,0.0,20,False
E_top_calmar,cagr,US,F,2,0.0,20,False
E_top_calmar,cagr,US,F,3,0.0,20,False
E_top_calmar,cagr,US,G,1,0.0,20,False
E_top_calmar,cagr,US,G,2,0.0,20,False
E_top_calmar,cagr,US,G,3,0.3,20,False
E_top_calmar,cagr,US,G,4,0.0,20,False
E_top_calmar,cagr,US,H,1,0.05,20,False
E_top_calmar,cagr,US,H,2,0.0,20,False
E_top_calmar,cagr,US,H,3,0.0,20,False
E_top_calmar,cagr,US,I,1,0.0,20,False
E_top_calmar,cagr,US,I,2,0.0,20,False
E_top_calmar,cagr,US,J,1,0.0,20,False
E_top_calmar,cagr,US,J,2,0.3,20,False
E_top_calmar,cagr,US,J,3,0.0,20,False
E_top_calmar,cagr,US,K,1,0.0,20,False
E_top_calmar,cagr,US,K,2,0.0,20,False
E_top_calmar,cagr,US,L,1,0.0,20,False
E_top_calmar,cagr,US,L,2,0.0,20,False
E_top_calmar,cagr,US,R,1,0.0,20,False
E_top_calmar,cagr,US,R,2,0.0,20,False
E_top_calmar,cagr,US,R,3,0.5,20,False
E_top_calmar,cagr,US,R,4,0.0,20,False
E_top_calmar,cagr,XM,A,1,0.25,20,False
E_top_calmar,cagr,XM,A,2,0.2,20,False
E_top_calmar,cagr,XM,A,3,0.0,20,False
E_top_calmar,cagr,XM,A,4,0.0,20,False
E_top_calmar,cagr,XM,A,5,1.0,20,True
E_top_calmar,cagr,XM,A,6,0.0,20,False
E_top_calmar,cagr,XM,B,1,0.55,20,True
E_top_calmar,cagr,XM,B,2,0.0,20,False
E_top_calmar,cagr,XM,B,3,0.0,20,False
E_top_calmar,cagr,XM,B,4,0.0,20,False
E_top_calmar,cagr,XM,C,1,0.3,20,False
E_top_calmar,cagr,XM,C,2,0.0,20,False
E_top_calmar,cagr,XM,C,3,0.0,20,False
E_top_calmar,cagr,XM,D,1,0.2,20,False
E_top_calmar,cagr,XM,D,2,0.0,20,False
E_top_calmar,cagr,XM,D,3,0.0,20,False
E_top_calmar,cagr,XM,D,4,1.0,20,True
E_top_calmar,cagr,XM,D,5,0.0,20,False
E_top_calmar,cagr,XM,E,1,0.1,20,False
E_top_calmar,cagr,XM,E,2,0.0,20,False
E_top_calmar,cagr,XM,E,3,0.8,20,True
E_top_calmar,cagr,XM,E,4,0.0,20,False
E_top_calmar,cagr,XM,F,1,0.0,20,False
E_top_calmar,cagr,XM,F,2,0.0,20,False
E_top_calmar,cagr,XM,F,3,0.0,20,False
E_top_calmar,cagr,XM,G,1,0.0,20,False
E_top_calmar,cagr,XM,G,2,0.0,20,False
E_top_calmar,cagr,XM,G,3,1.0,20,True
E_top_calmar,cagr,XM,G,4,0.0,20,False
E_top_calmar,cagr,XM,H,1,0.0,20,False
E_top_calmar,cagr,XM,H,2,0.0,20,False
E_top_calmar,cagr,XM,H,3,0.0,20,False
E_top_calmar,cagr,XM,I,1,0.0,20,False
E_top_calmar,cagr,XM,I,2,0.0,20,False
E_top_calmar,cagr,XM,J,1,0.0,20,False
E_top_calmar,cagr,XM,J,2,1.0,20,True
E_top_calmar,cagr,XM,J,3,0.0,20,False
E_top_calmar,cagr,XM,K,1,0.0,20,False
E_top_calmar,cagr,XM,K,2,0.0,20,False
E_top_calmar,cagr,XM,L,1,0.0,20,False
E_top_calmar,cagr,XM,L,2,0.0,20,False
E_top_calmar,cagr,XM,R,1,0.1,20,False
E_top_calmar,cagr,XM,R,2,0.15,20,False
E_top_calmar,cagr,XM,R,3,0.05,20,False
E_top_calmar,cagr,XM,R,4,1.0,20,True
E_top_calmar,calmar,TW,A,1,0.35,20,False
E_top_calmar,calmar,TW,A,2,0.6,20,True
E_top_calmar,calmar,TW,A,3,0.0,20,False
E_top_calmar,calmar,TW,A,4,0.4,20,False
E_top_calmar,calmar,TW,A,5,0.0,20,False
E_top_calmar,calmar,TW,A,6,0.1,20,False
E_top_calmar,calmar,TW,B,1,0.55,20,True
E_top_calmar,calmar,TW,B,2,0.0,20,False
E_top_calmar,calmar,TW,B,3,0.4,20,False
E_top_calmar,calmar,TW,B,4,0.0,20,False
E_top_calmar,calmar,TW,C,1,0.4,20,False
E_top_calmar,calmar,TW,C,2,0.05,20,False
E_top_calmar,calmar,TW,C,3,0.0,20,False
E_top_calmar,calmar,TW,D,1,0.6,20,True
E_top_calmar,calmar,TW,D,2,0.0,20,False
E_top_calmar,calmar,TW,D,3,0.4,20,False
E_top_calmar,calmar,TW,D,4,0.0,20,False
E_top_calmar,calmar,TW,D,5,0.1,20,False
E_top_calmar,calmar,TW,E,1,0.3,20,False
E_top_calmar,calmar,TW,E,2,0.2,20,False
E_top_calmar,calmar,TW,E,3,0.0,20,False
E_top_calmar,calmar,TW,E,4,0.1,20,False
E_top_calmar,calmar,TW,F,1,0.2,20,False
E_top_calmar,calmar,TW,F,2,0.0,20,False
E_top_calmar,calmar,TW,F,3,0.1,20,False
E_top_calmar,calmar,TW,G,1,0.0,20,False
E_top_calmar,calmar,TW,G,2,0.4,20,False
E_top_calmar,calmar,TW,G,3,0.0,20,False
E_top_calmar,calmar,TW,G,4,0.1,20,False
E_top_calmar,calmar,TW,H,1,0.0,20,False
E_top_calmar,calmar,TW,H,2,0.15,20,False
E_top_calmar,calmar,TW,H,3,0.1,20,False
E_top_calmar,calmar,TW,I,1,0.05,20,False
E_top_calmar,calmar,TW,I,2,0.0,20,False
E_top_calmar,calmar,TW,J,1,0.4,20,False
E_top_calmar,calmar,TW,J,2,0.0,20,False
E_top_calmar,calmar,TW,J,3,0.1,20,False
E_top_calmar,calmar,TW,K,1,0.4,20,False
E_top_calmar,calmar,TW,K,2,0.0,20,False
E_top_calmar,calmar,TW,L,1,0.0,20,False
E_top_calmar,calmar,TW,L,2,0.1,20,False
E_top_calmar,calmar,TW,R,1,0.3,20,False
E_top_calmar,calmar,TW,R,2,0.15,20,False
E_top_calmar,calmar,TW,R,3,0.0,20,False
E_top_calmar,calmar,TW,R,4,0.45,20,False
E_top_calmar,calmar,US,A,1,0.15,20,False
E_top_calmar,calmar,US,A,2,0.0,20,False
E_top_calmar,calmar,US,A,3,0.0,20,False
E_top_calmar,calmar,US,A,4,0.0,20,False
E_top_calmar,calmar,US,A,5,0.4,20,False
E_top_calmar,calmar,US,A,6,0.0,20,False
E_top_calmar,calmar,US,B,1,0.0,20,False
E_top_calmar,calmar,US,B,2,0.0,20,False
E_top_calmar,calmar,US,B,3,0.0,20,False
E_top_calmar,calmar,US,B,4,0.0,20,False
E_top_calmar,calmar,US,C,1,0.0,20,False
E_top_calmar,calmar,US,C,2,0.05,20,False
E_top_calmar,calmar,US,C,3,0.15,20,False
E_top_calmar,calmar,US,D,1,0.0,20,False
E_top_calmar,calmar,US,D,2,0.0,20,False
E_top_calmar,calmar,US,D,3,0.0,20,False
E_top_calmar,calmar,US,D,4,0.4,20,False
E_top_calmar,calmar,US,D,5,0.0,20,False
E_top_calmar,calmar,US,E,1,0.0,20,False
E_top_calmar,calmar,US,E,2,0.0,20,False
E_top_calmar,calmar,US,E,3,0.35,20,False
E_top_calmar,calmar,US,E,4,0.0,20,False
E_top_calmar,calmar,US,F,1,0.0,20,False
E_top_calmar,calmar,US,F,2,0.0,20,False
E_top_calmar,calmar,US,F,3,0.0,20,False
E_top_calmar,calmar,US,G,1,0.0,20,False
E_top_calmar,calmar,US,G,2,0.0,20,False
E_top_calmar,calmar,US,G,3,0.4,20,False
E_top_calmar,calmar,US,G,4,0.0,20,False
E_top_calmar,calmar,US,H,1,0.0,20,False
E_top_calmar,calmar,US,H,2,0.0,20,False
E_top_calmar,calmar,US,H,3,0.0,20,False
E_top_calmar,calmar,US,I,1,0.05,20,False
E_top_calmar,calmar,US,I,2,0.15,20,False
E_top_calmar,calmar,US,J,1,0.0,20,False
E_top_calmar,calmar,US,J,2,0.4,20,False
E_top_calmar,calmar,US,J,3,0.0,20,False
E_top_calmar,calmar,US,K,1,0.0,20,False
E_top_calmar,calmar,US,K,2,0.0,20,False
E_top_calmar,calmar,US,L,1,0.0,20,False
E_top_calmar,calmar,US,L,2,0.0,20,False
E_top_calmar,calmar,US,R,1,0.25,20,False
E_top_calmar,calmar,US,R,2,0.0,20,False
E_top_calmar,calmar,US,R,3,0.85,20,True
E_top_calmar,calmar,US,R,4,0.0,20,False
E_top_calmar,calmar,XM,A,1,0.2,20,False
E_top_calmar,calmar,XM,A,2,1.0,20,True
E_top_calmar,calmar,XM,A,3,0.1,20,False
E_top_calmar,calmar,XM,A,4,0.0,20,False
E_top_calmar,calmar,XM,A,5,1.0,20,True
E_top_calmar,calmar,XM,A,6,0.0,20,False
E_top_calmar,calmar,XM,B,1,0.55,20,True
E_top_calmar,calmar,XM,B,2,0.4,20,False
E_top_calmar,calmar,XM,B,3,0.0,20,False
E_top_calmar,calmar,XM,B,4,0.0,20,False
E_top_calmar,calmar,XM,C,1,0.8,20,True
E_top_calmar,calmar,XM,C,2,0.0,20,False
E_top_calmar,calmar,XM,C,3,0.8,20,True
E_top_calmar,calmar,XM,D,1,1.0,20,True
E_top_calmar,calmar,XM,D,2,0.1,20,False
E_top_calmar,calmar,XM,D,3,0.0,20,False
E_top_calmar,calmar,XM,D,4,1.0,20,True
E_top_calmar,calmar,XM,D,5,0.0,20,False
E_top_calmar,calmar,XM,E,1,0.95,20,True
E_top_calmar,calmar,XM,E,2,0.0,20,False
E_top_calmar,calmar,XM,E,3,1.0,20,True
E_top_calmar,calmar,XM,E,4,0.1,20,False
E_top_calmar,calmar,XM,F,1,0.3,20,False
E_top_calmar,calmar,XM,F,2,0.1,20,False
E_top_calmar,calmar,XM,F,3,0.0,20,False
E_top_calmar,calmar,XM,G,1,0.1,20,False
E_top_calmar,calmar,XM,G,2,0.0,20,False
E_top_calmar,calmar,XM,G,3,1.0,20,True
E_top_calmar,calmar,XM,G,4,0.0,20,False
E_top_calmar,calmar,XM,H,1,0.35,20,False
E_top_calmar,calmar,XM,H,2,0.0,20,False
E_top_calmar,calmar,XM,H,3,0.0,20,False
E_top_calmar,calmar,XM,I,1,0.0,20,False
E_top_calmar,calmar,XM,I,2,0.8,20,True
E_top_calmar,calmar,XM,J,1,0.0,20,False
E_top_calmar,calmar,XM,J,2,1.0,20,True
E_top_calmar,calmar,XM,J,3,0.0,20,False
E_top_calmar,calmar,XM,K,1,0.0,20,False
E_top_calmar,calmar,XM,K,2,0.0,20,False
E_top_calmar,calmar,XM,L,1,0.1,20,False
E_top_calmar,calmar,XM,L,2,0.0,20,False
E_top_calmar,calmar,XM,R,1,0.95,20,True
E_top_calmar,calmar,XM,R,2,0.25,20,False
E_top_calmar,calmar,XM,R,3,0.35,20,False
E_top_calmar,calmar,XM,R,4,1.0,20,True
E_top_calmar,mdd,TW,A,1,0.05,20,False
E_top_calmar,mdd,TW,A,2,0.5,20,False
E_top_calmar,mdd,TW,A,3,0.0,20,False
E_top_calmar,mdd,TW,A,4,0.9,20,True
E_top_calmar,mdd,TW,A,5,0.1,20,False
E_top_calmar,mdd,TW,A,6,0.1,20,False
E_top_calmar,mdd,TW,B,1,0.5,20,False
E_top_calmar,mdd,TW,B,2,0.0,20,False
E_top_calmar,mdd,TW,B,3,0.9,20,True
E_top_calmar,mdd,TW,B,4,0.0,20,False
E_top_calmar,mdd,TW,C,1,0.5,20,False
E_top_calmar,mdd,TW,C,2,1.0,20,True
E_top_calmar,mdd,TW,C,3,0.0,20,False
E_top_calmar,mdd,TW,D,1,0.5,20,False
E_top_calmar,mdd,TW,D,2,0.0,20,False
E_top_calmar,mdd,TW,D,3,0.9,20,True
E_top_calmar,mdd,TW,D,4,0.1,20,False
E_top_calmar,mdd,TW,D,5,0.1,20,False
E_top_calmar,mdd,TW,E,1,0.5,20,False
E_top_calmar,mdd,TW,E,2,0.8,20,True
E_top_calmar,mdd,TW,E,3,0.1,20,False
E_top_calmar,mdd,TW,E,4,0.1,20,False
E_top_calmar,mdd,TW,F,1,0.5,20,False
