tree_key,scheme,mode,window_no,n_windows,min_is_months,oos_len_months,is_start,is_end,oos_start,oos_end,n_is_months,n_oos_months,n_universe,k_mode,n_clusters,ratio,allocation,group,target_total,n_capped_clusters,n_backfilled,n_members,is_cagr,is_mdd,is_sharpe,oos_cagr,oos_mdd,oos_sharpe,oos_enb,n_clusters_covered,max_cluster_share
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.05,proportional,D_top_cagr,334,0,0,334,0.33003882014230124,-0.44914735962396146,1.0359759997533022,0.23803152142498973,-0.09294587794420273,2.108411346875944,4.67997087503058,6,0.218562874251497
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.05,proportional,E_top_calmar,334,0,0,334,0.30522531123403485,-0.3886429374713144,1.066953532690735,0.23867358277784034,-0.08440608082404144,2.2290780646803214,4.201166202740465,6,0.25748502994011974
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.1,equal,A_hrp,668,1,351,668,0.23786691922120173,-0.47777845041781863,0.8622540403618493,0.23228276922745494,-0.09323335444359837,2.0942002946865546,,6,0.1781437125748503
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.1,equal,D_top_cagr,668,1,0,668,0.2853524398382392,-0.4518204461538584,0.9746338644539482,0.24080709689839752,-0.09113821868475114,2.1421555859823704,,6,0.19610778443113772
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.1,equal,E_top_calmar,668,1,0,668,0.2740881960547503,-0.4153738402001005,0.9891526667519939,0.23954621214490723,-0.08652844448743247,2.212906124535852,,6,0.23502994011976047
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.1,proportional,A_hrp,668,0,273,668,0.19548963089156635,-0.4739317316830737,0.7763256891698196,0.24015688292239545,-0.08761684991900387,2.1891054445093716,,6,0.4251497005988024
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.1,proportional,D_top_cagr,668,0,0,668,0.2853524398382392,-0.4518204461538584,0.9746338644539482,0.24080709689839752,-0.09113821868475114,2.1421555859823704,,6,0.19610778443113772
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,fixed,6,0.1,proportional,E_top_calmar,668,0,0,668,0.2740881960547503,-0.4153738402001005,0.9891526667519939,0.23954621214490723,-0.08652844448743247,2.212906124535852,,6,0.23502994011976047
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,silhouette_is,11,all,unallocated,B_all,6679,0,0,6679,0.125886728881051,-0.5490781259939754,0.5572053552825892,0.23949836727471951,-0.0877583719868048,2.0968302655466564,,11,0.2745920047911364
TW,A,anchored,1,6,72,24,2007-01,2012-12,2013-01,2014-12,72,24,6679,silhouette_is,11,legacy,equal,A_hrp,55,0,2,55,0.3327315186893749,-0.3613555727889316,1.115811204245079,0.24300874481634405,-0.08413261076694567,2.172409403303998,4.8240391827033715,11,0.09090909090909091
