tree_key,scheme,k_mode,ratio,allocation,group,n_windows,n_members_mean,jaccard_adjacent_mean,jaccard_adjacent_max,overlap_coef_adjacent_mean,core_size,core_share
TW,K,fixed,legacy,equal,A_hrp,2,30.0,0.3953488372093023,0.3953488372093023,0.5666666666666667,17,0.5666666666666667
TW,K,fixed,legacy,equal,D_top_cagr,2,30.0,0.5384615384615384,0.5384615384615384,0.7,21,0.7
TW,K,fixed,legacy,equal,E_top_calmar,2,30.0,0.8181818181818182,0.8181818181818182,0.9,27,0.9
TW,K,fixed,legacy,proportional,A_hrp,2,30.0,0.3333333333333333,0.3333333333333333,0.5,15,0.5
TW,K,fixed,legacy,proportional,D_top_cagr,2,30.0,0.5384615384615384,0.5384615384615384,0.7,21,0.7
TW,K,fixed,legacy,proportional,E_top_calmar,2,30.0,0.8181818181818182,0.8181818181818182,0.9,27,0.9
TW,K,silhouette_is,0.01,equal,A_hrp,2,67.0,0.4105263157894737,0.4105263157894737,0.582089552238806,39,0.582089552238806
TW,K,silhouette_is,0.01,equal,D_top_cagr,2,67.0,0.5227272727272727,0.5227272727272727,0.6865671641791045,46,0.6865671641791045
TW,K,silhouette_is,0.01,equal,E_top_calmar,2,67.0,0.6962025316455697,0.6962025316455697,0.8208955223880597,55,0.8208955223880597
TW,K,silhouette_is,0.01,proportional,A_hrp,2,67.0,0.34,0.34,0.5074626865671642,34,0.5074626865671642
TW,K,silhouette_is,0.01,proportional,D_top_cagr,2,67.0,0.5227272727272727,0.5227272727272727,0.6865671641791045,46,0.6865671641791045
TW,K,silhouette_is,0.01,proportional,E_top_calmar,2,67.0,0.6962025316455697,0.6962025316455697,0.8208955223880597,55,0.8208955223880597
TW,K,silhouette_is,0.03,equal,A_hrp,2,200.0,0.4134275618374558,0.4134275618374558,0.585,117,0.585
TW,K,silhouette_is,0.03,equal,D_top_cagr,2,200.0,0.5686274509803921,0.5686274509803921,0.725,145,0.725
TW,K,silhouette_is,0.03,equal,E_top_calmar,2,200.0,0.7241379310344828,0.7241379310344828,0.84,168,0.84
TW,K,silhouette_is,0.03,proportional,A_hrp,2,200.0,0.3114754098360656,0.3114754098360656,0.475,95,0.475
TW,K,silhouette_is,0.03,proportional,D_top_cagr,2,200.0,0.5686274509803921,0.5686274509803921,0.725,145,0.725
TW,K,silhouette_is,0.03,proportional,E_top_calmar,2,200.0,0.7241379310344828,0.7241379310344828,0.84,168,0.84
TW,K,silhouette_is,0.05,equal,A_hrp,2,334.0,0.4649122807017544,0.4649122807017544,0.6347305389221557,212,0.6347305389221557
TW,K,silhouette_is,0.05,equal,D_top_cagr,2,334.0,0.6135265700483091,0.6135265700483091,0.7604790419161677,254,0.7604790419161677
TW,K,silhouette_is,0.05,equal,E_top_calmar,2,334.0,0.7486910994764397,0.7486910994764397,0.8562874251497006,286,0.8562874251497006
TW,K,silhouette_is,0.05,proportional,A_hrp,2,334.0,0.31496062992125984,0.31496062992125984,0.47904191616766467,160,0.47904191616766467
TW,K,silhouette_is,0.05,proportional,D_top_cagr,2,334.0,0.6135265700483091,0.6135265700483091,0.7604790419161677,254,0.7604790419161677
TW,K,silhouette_is,0.05,proportional,E_top_calmar,2,334.0,0.7486910994764397,0.7486910994764397,0.8562874251497006,286,0.8562874251497006
TW,K,silhouette_is,0.1,equal,A_hrp,2,668.0,0.5268571428571428,0.5268571428571428,0.6901197604790419,461,0.6901197604790419
TW,K,silhouette_is,0.1,equal,D_top_cagr,2,668.0,0.6473489519112207,0.6473489519112207,0.7859281437125748,525,0.7859281437125748
TW,K,silhouette_is,0.1,equal,E_top_calmar,2,668.0,0.7328145265888456,0.7328145265888456,0.8458083832335329,565,0.8458083832335329
TW,K,silhouette_is,0.1,proportional,A_hrp,2,668.0,0.40336134453781514,0.40336134453781514,0.5748502994011976,384,0.5748502994011976
TW,K,silhouette_is,0.1,proportional,D_top_cagr,2,668.0,0.6473489519112207,0.6473489519112207,0.7859281437125748,525,0.7859281437125748
TW,K,silhouette_is,0.1,proportional,E_top_calmar,2,668.0,0.7328145265888456,0.7328145265888456,0.8458083832335329,565,0.8458083832335329
TW,K,silhouette_is,legacy,equal,A_hrp,2,30.0,0.3953488372093023,0.3953488372093023,0.5666666666666667,17,0.5666666666666667
TW,K,silhouette_is,legacy,equal,D_top_cagr,2,30.0,0.5384615384615384,0.5384615384615384,0.7,21,0.7
TW,K,silhouette_is,legacy,equal,E_top_calmar,2,30.0,0.8181818181818182,0.8181818181818182,0.9,27,0.9
TW,K,silhouette_is,legacy,proportional,A_hrp,2,30.0,0.3333333333333333,0.3333333333333333,0.5,15,0.5
TW,K,silhouette_is,legacy,proportional,D_top_cagr,2,30.0,0.5384615384615384,0.5384615384615384,0.7,21,0.7
TW,K,silhouette_is,legacy,proportional,E_top_calmar,2,30.0,0.8181818181818182,0.8181818181818182,0.9,27,0.9
TW,L,fixed,0.01,equal,A_hrp,2,67.0,0.4105263157894737,0.4105263157894737,0.582089552238806,39,0.582089552238806
TW,L,fixed,0.01,equal,D_top_cagr,2,67.0,0.4725274725274725,0.4725274725274725,0.6417910447761194,43,0.6417910447761194
TW,L,fixed,0.01,equal,E_top_calmar,2,67.0,0.6962025316455697,0.6962025316455697,0.8208955223880597,55,0.8208955223880597
TW,L,fixed,0.01,proportional,A_hrp,2,67.0,0.425531914893617,0.425531914893617,0.5970149253731343,40,0.5970149253731343
TW,L,fixed,0.01,proportional,D_top_cagr,2,67.0,0.4725274725274725,0.4725274725274725,0.6417910447761194,43,0.6417910447761194
TW,L,fixed,0.01,proportional,E_top_calmar,2,67.0,0.6962025316455697,0.6962025316455697,0.8208955223880597,55,0.8208955223880597
TW,L,fixed,0.03,equal,A_hrp,2,200.0,0.4492753623188406,0.4492753623188406,0.62,124,0.62
TW,L,fixed,0.03,equal,D_top_cagr,2,200.0,0.5151515151515151,0.5151515151515151,0.68,136,0.68
TW,L,fixed,0.03,equal,E_top_calmar,2,200.0,0.7021276595744681,0.7021276595744681,0.825,165,0.825
TW,L,fixed,0.03,proportional,A_hrp,2,200.0,0.30293159609120524,0.30293159609120524,0.465,93,0.465
TW,L,fixed,0.03,proportional,D_top_cagr,2,200.0,0.5151515151515151,0.5151515151515151,0.68,136,0.68
TW,L,fixed,0.03,proportional,E_top_calmar,2,200.0,0.7021276595744681,0.7021276595744681,0.825,165,0.825
TW,L,fixed,0.05,equal,A_hrp,2,334.0,0.4713656387665198,0.4713656387665198,0.6407185628742516,214,0.6407185628742516
TW,L,fixed,0.05,equal,D_top_cagr,2,334.0,0.568075117370892,0.568075117370892,0.7245508982035929,242,0.7245508982035929
TW,L,fixed,0.05,equal,E_top_calmar,2,334.0,0.7128205128205128,0.7128205128205128,0.8323353293413174,278,0.8323353293413174
TW,L,fixed,0.05,proportional,A_hrp,2,334.0,0.3333333333333333,0.3333333333333333,0.5,167,0.5
TW,L,fixed,0.05,proportional,D_top_cagr,2,334.0,0.568075117370892,0.568075117370892,0.7245508982035929,242,0.7245508982035929
TW,L,fixed,0.05,proportional,E_top_calmar,2,334.0,0.7128205128205128,0.7128205128205128,0.8323353293413174,278,0.8323353293413174
TW,L,fixed,0.1,equal,A_hrp,2,668.0,0.4729878721058434,0.4729878721058434,0.6422155688622755,429,0.6422155688622755
TW,L,fixed,0.1,equal,D_top_cagr,2,668.0,0.6019184652278178,0.6019184652278178,0.7514970059880239,502,0.7514970059880239
TW,L,fixed,0.1,equal,E_top_calmar,2,668.0,0.6868686868686869,0.6868686868686869,0.8143712574850299,544,0.8143712574850299
TW,L,fixed,0.1,proportional,A_hrp,2,668.0,0.43193997856377275,0.43193997856377275,0.6032934131736527,403,0.6032934131736527
TW,L,fixed,0.1,proportional,D_top_cagr,2,668.0,0.6019184652278178,0.6019184652278178,0.7514970059880239,502,0.7514970059880239
TW,L,fixed,0.1,proportional,E_top_calmar,2,668.0,0.6868686868686869,0.6868686868686869,0.8143712574850299,544,0.8143712574850299
TW,L,fixed,legacy,equal,A_hrp,2,30.0,0.4634146341463415,0.4634146341463415,0.6333333333333333,19,0.6333333333333333
TW,L,fixed,legacy,equal,D_top_cagr,2,30.0,0.5384615384615384,0.5384615384615384,0.7,21,0.7
TW,L,fixed,legacy,equal,E_top_calmar,2,30.0,0.7647058823529411,0.7647058823529411,0.8666666666666667,26,0.8666666666666667
TW,L,fixed,legacy,proportional,A_hrp,2,30.0,0.4634146341463415,0.4634146341463415,0.6333333333333333,19,0.6333333333333333
TW,L,fixed,legacy,proportional,D_top_cagr,2,30.0,0.5384615384615384,0.5384615384615384,0.7,21,0.7
TW,L,fixed,legacy,proportional,E_top_calmar,2,30.0,0.7647058823529411,0.7647058823529411,0.8666666666666667,26,0.8666666666666667
TW,L,silhouette_is,0.01,equal,A_hrp,2,67.0,0.4105263157894737,0.4105263157894737,0.582089552238806,39,0.582089552238806
TW,L,silhouette_is,0.01,equal,D_top_cagr,2,67.0,0.4725274725274725,0.4725274725274725,0.6417910447761194,43,0.6417910447761194
TW,L,silhouette_is,0.01,equal,E_top_calmar,2,67.0,0.6962025316455697,0.6962025316455697,0.8208955223880597,55,0.8208955223880597
TW,L,silhouette_is,0.01,proportional,A_hrp,2,67.0,0.35353535353535354,0.35353535353535354,0.5223880597014925,35,0.5223880597014925
TW,L,silhouette_is,0.01,proportional,D_top_cagr,2,67.0,0.4725274725274725,0.4725274725274725,0.6417910447761194,43,0.6417910447761194
TW,L,silhouette_is,0.01,proportional,E_top_calmar,2,67.0,0.6962025316455697,0.6962025316455697,0.8208955223880597,55,0.8208955223880597
TW,L,silhouette_is,0.03,equal,A_hrp,2,200.0,0.3333333333333333,0.3333333333333333,0.5,100,0.5
TW,L,silhouette_is,0.03,equal,D_top_cagr,2,200.0,0.5151515151515151,0.5151515151515151,0.68,136,0.68
TW,L,silhouette_is,0.03,equal,E_top_calmar,2,200.0,0.7021276595744681,0.7021276595744681,0.825,165,0.825
TW,L,silhouette_is,0.03,proportional,A_hrp,2,200.0,0.26582278481012656,0.26582278481012656,0.42,84,0.42
TW,L,silhouette_is,0.03,proportional,D_top_cagr,2,200.0,0.5151515151515151,0.5151515151515151,0.68,136,0.68
TW,L,silhouette_is,0.03,proportional,E_top_calmar,2,200.0,0.7021276595744681,0.7021276595744681,0.825,165,0.825
TW,L,silhouette_is,0.05,equal,A_hrp,2,334.0,0.3467741935483871,0.3467741935483871,0.5149700598802395,172,0.5149700598802395
TW,L,silhouette_is,0.05,equal,D_top_cagr,2,334.0,0.568075117370892,0.568075117370892,0.7245508982035929,242,0.7245508982035929
TW,L,silhouette_is,0.05,equal,E_top_calmar,2,334.0,0.7128205128205128,0.7128205128205128,0.8323353293413174,278,0.8323353293413174
TW,L,silhouette_is,0.05,proportional,A_hrp,2,334.0,0.24394785847299813,0.24394785847299813,0.39221556886227543,131,0.39221556886227543
TW,L,silhouette_is,0.05,proportional,D_top_cagr,2,334.0,0.568075117370892,0.568075117370892,0.7245508982035929,242,0.7245508982035929
TW,L,silhouette_is,0.05,proportional,E_top_calmar,2,334.0,0.7128205128205128,0.7128205128205128,0.8323353293413174,278,0.8323353293413174
TW,L,silhouette_is,0.1,equal,A_hrp,2,668.0,0.4258271077908218,0.4258271077908218,0.5973053892215568,399,0.5973053892215568
TW,L,silhouette_is,0.1,equal,D_top_cagr,2,668.0,0.6019184652278178,0.6019184652278178,0.7514970059880239,502,0.7514970059880239
TW,L,silhouette_is,0.1,equal,E_top_calmar,2,668.0,0.6868686868686869,0.6868686868686869,0.8143712574850299,544,0.8143712574850299
TW,L,silhouette_is,0.1,proportional,A_hrp,2,668.0,0.3467741935483871,0.3467741935483871,0.5149700598802395,344,0.5149700598802395
TW,L,silhouette_is,0.1,proportional,D_top_cagr,2,668.0,0.6019184652278178,0.6019184652278178,0.7514970059880239,502,0.7514970059880239
TW,L,silhouette_is,0.1,proportional,E_top_calmar,2,668.0,0.6868686868686869,0.6868686868686869,0.8143712574850299,544,0.8143712574850299
TW,L,silhouette_is,legacy,equal,A_hrp,2,40.0,0.3793103448275862,0.3793103448275862,0.7333333333333333,22,0.55
TW,L,silhouette_is,legacy,equal,D_top_cagr,2,40.0,0.45454545454545453,0.45454545454545453,0.8333333333333334,25,0.625
TW,L,silhouette_is,legacy,equal,E_top_calmar,2,40.0,0.5686274509803921,0.5686274509803921,0.9666666666666667,29,0.725
TW,L,silhouette_is,legacy,proportional,A_hrp,2,40.0,0.3559322033898305,0.3559322033898305,0.7,21,0.525
TW,L,silhouette_is,legacy,proportional,D_top_cagr,2,40.0,0.45454545454545453,0.45454545454545453,0.8333333333333334,25,0.625
TW,L,silhouette_is,legacy,proportional,E_top_calmar,2,40.0,0.5686274509803921,0.5686274509803921,0.9666666666666667,29,0.725
TW,R,fixed,0.01,equal,A_hrp,4,67.0,0.09006254831681776,0.12605042016806722,0.16417910447761194,0,0.0
TW,R,fixed,0.01,equal,D_top_cagr,4,67.0,0.30923439488405724,0.425531914893617,0.46268656716417905,0,0.0
TW,R,fixed,0.01,equal,E_top_calmar,4,67.0,0.15723829590420882,0.21818181818181817,0.2686567164179104,2,0.029850746268656716
TW,R,fixed,0.01,proportional,A_hrp,4,67.0,0.0970065256427101,0.13559322033898305,0.17412935323383083,1,0.014925373134328358
TW,R,fixed,0.01,proportional,D_top_cagr,4,67.0,0.30923439488405724,0.425531914893617,0.46268656716417905,0,0.0
TW,R,fixed,0.01,proportional,E_top_calmar,4,67.0,0.15723829590420882,0.21818181818181817,0.2686567164179104,2,0.029850746268656716
TW,R,fixed,0.03,equal,A_hrp,4,200.0,0.1462075230191172,0.15942028985507245,0.255,2,0.01
TW,R,fixed,0.03,equal,D_top_cagr,4,200.0,0.30097857606480966,0.41843971631205673,0.4566666666666667,17,0.085
TW,R,fixed,0.03,equal,E_top_calmar,4,200.0,0.20352336990448547,0.29449838187702265,0.3333333333333333,15,0.075
TW,R,fixed,0.03,proportional,A_hrp,4,200.0,0.143517923679815,0.16279069767441862,0.25,4,0.02
TW,R,fixed,0.03,proportional,D_top_cagr,4,200.0,0.30097857606480966,0.41843971631205673,0.4566666666666667,17,0.085
TW,R,fixed,0.03,proportional,E_top_calmar,4,200.0,0.20352336990448547,0.29449838187702265,0.3333333333333333,15,0.075
TW,R,fixed,0.05,equal,A_hrp,4,334.0,0.16935451170163573,0.18861209964412812,0.2894211576846307,5,0.014970059880239521
TW,R,fixed,0.05,equal,D_top_cagr,4,334.0,0.3348825635864605,0.4490238611713666,0.4960079840319362,46,0.1377245508982036
TW,R,fixed,0.05,equal,E_top_calmar,4,334.0,0.2484931517621053,0.363265306122449,0.3902195608782435,27,0.08083832335329341
TW,R,fixed,0.05,proportional,A_hrp,4,334.0,0.18971644125806508,0.23933209647495363,0.31636726546906185,17,0.05089820359281437
TW,R,fixed,0.05,proportional,D_top_cagr,4,334.0,0.3348825635864605,0.4490238611713666,0.4960079840319362,46,0.1377245508982036
TW,R,fixed,0.05,proportional,E_top_calmar,4,334.0,0.2484931517621053,0.363265306122449,0.3902195608782435,27,0.08083832335329341
TW,R,fixed,0.1,equal,A_hrp,4,668.0,0.2406743826013459,0.2521087160262418,0.3877245508982036,32,0.04790419161676647
TW,R,fixed,0.1,equal,D_top_cagr,4,668.0,0.37354564040058263,0.48444444444444446,0.5384231536926148,124,0.18562874251497005
TW,R,fixed,0.1,equal,E_top_calmar,4,668.0,0.3098710784498502,0.4048370136698212,0.46856287425149706,78,0.11676646706586827
TW,R,fixed,0.1,proportional,A_hrp,4,668.0,0.25343016469886664,0.2809204218600192,0.4031936127744511,64,0.09580838323353294
TW,R,fixed,0.1,proportional,D_top_cagr,4,668.0,0.37354564040058263,0.48444444444444446,0.5384231536926148,124,0.18562874251497005
TW,R,fixed,0.1,proportional,E_top_calmar,4,668.0,0.3098710784498502,0.4048370136698212,0.46856287425149706,78,0.11676646706586827
TW,R,fixed,legacy,equal,A_hrp,4,30.0,0.053268765133171914,0.07142857142857142,0.09999999999999999,0,0.0
TW,R,fixed,legacy,equal,D_top_cagr,4,30.0,0.3148479427549195,0.3953488372093023,0.4666666666666666,0,0.0
TW,R,fixed,legacy,equal,E_top_calmar,4,30.0,0.09764309764309764,0.1111111111111111,0.17777777777777778,0,0.0
TW,R,fixed,legacy,proportional,A_hrp,4,30.0,0.07306326975539042,0.1320754716981132,0.13333333333333333,0,0.0
TW,R,fixed,legacy,proportional,D_top_cagr,4,30.0,0.3148479427549195,0.3953488372093023,0.4666666666666666,0,0.0
TW,R,fixed,legacy,proportional,E_top_calmar,4,30.0,0.09764309764309764,0.1111111111111111,0.17777777777777778,0,0.0
TW,R,silhouette_is,0.01,equal,A_hrp,4,67.0,0.0865023166360696,0.08943089430894309,0.1592039800995025,0,0.0
TW,R,silhouette_is,0.01,equal,D_top_cagr,4,67.0,0.30923439488405724,0.425531914893617,0.46268656716417905,0,0.0
TW,R,silhouette_is,0.01,equal,E_top_calmar,4,67.0,0.15723829590420882,0.21818181818181817,0.2686567164179104,2,0.029850746268656716
TW,R,silhouette_is,0.01,proportional,A_hrp,4,67.0,0.08718082788671024,0.12605042016806722,0.1592039800995025,1,0.014925373134328358
TW,R,silhouette_is,0.01,proportional,D_top_cagr,4,67.0,0.30923439488405724,0.425531914893617,0.46268656716417905,0,0.0
TW,R,silhouette_is,0.01,proportional,E_top_calmar,4,67.0,0.15723829590420882,0.21818181818181817,0.2686567164179104,2,0.029850746268656716
TW,R,silhouette_is,0.03,equal,A_hrp,4,200.0,0.13110668484400423,0.14285714285714285,0.23166666666666666,1,0.005
TW,R,silhouette_is,0.03,equal,D_top_cagr,4,200.0,0.30097857606480966,0.41843971631205673,0.4566666666666667,17,0.085
TW,R,silhouette_is,0.03,equal,E_top_calmar,4,200.0,0.20352336990448547,0.29449838187702265,0.3333333333333333,15,0.075
TW,R,silhouette_is,0.03,proportional,A_hrp,4,200.0,0.13830211386335992,0.1695906432748538,0.24166666666666667,2,0.01
TW,R,silhouette_is,0.03,proportional,D_top_cagr,4,200.0,0.30097857606480966,0.41843971631205673,0.4566666666666667,17,0.085
TW,R,silhouette_is,0.03,proportional,E_top_calmar,4,200.0,0.20352336990448547,0.29449838187702265,0.3333333333333333,15,0.075
TW,R,silhouette_is,0.05,equal,A_hrp,4,334.0,0.17241904272020026,0.20577617328519857,0.2934131736526946,8,0.023952095808383235
TW,R,silhouette_is,0.05,equal,D_top_cagr,4,334.0,0.3348825635864605,0.4490238611713666,0.4960079840319362,46,0.1377245508982036
TW,R,silhouette_is,0.05,equal,E_top_calmar,4,334.0,0.2484931517621053,0.363265306122449,0.3902195608782435,27,0.08083832335329341
TW,R,silhouette_is,0.05,proportional,A_hrp,4,334.0,0.16886525345976514,0.20577617328519857,0.2874251497005988,13,0.038922155688622756
TW,R,silhouette_is,0.05,proportional,D_top_cagr,4,334.0,0.3348825635864605,0.4490238611713666,0.4960079840319362,46,0.1377245508982036
TW,R,silhouette_is,0.05,proportional,E_top_calmar,4,334.0,0.2484931517621053,0.363265306122449,0.3902195608782435,27,0.08083832335329341
TW,R,silhouette_is,0.1,equal,A_hrp,4,668.0,0.23407241973893414,0.2675521821631879,0.37874251497005984,38,0.05688622754491018
TW,R,silhouette_is,0.1,equal,D_top_cagr,4,668.0,0.37354564040058263,0.48444444444444446,0.5384231536926148,124,0.18562874251497005
TW,R,silhouette_is,0.1,equal,E_top_calmar,4,668.0,0.3098710784498502,0.4048370136698212,0.46856287425149706,78,0.11676646706586827
TW,R,silhouette_is,0.1,proportional,A_hrp,4,668.0,0.2242932918833096,0.23933209647495363,0.36626746506986024,52,0.07784431137724551
TW,R,silhouette_is,0.1,proportional,D_top_cagr,4,668.0,0.37354564040058263,0.48444444444444446,0.5384231536926148,124,0.18562874251497005
TW,R,silhouette_is,0.1,proportional,E_top_calmar,4,668.0,0.3098710784498502,0.4048370136698212,0.46856287425149706,78,0.11676646706586827
TW,R,silhouette_is,legacy,equal,A_hrp,4,36.25,0.06995931283905966,0.0759493670886076,0.20000000000000004,0,0.0
TW,R,silhouette_is,legacy,equal,D_top_cagr,4,36.25,0.27073770111744794,0.42857142857142855,0.5866666666666667,0,0.0
TW,R,silhouette_is,legacy,equal,E_top_calmar,4,36.25,0.09969124442808654,0.11842105263157894,0.28,0,0.0
TW,R,silhouette_is,legacy,proportional,A_hrp,4,36.25,0.05764404190309908,0.0759493670886076,0.17333333333333334,0,0.0
TW,R,silhouette_is,legacy,proportional,D_top_cagr,4,36.25,0.27073770111744794,0.42857142857142855,0.5866666666666667,0,0.0
TW,R,silhouette_is,legacy,proportional,E_top_calmar,4,36.25,0.09969124442808654,0.11842105263157894,0.28,0,0.0
US,A,fixed,0.01,equal,A_hrp,6,84.0,0.323114689709348,0.47368421052631576,0.4833333333333333,9,0.10714285714285714
US,A,fixed,0.01,equal,D_top_cagr,6,84.0,0.7615158864904196,0.8064516129032258,0.8642857142857142,53,0.6309523809523809
US,A,fixed,0.01,equal,E_top_calmar,6,84.0,0.698000896458987,0.8260869565217391,0.819047619047619,35,0.4166666666666667
US,A,fixed,0.01,proportional,A_hrp,6,84.0,0.34964942521287207,0.47368421052631576,0.5142857142857145,12,0.14285714285714285
US,A,fixed,0.01,proportional,D_top_cagr,6,84.0,0.7615158864904196,0.8064516129032258,0.8642857142857142,53,0.6309523809523809
US,A,fixed,0.01,proportional,E_top_calmar,6,84.0,0.698000896458987,0.8260869565217391,0.819047619047619,35,0.4166666666666667
US,A,fixed,0.03,equal,A_hrp,6,251.0,0.38245973840747016,0.49404761904761907,0.550597609561753,52,0.20717131474103587
US,A,fixed,0.03,equal,D_top_cagr,6,251.0,0.7378088689545955,0.8188405797101449,0.847808764940239,155,0.6175298804780877
US,A,fixed,0.03,equal,E_top_calmar,6,251.0,0.7864868497965538,0.8455882352941176,0.8788844621513944,148,0.5896414342629482
US,A,fixed,0.03,proportional,A_hrp,6,251.0,0.3569252857604822,0.44668587896253603,0.5243027888446214,36,0.14342629482071714
US,A,fixed,0.03,proportional,D_top_cagr,6,251.0,0.7378088689545955,0.8188405797101449,0.847808764940239,155,0.6175298804780877
US,A,fixed,0.03,proportional,E_top_calmar,6,251.0,0.7864868497965538,0.8455882352941176,0.8788844621513944,148,0.5896414342629482
US,A,fixed,0.05,equal,A_hrp,6,418.0,0.41497323361718036,0.4849023090586146,0.5851674641148324,89,0.21291866028708134
US,A,fixed,0.05,equal,D_top_cagr,6,418.0,0.7567918116227199,0.8373626373626374,0.860287081339713,263,0.6291866028708134
US,A,fixed,0.05,equal,E_top_calmar,6,418.0,0.8146924442998049,0.874439461883408,0.8966507177033494,283,0.6770334928229665
US,A,fixed,0.05,proportional,A_hrp,6,418.0,0.36856665612844475,0.42662116040955633,0.5377990430622009,72,0.1722488038277512
US,A,fixed,0.05,proportional,D_top_cagr,6,418.0,0.7567918116227199,0.8373626373626374,0.860287081339713,263,0.6291866028708134
US,A,fixed,0.05,proportional,E_top_calmar,6,418.0,0.8146924442998049,0.874439461883408,0.8966507177033494,283,0.6770334928229665
US,A,fixed,0.1,equal,A_hrp,6,836.0,0.5009583303066505,0.5714285714285714,0.6657894736842105,228,0.2727272727272727
US,A,fixed,0.1,equal,D_top_cagr,6,836.0,0.746570175116411,0.8036677454153183,0.8543062200956939,527,0.6303827751196173
US,A,fixed,0.1,equal,E_top_calmar,6,836.0,0.8287938163489498,0.8786516853932584,0.9057416267942585,605,0.7236842105263158
US,A,fixed,0.1,proportional,A_hrp,6,836.0,0.4830068531425402,0.5481481481481482,0.6504784688995215,231,0.27631578947368424
US,A,fixed,0.1,proportional,D_top_cagr,6,836.0,0.746570175116411,0.8036677454153183,0.8543062200956939,527,0.6303827751196173
US,A,fixed,0.1,proportional,E_top_calmar,6,836.0,0.8287938163489498,0.8786516853932584,0.9057416267942585,605,0.7236842105263158
US,A,fixed,legacy,equal,A_hrp,6,35.0,0.3582637479671287,0.5217391304347826,0.52,4,0.11428571428571428
US,A,fixed,legacy,equal,D_top_cagr,6,35.0,0.6434108527131783,0.6666666666666666,0.7828571428571429,14,0.4
US,A,fixed,legacy,equal,E_top_calmar,6,35.0,0.6435392058598393,0.7948717948717948,0.7771428571428571,11,0.3142857142857143
US,A,fixed,legacy,proportional,A_hrp,6,35.0,0.36192640692640693,0.4583333333333333,0.5257142857142856,6,0.17142857142857143
US,A,fixed,legacy,proportional,D_top_cagr,6,35.0,0.6434108527131783,0.6666666666666666,0.7828571428571429,14,0.4
US,A,fixed,legacy,proportional,E_top_calmar,6,35.0,0.6435392058598393,0.7948717948717948,0.7771428571428571,11,0.3142857142857143
US,A,silhouette_is,0.01,equal,A_hrp,6,84.0,0.3008615534314669,0.3884297520661157,0.4595238095238095,9,0.10714285714285714
US,A,silhouette_is,0.01,equal,D_top_cagr,6,84.0,0.7615158864904196,0.8064516129032258,0.8642857142857142,53,0.6309523809523809
US,A,silhouette_is,0.01,equal,E_top_calmar,6,84.0,0.698000896458987,0.8260869565217391,0.819047619047619,35,0.4166666666666667
US,A,silhouette_is,0.01,proportional,A_hrp,6,84.0,0.2610536804890699,0.3884297520661157,0.4095238095238095,8,0.09523809523809523
US,A,silhouette_is,0.01,proportional,D_top_cagr,6,84.0,0.7615158864904196,0.8064516129032258,0.8642857142857142,53,0.6309523809523809
US,A,silhouette_is,0.01,proportional,E_top_calmar,6,84.0,0.698000896458987,0.8260869565217391,0.819047619047619,35,0.4166666666666667
US,A,silhouette_is,0.03,equal,A_hrp,6,251.0,0.3222274730153277,0.3641304347826087,0.4868525896414343,47,0.18725099601593626
US,A,silhouette_is,0.03,equal,D_top_cagr,6,251.0,0.7378088689545955,0.8188405797101449,0.847808764940239,155,0.6175298804780877
US,A,silhouette_is,0.03,equal,E_top_calmar,6,251.0,0.7864868497965538,0.8455882352941176,0.8788844621513944,148,0.5896414342629482
US,A,silhouette_is,0.03,proportional,A_hrp,6,251.0,0.2952700608267551,0.34584450402144773,0.45418326693227085,36,0.14342629482071714
US,A,silhouette_is,0.03,proportional,D_top_cagr,6,251.0,0.7378088689545955,0.8188405797101449,0.847808764940239,155,0.6175298804780877
US,A,silhouette_is,0.03,proportional,E_top_calmar,6,251.0,0.7864868497965538,0.8455882352941176,0.8788844621513944,148,0.5896414342629482
US,A,silhouette_is,0.05,equal,A_hrp,6,418.0,0.36077151544016484,0.375,0.5301435406698565,89,0.21291866028708134
US,A,silhouette_is,0.05,equal,D_top_cagr,6,418.0,0.7567918116227199,0.8373626373626374,0.860287081339713,263,0.6291866028708134
US,A,silhouette_is,0.05,equal,E_top_calmar,6,418.0,0.8146924442998049,0.874439461883408,0.8966507177033494,283,0.6770334928229665
US,A,silhouette_is,0.05,proportional,A_hrp,6,418.0,0.3193353609502235,0.3462157809983897,0.4837320574162679,65,0.15550239234449761
US,A,silhouette_is,0.05,proportional,D_top_cagr,6,418.0,0.7567918116227199,0.8373626373626374,0.860287081339713,263,0.6291866028708134
US,A,silhouette_is,0.05,proportional,E_top_calmar,6,418.0,0.8146924442998049,0.874439461883408,0.8966507177033494,283,0.6770334928229665
US,A,silhouette_is,0.1,equal,A_hrp,6,836.0,0.4504307211122203,0.47442680776014107,0.6208133971291865,260,0.31100478468899523
US,A,silhouette_is,0.1,equal,D_top_cagr,6,836.0,0.746570175116411,0.8036677454153183,0.8543062200956939,527,0.6303827751196173
US,A,silhouette_is,0.1,equal,E_top_calmar,6,836.0,0.8287938163489498,0.8786516853932584,0.9057416267942585,605,0.7236842105263158
US,A,silhouette_is,0.1,proportional,A_hrp,6,836.0,0.42829111844914286,0.5241567912488605,0.5978468899521531,179,0.21411483253588517
US,A,silhouette_is,0.1,proportional,D_top_cagr,6,836.0,0.746570175116411,0.8036677454153183,0.8543062200956939,527,0.6303827751196173
