tree_key,scheme,k_mode,ratio,allocation,window_no,is_start,is_end,oos_start,oos_end,n_oos_months,n_clusters,target_total,n_draws,n_members_mean,n_backfilled_mean,enb_computed,oos_cagr,oos_cagr_std,oos_mdd,oos_mdd_std,oos_sharpe,oos_sharpe_std,oos_enb,oos_enb_std
TW,G,silhouette_is,0.03,equal,3,2007-01,2020-12,2021-01,2022-12,24,6,200,30,200.0,16.633333333333333,True,0.159966063044435,0.0048091010305821,-0.1350620062050409,0.0013052557621519,0.8181133682281845,0.0192967601704683,2.116506234116419,0.0397021012287859
TW,G,silhouette_is,0.03,proportional,3,2007-01,2020-12,2021-01,2022-12,24,6,200,30,200.0,0.0,True,0.1652913445112532,0.0033965543941532,-0.1336625217667389,0.0011432197549625,0.8414422276195815,0.0127522667377399,2.1588394965167845,0.0238582084474202
TW,G,silhouette_is,0.05,equal,3,2007-01,2020-12,2021-01,2022-12,24,6,334,30,334.0,58.766666666666666,True,0.1560277904741548,0.0034048439891291,-0.133533795163694,0.0009410298025027,0.8063437063214589,0.0131273831861051,2.1556749119315506,0.0278562837541622
TW,G,silhouette_is,0.05,proportional,3,2007-01,2020-12,2021-01,2022-12,24,6,334,30,334.0,0.0,True,0.1490798913204439,0.0021135498937872,-0.1334520076269268,0.0008702567464844,0.7817448258813767,0.0087968018456071,2.325933008384044,0.0220529410039989
TW,G,silhouette_is,0.1,equal,3,2007-01,2020-12,2021-01,2022-12,24,6,668,30,668.0,207.63333333333333,False,0.1472215083509392,0.0020342073724583,-0.1333113836365354,0.000844912262518,0.7714012510783224,0.0087666000741401,,
TW,G,silhouette_is,0.1,proportional,3,2007-01,2020-12,2021-01,2022-12,24,6,668,30,668.0,163.3,False,0.1535580065351153,0.0018009760484551,-0.1341581138675432,0.0005896462227609,0.7902849184102589,0.0068981150234418,,
TW,G,fixed,legacy,equal,4,2007-01,2022-12,2023-01,2025-12,36,6,30,30,30.0,0.0,True,0.1423411290342944,0.0072369974597912,-0.1353533381634363,0.0059717232358942,1.1268461214214298,0.0564048518952936,3.795495074507867,0.216700219498318
TW,G,fixed,legacy,proportional,4,2007-01,2022-12,2023-01,2025-12,36,6,30,30,30.0,0.0,True,0.145704628771272,0.0057820287150805,-0.1366582076466035,0.0051272620519183,1.154662857369527,0.0408953287045802,3.91734032861052,0.2006766573385979
TW,G,fixed,0.01,equal,4,2007-01,2022-12,2023-01,2025-12,36,6,67,30,67.0,0.0666666666666666,True,0.1407703688747892,0.0038164868277297,-0.1368081908702518,0.0035147853686382,1.103317792216214,0.0255345528284016,4.602665987138514,0.1904586181375038
TW,G,fixed,0.01,proportional,4,2007-01,2022-12,2023-01,2025-12,36,6,67,30,67.0,0.0,True,0.1390858094265233,0.0040967412781553,-0.137803795358741,0.0043469920204235,1.0845326772818351,0.0303497013805767,4.450484208898114,0.1430907932153485
TW,G,fixed,0.03,equal,4,2007-01,2022-12,2023-01,2025-12,36,6,200,30,200.0,15.733333333333333,True,0.1326870715760627,0.0025692076033322,-0.1405460799278917,0.0025014054498996,1.034781624621964,0.0172249154889986,5.088676679152653,0.1373820385635692
TW,G,fixed,0.03,proportional,4,2007-01,2022-12,2023-01,2025-12,36,6,200,30,200.0,0.0,True,0.1356075437832734,0.002231610265125,-0.1418737190731216,0.0019146274673757,1.048372190902847,0.0163038930690047,5.39018442374424,0.0845702296592499
TW,G,fixed,0.05,equal,4,2007-01,2022-12,2023-01,2025-12,36,6,334,30,334.0,62.06666666666667,True,0.1313005450822268,0.0019641274628243,-0.1401257354967291,0.0020119079290602,1.0281230041719742,0.0138624823648378,5.013450255822418,0.143999571260046
TW,G,fixed,0.05,proportional,4,2007-01,2022-12,2023-01,2025-12,36,6,334,30,334.0,0.0,True,0.1296381674326272,0.0024876180400262,-0.1427395991041856,0.0020665535262964,1.0092806319779395,0.0157919370255365,5.778322575791743,0.0772648158281486
TW,G,fixed,0.1,equal,4,2007-01,2022-12,2023-01,2025-12,36,6,668,30,668.0,205.53333333333333,False,0.1284198265813122,0.0015442053853428,-0.139021632247706,0.0015927307240311,1.0138047212935608,0.0105665174404248,,
TW,G,fixed,0.1,proportional,4,2007-01,2022-12,2023-01,2025-12,36,6,668,30,668.0,163.43333333333334,False,0.1306742982793847,0.0013580075921454,-0.139136523013267,0.0011096240447044,1.038264237181614,0.0096041539614985,,
TW,G,silhouette_is,legacy,equal,4,2007-01,2022-12,2023-01,2025-12,36,10,50,30,50.0,0.0,True,0.1438924359553675,0.006018738980862,-0.1351637585881611,0.004367120975538,1.1466373007670505,0.0443039836481164,4.008477591668908,0.1678684914372124
TW,G,silhouette_is,legacy,proportional,4,2007-01,2022-12,2023-01,2025-12,36,10,50,30,50.0,0.0,True,0.1436183537772334,0.0047305077806273,-0.1357980385512674,0.0037854330508948,1.1441984232297016,0.0269780805887637,4.039711247297501,0.1571204520544878
TW,G,silhouette_is,0.01,equal,4,2007-01,2022-12,2023-01,2025-12,36,10,67,30,67.0,0.0,True,0.1424746653461647,0.005022849514382,-0.1345665231790398,0.0040653025843113,1.1292991429675434,0.0407740190374625,4.207607726346716,0.1609091975609877
TW,G,silhouette_is,0.01,proportional,4,2007-01,2022-12,2023-01,2025-12,36,10,67,30,67.0,0.0,True,0.1417252080290766,0.0033838536053547,-0.1366238282631009,0.0030868126745189,1.116893218013544,0.0270012910004954,4.204855089863011,0.1302575781681047
TW,G,silhouette_is,0.03,equal,4,2007-01,2022-12,2023-01,2025-12,36,10,200,30,200.0,2.8666666666666667,True,0.1358444785038037,0.0029059320338412,-0.1392350600697116,0.0029791152322288,1.0510571381502405,0.0223990762524199,5.010158570299237,0.1249486040873186
TW,G,silhouette_is,0.03,proportional,4,2007-01,2022-12,2023-01,2025-12,36,10,200,30,200.0,0.0,True,0.1368241831721359,0.002458050892449,-0.1396387903330448,0.0025491546244179,1.0581149453585408,0.0162211310215937,5.077791866460452,0.100032452234122
TW,G,silhouette_is,0.05,equal,4,2007-01,2022-12,2023-01,2025-12,36,10,334,30,334.0,15.166666666666666,True,0.1318512483726695,0.002234567755861,-0.1418472208222895,0.0016483834445008,1.023864198031373,0.015513211417736,5.2519766361122,0.0846159981124656
TW,G,silhouette_is,0.05,proportional,4,2007-01,2022-12,2023-01,2025-12,36,10,334,30,334.0,0.0,True,0.1338613857732732,0.002503459947643,-0.1417542035419437,0.0013908802868072,1.0339404801832088,0.0158223081848215,5.429042945457696,0.1000296550083193
TW,G,silhouette_is,0.1,equal,4,2007-01,2022-12,2023-01,2025-12,36,10,668,30,668.0,124.5,False,0.1284573481655228,0.001365359146359,-0.1405627633449091,0.0014425594939891,1.0091584896224046,0.0099256962277603,,
TW,G,silhouette_is,0.1,proportional,4,2007-01,2022-12,2023-01,2025-12,36,10,668,30,668.0,51.03333333333333,False,0.1275757193327193,0.0017335959137451,-0.1420017560508354,0.0011549518823851,1.003322150100748,0.0132830279665212,,
TW,H,fixed,legacy,equal,1,2007-01,2016-12,2017-01,2019-12,36,6,30,30,30.0,0.0,True,0.2119886951199427,0.0046662536622901,-0.1337167298056994,0.0042135522624498,1.884538757602198,0.0450597036786865,3.5703020925210422,0.1541373335851339
TW,H,fixed,legacy,proportional,1,2007-01,2016-12,2017-01,2019-12,36,6,30,30,30.0,0.0,True,0.2144911376475047,0.0048316174039898,-0.1343344028443538,0.0027336845709901,1.89490006851882,0.0444163959793217,3.72923433435419,0.1807997842780116
TW,H,fixed,0.01,equal,1,2007-01,2016-12,2017-01,2019-12,36,6,67,30,67.0,0.0333333333333333,True,0.2045647335996442,0.0055404605410727,-0.1397701146949885,0.0032865712325283,1.8025992046342216,0.0480961911805408,4.37311971052509,0.2159531256554906
TW,H,fixed,0.01,proportional,1,2007-01,2016-12,2017-01,2019-12,36,6,67,30,67.0,0.0,True,0.207933619044369,0.0032831906867527,-0.1394463534223405,0.0025999457242878,1.8280647467792543,0.0248112621434198,4.440649465680378,0.1492865134784392
TW,H,fixed,0.03,equal,1,2007-01,2016-12,2017-01,2019-12,36,6,200,30,200.0,16.933333333333334,True,0.1891969668209662,0.0024202873173087,-0.1441856103564352,0.0014018577210766,1.6761418009530542,0.0178164933003105,4.992754674084638,0.114705688036641
TW,H,fixed,0.03,proportional,1,2007-01,2016-12,2017-01,2019-12,36,6,200,30,200.0,0.0,True,0.191261253343269,0.0021055889485616,-0.1433870415646344,0.0013758527586017,1.7014599389505565,0.0162861895603175,5.21726757496534,0.1022655908690696
TW,H,fixed,0.05,equal,1,2007-01,2016-12,2017-01,2019-12,36,6,334,30,334.0,55.93333333333333,True,0.1834596691926033,0.0027963242734932,-0.1456106932491566,0.001428143810614,1.6259006299610552,0.0225714787121444,5.041081993154642,0.1005048471859389
TW,H,fixed,0.05,proportional,1,2007-01,2016-12,2017-01,2019-12,36,6,334,30,334.0,0.0,True,0.1802278433022791,0.0021207679603834,-0.1472248425304765,0.0013313932581368,1.6037362190176316,0.0167657779726186,5.770224492120601,0.0896025511395973
TW,H,fixed,0.1,equal,1,2007-01,2016-12,2017-01,2019-12,36,6,668,30,668.0,199.4333333333333,False,0.175224749959425,0.0017017245132741,-0.1484961069235421,0.0011053719885303,1.5507847825756516,0.0145415291463369,,
TW,H,fixed,0.1,proportional,1,2007-01,2016-12,2017-01,2019-12,36,6,668,30,668.0,185.03333333333333,False,0.1830357131623451,0.0012086934860903,-0.1464427294089912,0.0010276907009508,1.621619316342486,0.0113792234828718,,
TW,H,silhouette_is,legacy,equal,1,2007-01,2016-12,2017-01,2019-12,36,7,35,30,35.0,0.0,True,0.2109980674629191,0.0070709613773737,-0.133885881079604,0.0043383087154619,1.877716121133833,0.0606827934368157,3.6827192661143817,0.1837426693480625
TW,H,silhouette_is,legacy,proportional,1,2007-01,2016-12,2017-01,2019-12,36,7,35,30,35.0,0.0,True,0.2158921820332155,0.0052755300911092,-0.1344479975744225,0.0033580065312005,1.8963563639410284,0.0485837048432093,3.778187385280187,0.1664408580655815
TW,H,silhouette_is,0.01,equal,1,2007-01,2016-12,2017-01,2019-12,36,7,67,30,67.0,0.0,True,0.2077815180974805,0.0028992822258015,-0.1392571959598619,0.0034685592467418,1.8280450065461624,0.0356718491281216,4.312609957141468,0.2303861109607334
TW,H,silhouette_is,0.01,proportional,1,2007-01,2016-12,2017-01,2019-12,36,7,67,30,67.0,0.0,True,0.2081424107613253,0.0027903360272876,-0.1393961361208546,0.0020854518417031,1.8280619952437125,0.0287334618009849,4.35191770730698,0.1094088612610272
TW,H,silhouette_is,0.03,equal,1,2007-01,2016-12,2017-01,2019-12,36,7,200,30,200.0,12.433333333333334,True,0.1915480298661384,0.0027772311106508,-0.1421220966525107,0.0018809098335244,1.703220738576739,0.0262851808946357,4.972107881703925,0.1262687387465259
TW,H,silhouette_is,0.03,proportional,1,2007-01,2016-12,2017-01,2019-12,36,7,200,30,200.0,0.0,True,0.1918046635786325,0.002197151972501,-0.1424657727897271,0.0016907060583025,1.7068793636321444,0.020966180797213,5.196710140898942,0.0960382868835167
TW,H,silhouette_is,0.05,equal,1,2007-01,2016-12,2017-01,2019-12,36,7,334,30,334.0,37.2,True,0.183757568228084,0.0026091996633452,-0.1453799141151021,0.0015504832325254,1.6332059581645588,0.0216820459396469,5.159317576726479,0.0926520674217633
TW,H,silhouette_is,0.05,proportional,1,2007-01,2016-12,2017-01,2019-12,36,7,334,30,334.0,0.0,True,0.1816153111802142,0.0020943363629757,-0.146178132697583,0.0015268213073797,1.6190974892064522,0.0151708274083699,5.697002397406791,0.0851436001527728
TW,H,silhouette_is,0.1,equal,1,2007-01,2016-12,2017-01,2019-12,36,7,668,30,668.0,193.8,False,0.1781904816182312,0.0012908358448844,-0.1473512380525459,0.0009160407933692,1.5783368845774337,0.0108257194822926,,
TW,H,silhouette_is,0.1,proportional,1,2007-01,2016-12,2017-01,2019-12,36,7,668,30,668.0,147.2,False,0.1808035594961955,0.0012277247920514,-0.1476780321324742,0.0009819257444688,1.6011960160317886,0.0121221902417756,,
TW,H,fixed,legacy,equal,2,2007-01,2019-12,2020-01,2022-12,36,6,30,30,30.0,0.0,True,0.2512862804366026,0.009470020421923,-0.1457635759339166,0.0041332135879871,1.100509515341058,0.0320813472468853,1.9042611597434824,0.0699151894298153
TW,H,fixed,legacy,proportional,2,2007-01,2019-12,2020-01,2022-12,36,6,30,30,30.0,0.0,True,0.2484267516950605,0.0101818653573028,-0.1409871243339907,0.0027795891910063,1.0877027286763683,0.0329635957071731,1.966902810710484,0.0575661777159633
TW,H,fixed,0.01,equal,2,2007-01,2019-12,2020-01,2022-12,36,6,67,30,67.0,0.0333333333333333,True,0.2310202622876094,0.0067710379221243,-0.1455557191073865,0.003413321797634,1.0344093652102329,0.0249932345571848,2.184877072919169,0.0590468247277137
TW,H,fixed,0.01,proportional,2,2007-01,2019-12,2020-01,2022-12,36,6,67,30,67.0,0.0,True,0.2360910130685052,0.0083614083676264,-0.144243394915205,0.0033151054754547,1.055951550541754,0.0295605426177375,2.1938451185890115,0.0377984889090137
TW,H,fixed,0.03,equal,2,2007-01,2019-12,2020-01,2022-12,36,6,200,30,200.0,15.666666666666666,True,0.2176781199803766,0.0034768872487137,-0.1473793893808714,0.0016344805482695,0.9988767952100128,0.0126357306234961,2.391812523218727,0.046349219338727
TW,H,fixed,0.03,proportional,2,2007-01,2019-12,2020-01,2022-12,36,6,200,30,200.0,0.0,True,0.2184136470317581,0.0043042386087549,-0.1446217762040912,0.0016533145505731,1.0075708798617884,0.0149435336810581,2.4226464372349805,0.0267225053237458
TW,H,fixed,0.05,equal,2,2007-01,2019-12,2020-01,2022-12,36,6,334,30,334.0,60.96666666666667,True,0.2105128675738204,0.0025999223970537,-0.1484781423879085,0.0018054750765941,0.9742675054743846,0.0090151278850472,2.3829789757163744,0.0382198814203111
TW,H,fixed,0.05,proportional,2,2007-01,2019-12,2020-01,2022-12,36,6,334,30,334.0,0.0,True,0.2066607154300325,0.002597495857218,-0.1440785534926539,0.0011800542411308,0.9700091692953422,0.0101960431685879,2.5912489564525893,0.0281780394667142
TW,H,fixed,0.1,equal,2,2007-01,2019-12,2020-01,2022-12,36,6,668,30,668.0,217.3333333333333,False,0.2081099287766142,0.002096722060774,-0.1493397360614147,0.0010089621493795,0.9671054320773266,0.0075462695479495,,
TW,H,fixed,0.1,proportional,2,2007-01,2019-12,2020-01,2022-12,36,6,668,30,668.0,166.03333333333333,False,0.2067427474712552,0.0017814585750663,-0.1483258851087015,0.0008402370642904,0.960693193027256,0.0062635835425706,,
TW,H,silhouette_is,legacy,equal,2,2007-01,2019-12,2020-01,2022-12,36,7,35,30,35.0,0.0,True,0.2465193979225553,0.0115147533460798,-0.1468428950285274,0.0032118159460772,1.0804272062320577,0.036780386601479,1.961098223452755,0.0621137609093662
TW,H,silhouette_is,legacy,proportional,2,2007-01,2019-12,2020-01,2022-12,36,7,35,30,35.0,0.0,True,0.2469926918460911,0.0120010875481415,-0.1413136992871958,0.0027999244137785,1.08259066146546,0.0417869620249128,2.016358403957182,0.061597278978364
TW,H,silhouette_is,0.01,equal,2,2007-01,2019-12,2020-01,2022-12,36,7,67,30,67.0,0.0,True,0.237139525074556,0.0081198600447012,-0.1458555869941271,0.0035515917315399,1.0535182782275576,0.0246523257176336,2.148383742684294,0.0460855163842481
TW,H,silhouette_is,0.01,proportional,2,2007-01,2019-12,2020-01,2022-12,36,7,67,30,67.0,0.0,True,0.2386759232623136,0.0067601612756305,-0.1444548516247236,0.002690884152763,1.062679656317747,0.023836654081031,2.164121327885052,0.0560547850291215
TW,H,silhouette_is,0.03,equal,2,2007-01,2019-12,2020-01,2022-12,36,7,200,30,200.0,10.866666666666667,True,0.2175998824573246,0.0041162901255562,-0.1459675661078317,0.0016563926847565,0.9996987346906968,0.0148322443186268,2.3628788992955805,0.0352401332032888
TW,H,silhouette_is,0.03,proportional,2,2007-01,2019-12,2020-01,2022-12,36,7,200,30,200.0,0.0,True,0.219457332183114,0.0039780885501843,-0.1454863084550059,0.0017926306030856,1.0089980510073968,0.0140883924996285,2.409279881542408,0.0191556176162798
TW,H,silhouette_is,0.05,equal,2,2007-01,2019-12,2020-01,2022-12,36,7,334,30,334.0,39.333333333333336,True,0.209198655922867,0.0034153806999991,-0.1477972639861891,0.0015974981208542,0.9714183237969808,0.0123770189489034,2.4438034530592136,0.0335815995686434
TW,H,silhouette_is,0.05,proportional,2,2007-01,2019-12,2020-01,2022-12,36,7,334,30,334.0,0.0,True,0.2074678641400668,0.0024535612054828,-0.1440195305132158,0.001339763034154,0.9725634142931694,0.0081196328584833,2.573157625358983,0.0244937111754005
TW,H,silhouette_is,0.1,equal,2,2007-01,2019-12,2020-01,2022-12,36,7,668,30,668.0,219.06666666666663,False,0.2088652367779351,0.002322250291143,-0.1501785273213219,0.0012962690216325,0.9674628429573504,0.0069862272928096,,
TW,H,silhouette_is,0.1,proportional,2,2007-01,2019-12,2020-01,2022-12,36,7,668,30,668.0,160.33333333333334,False,0.2072493108525379,0.0016531809445305,-0.1481391127309486,0.0010560407635367,0.962620083040518,0.0064359776027965,,
TW,H,fixed,legacy,equal,3,2007-01,2022-12,2023-01,2025-12,36,6,30,30,30.0,0.0,True,0.1423411290342944,0.0072369974597912,-0.1353533381634363,0.0059717232358942,1.1268461214214298,0.0564048518952936,3.795495074507867,0.216700219498318
TW,H,fixed,legacy,proportional,3,2007-01,2022-12,2023-01,2025-12,36,6,30,30,30.0,0.0,True,0.145704628771272,0.0057820287150805,-0.1366582076466035,0.0051272620519183,1.154662857369527,0.0408953287045802,3.91734032861052,0.2006766573385979
TW,H,fixed,0.01,equal,3,2007-01,2022-12,2023-01,2025-12,36,6,67,30,67.0,0.0666666666666666,True,0.1407703688747892,0.0038164868277297,-0.1368081908702518,0.0035147853686382,1.103317792216214,0.0255345528284016,4.602665987138514,0.1904586181375038
TW,H,fixed,0.01,proportional,3,2007-01,2022-12,2023-01,2025-12,36,6,67,30,67.0,0.0,True,0.1390858094265233,0.0040967412781553,-0.137803795358741,0.0043469920204235,1.0845326772818351,0.0303497013805767,4.450484208898114,0.1430907932153485
TW,H,fixed,0.03,equal,3,2007-01,2022-12,2023-01,2025-12,36,6,200,30,200.0,15.733333333333333,True,0.1326870715760627,0.0025692076033322,-0.1405460799278917,0.0025014054498996,1.034781624621964,0.0172249154889986,5.088676679152653,0.1373820385635692
TW,H,fixed,0.03,proportional,3,2007-01,2022-12,2023-01,2025-12,36,6,200,30,200.0,0.0,True,0.1356075437832734,0.002231610265125,-0.1418737190731216,0.0019146274673757,1.048372190902847,0.0163038930690047,5.39018442374424,0.0845702296592499
TW,H,fixed,0.05,equal,3,2007-01,2022-12,2023-01,2025-12,36,6,334,30,334.0,62.06666666666667,True,0.1313005450822268,0.0019641274628243,-0.1401257354967291,0.0020119079290602,1.0281230041719742,0.0138624823648378,5.013450255822418,0.143999571260046
TW,H,fixed,0.05,proportional,3,2007-01,2022-12,2023-01,2025-12,36,6,334,30,334.0,0.0,True,0.1296381674326272,0.0024876180400262,-0.1427395991041856,0.0020665535262964,1.0092806319779395,0.0157919370255365,5.778322575791743,0.0772648158281486
TW,H,fixed,0.1,equal,3,2007-01,2022-12,2023-01,2025-12,36,6,668,30,668.0,205.53333333333333,False,0.1284198265813122,0.0015442053853428,-0.139021632247706,0.0015927307240311,1.0138047212935608,0.0105665174404248,,
TW,H,fixed,0.1,proportional,3,2007-01,2022-12,2023-01,2025-12,36,6,668,30,668.0,163.43333333333334,False,0.1306742982793847,0.0013580075921454,-0.139136523013267,0.0011096240447044,1.038264237181614,0.0096041539614985,,
TW,H,silhouette_is,legacy,equal,3,2007-01,2022-12,2023-01,2025-12,36,10,50,30,50.0,0.0,True,0.1438924359553675,0.006018738980862,-0.1351637585881611,0.004367120975538,1.1466373007670505,0.0443039836481164,4.008477591668908,0.1678684914372124
TW,H,silhouette_is,legacy,proportional,3,2007-01,2022-12,2023-01,2025-12,36,10,50,30,50.0,0.0,True,0.1436183537772334,0.0047305077806273,-0.1357980385512674,0.0037854330508948,1.1441984232297016,0.0269780805887637,4.039711247297501,0.1571204520544878
TW,H,silhouette_is,0.01,equal,3,2007-01,2022-12,2023-01,2025-12,36,10,67,30,67.0,0.0,True,0.1424746653461647,0.005022849514382,-0.1345665231790398,0.0040653025843113,1.1292991429675434,0.0407740190374625,4.207607726346716,0.1609091975609877
TW,H,silhouette_is,0.01,proportional,3,2007-01,2022-12,2023-01,2025-12,36,10,67,30,67.0,0.0,True,0.1417252080290766,0.0033838536053547,-0.1366238282631009,0.0030868126745189,1.116893218013544,0.0270012910004954,4.204855089863011,0.1302575781681047
TW,H,silhouette_is,0.03,equal,3,2007-01,2022-12,2023-01,2025-12,36,10,200,30,200.0,2.8666666666666667,True,0.1358444785038037,0.0029059320338412,-0.1392350600697116,0.0029791152322288,1.0510571381502405,0.0223990762524199,5.010158570299237,0.1249486040873186
TW,H,silhouette_is,0.03,proportional,3,2007-01,2022-12,2023-01,2025-12,36,10,200,30,200.0,0.0,True,0.1368241831721359,0.002458050892449,-0.1396387903330448,0.0025491546244179,1.0581149453585408,0.0162211310215937,5.077791866460452,0.100032452234122
TW,H,silhouette_is,0.05,equal,3,2007-01,2022-12,2023-01,2025-12,36,10,334,30,334.0,15.166666666666666,True,0.1318512483726695,0.002234567755861,-0.1418472208222895,0.0016483834445008,1.023864198031373,0.015513211417736,5.2519766361122,0.0846159981124656
TW,H,silhouette_is,0.05,proportional,3,2007-01,2022-12,2023-01,2025-12,36,10,334,30,334.0,0.0,True,0.1338613857732732,0.002503459947643,-0.1417542035419437,0.0013908802868072,1.0339404801832088,0.0158223081848215,5.429042945457696,0.1000296550083193
TW,H,silhouette_is,0.1,equal,3,2007-01,2022-12,2023-01,2025-12,36,10,668,30,668.0,124.5,False,0.1284573481655228,0.001365359146359,-0.1405627633449091,0.0014425594939891,1.0091584896224046,0.0099256962277603,,
TW,H,silhouette_is,0.1,proportional,3,2007-01,2022-12,2023-01,2025-12,36,10,668,30,668.0,51.03333333333333,False,0.1275757193327193,0.0017335959137451,-0.1420017560508354,0.0011549518823851,1.003322150100748,0.0132830279665212,,
TW,I,fixed,legacy,equal,1,2007-01,2016-12,2017-01,2020-12,48,6,30,30,30.0,0.0,True,0.247706714184651,0.0051328637756466,-0.1849523645768025,0.0045465131203082,1.5306976700379502,0.029371302360806,2.7143311671674826,0.1204066235270539
TW,I,fixed,legacy,proportional,1,2007-01,2016-12,2017-01,2020-12,48,6,30,30,30.0,0.0,True,0.2469497079019647,0.0063436707761448,-0.1832565060871637,0.0048178877883544,1.5376232503107763,0.0362312828199752,2.8721204950254062,0.1169204910749666
TW,I,fixed,0.01,equal,1,2007-01,2016-12,2017-01,2020-12,48,6,67,30,67.0,0.0333333333333333,True,0.2399231309445336,0.0059213665747313,-0.1866590590641781,0.0042123196057329,1.4860704077718716,0.0306684593379793,3.290904014082363,0.1264576396532106
TW,I,fixed,0.01,proportional,1,2007-01,2016-12,2017-01,2020-12,48,6,67,30,67.0,0.0,True,0.2435011314988554,0.0040152795937879,-0.1857293614510967,0.0032838079401437,1.508705581821759,0.0181816918537367,3.308870067173045,0.0850959549447089
TW,I,fixed,0.03,equal,1,2007-01,2016-12,2017-01,2020-12,48,6,200,30,200.0,16.933333333333334,True,0.2258541626140505,0.0023647417550183,-0.1870522667268441,0.0021797698875767,1.4032066826105247,0.0122557565819375,3.6210626246693502,0.0691698465263078
TW,I,fixed,0.03,proportional,1,2007-01,2016-12,2017-01,2020-12,48,6,200,30,200.0,0.0,True,0.2271871971429834,0.0022600410862935,-0.1837602248729503,0.0024617476945685,1.418918844132004,0.0109077013744984,3.7364052855909216,0.0637308306286188
TW,I,fixed,0.05,equal,1,2007-01,2016-12,2017-01,2020-12,48,6,334,30,334.0,55.93333333333333,True,0.2203405849559602,0.0030678280541047,-0.1873950665929132,0.0019130091409697,1.3685071751705358,0.013852653472883,3.625107310804119,0.0593286506171732
TW,I,fixed,0.05,proportional,1,2007-01,2016-12,2017-01,2020-12,48,6,334,30,334.0,0.0,True,0.2158805450978429,0.0023781619557785,-0.1838210211265537,0.0019236594765275,1.357209574674912,0.0122216165597604,4.083914698815205,0.057619819136361
TW,I,fixed,0.1,equal,1,2007-01,2016-12,2017-01,2020-12,48,6,668,30,668.0,199.4333333333333,False,0.2127637849189446,0.001956321379374,-0.189330189375053,0.0011935321261953,1.321249530150186,0.0092278282187301,,
TW,I,fixed,0.1,proportional,1,2007-01,2016-12,2017-01,2020-12,48,6,668,30,668.0,185.03333333333333,False,0.2177129543566104,0.0012440925644304,-0.1895634472560217,0.0009185524501517,1.3555890835040911,0.0067619595200448,,
TW,I,silhouette_is,legacy,equal,1,2007-01,2016-12,2017-01,2020-12,48,7,35,30,35.0,0.0,True,0.2466693175224922,0.0064881875714907,-0.1863735010823591,0.004349316189519,1.5243079537934818,0.0356037815457862,2.797623318747741,0.1246171865510213
TW,I,silhouette_is,legacy,proportional,1,2007-01,2016-12,2017-01,2020-12,48,7,35,30,35.0,0.0,True,0.2498896319571827,0.0067136181984135,-0.1840189225994089,0.0039004297723728,1.5441426987074836,0.0375780396030963,2.9108487711990816,0.1138115049098964
TW,I,silhouette_is,0.01,equal,1,2007-01,2016-12,2017-01,2020-12,48,7,67,30,67.0,0.0,True,0.242830687487008,0.0036520948912165,-0.1875842420270895,0.0035844315014676,1.501418660722525,0.0257102771346338,3.2468981559551446,0.1263440103064723
TW,I,silhouette_is,0.01,proportional,1,2007-01,2016-12,2017-01,2020-12,48,7,67,30,67.0,0.0,True,0.2437818069334562,0.0038706018110016,-0.1870220796983376,0.0028779764750086,1.5068828859700063,0.0208444372700918,3.261276209558217,0.0824925321354854
TW,I,silhouette_is,0.03,equal,1,2007-01,2016-12,2017-01,2020-12,48,7,200,30,200.0,12.433333333333334,True,0.2285031486291347,0.00284970875815,-0.1871360117575773,0.002148147059345,1.4196985779384457,0.0154885194810892,3.6065818805371226,0.0844830071771026
TW,I,silhouette_is,0.03,proportional,1,2007-01,2016-12,2017-01,2020-12,48,7,200,30,200.0,0.0,True,0.2281271750381314,0.0022444375257675,-0.1843287769582616,0.0022612308418953,1.4232798560387436,0.0118068823836721,3.728951806454357,0.0492701284834511
TW,I,silhouette_is,0.05,equal,1,2007-01,2016-12,2017-01,2020-12,48,7,334,30,334.0,37.2,True,0.2207165138357498,0.002517497708466,-0.1869300395994069,0.001744913069045,1.3743822710392175,0.0128262062310026,3.703320175474594,0.0592517041592669
TW,I,silhouette_is,0.05,proportional,1,2007-01,2016-12,2017-01,2020-12,48,7,334,30,334.0,0.0,True,0.2179044455326339,0.0018600068200145,-0.1832728557344843,0.0016155860188802,1.3699460992022332,0.0094049579236715,4.044311482903558,0.0511719628214899
