tree_key,scheme,window_no,quality_metric,mode,min_is_months,oos_len_months,is_start,is_end,oos_start,oos_end,n_is_months,n_oos_months,n_universe,n_pairs,spearman,spearman_p,pearson,oos_pct_top01,oos_pct_top03,oos_pct_top05,oos_pct_top10
US,E,4,calmar,anchored,96,36,2002-01,2023-12,2024-01,2025-12,264,24,8360,8360,0.48530861919243345,0.0,0.4810414756987246,0.8613479722032353,0.7771302350406984,0.747725841899224,0.724666187816213
US,E,4,cagr,anchored,96,36,2002-01,2023-12,2024-01,2025-12,264,24,8360,8360,0.5810099722711745,0.0,0.5878345363330572,0.9294870699475962,0.87108694408967,0.841165781461047,0.7968470273116457
US,F,1,calmar,anchored,96,48,2002-01,2014-12,2015-01,2018-12,156,48,8360,8360,0.15917461769831984,1.4478327313905016e-48,0.29840490523495683,0.7910942128047389,0.7748112811910253,0.7447259678120921,0.6701718138321009
US,F,1,cagr,anchored,96,48,2002-01,2014-12,2015-01,2018-12,156,48,8360,8360,0.2136880236119214,6.088281687947811e-87,0.26457046647799526,0.7558954203691046,0.7032568291427591,0.6760502277878253,0.6335366063048007
US,F,2,calmar,anchored,96,48,2002-01,2018-12,2019-01,2022-12,204,48,8360,8360,0.3837286219501512,1.843075980731453e-291,0.4040790289646145,0.7749117110959215,0.7530047275014774,0.7307350449852338,0.70629807582244
US,F,2,cagr,anchored,96,48,2002-01,2018-12,2019-01,2022-12,204,48,8360,8360,0.5564203274202744,0.0,0.5275869692137106,0.8826839826839826,0.7953792485560152,0.7974371007989745,0.7684983173462145
US,F,3,calmar,anchored,96,48,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.44982154100623817,0.0,0.445791565674035,0.8234435520619732,0.7281924931851542,0.6963356493670017,0.671146780064559
US,F,3,cagr,anchored,96,48,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.5872921200550483,0.0,0.5914296909354168,0.9249999999999998,0.8637421605444252,0.8336879879123648,0.7880791991941577
US,G,1,calmar,anchored,120,24,2002-01,2016-12,2017-01,2018-12,180,24,8360,8360,0.33860242368770394,2.517983943460527e-223,0.4388695038121379,0.8310449419002048,0.846125545664233,0.8073825004006318,0.7503949085414711
US,G,1,cagr,anchored,120,24,2002-01,2016-12,2017-01,2018-12,180,24,8360,8360,0.2920725625921663,4.4235113185699944e-164,0.34034202104994693,0.8428044543176121,0.7732405307001659,0.7488347336370504,0.6889188090931984
US,G,2,calmar,anchored,120,24,2002-01,2018-12,2019-01,2020-12,204,24,8360,8360,0.2692672286468734,8.043095111376454e-139,0.3277772142276117,0.7560591820460241,0.7236432261385082,0.7173779789839977,0.6983172031317963
US,G,2,cagr,anchored,120,24,2002-01,2018-12,2019-01,2020-12,204,24,8360,8360,0.3724446837454415,2.2296135600923865e-273,0.38468447618384394,0.8681091934381409,0.7814269238834136,0.7648239509168746,0.7247184130399945
US,G,3,calmar,anchored,120,24,2002-01,2020-12,2021-01,2022-12,228,24,8360,8360,0.020753506263814874,0.05776505446705686,0.01756354598345306,0.5061318067897016,0.5177543414857317,0.49346082965133586,0.4783535747807971
US,G,3,cagr,anchored,120,24,2002-01,2020-12,2021-01,2022-12,228,24,8360,8360,0.12105683427013632,1.1494392091806672e-28,0.09537390846180609,0.5959614946457052,0.5188013496254217,0.5248503353860946,0.5199131201208764
US,G,4,calmar,anchored,120,24,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.44982154100623817,0.0,0.445791565674035,0.8234435520619732,0.7281924931851542,0.6963356493670017,0.671146780064559
US,G,4,cagr,anchored,120,24,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.5872921200550483,0.0,0.5914296909354168,0.9249999999999998,0.8637421605444252,0.8336879879123648,0.7880791991941577
US,H,1,calmar,anchored,120,36,2002-01,2016-12,2017-01,2019-12,180,36,8360,8360,0.2068632027634787,1.7730406805946554e-81,0.3350193942791249,0.7652098997493734,0.804413446691702,0.7592557404821316,0.7021124745312608
US,H,1,cagr,anchored,120,36,2002-01,2016-12,2017-01,2019-12,180,36,8360,8360,0.16810744289328766,4.842787993364668e-54,0.228173037603451,0.7850734791524264,0.7198693265216646,0.6934533893454821,0.642973060369497
US,H,2,calmar,anchored,120,36,2002-01,2019-12,2020-01,2022-12,216,36,8360,8360,0.43615598218230234,0.0,0.4330039861369239,0.8083902939166098,0.7866714958348424,0.7655093175522539,0.7215346775485909
US,H,2,cagr,anchored,120,36,2002-01,2019-12,2020-01,2022-12,216,36,8360,8360,0.6075741833739237,0.0,0.5719875427056667,0.8920924470266575,0.826349148859109,0.8174621116732675,0.7882544756301367
US,H,3,calmar,anchored,120,36,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.44982154100623817,0.0,0.445791565674035,0.8234435520619732,0.7281924931851542,0.6963356493670017,0.671146780064559
US,H,3,cagr,anchored,120,36,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.5872921200550483,0.0,0.5914296909354168,0.9249999999999998,0.8637421605444252,0.8336879879123648,0.7880791991941577
US,I,1,calmar,anchored,120,48,2002-01,2016-12,2017-01,2020-12,180,48,8360,8360,0.33116526253007894,3.919144307389961e-213,0.4069774447887653,0.7986087377534746,0.7998103280657275,0.7736753393924132,0.7438826377601244
US,I,1,cagr,anchored,120,48,2002-01,2016-12,2017-01,2020-12,180,48,8360,8360,0.42228093039181164,0.0,0.45318023096158605,0.9143939393939394,0.8454211860691206,0.8112225567180239,0.7524756186900483
US,I,2,calmar,anchored,120,48,2002-01,2020-12,2021-01,2025-12,228,60,8360,8360,0.25458541264426116,8.27072629866145e-124,0.25275994713226296,0.6577623034859876,0.6404463485769839,0.6004733179185457,0.5700942629518555
US,I,2,cagr,anchored,120,48,2002-01,2020-12,2021-01,2025-12,228,60,8360,8360,0.583589409889146,0.0,0.5792192689630786,0.8832735247208933,0.7780728759602736,0.76310037544928,0.7346539399281151
US,J,1,calmar,anchored,144,24,2002-01,2018-12,2019-01,2020-12,204,24,8360,8360,0.2692672286468734,8.043095111376454e-139,0.3277772142276117,0.7560591820460241,0.7236432261385082,0.7173779789839977,0.6983172031317963
US,J,1,cagr,anchored,144,24,2002-01,2018-12,2019-01,2020-12,204,24,8360,8360,0.3724446837454415,2.2296135600923865e-273,0.38468447618384394,0.8681091934381409,0.7814269238834136,0.7648239509168746,0.7247184130399945
US,J,2,calmar,anchored,144,24,2002-01,2020-12,2021-01,2022-12,228,24,8360,8360,0.020753506263814874,0.05776505446705686,0.01756354598345306,0.5061318067897016,0.5177543414857317,0.49346082965133586,0.4783535747807971
US,J,2,cagr,anchored,144,24,2002-01,2020-12,2021-01,2022-12,228,24,8360,8360,0.12105683427013632,1.1494392091806672e-28,0.09537390846180609,0.5959614946457052,0.5188013496254217,0.5248503353860946,0.5199131201208764
US,J,3,calmar,anchored,144,24,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.44982154100623817,0.0,0.445791565674035,0.8234435520619732,0.7281924931851542,0.6963356493670017,0.671146780064559
US,J,3,cagr,anchored,144,24,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.5872921200550483,0.0,0.5914296909354168,0.9249999999999998,0.8637421605444252,0.8336879879123648,0.7880791991941577
US,K,1,calmar,anchored,144,36,2002-01,2018-12,2019-01,2021-12,204,36,8360,8360,0.34438101478868494,1.9281740417720503e-231,0.3805302430001242,0.7584785828206881,0.7354567376427306,0.7239191524919301,0.7070113436047709
US,K,1,cagr,anchored,144,36,2002-01,2018-12,2019-01,2021-12,204,36,8360,8360,0.5274241564626252,0.0,0.5060518685714478,0.8716307814992025,0.7919603881126213,0.7912885465076348,0.7654024346970079
US,K,2,calmar,anchored,144,36,2002-01,2021-12,2022-01,2025-12,240,48,8360,8360,0.41043195955175626,0.0,0.3926190411500326,0.749622636135794,0.7078666196458187,0.6768037018383279,0.64621159657517
US,K,2,cagr,anchored,144,36,2002-01,2021-12,2022-01,2025-12,240,48,8360,8360,0.6078141053091873,0.0,0.6113918253546292,0.9107171337434494,0.8269229302884158,0.8042604335981319,0.7711975744602916
US,L,1,calmar,anchored,144,48,2002-01,2018-12,2019-01,2022-12,204,48,8360,8360,0.3837286219501512,1.843075980731453e-291,0.4040790289646145,0.7749117110959215,0.7530047275014774,0.7307350449852338,0.70629807582244
US,L,1,cagr,anchored,144,48,2002-01,2018-12,2019-01,2022-12,204,48,8360,8360,0.5564203274202744,0.0,0.5275869692137106,0.8826839826839826,0.7953792485560152,0.7974371007989745,0.7684983173462145
US,L,2,calmar,anchored,144,48,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.44982154100623817,0.0,0.445791565674035,0.8234435520619732,0.7281924931851542,0.6963356493670017,0.671146780064559
US,L,2,cagr,anchored,144,48,2002-01,2022-12,2023-01,2025-12,252,36,8360,8360,0.5872921200550483,0.0,0.5914296909354168,0.9249999999999998,0.8637421605444252,0.8336879879123648,0.7880791991941577
US,R,1,calmar,rolling,96,36,2007-01,2014-12,2015-01,2017-12,96,36,8361,8361,-0.09725660122275823,4.975818933557454e-19,-0.006596077506061609,0.5189826917491073,0.5046890538551451,0.49682480003708257,0.4780990747083319
US,R,1,cagr,rolling,96,36,2007-01,2014-12,2015-01,2017-12,96,36,8361,8361,0.08455461113707557,9.613847852687672e-15,0.09116387804443409,0.5326231198136472,0.5455665676011419,0.5496014475958955,0.5374887908030507
US,R,2,calmar,rolling,96,36,2010-01,2017-12,2018-01,2020-12,96,36,8361,8361,0.13537944031069593,1.7017512594161786e-35,0.21651098140955446,0.8229008263992118,0.7479413764628128,0.6887677408611066,0.6314408889758727
US,R,2,cagr,rolling,96,36,2010-01,2017-12,2018-01,2020-12,96,36,8361,8361,0.27754204604562305,9.982153662908622e-148,0.2590640741557156,0.6924781155136375,0.6363380350145882,0.6271267430408555,0.615756167991169
US,R,3,calmar,rolling,96,36,2013-01,2020-12,2021-01,2023-12,96,36,8361,8361,-0.26080918216137816,4.527808267439608e-130,-0.20834012436235233,0.4821663505732397,0.44384547684158715,0.3839825940556777,0.34548318720603577
US,R,3,cagr,rolling,96,36,2013-01,2020-12,2021-01,2023-12,96,36,8361,8361,-0.02860464056467893,0.008904223425599876,-0.0419812743633113,0.5560126095648162,0.4642832807032843,0.4491661845352854,0.42880364462711074
US,R,4,calmar,rolling,96,36,2016-01,2023-12,2024-01,2025-12,96,24,8361,8361,0.37411044594673293,4.9105671818359564e-276,0.4127923085903005,0.847937703965691,0.7927472027927043,0.7757582624728964,0.7533809284276681
US,R,4,cagr,rolling,96,36,2016-01,2023-12,2024-01,2025-12,96,24,8361,8361,0.49449605577085637,0.0,0.5193274782210858,0.8969706289404891,0.8783924224165411,0.8475998441156224,0.795669859320644
XM,A,1,calmar,anchored,72,24,2007-01,2012-12,2013-01,2014-12,72,24,15040,15040,0.23048508093874864,1.5857368413422925e-180,0.18053867762916906,0.5371360815602837,0.5429870677454357,0.5256785982062019,0.5336552438179041
XM,A,1,cagr,anchored,72,24,2007-01,2012-12,2013-01,2014-12,72,24,15040,15040,0.25850712721879227,3.54573426208932e-228,0.21355087178420523,0.5767353723404256,0.567260107562391,0.5701582128508375,0.5925896191715708
XM,A,2,calmar,anchored,72,24,2007-01,2014-12,2015-01,2016-12,96,24,15040,15040,0.15983314358384224,1.2676169791467149e-86,0.12614588265187401,0.5371702127659574,0.5437140279284804,0.5358086768617022,0.5307536286215482
XM,A,2,cagr,anchored,72,24,2007-01,2014-12,2015-01,2016-12,96,24,15040,15040,0.20477026185525996,4.210556996160999e-142,0.1847772962796041,0.49759441489361694,0.5368729949992924,0.5431719315866909,0.5569228511204165
XM,A,3,calmar,anchored,72,24,2007-01,2016-12,2017-01,2018-12,120,24,15040,15040,0.11998058579528903,2.4167529944646755e-49,0.22361414082459613,0.7491679964539008,0.727197687172713,0.6776142166987325,0.6269842918882979
XM,A,3,cagr,anchored,72,24,2007-01,2016-12,2017-01,2018-12,120,24,15040,15040,0.15297433927982015,2.012331383772734e-79,0.18446777675229803,0.7198218085106383,0.6287635042694721,0.6168568215255772,0.5844471038224309
XM,A,4,calmar,anchored,72,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.13312004404446545,2.002605281687677e-60,0.1811184567703425,0.6913129432624113,0.683919746898146,0.6808379781575374,0.642713535182775
XM,A,4,cagr,anchored,72,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.40904758119787893,0.0,0.4253370150550352,0.8294317375886524,0.8058960289191868,0.774977188490267,0.7383755464152331
XM,A,5,calmar,anchored,72,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.019287772803065494,0.018009094634463846,0.010895153308734017,0.44626684397163124,0.4534272243713734,0.446189151624038,0.45012161717689
XM,A,5,cagr,anchored,72,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.11752236077017336,2.1178968973141638e-47,0.0332591021877369,0.4889791666666666,0.45405585106382973,0.4608428057095971,0.46946418592971934
XM,A,6,calmar,anchored,72,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.38334663194410606,0.0,0.40680300447993833,0.775950354609929,0.7188645504080766,0.7043569099422817,0.6700943759902671
XM,A,6,cagr,anchored,72,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.402004351071308,0.0,0.48305655177269347,0.8278085106382979,0.8126225114402982,0.7857200833239023,0.734085877376641
XM,B,1,calmar,anchored,72,36,2007-01,2012-12,2013-01,2015-12,72,36,15040,15040,0.13286649876864928,3.3620477653076843e-60,0.10985867539823149,0.5261103723404256,0.5480778529980657,0.542531529396786,0.5350356496152106
XM,B,1,cagr,anchored,72,36,2007-01,2012-12,2013-01,2015-12,72,36,15040,15040,0.22029061861905666,1.070392714684114e-164,0.1855882408952648,0.5876914893617021,0.5895083915176677,0.5812644119228157,0.5944605166364871
XM,B,2,calmar,anchored,72,36,2007-01,2015-12,2016-01,2018-12,108,36,15040,15040,0.26908051628590396,8.979814891712462e-248,0.31711453130851475,0.7436223404255319,0.7322778577157144,0.6995069000396107,0.6541695549456767
XM,B,2,cagr,anchored,72,36,2007-01,2015-12,2016-01,2018-12,108,36,15040,15040,0.380070074218232,0.0,0.36978473099340864,0.7250296985815603,0.7079395079492381,0.6988919618605706,0.6788453308906746
XM,B,3,calmar,anchored,72,36,2007-01,2018-12,2019-01,2021-12,144,36,15040,15040,0.1212195041142848,2.4468080521386667e-50,0.15048921850167832,0.6624703014184398,0.6644519271595036,0.6650383551663648,0.63674271092689
XM,B,3,cagr,anchored,72,36,2007-01,2018-12,2019-01,2021-12,144,36,15040,15040,0.5064002237761708,0.0,0.4966829042615011,0.8400882092198582,0.8083776595744679,0.7874121137958353,0.760028089986985
XM,B,4,calmar,anchored,72,36,2007-01,2021-12,2022-01,2025-12,180,48,15040,15040,0.3827243207427171,0.0,0.39188959519296107,0.7370970744680853,0.7199095096004151,0.7017768220914441,0.6679080077240833
XM,B,4,cagr,anchored,72,36,2007-01,2021-12,2022-01,2025-12,180,48,15040,15040,0.471535591307185,0.0,0.5299288631982862,0.8444596631205673,0.8302026819832994,0.8140035260581711,0.7593485191970348
XM,C,1,calmar,anchored,72,48,2007-01,2012-12,2013-01,2016-12,72,48,15040,15040,0.14062584682950818,2.7558673155356855e-67,0.10974316334563544,0.5102384751773049,0.5451514365240364,0.5403491398822997,0.5315399625820507
XM,C,1,cagr,anchored,72,48,2007-01,2012-12,2013-01,2016-12,72,48,15040,15040,0.2549284163012143,9.53189741554845e-222,0.21585236301092128,0.5721591312056737,0.5832067922347501,0.5827579468933907,0.5994951848262788
XM,C,2,calmar,anchored,72,48,2007-01,2016-12,2017-01,2020-12,120,48,15040,15040,0.08665102348614781,1.823628238647298e-26,0.17834737256204666,0.7011919326241135,0.7233542777279803,0.6918383424343594,0.642035379060095
XM,C,2,cagr,anchored,72,48,2007-01,2016-12,2017-01,2020-12,120,48,15040,15040,0.3805803239869078,0.0,0.4125076414076885,0.8439073581560286,0.7964350792564986,0.7723133700203713,0.7282163786639883
XM,C,3,calmar,anchored,72,48,2007-01,2020-12,2021-01,2025-12,168,60,15040,15040,0.24347632776243391,7.455804869283297e-202,0.24923073860847622,0.637542109929078,0.6164237568995612,0.5992956725328202,0.5716834010015843
XM,C,3,cagr,anchored,72,48,2007-01,2020-12,2021-01,2025-12,168,60,15040,15040,0.46203706347269113,0.0,0.4996240944090394,0.8103169326241134,0.7982957493984998,0.7762929174683114,0.7331055571667043
XM,D,1,calmar,anchored,96,24,2007-01,2014-12,2015-01,2016-12,96,24,15040,15040,0.15983314358384224,1.2676169791467149e-86,0.12614588265187401,0.5371702127659574,0.5437140279284804,0.5358086768617022,0.5307536286215482
XM,D,1,cagr,anchored,96,24,2007-01,2014-12,2015-01,2016-12,96,24,15040,15040,0.20477026185525996,4.210556996160999e-142,0.1847772962796041,0.49759441489361694,0.5368729949992924,0.5431719315866909,0.5569228511204165
XM,D,2,calmar,anchored,96,24,2007-01,2016-12,2017-01,2018-12,120,24,15040,15040,0.11998058579528903,2.4167529944646755e-49,0.22361414082459613,0.7491679964539008,0.727197687172713,0.6776142166987325,0.6269842918882979
XM,D,2,cagr,anchored,96,24,2007-01,2016-12,2017-01,2018-12,120,24,15040,15040,0.15297433927982015,2.012331383772734e-79,0.18446777675229803,0.7198218085106383,0.6287635042694721,0.6168568215255772,0.5844471038224309
XM,D,3,calmar,anchored,96,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.13312004404446545,2.002605281687677e-60,0.1811184567703425,0.6913129432624113,0.683919746898146,0.6808379781575374,0.642713535182775
XM,D,3,cagr,anchored,96,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.40904758119787893,0.0,0.4253370150550352,0.8294317375886524,0.8058960289191868,0.774977188490267,0.7383755464152331
XM,D,4,calmar,anchored,96,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.019287772803065494,0.018009094634463846,0.010895153308734017,0.44626684397163124,0.4534272243713734,0.446189151624038,0.45012161717689
XM,D,4,cagr,anchored,96,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.11752236077017336,2.1178968973141638e-47,0.0332591021877369,0.4889791666666666,0.45405585106382973,0.4608428057095971,0.46946418592971934
XM,D,5,calmar,anchored,96,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.38334663194410606,0.0,0.40680300447993833,0.775950354609929,0.7188645504080766,0.7043569099422817,0.6700943759902671
XM,D,5,cagr,anchored,96,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.402004351071308,0.0,0.48305655177269347,0.8278085106382979,0.8126225114402982,0.7857200833239023,0.734085877376641
XM,E,1,calmar,anchored,96,36,2007-01,2014-12,2015-01,2017-12,96,36,15040,15040,0.156617804074691,3.30896152861115e-83,0.13460429624457207,0.5639618794326242,0.5637027055715432,0.5473977195563603,0.5348507702863287
XM,E,1,cagr,anchored,96,36,2007-01,2014-12,2015-01,2017-12,96,36,15040,15040,0.27647002688127337,5.233967753152484e-262,0.2507624382588119,0.5891156914893617,0.5948467059017786,0.5888395130715256,0.5923579231977139
XM,E,2,calmar,anchored,96,36,2007-01,2017-12,2018-01,2020-12,132,36,15040,15040,0.14917296791734314,1.4216857540288635e-75,0.2421628199811326,0.7404711879432623,0.7404718238429967,0.721306215340652,0.6704203683793573
XM,E,2,cagr,anchored,96,36,2007-01,2017-12,2018-01,2020-12,132,36,15040,15040,0.38859819671371804,0.0,0.41900044581651064,0.8296414007092199,0.8051672996178705,0.7766159921061566,0.7327357985089407
XM,E,3,calmar,anchored,96,36,2007-01,2020-12,2021-01,2023-12,168,36,15040,15040,0.005124302029208721,0.5297521579389302,-0.001469879208089219,0.434094414893617,0.4335476423550503,0.43015796528406514,0.43937346154934354
XM,E,3,cagr,anchored,96,36,2007-01,2020-12,2021-01,2023-12,168,36,15040,15040,0.22923165268719128,1.545914291251449e-178,0.15923140862854282,0.565843085106383,0.5342507194414303,0.5291172122566772,0.5307401892824808
XM,E,4,calmar,anchored,96,36,2007-01,2023-12,2024-01,2025-12,204,24,15040,15040,0.2971897244871922,2.4491442370397347e-304,0.368625970355056,0.7520629432624114,0.7144458826720764,0.6836798678700771,0.6381972983391806
XM,E,4,cagr,anchored,96,36,2007-01,2023-12,2024-01,2025-12,204,24,15040,15040,0.25597438249498955,1.2899205044845617e-223,0.39327587103646144,0.8494539007092198,0.8070403535877719,0.7655788464803078,0.7023018404821186
XM,F,1,calmar,anchored,96,48,2007-01,2014-12,2015-01,2018-12,96,48,15040,15040,0.24273254148642792,1.345556052092913e-200,0.2686718373723049,0.7033413120567376,0.6906516842005944,0.6667097845461748,0.6278532070507017
XM,F,1,cagr,anchored,96,48,2007-01,2014-12,2015-01,2018-12,96,48,15040,15040,0.30252750633386155,0.0,0.2938049967997781,0.6510124113475177,0.6555893817521348,0.6409426812188773,0.6285856510298777
XM,F,2,calmar,anchored,96,48,2007-01,2018-12,2019-01,2022-12,144,48,15040,15040,0.08416108780986209,4.703502024841568e-25,0.12736312725767593,0.6277974290780141,0.6441265273387743,0.6319518517994568,0.6046415233137167
XM,F,2,cagr,anchored,96,48,2007-01,2018-12,2019-01,2022-12,144,48,15040,15040,0.46354817568490064,0.0,0.4561884353780135,0.8486161347517731,0.7964134075576734,0.7736337850837482,0.7399153675305569
XM,F,3,calmar,anchored,96,48,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.38334663194410606,0.0,0.40680300447993833,0.775950354609929,0.7188645504080766,0.7043569099422817,0.6700943759902671
XM,F,3,cagr,anchored,96,48,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.402004351071308,0.0,0.48305655177269347,0.8278085106382979,0.8126225114402982,0.7857200833239023,0.734085877376641
XM,G,1,calmar,anchored,120,24,2007-01,2016-12,2017-01,2018-12,120,24,15040,15040,0.11998058579528903,2.4167529944646755e-49,0.22361414082459613,0.7491679964539008,0.727197687172713,0.6776142166987325,0.6269842918882979
XM,G,1,cagr,anchored,120,24,2007-01,2016-12,2017-01,2018-12,120,24,15040,15040,0.15297433927982015,2.012331383772734e-79,0.18446777675229803,0.7198218085106383,0.6287635042694721,0.6168568215255772,0.5844471038224309
XM,G,2,calmar,anchored,120,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.13312004404446545,2.002605281687677e-60,0.1811184567703425,0.6913129432624113,0.683919746898146,0.6808379781575374,0.642713535182775
XM,G,2,cagr,anchored,120,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.40904758119787893,0.0,0.4253370150550352,0.8294317375886524,0.8058960289191868,0.774977188490267,0.7383755464152331
XM,G,3,calmar,anchored,120,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.019287772803065494,0.018009094634463846,0.010895153308734017,0.44626684397163124,0.4534272243713734,0.446189151624038,0.45012161717689
XM,G,3,cagr,anchored,120,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.11752236077017336,2.1178968973141638e-47,0.0332591021877369,0.4889791666666666,0.45405585106382973,0.4608428057095971,0.46946418592971934
XM,G,4,calmar,anchored,120,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.38334663194410606,0.0,0.40680300447993833,0.775950354609929,0.7188645504080766,0.7043569099422817,0.6700943759902671
XM,G,4,cagr,anchored,120,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.402004351071308,0.0,0.48305655177269347,0.8278085106382979,0.8126225114402982,0.7857200833239023,0.734085877376641
XM,H,1,calmar,anchored,120,36,2007-01,2016-12,2017-01,2019-12,120,36,15040,15040,0.10962865815085067,1.9390186595031833e-41,0.19457422971094074,0.7062544326241135,0.6915108859744303,0.6513612635808059,0.607542608009846
XM,H,1,cagr,anchored,120,36,2007-01,2016-12,2017-01,2019-12,120,36,15040,15040,0.19593943878283737,4.809186823353249e-130,0.20753021876914096,0.6851414007092199,0.6254539262631503,0.6139469393673609,0.5888972491794929
XM,H,2,calmar,anchored,120,36,2007-01,2019-12,2020-01,2022-12,156,36,15040,15040,0.07546419771753005,1.910953578495189e-20,0.1211683668240627,0.674332890070922,0.647028323583526,0.6323979140731101,0.6028832245218425
XM,H,2,cagr,anchored,120,36,2007-01,2019-12,2020-01,2022-12,156,36,15040,15040,0.4098666481793827,0.0,0.42013292872796193,0.8494968971631205,0.7846779615039864,0.7569524707163875,0.7287520070591895
XM,H,3,calmar,anchored,120,36,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.38334663194410606,0.0,0.40680300447993833,0.775950354609929,0.7188645504080766,0.7043569099422817,0.6700943759902671
XM,H,3,cagr,anchored,120,36,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.402004351071308,0.0,0.48305655177269347,0.8278085106382979,0.8126225114402982,0.7857200833239023,0.734085877376641
XM,I,1,calmar,anchored,120,48,2007-01,2016-12,2017-01,2020-12,120,48,15040,15040,0.08665102348614781,1.823628238647298e-26,0.17834737256204666,0.7011919326241135,0.7233542777279803,0.6918383424343594,0.642035379060095
XM,I,1,cagr,anchored,120,48,2007-01,2016-12,2017-01,2020-12,120,48,15040,15040,0.3805803239869078,0.0,0.4125076414076885,0.8439073581560286,0.7964350792564986,0.7723133700203713,0.7282163786639883
XM,I,2,calmar,anchored,120,48,2007-01,2020-12,2021-01,2025-12,168,60,15040,15040,0.24347632776243391,7.455804869283297e-202,0.24923073860847622,0.637542109929078,0.6164237568995612,0.5992956725328202,0.5716834010015843
XM,I,2,cagr,anchored,120,48,2007-01,2020-12,2021-01,2025-12,168,60,15040,15040,0.46203706347269113,0.0,0.4996240944090394,0.8103169326241134,0.7982957493984998,0.7762929174683114,0.7331055571667043
XM,J,1,calmar,anchored,144,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.13312004404446545,2.002605281687677e-60,0.1811184567703425,0.6913129432624113,0.683919746898146,0.6808379781575374,0.642713535182775
XM,J,1,cagr,anchored,144,24,2007-01,2018-12,2019-01,2020-12,144,24,15040,15040,0.40904758119787893,0.0,0.4253370150550352,0.8294317375886524,0.8058960289191868,0.774977188490267,0.7383755464152331
XM,J,2,calmar,anchored,144,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.019287772803065494,0.018009094634463846,0.010895153308734017,0.44626684397163124,0.4534272243713734,0.446189151624038,0.45012161717689
XM,J,2,cagr,anchored,144,24,2007-01,2020-12,2021-01,2022-12,168,24,15040,15040,0.11752236077017336,2.1178968973141638e-47,0.0332591021877369,0.4889791666666666,0.45405585106382973,0.4608428057095971,0.46946418592971934
XM,J,3,calmar,anchored,144,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.38334663194410606,0.0,0.40680300447993833,0.775950354609929,0.7188645504080766,0.7043569099422817,0.6700943759902671
XM,J,3,cagr,anchored,144,24,2007-01,2022-12,2023-01,2025-12,192,36,15040,15040,0.402004351071308,0.0,0.48305655177269347,0.8278085106382979,0.8126225114402982,0.7857200833239023,0.734085877376641
XM,K,1,calmar,anchored,144,36,2007-01,2018-12,2019-01,2021-12,144,36,15040,15040,0.1212195041142848,2.4468080521386667e-50,0.15048921850167832,0.6624703014184398,0.6644519271595036,0.6650383551663648,0.63674271092689
XM,K,1,cagr,anchored,144,36,2007-01,2018-12,2019-01,2021-12,144,36,15040,15040,0.5064002237761708,0.0,0.4966829042615011,0.8400882092198582,0.8083776595744679,0.7874121137958353,0.760028089986985
XM,K,2,calmar,anchored,144,36,2007-01,2021-12,2022-01,2025-12,180,48,15040,15040,0.3827243207427171,0.0,0.39188959519296107,0.7370970744680853,0.7199095096004151,0.7017768220914441,0.6679080077240833
