opponent,metric,scheme,tree_scope,n_units,n_wins,win_rate,p_value,n_windows_per_tree,significant_05
E_top_calmar,mdd,H,TW,3,1,0.3333333333333333,0.875,3,False
E_top_calmar,mdd,H,US,3,1,0.3333333333333333,0.875,3,False
E_top_calmar,mdd,H,XM,3,3,1.0,0.125,3,False
E_top_calmar,mdd,I,ALL,6,4,0.6666666666666666,0.34375,2,False
E_top_calmar,mdd,I,TW,2,1,0.5,0.75,2,False
E_top_calmar,mdd,I,US,2,1,0.5,0.75,2,False
E_top_calmar,mdd,I,XM,2,2,1.0,0.25,2,False
E_top_calmar,mdd,J,ALL,9,6,0.6666666666666666,0.25390625,3,False
E_top_calmar,mdd,J,TW,3,1,0.3333333333333333,0.875,3,False
E_top_calmar,mdd,J,US,3,2,0.6666666666666666,0.5,3,False
E_top_calmar,mdd,J,XM,3,3,1.0,0.125,3,False
E_top_calmar,mdd,K,ALL,6,3,0.5,0.65625,2,False
E_top_calmar,mdd,K,TW,2,1,0.5,0.75,2,False
E_top_calmar,mdd,K,US,2,0,0.0,1.0,2,False
E_top_calmar,mdd,K,XM,2,2,1.0,0.25,2,False
E_top_calmar,mdd,L,ALL,6,4,0.6666666666666666,0.34375,2,False
E_top_calmar,mdd,L,TW,2,1,0.5,0.75,2,False
E_top_calmar,mdd,L,US,2,1,0.5,0.75,2,False
E_top_calmar,mdd,L,XM,2,2,1.0,0.25,2,False
E_top_calmar,mdd,R,ALL,12,6,0.5,0.61279296875,4,False
E_top_calmar,mdd,R,TW,4,1,0.25,0.9375,4,False
E_top_calmar,mdd,R,US,4,2,0.5,0.6875,4,False
E_top_calmar,mdd,R,XM,4,3,0.75,0.3125,4,False
