tree_key,scheme,window_no,is_start,is_end,oos_start,oos_end,n_clusters,pair_type,n_pairs,is_pct_high,oos_pct_high,corr_is_median,corr_oos_median,n_is_high,n_is_high_stays_high,stability_rate
US,D,3,2002-01,2018-12,2019-01,2020-12,161,same,12880,0.01156832298136646,0.0,0.8515932330492446,0.9364038206371644,149,0,0.0
US,D,4,2002-01,2020-12,2021-01,2022-12,155,same,11935,0.0013405948889819858,0.0017595307917888563,0.8666875310146104,0.8583813701896164,16,0,0.0
US,D,5,2002-01,2022-12,2023-01,2025-12,158,same,12403,0.0013706361364186083,0.0,0.8598391420050666,0.8837670410987427,17,0,0.0
US,E,1,2002-01,2014-12,2015-01,2017-12,155,same,11935,0.012149141181399247,0.00016757436112274822,0.8555016359931632,0.8471753247431419,145,0,0.0
US,E,2,2002-01,2017-12,2018-01,2020-12,155,same,11935,0.011981566820276499,0.0,0.8491172197917202,0.9318673036322829,143,0,0.0
US,E,3,2002-01,2020-12,2021-01,2023-12,155,same,11935,0.0013405948889819858,0.0,0.8666875310146104,0.8798024382528392,16,0,0.0
US,E,4,2002-01,2023-12,2024-01,2025-12,158,same,12403,0.0008062565508344756,8.062565508344755e-05,0.8648708343317171,0.8626462656181179,10,0,0.0
US,F,1,2002-01,2014-12,2015-01,2018-12,155,same,11935,0.012149141181399247,0.0,0.8555016359931632,0.8738420055868793,145,0,0.0
US,F,2,2002-01,2018-12,2019-01,2022-12,161,same,12880,0.01156832298136646,0.0,0.8515932330492446,0.8966730977121712,149,0,0.0
US,F,3,2002-01,2022-12,2023-01,2025-12,158,same,12403,0.0013706361364186083,0.0,0.8598391420050666,0.8837670410987427,17,0,0.0
US,G,1,2002-01,2016-12,2017-01,2018-12,159,same,12561,0.01170288989730117,0.0,0.8498360486295107,0.8984298107117472,147,0,0.0
US,G,2,2002-01,2018-12,2019-01,2020-12,161,same,12880,0.01156832298136646,0.0,0.8515932330492446,0.9364038206371644,149,0,0.0
US,G,3,2002-01,2020-12,2021-01,2022-12,155,same,11935,0.0013405948889819858,0.0017595307917888563,0.8666875310146104,0.8583813701896164,16,0,0.0
US,G,4,2002-01,2022-12,2023-01,2025-12,158,same,12403,0.0013706361364186083,0.0,0.8598391420050666,0.8837670410987427,17,0,0.0
US,H,1,2002-01,2016-12,2017-01,2019-12,159,same,12561,0.01170288989730117,0.0,0.8498360486295107,0.8968767062040011,147,0,0.0
US,H,2,2002-01,2019-12,2020-01,2022-12,152,same,11476,0.012199372603694667,0.0,0.8558061586951329,0.8997835921699443,140,0,0.0
US,H,3,2002-01,2022-12,2023-01,2025-12,158,same,12403,0.0013706361364186083,0.0,0.8598391420050666,0.8837670410987427,17,0,0.0
US,I,1,2002-01,2016-12,2017-01,2020-12,159,same,12561,0.01170288989730117,0.0,0.8498360486295107,0.9227833696200657,147,0,0.0
US,I,2,2002-01,2020-12,2021-01,2025-12,155,same,11935,0.0013405948889819858,0.0,0.8666875310146104,0.8649811194858174,16,0,0.0
US,J,1,2002-01,2018-12,2019-01,2020-12,161,same,12880,0.01156832298136646,0.0,0.8515932330492446,0.9364038206371644,149,0,0.0
US,J,2,2002-01,2020-12,2021-01,2022-12,155,same,11935,0.0013405948889819858,0.0017595307917888563,0.8666875310146104,0.8583813701896164,16,0,0.0
US,J,3,2002-01,2022-12,2023-01,2025-12,158,same,12403,0.0013706361364186083,0.0,0.8598391420050666,0.8837670410987427,17,0,0.0
US,K,1,2002-01,2018-12,2019-01,2021-12,161,same,12880,0.01156832298136646,0.0,0.8515932330492446,0.8966830440572395,149,0,0.0
US,K,2,2002-01,2021-12,2022-01,2025-12,155,same,11935,0.002429828236279849,0.0,0.8577810542660291,0.8886112010820751,29,0,0.0
US,L,1,2002-01,2018-12,2019-01,2022-12,161,same,12880,0.01156832298136646,0.0,0.8515932330492446,0.8966730977121712,149,0,0.0
US,L,2,2002-01,2022-12,2023-01,2025-12,158,same,12403,0.0013706361364186083,0.0,0.8598391420050666,0.8837670410987427,17,0,0.0
US,R,1,2007-01,2014-12,2015-01,2017-12,145,same,10440,0.012739463601532566,0.00019157088122605365,0.8724705524839896,0.8460992867833981,133,0,0.0
US,R,2,2010-01,2017-12,2018-01,2020-12,149,same,11026,0.00045347360783602395,0.0,0.8617416466329593,0.9292449780823354,5,0,0.0
US,R,3,2013-01,2020-12,2021-01,2023-12,158,same,12403,0.0,0.0,0.8800453492149747,0.8814553073647733,0,0,
US,R,4,2016-01,2023-12,2024-01,2025-12,163,same,13203,0.0,0.0004544421722335833,0.8717625594670536,0.8537428577800834,0,0,
XM,A,1,2007-01,2012-12,2013-01,2014-12,241,cross,13708,0.24350744091041726,0.7236650131310184,0.5467757413290377,0.45689165462390346,3338,2465,0.7384661473936489
XM,A,1,2007-01,2012-12,2013-01,2014-12,241,same,15212,0.01636865632395477,6.573757559821194e-05,0.8956607358447897,0.8565211100864691,249,0,0.0
XM,A,2,2007-01,2014-12,2015-01,2016-12,254,cross,15504,0.3023735810113519,0.9963880288957688,0.5342749519297668,0.30318869749341876,4688,4657,0.9933873720136519
XM,A,2,2007-01,2014-12,2015-01,2016-12,254,same,16627,0.014795212606002285,0.00018042942202441811,0.8840909537859905,0.8804640114635357,246,0,0.0
XM,A,3,2007-01,2016-12,2017-01,2018-12,259,cross,16120,0.40477667493796526,0.6848014888337469,0.5142234075553708,0.45552400948627436,6525,4564,0.699463601532567
XM,A,3,2007-01,2016-12,2017-01,2018-12,259,same,17291,0.02012607714996241,0.0,0.8811772511747978,0.9047613107154403,348,0,0.0
XM,A,4,2007-01,2018-12,2019-01,2020-12,263,cross,16830,0.4487819370172311,0.0,0.5068626754143821,0.8265686159559953,7553,0,0.0
XM,A,4,2007-01,2018-12,2019-01,2020-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9353025700910851,253,0,0.0
XM,A,5,2007-01,2020-12,2021-01,2022-12,256,cross,15855,0.18568274992116052,0.9868180384736676,0.5501881707705195,0.326516558398549,2944,2932,0.9959239130434783
XM,A,5,2007-01,2020-12,2021-01,2022-12,256,same,16785,0.007983318439082515,0.00047661602621388145,0.8899000908849539,0.905062285769393,134,0,0.0
XM,A,6,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,A,6,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,B,1,2007-01,2012-12,2013-01,2015-12,241,cross,13708,0.24350744091041726,0.9245695943974321,0.5467757413290377,0.40944872265186993,3338,3106,0.9304973037747154
XM,B,1,2007-01,2012-12,2013-01,2015-12,241,same,15212,0.01636865632395477,0.0,0.8956607358447897,0.8802510180538077,249,0,0.0
XM,B,2,2007-01,2015-12,2016-01,2018-12,252,cross,15092,0.323747680890538,0.8159289689901935,0.5259151463981011,0.41708102877573777,4886,4014,0.8215309046254605
XM,B,2,2007-01,2015-12,2016-01,2018-12,252,same,16534,0.01663239385508649,0.0,0.885633031837683,0.8814751095171414,275,0,0.0
XM,B,3,2007-01,2018-12,2019-01,2021-12,263,cross,16830,0.4487819370172311,0.06108140225787285,0.5068626754143821,0.6301943662397446,7553,415,0.054945054945054944
XM,B,3,2007-01,2018-12,2019-01,2021-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9107877392110434,253,0,0.0
XM,B,4,2007-01,2021-12,2022-01,2025-12,262,cross,16632,0.30826118326118324,0.9988576238576239,0.5259978315346103,0.3498554670226869,5127,5123,0.9992198166569144
XM,B,4,2007-01,2021-12,2022-01,2025-12,262,same,17559,0.006663249615581753,0.0,0.8802732623362645,0.8959330684588158,117,0,0.0
XM,C,1,2007-01,2012-12,2013-01,2016-12,241,cross,13708,0.24350744091041726,0.9929238400933761,0.5467757413290377,0.38223809038798373,3338,3313,0.9925104853205512
XM,C,1,2007-01,2012-12,2013-01,2016-12,241,same,15212,0.01636865632395477,0.0,0.8956607358447897,0.8682441224834128,249,0,0.0
XM,C,2,2007-01,2016-12,2017-01,2020-12,259,cross,16120,0.40477667493796526,0.0,0.5142234075553708,0.7305002051831109,6525,0,0.0
XM,C,2,2007-01,2016-12,2017-01,2020-12,259,same,17291,0.02012607714996241,0.0,0.8811772511747978,0.9250807960843507,348,0,0.0
XM,C,3,2007-01,2020-12,2021-01,2025-12,256,cross,15855,0.18568274992116052,1.0,0.5501881707705195,0.2829105228386283,2944,2944,1.0
XM,C,3,2007-01,2020-12,2021-01,2025-12,256,same,16785,0.007983318439082515,0.0,0.8899000908849539,0.8853644106489021,134,0,0.0
XM,D,1,2007-01,2014-12,2015-01,2016-12,254,cross,15504,0.3023735810113519,0.9963880288957688,0.5342749519297668,0.30318869749341876,4688,4657,0.9933873720136519
XM,D,1,2007-01,2014-12,2015-01,2016-12,254,same,16627,0.014795212606002285,0.00018042942202441811,0.8840909537859905,0.8804640114635357,246,0,0.0
XM,D,2,2007-01,2016-12,2017-01,2018-12,259,cross,16120,0.40477667493796526,0.6848014888337469,0.5142234075553708,0.45552400948627436,6525,4564,0.699463601532567
XM,D,2,2007-01,2016-12,2017-01,2018-12,259,same,17291,0.02012607714996241,0.0,0.8811772511747978,0.9047613107154403,348,0,0.0
XM,D,3,2007-01,2018-12,2019-01,2020-12,263,cross,16830,0.4487819370172311,0.0,0.5068626754143821,0.8265686159559953,7553,0,0.0
XM,D,3,2007-01,2018-12,2019-01,2020-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9353025700910851,253,0,0.0
XM,D,4,2007-01,2020-12,2021-01,2022-12,256,cross,15855,0.18568274992116052,0.9868180384736676,0.5501881707705195,0.326516558398549,2944,2932,0.9959239130434783
XM,D,4,2007-01,2020-12,2021-01,2022-12,256,same,16785,0.007983318439082515,0.00047661602621388145,0.8899000908849539,0.905062285769393,134,0,0.0
XM,D,5,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,D,5,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,E,1,2007-01,2014-12,2015-01,2017-12,254,cross,15504,0.3023735810113519,1.0,0.5342749519297668,0.2434471019852507,4688,4688,1.0
XM,E,1,2007-01,2014-12,2015-01,2017-12,254,same,16627,0.014795212606002285,0.00012028628134961207,0.8840909537859905,0.8574692082831767,246,0,0.0
XM,E,2,2007-01,2017-12,2018-01,2020-12,256,cross,15855,0.44578997161778616,0.0,0.507850414894204,0.7756512545505755,7068,0,0.0
XM,E,2,2007-01,2017-12,2018-01,2020-12,256,same,16785,0.022043491212392016,0.0,0.881078159061136,0.9338516276894384,370,0,0.0
XM,E,3,2007-01,2020-12,2021-01,2023-12,256,cross,15855,0.18568274992116052,0.9941974140649638,0.5501881707705195,0.32132320607964615,2944,2938,0.9979619565217391
XM,E,3,2007-01,2020-12,2021-01,2023-12,256,same,16785,0.007983318439082515,0.0,0.8899000908849539,0.9001049164501146,134,0,0.0
XM,E,4,2007-01,2023-12,2024-01,2025-12,268,cross,17427,0.40402823205370975,0.9988523555402536,0.5108524235609176,0.24375008094946038,7041,7027,0.998011646073001
XM,E,4,2007-01,2023-12,2024-01,2025-12,268,same,18351,0.0045774072257642635,0.00010898588632772056,0.8835695813216162,0.868222615288325,84,0,0.0
XM,F,1,2007-01,2014-12,2015-01,2018-12,254,cross,15504,0.3023735810113519,0.9814241486068112,0.5342749519297668,0.37125294821082033,4688,4577,0.9763225255972696
XM,F,1,2007-01,2014-12,2015-01,2018-12,254,same,16627,0.014795212606002285,0.0,0.8840909537859905,0.8818966486778393,246,0,0.0
XM,F,2,2007-01,2018-12,2019-01,2022-12,263,cross,16830,0.4487819370172311,0.036720142602495544,0.5068626754143821,0.5983267115371795,7553,230,0.030451476234608765
XM,F,2,2007-01,2018-12,2019-01,2022-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9161892360119815,253,0,0.0
XM,F,3,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,F,3,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,G,1,2007-01,2016-12,2017-01,2018-12,259,cross,16120,0.40477667493796526,0.6848014888337469,0.5142234075553708,0.45552400948627436,6525,4564,0.699463601532567
XM,G,1,2007-01,2016-12,2017-01,2018-12,259,same,17291,0.02012607714996241,0.0,0.8811772511747978,0.9047613107154403,348,0,0.0
XM,G,2,2007-01,2018-12,2019-01,2020-12,263,cross,16830,0.4487819370172311,0.0,0.5068626754143821,0.8265686159559953,7553,0,0.0
XM,G,2,2007-01,2018-12,2019-01,2020-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9353025700910851,253,0,0.0
XM,G,3,2007-01,2020-12,2021-01,2022-12,256,cross,15855,0.18568274992116052,0.9868180384736676,0.5501881707705195,0.326516558398549,2944,2932,0.9959239130434783
