tree_key,scheme,window_no,ratio,allocation,group,threshold_mode,is_start,is_end,oos_start,oos_end,n_clusters,target_total,n_members,n_draws,n_backfilled_mean,threshold_global,oos_cagr,oos_cagr_std,oos_mdd,oos_mdd_std,oos_sharpe,oos_sharpe_std,oos_enb,oos_enb_std
TW,H,3,0.03,proportional,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,6,200,200,30,0.0,0.829804434993452,0.13522992465257905,0.002287969244027771,-0.14137399222014005,0.0021899100627535794,1.0457840252420512,0.01598155978523282,5.385047428878054,0.09124582217705522
TW,H,3,0.03,proportional,A_hrp,global,2007-01,2022-12,2023-01,2025-12,6,200,200,1,35.0,0.829804434993452,0.1441688324326349,,-0.1335444929137396,,1.131431541672377,,5.634190068864323,
TW,H,3,0.03,proportional,A2_random,global,2007-01,2022-12,2023-01,2025-12,6,200,200,30,0.0,0.829804434993452,0.1346006239269796,0.002551329960113714,-0.14140928702316427,0.002292135798711558,1.0420878474907664,0.018303334342497986,5.389392249967348,0.10640845970762419
US,E,1,legacy,equal,A_hrp,group_relative,2002-01,2014-12,2015-01,2017-12,7,35,35,1,0.0,0.7637467818311149,0.174008083746918,,-0.15439135906818713,,1.2731212630863538,,5.479603152351942,
US,E,1,legacy,equal,A2_random,group_relative,2002-01,2014-12,2015-01,2017-12,7,35,35,30,0.0,0.7637467818311149,0.21663609868731595,0.01323594994844221,-0.1495630233512569,0.009412488001506911,1.543253701773579,0.08075202963248541,6.02235861641737,0.3694602982474336
US,E,1,legacy,equal,A_hrp,global,2002-01,2014-12,2015-01,2017-12,7,35,35,1,0.0,0.7637467818311149,0.1831602573796487,,-0.14828715975631268,,1.3744441837089576,,6.13468026700639,
US,E,1,legacy,equal,A2_random,global,2002-01,2014-12,2015-01,2017-12,7,35,35,30,0.0,0.7637467818311149,0.21641604865324768,0.012957345497379324,-0.1497555332053766,0.009865089481097966,1.5407651809522773,0.0804322115051132,6.012456562942816,0.3459434307537782
US,E,1,legacy,proportional,A_hrp,group_relative,2002-01,2014-12,2015-01,2017-12,7,35,35,1,0.0,0.7637467818311149,0.1687955002877457,,-0.15797812266775912,,1.2636155722959181,,5.44459019324492,
US,E,1,legacy,proportional,A2_random,group_relative,2002-01,2014-12,2015-01,2017-12,7,35,35,30,0.0,0.7637467818311149,0.21524766164438555,0.013428288482528396,-0.14967449022535684,0.007437060126058169,1.527933880140569,0.07741454704549512,6.019508809426705,0.19220902973722115
US,E,1,legacy,proportional,A_hrp,global,2002-01,2014-12,2015-01,2017-12,7,35,35,1,0.0,0.7637467818311149,0.1616396958437567,,-0.1583900353988953,,1.2406205830712307,,6.099356866550958,
US,E,1,legacy,proportional,A2_random,global,2002-01,2014-12,2015-01,2017-12,7,35,35,30,0.0,0.7637467818311149,0.21539595767295291,0.012916826116134534,-0.14988611448628944,0.007584895895074821,1.5287964064100699,0.07348429790982143,6.030119185347212,0.17252930242692627
US,E,1,0.03,equal,A_hrp,group_relative,2002-01,2014-12,2015-01,2017-12,7,251,251,1,34.0,0.7637467818311149,0.16819221261405937,,-0.16540503523205385,,1.232792586922762,,7.105025683861002,
US,E,1,0.03,equal,A2_random,group_relative,2002-01,2014-12,2015-01,2017-12,7,251,251,30,0.0,0.7637467818311149,0.17546432880072946,0.0029156436882158817,-0.16836331264464144,0.0034703910756335356,1.2889981356143416,0.021700933029778685,7.448989451679024,0.1777484788809364
US,E,1,0.03,equal,A_hrp,global,2002-01,2014-12,2015-01,2017-12,7,251,251,1,51.0,0.7637467818311149,0.17457103286062647,,-0.1600470440128815,,1.272446416311041,,7.427003208958701,
US,E,1,0.03,equal,A2_random,global,2002-01,2014-12,2015-01,2017-12,7,251,251,30,0.0,0.7637467818311149,0.1759688096674024,0.0028773184707432432,-0.16788352651639515,0.0032661032752487793,1.2927336363050175,0.021549516572794206,7.479346708002324,0.16038252314583482
US,E,1,0.03,proportional,A_hrp,group_relative,2002-01,2014-12,2015-01,2017-12,7,251,251,1,0.0,0.7637467818311149,0.15747900992666364,,-0.16444093713336594,,1.176072730129407,,6.958650890110419,
US,E,1,0.03,proportional,A2_random,group_relative,2002-01,2014-12,2015-01,2017-12,7,251,251,30,0.0,0.7637467818311149,0.17466603021263222,0.002117407576003855,-0.16730867752524725,0.0031538591754062296,1.2902353134338884,0.01587146237027769,7.525877277929856,0.13318678798287098
US,E,1,0.03,proportional,A_hrp,global,2002-01,2014-12,2015-01,2017-12,7,251,251,1,73.0,0.7637467818311149,0.15943656811678575,,-0.16360385316585047,,1.1959275777610097,,6.786650487511251,
US,E,1,0.03,proportional,A2_random,global,2002-01,2014-12,2015-01,2017-12,7,251,251,30,0.0,0.7637467818311149,0.17460214662581333,0.0022043826834289085,-0.1671825740576197,0.0032707980262898333,1.2897377496257934,0.016792961380127393,7.534712398908123,0.12483314089653849
US,E,2,legacy,equal,A_hrp,group_relative,2002-01,2017-12,2018-01,2020-12,7,35,35,1,0.0,0.7576420384531448,0.24251005557673788,,-0.29965769172828893,,0.956412284706283,,3.0281904149480408,
US,E,2,legacy,equal,A2_random,group_relative,2002-01,2017-12,2018-01,2020-12,7,35,35,30,0.0,0.7576420384531448,0.33519567690829033,0.01996272595216936,-0.2758902716627912,0.007964509544287164,1.1852034713117392,0.04904098272125947,3.1165295164082587,0.11552887823906606
US,E,2,legacy,equal,A_hrp,global,2002-01,2017-12,2018-01,2020-12,7,35,35,1,1.0,0.7576420384531448,0.24818998351845978,,-0.2943045148505149,,0.95763978031726,,3.170240130634324,
US,E,2,legacy,equal,A2_random,global,2002-01,2017-12,2018-01,2020-12,7,35,35,30,0.0,0.7576420384531448,0.3352167312748397,0.019612214404403815,-0.27597607247372136,0.007802251902435607,1.1847730751011045,0.04763451021572662,3.1161230824511477,0.118939860686686
US,E,2,legacy,proportional,A_hrp,group_relative,2002-01,2017-12,2018-01,2020-12,7,35,35,1,0.0,0.7576420384531448,0.21618969475439442,,-0.3170469635917993,,0.8620301115883066,,2.9290531585847432,
US,E,2,legacy,proportional,A2_random,group_relative,2002-01,2017-12,2018-01,2020-12,7,35,35,30,0.0,0.7576420384531448,0.3364075700408336,0.01479008873389952,-0.2826086494362267,0.005826657334942146,1.1784751643198434,0.03523280498037077,3.0966140068502535,0.1087279014088835
US,E,2,legacy,proportional,A_hrp,global,2002-01,2017-12,2018-01,2020-12,7,35,35,1,0.0,0.7576420384531448,0.22229752829054816,,-0.31620486550034144,,0.8763162923422015,,3.1241679670353046,
US,E,2,legacy,proportional,A2_random,global,2002-01,2017-12,2018-01,2020-12,7,35,35,30,0.0,0.7576420384531448,0.33658304257656185,0.014951921668426994,-0.28261750646869765,0.005827102519395664,1.1788090381366858,0.0353660735190423,3.0999232705600335,0.11076638629854042
US,E,2,0.03,equal,A_hrp,group_relative,2002-01,2017-12,2018-01,2020-12,7,251,251,1,27.0,0.7576420384531448,0.23531163376562758,,-0.30106044847177493,,0.8955545034074077,,3.2479535126814336,
US,E,2,0.03,equal,A2_random,group_relative,2002-01,2017-12,2018-01,2020-12,7,251,251,30,0.0,0.7576420384531448,0.27620456146946887,0.008385057989071607,-0.2846800585322285,0.0038383704297988803,1.0229371533141616,0.021668599347258278,3.617285346060002,0.05569698298090614
US,E,2,0.03,equal,A_hrp,global,2002-01,2017-12,2018-01,2020-12,7,251,251,1,49.0,0.7576420384531448,0.22114916490553505,,-0.3045740287347236,,0.862000853719471,,3.1552975093787663,
US,E,2,0.03,equal,A2_random,global,2002-01,2017-12,2018-01,2020-12,7,251,251,30,0.0,0.7576420384531448,0.2761494237008437,0.007941117263235015,-0.2848623085199495,0.0035726281686076318,1.0229310317691465,0.02025305806316648,3.6139441799981515,0.052801830436925254
US,E,2,0.03,proportional,A_hrp,group_relative,2002-01,2017-12,2018-01,2020-12,7,251,251,1,3.0,0.7576420384531448,0.20444895839616373,,-0.3217866624407728,,0.8073870588882196,,3.077417067723758,
US,E,2,0.03,proportional,A2_random,group_relative,2002-01,2017-12,2018-01,2020-12,7,251,251,30,0.0,0.7576420384531448,0.2806177834459375,0.005729968176636439,-0.28190443045256514,0.0028220581689004784,1.03784618181184,0.013785356887132694,3.662185702697538,0.047826109202816144
US,E,2,0.03,proportional,A_hrp,global,2002-01,2017-12,2018-01,2020-12,7,251,251,1,62.0,0.7576420384531448,0.2048663074100725,,-0.31754624948288324,,0.8128120649880564,,3.0731504876914078,
US,E,2,0.03,proportional,A2_random,global,2002-01,2017-12,2018-01,2020-12,7,251,251,30,0.0,0.7576420384531448,0.2801385923075682,0.005345245820101562,-0.2820012400270048,0.0025915794120644027,1.0368868780755407,0.013250843382421044,3.656786225575331,0.04348407388334656
US,E,3,legacy,equal,A_hrp,group_relative,2002-01,2020-12,2021-01,2023-12,7,35,35,1,0.0,0.7844434619040592,0.1939134894903345,,-0.18934873932495733,,0.8437300944644127,,3.8016371348419127,
US,E,3,legacy,equal,A2_random,group_relative,2002-01,2020-12,2021-01,2023-12,7,35,35,30,0.0,0.7844434619040592,0.22161783629474202,0.014037925284452274,-0.20260804558909254,0.015388327125200258,0.8984324544213635,0.043604278677658787,3.31018890507435,0.1449576611578362
US,E,3,legacy,equal,A_hrp,global,2002-01,2020-12,2021-01,2023-12,7,35,35,1,0.0,0.7844434619040592,0.18915665244790736,,-0.1876060683845553,,0.8349450386195404,,4.249030766181941,
US,E,3,legacy,equal,A2_random,global,2002-01,2020-12,2021-01,2023-12,7,35,35,30,0.0,0.7844434619040592,0.22214176583453807,0.014347122548033142,-0.20228418032663834,0.015427588327723655,0.9006427116442648,0.04464595077309042,3.3003519170115867,0.13958574786408245
US,E,3,legacy,proportional,A_hrp,group_relative,2002-01,2020-12,2021-01,2023-12,7,35,35,1,0.0,0.7844434619040592,0.1669693598770765,,-0.19443007196911977,,0.7781240809530973,,3.56039085156491,
US,E,3,legacy,proportional,A2_random,group_relative,2002-01,2020-12,2021-01,2023-12,7,35,35,30,0.0,0.7844434619040592,0.22597546835254184,0.011440113423321779,-0.20373254239162758,0.01625978013821071,0.9007428465991225,0.04040858240910823,3.4595663399995003,0.14363244003918207
US,E,3,legacy,proportional,A_hrp,global,2002-01,2020-12,2021-01,2023-12,7,35,35,1,0.0,0.7844434619040592,0.19090823363952425,,-0.18382479202640367,,0.8804387046674254,,4.212545038083765,
US,E,3,legacy,proportional,A2_random,global,2002-01,2020-12,2021-01,2023-12,7,35,35,30,0.0,0.7844434619040592,0.22778787397411396,0.011053652082872033,-0.20324679232267334,0.016630624392394596,0.9060508789552374,0.03995848397836514,3.4337412625616843,0.14682561799672736
US,E,3,0.03,equal,A_hrp,group_relative,2002-01,2020-12,2021-01,2023-12,7,251,251,1,41.0,0.7844434619040592,0.162751216549053,,-0.19850646647501669,,0.7387058758948132,,4.248060348220992,
US,E,3,0.03,equal,A2_random,group_relative,2002-01,2020-12,2021-01,2023-12,7,251,251,30,0.0,0.7844434619040592,0.17572203785651527,0.004747071262718615,-0.18481124762114565,0.004579805406692461,0.7905734724350201,0.01716785251072274,4.349262803111704,0.0674587061996767
US,E,3,0.03,equal,A_hrp,global,2002-01,2020-12,2021-01,2023-12,7,251,251,1,65.0,0.7844434619040592,0.16746264055424676,,-0.18952254980813166,,0.7576493466793274,,4.2626258477212975,
US,E,3,0.03,equal,A2_random,global,2002-01,2020-12,2021-01,2023-12,7,251,251,30,0.0,0.7844434619040592,0.1758267812233134,0.005391982236441989,-0.18494929041512448,0.005591149886857952,0.7906275171049706,0.019774047346432306,4.346292101891743,0.06589680394336776
US,E,3,0.03,proportional,A_hrp,group_relative,2002-01,2020-12,2021-01,2023-12,7,251,251,1,0.0,0.7844434619040592,0.17217140580753543,,-0.17968201236751669,,0.8097555658590014,,4.259932609467675,
US,E,3,0.03,proportional,A2_random,group_relative,2002-01,2020-12,2021-01,2023-12,7,251,251,30,0.0,0.7844434619040592,0.17591522958776978,0.005666382624388658,-0.18160097428143873,0.0061498880374914085,0.7933766537376652,0.019399799997897083,4.419154372594903,0.06218259521406463
US,E,3,0.03,proportional,A_hrp,global,2002-01,2020-12,2021-01,2023-12,7,251,251,1,45.0,0.7844434619040592,0.17479596582937207,,-0.17585096792146215,,0.8142389266348082,,4.274866001485819,
US,E,3,0.03,proportional,A2_random,global,2002-01,2020-12,2021-01,2023-12,7,251,251,30,0.0,0.7844434619040592,0.17608221730077053,0.005677423291831023,-0.18152843583513328,0.006275392577613543,0.7935303342049822,0.02008387599106052,4.429136030361775,0.06533500052429075
US,E,4,legacy,equal,A_hrp,group_relative,2002-01,2023-12,2024-01,2025-12,7,35,35,1,0.0,0.7844263109156203,0.4894668185532882,,-0.14883824340368668,,1.8401323787504378,,4.147844959880941,
US,E,4,legacy,equal,A2_random,group_relative,2002-01,2023-12,2024-01,2025-12,7,35,35,30,0.0,0.7844263109156203,0.662381061120838,0.03463932216859378,-0.14391147767922108,0.005918238438336265,2.151161545898492,0.04585717560208036,3.707899308002161,0.13508067717151245
US,E,4,legacy,equal,A_hrp,global,2002-01,2023-12,2024-01,2025-12,7,35,35,1,0.0,0.7844263109156203,0.4912254757901531,,-0.14724927713504699,,1.8562417334188606,,4.325874339615984,
US,E,4,legacy,equal,A2_random,global,2002-01,2023-12,2024-01,2025-12,7,35,35,30,0.0,0.7844263109156203,0.6619110204473636,0.03678295152519155,-0.14383498859145488,0.005687492788743158,2.1515053860857667,0.04892821887274011,3.708892472029732,0.1332823541839891
US,E,4,legacy,proportional,A_hrp,group_relative,2002-01,2023-12,2024-01,2025-12,7,35,35,1,0.0,0.7844263109156203,0.4169054201182696,,-0.13791011000310782,,1.7172240871253177,,3.8183215682082086,
US,E,4,legacy,proportional,A2_random,group_relative,2002-01,2023-12,2024-01,2025-12,7,35,35,30,0.0,0.7844263109156203,0.6663763262842362,0.032185232016548826,-0.1436982174255956,0.005181661507782395,2.1543252273742928,0.036743821413768876,3.7419472486366487,0.13512068874440492
US,E,4,legacy,proportional,A_hrp,global,2002-01,2023-12,2024-01,2025-12,7,35,35,1,0.0,0.7844263109156203,0.4450539347817788,,-0.13662254951600172,,1.8194515164189866,,4.357457021427771,
US,E,4,legacy,proportional,A2_random,global,2002-01,2023-12,2024-01,2025-12,7,35,35,30,0.0,0.7844263109156203,0.6643093612409723,0.032342406420815865,-0.1433156615994049,0.005234880028631861,2.152605354908921,0.0356956284050368,3.7511904967044996,0.13109344790967772
US,E,4,0.03,equal,A_hrp,group_relative,2002-01,2023-12,2024-01,2025-12,7,251,251,1,44.0,0.7844263109156203,0.41188274219034127,,-0.1633632995463833,,1.6619484487776146,,5.129828073212015,
US,E,4,0.03,equal,A2_random,group_relative,2002-01,2023-12,2024-01,2025-12,7,251,251,30,0.0,0.7844263109156203,0.41722415708813126,0.010154153743166697,-0.15158077483350177,0.002434135402039756,1.7104513930490504,0.026822990255430924,4.991805223466188,0.08508389259204546
US,E,4,0.03,equal,A_hrp,global,2002-01,2023-12,2024-01,2025-12,7,251,251,1,74.0,0.7844263109156203,0.4123637436119134,,-0.16120065963261332,,1.6555704861784108,,4.999899792304184,
US,E,4,0.03,equal,A2_random,global,2002-01,2023-12,2024-01,2025-12,7,251,251,30,0.0,0.7844263109156203,0.41773861871961154,0.01027834636314735,-0.15123303633929916,0.0023980839388911958,1.7125769032275957,0.0248074201975116,5.0060472059915515,0.08321802573246907
US,E,4,0.03,proportional,A_hrp,group_relative,2002-01,2023-12,2024-01,2025-12,7,251,251,1,7.0,0.7844263109156203,0.3453660511613452,,-0.15587675674530577,,1.5549719797579657,,5.138357947095373,
US,E,4,0.03,proportional,A2_random,group_relative,2002-01,2023-12,2024-01,2025-12,7,251,251,30,0.0,0.7844263109156203,0.4185678117284927,0.007918777141560338,-0.14979301177397264,0.002547569844946778,1.7182679315517142,0.018746126540783618,5.059004272402103,0.08462819559365525
US,E,4,0.03,proportional,A_hrp,global,2002-01,2023-12,2024-01,2025-12,7,251,251,1,62.0,0.7844263109156203,0.3529703488952478,,-0.15486257285812,,1.563396033110851,,4.948728166632052,
US,E,4,0.03,proportional,A2_random,global,2002-01,2023-12,2024-01,2025-12,7,251,251,30,0.0,0.7844263109156203,0.4180751807355911,0.007477045545584192,-0.14967365953041795,0.0027305951520147673,1.7177539310842562,0.020463779339578523,5.071094239740469,0.08279027168185646
US,H,1,legacy,equal,A_hrp,group_relative,2002-01,2016-12,2017-01,2019-12,7,35,35,1,0.0,0.7608585794298931,0.19999299827792094,,-0.1426514626586659,,1.3193175715866046,,4.433012299359301,
US,H,1,legacy,equal,A2_random,group_relative,2002-01,2016-12,2017-01,2019-12,7,35,35,30,0.0,0.7608585794298931,0.23992232093121726,0.013389134284283132,-0.1318215779596493,0.005221199394307194,1.5053304007831438,0.06278636930419025,4.663362938483173,0.28064680033221884
US,H,1,legacy,equal,A_hrp,global,2002-01,2016-12,2017-01,2019-12,7,35,35,1,1.0,0.7608585794298931,0.19546272156189315,,-0.15611462508777463,,1.2456580668883463,,4.6113944632862545,
US,H,1,legacy,equal,A2_random,global,2002-01,2016-12,2017-01,2019-12,7,35,35,30,0.0,0.7608585794298931,0.2397153890661441,0.013816372450328303,-0.13154704447649943,0.005195876989559596,1.5054801332613892,0.06321756692803918,4.665123476457092,0.2778304594660338
US,H,1,legacy,proportional,A_hrp,group_relative,2002-01,2016-12,2017-01,2019-12,7,35,35,1,0.0,0.7608585794298931,0.1931391120719954,,-0.1475006950364327,,1.2730908619833978,,4.333422618496972,
US,H,1,legacy,proportional,A2_random,group_relative,2002-01,2016-12,2017-01,2019-12,7,35,35,30,0.0,0.7608585794298931,0.2346167986519603,0.011796104046047917,-0.13065078374109523,0.0038000188478340166,1.478453592328728,0.04392243805621242,4.676036559843679,0.17714897495009171
US,H,1,legacy,proportional,A_hrp,global,2002-01,2016-12,2017-01,2019-12,7,35,35,1,0.0,0.7608585794298931,0.19688864995099342,,-0.1540825066477738,,1.2459727895614332,,4.431116481251347,
US,H,1,legacy,proportional,A2_random,global,2002-01,2016-12,2017-01,2019-12,7,35,35,30,0.0,0.7608585794298931,0.2348079259109587,0.012666505258841398,-0.13079674980446745,0.0037292567629409103,1.4791025850533002,0.04982583203998189,4.678239382630137,0.17141138655392088
US,H,1,0.03,equal,A_hrp,group_relative,2002-01,2016-12,2017-01,2019-12,7,251,251,1,27.0,0.7608585794298931,0.19401111109890667,,-0.17282060693098855,,1.236189082168566,,5.5620088036861945,
US,H,1,0.03,equal,A2_random,group_relative,2002-01,2016-12,2017-01,2019-12,7,251,251,30,0.0,0.7608585794298931,0.1950436396540903,0.0038436373540862577,-0.15727057939181893,0.002584907121828875,1.2578594897126978,0.02281572132568619,6.143793127662065,0.08184771176821427
US,H,1,0.03,equal,A_hrp,global,2002-01,2016-12,2017-01,2019-12,7,251,251,1,44.0,0.7608585794298931,0.1822527827759186,,-0.17545152640490458,,1.1755490989043482,,5.7986111954594595,
US,H,1,0.03,equal,A2_random,global,2002-01,2016-12,2017-01,2019-12,7,251,251,30,0.0,0.7608585794298931,0.1949327689109954,0.0034322201357924586,-0.1571329914563471,0.0024734926834659434,1.2571319705570325,0.021325102778918827,6.1513845141818155,0.07679297372915925
US,H,1,0.03,proportional,A_hrp,group_relative,2002-01,2016-12,2017-01,2019-12,7,251,251,1,3.0,0.7608585794298931,0.1823562750969583,,-0.17437838663634952,,1.1658341563040369,,5.251008361487191,
US,H,1,0.03,proportional,A2_random,group_relative,2002-01,2016-12,2017-01,2019-12,7,251,251,30,0.0,0.7608585794298931,0.19572695994909733,0.004303075644089082,-0.15546624207044352,0.0028621584234090705,1.2660701941959698,0.027425336837332094,6.247754048287828,0.08538933088888817
US,H,1,0.03,proportional,A_hrp,global,2002-01,2016-12,2017-01,2019-12,7,251,251,1,70.0,0.7608585794298931,0.1901068458860511,,-0.16569986792225422,,1.2317957376604998,,5.290805603204093,
US,H,1,0.03,proportional,A2_random,global,2002-01,2016-12,2017-01,2019-12,7,251,251,30,0.0,0.7608585794298931,0.19606839425083178,0.0034618838640025126,-0.15524206162568496,0.002474790568921736,1.268099414689803,0.02104330945280061,6.264517113902514,0.0876856376772877
US,H,2,legacy,equal,A_hrp,group_relative,2002-01,2019-12,2020-01,2022-12,7,35,35,1,0.0,0.7642079340824236,0.23995926356007447,,-0.27554930196003435,,0.9048874333857141,,3.165621009195397,
US,H,2,legacy,equal,A2_random,group_relative,2002-01,2019-12,2020-01,2022-12,7,35,35,30,0.0,0.7642079340824236,0.3067939036807851,0.014566783000576903,-0.24553916517578994,0.005072656896523373,1.050645627431105,0.033460238170180685,3.1131264343023948,0.1140204070685733
US,H,2,legacy,equal,A_hrp,global,2002-01,2019-12,2020-01,2022-12,7,35,35,1,1.0,0.7642079340824236,0.23321727491134459,,-0.28118859505411886,,0.8648175132038993,,3.276557762126313,
US,H,2,legacy,equal,A2_random,global,2002-01,2019-12,2020-01,2022-12,7,35,35,30,0.0,0.7642079340824236,0.30709282194343673,0.014591423166414728,-0.24536601978519806,0.005063788391686217,1.0515172855700823,0.033852357517052935,3.113999417466822,0.11435773313661496
US,H,2,legacy,proportional,A_hrp,group_relative,2002-01,2019-12,2020-01,2022-12,7,35,35,1,0.0,0.7642079340824236,0.20585217614395424,,-0.27839555856505294,,0.8157812322528276,,3.2162836951911684,
US,H,2,legacy,proportional,A2_random,group_relative,2002-01,2019-12,2020-01,2022-12,7,35,35,30,0.0,0.7642079340824236,0.30779208023891513,0.009908333336124136,-0.24917492133057811,0.004078668421375911,1.0485270605958088,0.028050934038989072,3.1936239314266457,0.10975871248572894
US,H,2,legacy,proportional,A_hrp,global,2002-01,2019-12,2020-01,2022-12,7,35,35,1,0.0,0.7642079340824236,0.21545946693120444,,-0.2878465931312756,,0.8314986610375433,,3.4018077755014753,
US,H,2,legacy,proportional,A2_random,global,2002-01,2019-12,2020-01,2022-12,7,35,35,30,0.0,0.7642079340824236,0.3073424432230571,0.009872321168922627,-0.24938878687618804,0.004037406914774638,1.0473141423505028,0.028791648942908553,3.200552740049722,0.11416182965862573
US,H,2,0.03,equal,A_hrp,group_relative,2002-01,2019-12,2020-01,2022-12,7,251,251,1,33.0,0.7642079340824236,0.2314099781551584,,-0.28428039127036386,,0.8505226711542215,,3.5626997139549204,
US,H,2,0.03,equal,A2_random,group_relative,2002-01,2019-12,2020-01,2022-12,7,251,251,30,0.0,0.7642079340824236,0.25100161482512146,0.004888439628456166,-0.26170190159581225,0.003159041475214689,0.9113233003070474,0.013552997700992584,3.7436160632574547,0.06450092040425805
US,H,2,0.03,equal,A_hrp,global,2002-01,2019-12,2020-01,2022-12,7,251,251,1,48.0,0.7642079340824236,0.22286281141966824,,-0.28279819388841,,0.8281742880552612,,3.6575622227533247,
US,H,2,0.03,equal,A2_random,global,2002-01,2019-12,2020-01,2022-12,7,251,251,30,0.0,0.7642079340824236,0.25127916490109437,0.004503756204348946,-0.26150175587667607,0.002526032136198766,0.9124755306781079,0.01253080514304801,3.744908269785553,0.055709019937291326
US,H,2,0.03,proportional,A_hrp,group_relative,2002-01,2019-12,2020-01,2022-12,7,251,251,1,3.0,0.7642079340824236,0.20690831941625198,,-0.2951187651130667,,0.7913084029334072,,3.4319537984544954,
US,H,2,0.03,proportional,A2_random,group_relative,2002-01,2019-12,2020-01,2022-12,7,251,251,30,0.0,0.7642079340824236,0.2514242950396073,0.005899009408245037,-0.2599276741796765,0.0027536442633586647,0.9124234648667363,0.016257034085249627,3.7785344735184956,0.060666037857556976
US,H,2,0.03,proportional,A_hrp,global,2002-01,2019-12,2020-01,2022-12,7,251,251,1,60.0,0.7642079340824236,0.20291480551225805,,-0.2919951440433459,,0.7788968086281844,,3.478984659861536,
US,H,2,0.03,proportional,A2_random,global,2002-01,2019-12,2020-01,2022-12,7,251,251,30,0.0,0.7642079340824236,0.2512321884422521,0.005654750188080222,-0.25999807124010227,0.0025516130584705937,0.9118831940551212,0.015563686150434623,3.7810200122612274,0.05541889689048241
US,H,3,legacy,equal,A_hrp,group_relative,2002-01,2022-12,2023-01,2025-12,7,35,35,1,0.0,0.7798592941053325,0.4243017481910687,,-0.15745861166020358,,1.6052138122533366,,3.7588604793330282,
US,H,3,legacy,equal,A2_random,group_relative,2002-01,2022-12,2023-01,2025-12,7,35,35,30,0.0,0.7798592941053325,0.5784933280354969,0.030749987883382426,-0.15441383631002045,0.006998314943079775,1.8877436621745727,0.05218303870323966,3.4167530093486542,0.14110432521853625
US,H,3,legacy,equal,A_hrp,global,2002-01,2022-12,2023-01,2025-12,7,35,35,1,1.0,0.7798592941053325,0.4190586033290027,,-0.15962512055576017,,1.605213662454242,,4.001758362476725,
US,H,3,legacy,equal,A2_random,global,2002-01,2022-12,2023-01,2025-12,7,35,35,30,0.0,0.7798592941053325,0.5763901728002323,0.03027328707346576,-0.15405494549135842,0.006806055223956,1.8861320256470875,0.049023581179488206,3.4317051460828063,0.1469539198254548
US,H,3,legacy,proportional,A_hrp,group_relative,2002-01,2022-12,2023-01,2025-12,7,35,35,1,0.0,0.7798592941053325,0.4124206673323836,,-0.14740334120033938,,1.5711778739044984,,3.4673719986507487,
US,H,3,legacy,proportional,A2_random,group_relative,2002-01,2022-12,2023-01,2025-12,7,35,35,30,0.0,0.7798592941053325,0.5786293214316767,0.01937006433600219,-0.14742016276011144,0.006141524759393145,1.9102773889648565,0.0357253358421546,3.6822841963324775,0.13306726938259755
US,H,3,legacy,proportional,A_hrp,global,2002-01,2022-12,2023-01,2025-12,7,35,35,1,0.0,0.7798592941053325,0.3698607609055846,,-0.15266992644602584,,1.4965000331525378,,3.9729241936849715,
US,H,3,legacy,proportional,A2_random,global,2002-01,2022-12,2023-01,2025-12,7,35,35,30,0.0,0.7798592941053325,0.5789603589480834,0.019004661276852786,-0.14745248648157283,0.0060801009273150335,1.9117700439755554,0.03594135233222104,3.6894019204075303,0.1235351544007536
US,H,3,0.03,equal,A_hrp,group_relative,2002-01,2022-12,2023-01,2025-12,7,251,251,1,50.0,0.7798592941053325,0.3910873413738831,,-0.17210020898908984,,1.480168811545147,,4.608877840110338,
US,H,3,0.03,equal,A2_random,group_relative,2002-01,2022-12,2023-01,2025-12,7,251,251,30,0.0,0.7798592941053325,0.3850732489805337,0.00593547261843283,-0.1631911394758399,0.0031953297909640467,1.4819461321777005,0.01901339931583052,4.826223141250556,0.10423639850024506
US,H,3,0.03,equal,A_hrp,global,2002-01,2022-12,2023-01,2025-12,7,251,251,1,71.0,0.7798592941053325,0.38134698284089197,,-0.1739337419489284,,1.4604897152304233,,4.78593346708294,
US,H,3,0.03,equal,A2_random,global,2002-01,2022-12,2023-01,2025-12,7,251,251,30,0.1,0.7798592941053325,0.383984185238826,0.005791709584736811,-0.16258913365865754,0.0034672135725253355,1.4809317120774828,0.017222975307654143,4.826882682718167,0.1002645834531318
US,H,3,0.03,proportional,A_hrp,group_relative,2002-01,2022-12,2023-01,2025-12,7,251,251,1,1.0,0.7798592941053325,0.3313946693078411,,-0.1570924965687286,,1.4012358823718307,,4.865801312792744,
US,H,3,0.03,proportional,A2_random,group_relative,2002-01,2022-12,2023-01,2025-12,7,251,251,30,0.0,0.7798592941053325,0.38493554244532147,0.008133458324474686,-0.16174318731679568,0.003058726881770725,1.485439753746288,0.020740446782577297,4.882938932032035,0.07609118327557933
US,H,3,0.03,proportional,A_hrp,global,2002-01,2022-12,2023-01,2025-12,7,251,251,1,66.0,0.7798592941053325,0.34238734005117033,,-0.1524993539083691,,1.4384818487476934,,4.806739892163292,
US,H,3,0.03,proportional,A2_random,global,2002-01,2022-12,2023-01,2025-12,7,251,251,30,0.0,0.7798592941053325,0.3850152851508106,0.0076629533734702705,-0.16168557085094087,0.0031900547125426585,1.4853826049995391,0.019190201056241293,4.881262992980441,0.07602120165095218
