tree_key,scheme,window_no,ratio,allocation,group,threshold_mode,is_start,is_end,oos_start,oos_end,n_clusters,target_total,n_members,n_draws,n_backfilled_mean,threshold_global,oos_cagr,oos_cagr_std,oos_mdd,oos_mdd_std,oos_sharpe,oos_sharpe_std,oos_enb,oos_enb_std
TW,H,2,legacy,proportional,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,6,30,30,1,0.0,0.8210735596857395,0.2367496311345132,,-0.14484216506438385,,1.0375031525464298,,2.094964805369611,
TW,H,2,legacy,proportional,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,6,30,30,30,0.0,0.8210735596857395,0.24934343110300658,0.011826212499122392,-0.14139626259499175,0.003001534537419935,1.091398632216257,0.04129074814438332,1.9841575614164302,0.06583410813393295
TW,H,2,legacy,proportional,A_hrp,global,2007-01,2019-12,2020-01,2022-12,6,30,30,1,0.0,0.8210735596857395,0.24378091320480322,,-0.1477283006715796,,1.0489841833354594,,2.1756152086457434,
TW,H,2,legacy,proportional,A2_random,global,2007-01,2019-12,2020-01,2022-12,6,30,30,30,0.0,0.8210735596857395,0.2474651560697207,0.012269445860911578,-0.14165139193627826,0.003234821613360895,1.0855098663186828,0.042552589504700394,1.9774000492044772,0.07084954791742898
TW,H,2,0.03,equal,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,6,200,200,1,66.0,0.8210735596857395,0.22194215615453117,,-0.14714221138634997,,1.0076015573787005,,2.3149750633533377,
TW,H,2,0.03,equal,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,6,200,200,30,17.2,0.8210735596857395,0.21641347622762522,0.005283442138827329,-0.147022751484607,0.0019065384908673892,0.9954182908991005,0.01624361225554471,2.3797849194869047,0.0424032123610056
TW,H,2,0.03,equal,A_hrp,global,2007-01,2019-12,2020-01,2022-12,6,200,200,1,54.0,0.8210735596857395,0.21860678847141712,,-0.14476851516569822,,1.0013639837781654,,2.404484213059025,
TW,H,2,0.03,equal,A2_random,global,2007-01,2019-12,2020-01,2022-12,6,200,200,30,16.433333333333334,0.8210735596857395,0.21557784975258457,0.004494187710665608,-0.14720475336843097,0.0021282351826267237,0.9925154579831478,0.014418742378535977,2.3791107057410033,0.04315958660563879
TW,H,2,0.03,proportional,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,6,200,200,1,0.0,0.8210735596857395,0.21563855716638924,,-0.14487606895408967,,0.9998770264853104,,2.3593778398695338,
TW,H,2,0.03,proportional,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,6,200,200,30,0.0,0.8210735596857395,0.21835983310313445,0.003661823063998945,-0.14416486193632727,0.001271164756681575,1.0074282569219313,0.013704091695666389,2.4373564604077718,0.04261940329054401
TW,H,2,0.03,proportional,A_hrp,global,2007-01,2019-12,2020-01,2022-12,6,200,200,1,25.0,0.8210735596857395,0.20307120390519384,,-0.14799060171042178,,0.9484667850448179,,2.3829288573187664,
TW,H,2,0.03,proportional,A2_random,global,2007-01,2019-12,2020-01,2022-12,6,200,200,30,0.0,0.8210735596857395,0.21808793742175372,0.003981685312410831,-0.14441072035348002,0.0013265859218747139,1.0061984999070264,0.014150969892651745,2.435987021397439,0.04099160352381663
TW,H,3,legacy,equal,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,6,30,30,1,2.0,0.829804434993452,0.13762051169461365,,-0.1357236639641165,,1.0798585823051354,,3.9879301967515888,
TW,H,3,legacy,equal,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,6,30,30,30,0.0,0.829804434993452,0.13998595829862415,0.009071005505765499,-0.1342736331175091,0.006073833469545895,1.1174708619524931,0.06760974433604476,3.8628174956570076,0.23908904141130147
TW,H,3,legacy,equal,A_hrp,global,2007-01,2022-12,2023-01,2025-12,6,30,30,1,2.0,0.829804434993452,0.13430610377070384,,-0.13964117039142265,,1.040430688388682,,3.9574184863305337,
TW,H,3,legacy,equal,A2_random,global,2007-01,2022-12,2023-01,2025-12,6,30,30,30,0.0,0.829804434993452,0.14020196280268074,0.008736508194604024,-0.13376771700214782,0.005676503056191334,1.1167246364308536,0.06761517008761884,3.8778543835216577,0.23386351185048843
TW,H,3,legacy,proportional,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,6,30,30,1,0.0,0.829804434993452,0.1431231683609866,,-0.13316632123507033,,1.140360324571976,,4.110635625451832,
TW,H,3,legacy,proportional,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,6,30,30,30,0.0,0.829804434993452,0.14639983647964705,0.00753377522738675,-0.13593447597273395,0.004904183714875592,1.1601109834340124,0.049436840976969904,3.9101859809519928,0.17353173122414048
TW,H,3,legacy,proportional,A_hrp,global,2007-01,2022-12,2023-01,2025-12,6,30,30,1,0.0,0.829804434993452,0.14945714217390638,,-0.1350833937564604,,1.1798830599622103,,4.449993470517484,
TW,H,3,legacy,proportional,A2_random,global,2007-01,2022-12,2023-01,2025-12,6,30,30,30,0.0,0.829804434993452,0.14597843712891484,0.006725410932303092,-0.13528314584807474,0.004976235848145161,1.1561533626779128,0.04390754515290432,3.936513414115939,0.18861507741970646
TW,H,3,0.03,equal,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,6,200,200,1,68.0,0.829804434993452,0.13791966741498918,,-0.13574871441661052,,1.0794606428862485,,4.711382452736664,
TW,H,3,0.03,equal,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,6,200,200,30,15.866666666666667,0.829804434993452,0.13275184101845644,0.002956396502989366,-0.14003595154472254,0.002760562683653198,1.0348642455171495,0.021523914233146382,5.107913493223646,0.13384614774500567
TW,H,3,0.03,equal,A_hrp,global,2007-01,2022-12,2023-01,2025-12,6,200,200,1,70.0,0.829804434993452,0.139475615121454,,-0.13948794813757537,,1.1044189992800462,,5.140083477174375,
TW,H,3,0.03,equal,A2_random,global,2007-01,2022-12,2023-01,2025-12,6,200,200,30,16.7,0.829804434993452,0.13272038400939948,0.0034682981145913346,-0.13949434328813481,0.0027825975338769647,1.0344677823079826,0.02483095624249184,5.109960748377706,0.11674609022125176
TW,H,3,0.03,proportional,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,6,200,200,1,0.0,0.829804434993452,0.13656473474819486,,-0.1401527700604719,,1.0819701734360594,,5.59003506401585,
