opponent,metric,scheme,mode,min_is_months,oos_len_months,n_units,n_wins,win_rate,win_share_mean,win_share_std,n_cells,diff_mean,diff_median,diff_std,pct_positive,min_wins_for_sig,detectable_win_rate,p_value,significant_05,wins_short_of_sig,direction,verdict
E_top_calmar,mdd,K,anchored,144,36,6,3,0.5,0.5166666666666667,0.43550736694878844,120,0.0016255490875567355,0.0009716096378139111,0.024084173654861506,0.5166666666666667,6.0,1.0,1.0,False,3.0,平手,檢力不足（門檻需近全勝）
B_all,cagr,L,anchored,144,48,6,6,1.0,0.975,0.04183300132670377,120,0.03557427632225192,0.027917823483067483,0.032951251046450844,0.975,6.0,1.0,0.03125,True,0.0,A勝,顯著（A勝）
B_all,calmar,L,anchored,144,48,6,6,1.0,0.9916666666666667,0.020412414523193177,120,0.28530665556160073,0.21373682328502425,0.32292935930057576,0.9916666666666667,6.0,1.0,0.03125,True,0.0,A勝,顯著（A勝）
B_all,mdd,L,anchored,144,48,6,5,0.8333333333333334,0.8166666666666668,0.2250925735484551,120,0.014943687064797208,0.00932983281716182,0.01728389227598999,0.8166666666666667,6.0,1.0,0.21875,False,1.0,A勝,檢力不足（門檻需近全勝）
D_top_cagr,cagr,L,anchored,144,48,6,1,0.16666666666666666,0.15833333333333333,0.3878358759406698,120,-0.12472319125158927,-0.09467006559391306,0.13053802072467233,0.15833333333333333,6.0,1.0,0.21875,False,5.0,A敗,檢力不足（門檻需近全勝）
D_top_cagr,calmar,L,anchored,144,48,6,1,0.16666666666666666,0.13333333333333333,0.32659863237109044,120,-0.4291729892875489,-0.25090552883757566,0.5495845810823957,0.13333333333333333,6.0,1.0,0.21875,False,5.0,A敗,檢力不足（門檻需近全勝）
D_top_cagr,mdd,L,anchored,144,48,6,5,0.8333333333333334,0.8416666666666667,0.22894686428659963,120,0.01914076226079987,0.019215428600560705,0.0249186211532352,0.8416666666666667,6.0,1.0,0.21875,False,1.0,A勝,檢力不足（門檻需近全勝）
E_top_calmar,cagr,L,anchored,144,48,6,0,0.0,0.024999999999999998,0.06123724356957946,120,-0.06676021776900051,-0.03939430612073366,0.07060698431128541,0.025,6.0,1.0,0.03125,True,6.0,A敗,顯著（A敗）
E_top_calmar,calmar,L,anchored,144,48,6,0,0.0,0.03333333333333333,0.051639777949432225,120,-0.36859376763089957,-0.1952849612844587,0.4191236052636887,0.03333333333333333,6.0,1.0,0.03125,True,6.0,A敗,顯著（A敗）
E_top_calmar,mdd,L,anchored,144,48,6,4,0.6666666666666666,0.5416666666666666,0.40300951188113,120,-0.0017349023933753008,0.0012867116364906062,0.01973881312599028,0.5416666666666666,6.0,1.0,0.6875,False,2.0,A勝,檢力不足（門檻需近全勝）
