tree_id,level,cluster_id,market,n_members,top_F1,top_C_source,pct_v1,CAGR_median,MDD_median,n_cross_partners,n_high_complement,pct_high_complement,min_cross_corr,best_partner_cluster,universal
XM_normal,L3,294,US,113,P_IC55%/PB23%,FCF_P58%/EPS17%,0.336283185840708,0.1957340995313354,-0.6339064814692352,112,90,0.8035714285714286,0.18592166362386162,1,False
XM_normal,L3,373,US,71,PB41%/P_IC37%,FCF_P46%/ROE23%,0.0,0.2914345259038426,-0.6635601753483942,112,89,0.7946428571428571,0.18948783099918945,1,False
XM_normal,L3,449,US,32,EV_S50%/PS50%,ROE100%,0.0,0.25000592549780926,-0.5819411665673133,112,88,0.7857142857142857,0.21283644711573393,1,False
XM_normal,L3,375,US,22,EPS32%/VOL32%,FCF_P91%/無9%,0.0,0.26304524217217506,-0.5689082949255531,112,87,0.7767857142857143,0.18410994766505512,1,False
XM_normal,L3,188,US,26,P_IC100%,ROE69%/EPS31%,0.0,0.30179653535308465,-0.6429835138498584,112,84,0.75,0.18800896984679238,1,False
XM_normal,L3,447,US,26,PB31%/PS27%,EPS69%/FCF_P23%,0.0,0.26321950532583355,-0.5646773358257451,112,84,0.75,0.19041121719779874,1,False
XM_normal,L3,208,US,31,REVENUE45%/EPS32%,EPS55%/ROE35%,0.0,0.2597456048266904,-0.5713453030260162,112,84,0.75,0.20142647851261053,1,False
XM_normal,L3,407,US,37,P_IC97%/REVENUE3%,FCF_P46%/EPS27%,0.0,0.2221560808758036,-0.5410058497693965,112,84,0.75,0.19713351928548845,1,False
XM_normal,L3,193,US,24,REVENUE38%/PB29%,ROE100%,0.0,0.292320301326115,-0.5302562216260914,112,83,0.7410714285714286,0.2057298626104826,1,False
XM_normal,L3,198,US,125,VOL58%/EV_EBITDA24%,ROE47%/EPS43%,0.0,0.2750455595132504,-0.592735294285226,112,83,0.7410714285714286,0.20350270032384846,1,False
XM_normal,L3,322,US,22,PS50%/EV_S50%,EPS45%/FCF_P18%,0.0,0.25018456343912726,-0.5497410366225735,112,82,0.7321428571428571,0.19433383145533978,1,False
XM_normal,L3,378,US,32,EV_EBITDA100%,FCF_P38%/EPS28%,0.0,0.24237206721726473,-0.6286651533238383,112,81,0.7232142857142857,0.20151868422449984,1,False
XM_normal,L3,332,US,41,EV_S41%/PS34%,EPS100%,0.0,0.2455279886691641,-0.5996953880383334,112,80,0.7142857142857143,0.18322820916207544,1,False
XM_normal,L3,290,US,28,REVENUE100%,EPS46%/ROE36%,1.0,0.14471443235050796,-0.5643890007155699,112,80,0.7142857142857143,0.20295298916063526,1,False
XM_normal,L3,190,US,27,REVENUE52%/P_IC41%,ROE52%/EPS48%,0.0,0.2506994286119182,-0.5438932051243897,112,79,0.7053571428571429,0.19052701580741738,1,False
XM_normal,L3,409,US,85,P_IC98%/REVENUE2%,EPS32%/ROE31%,0.0,0.2059916219106905,-0.5482699690618803,112,79,0.7053571428571429,0.20260106509123998,1,False
XM_normal,L3,197,US,46,REVENUE57%/EV_EBITDA43%,ROE100%,0.0,0.2339273654635075,-0.5509645960081307,112,77,0.6875,0.21938692452898606,1,False
XM_normal,L3,342,US,28,VOL57%/EV_EBITDA25%,FCF_P61%/無18%,1.0,0.20316623756076657,-0.675212898317286,112,77,0.6875,0.2020259272275319,1,False
XM_normal,L3,308,US,42,PB50%/P_IC24%,ROE52%/EPS48%,1.0,0.23093539369834126,-0.6448053645103601,112,76,0.6785714285714286,0.18198291456181576,1,False
XM_normal,L3,280,US,81,EPS62%/REVENUE20%,EPS35%/ROE32%,1.0,0.1461863307475297,-0.5630547647231907,112,76,0.6785714285714286,0.18844534001379423,1,False
XM_normal,L3,394,US,20,REVENUE100%,EPS35%/ROE35%,0.0,0.23781391410911246,-0.46086987129972723,112,75,0.6696428571428571,0.21609951033901642,1,False
XM_normal,L3,233,US,29,EV_EBITDA34%/EPS34%,FCF_P48%/EPS21%,1.0,0.1703465942663988,-0.6610176124916389,112,75,0.6696428571428571,0.19688140198837334,1,False
XM_normal,L3,281,US,42,PS100%,EPS33%/ROE33%,0.0,0.1619951022079534,-0.5712414097861798,112,73,0.6517857142857143,0.20980133788949976,1,False
XM_normal,L3,234,US,36,VOL25%/REVENUE25%,ROE56%/EPS44%,1.0,0.21500949360342947,-0.6350519481929202,112,72,0.6428571428571429,0.201932486686825,1,False
XM_normal,L3,253,US,44,REVENUE36%/EV_EBITDA32%,ROE50%/EPS50%,1.0,0.18113640860507985,-0.6320025808011196,112,72,0.6428571428571429,0.18565498942603784,1,False
XM_normal,L3,312,US,46,PS72%/EV_S28%,ROE46%/EPS41%,1.0,0.1992430215606514,-0.5956447688724644,112,71,0.6339285714285714,0.19587661285750163,1,False
XM_normal,L3,271,US,42,P_IC100%,FCF_P38%/EPS31%,1.0,0.1724987972658611,-0.49251491156659405,112,71,0.6339285714285714,0.20836684856055046,1,False
XM_normal,L3,284,US,114,EV_S50%/PS50%,ROE33%/EPS33%,0.2631578947368421,0.1454519588141236,-0.5042017386504958,112,71,0.6339285714285714,0.19960348012875315,1,False
XM_normal,L3,443,US,24,P_IC54%/PB46%,ROE71%/EPS29%,1.0,0.3122852318366472,-0.6511426852586096,112,70,0.625,0.19250536525693457,1,False
XM_normal,L3,196,US,24,EV_EBITDA42%/EPS38%,ROE54%/EPS46%,0.0,0.3043598249909071,-0.5618924574582957,112,70,0.625,0.19556432255871015,1,False
XM_normal,L3,297,US,23,P_IC100%,FCF_P48%/EPS22%,0.2608695652173913,0.2108675394800625,-0.6220925617520042,112,70,0.625,0.18028740246459743,1,False
XM_normal,L3,263,US,20,EV_S100%,EPS35%/ROE35%,0.0,0.1441128775818754,-0.4458467945874844,112,70,0.625,0.20068493806049031,1,False
XM_normal,L3,382,US,48,PS25%/EV_S25%,ROE58%/FCF_P33%,0.0,0.2255316088325284,-0.6413684376332434,112,69,0.6160714285714286,0.20120658249200685,1,False
XM_normal,L3,419,US,25,P_IC100%,ROE36%/EPS36%,1.0,0.188381279242036,-0.5681741671472368,112,68,0.6071428571428571,0.20814227058051024,1,False
XM_normal,L3,223,US,24,VOL33%/EPS29%,FCF_P62%/ROE12%,1.0,0.15735075899155054,-0.6911434041949039,112,68,0.6071428571428571,0.20627787129379194,1,False
XM_normal,L3,287,US,70,EPS73%/REVENUE27%,ROE36%/EPS30%,0.18571428571428572,0.15375514413012298,-0.523533823601517,112,68,0.6071428571428571,0.21324521270166366,1,False
XM_normal,L3,291,US,64,REVENUE100%,EPS36%/ROE34%,1.0,0.14603069703167498,-0.5616237409715843,112,67,0.5982142857142857,0.19863935692861362,1,False
XM_normal,L3,289,US,26,REVENUE100%,FCF_P46%/ROE23%,1.0,0.16712520571631856,-0.5772586543982563,112,66,0.5892857142857143,0.1765232605646078,1,False
XM_normal,L3,286,US,67,EV_EBITDA76%/REVENUE24%,EPS36%/ROE34%,1.0,0.1431488154362645,-0.517816693228647,112,66,0.5892857142857143,0.20990153682177642,1,False
XM_normal,L3,206,US,38,EPS47%/VOL26%,ROE61%/EPS39%,0.0,0.29472754810311086,-0.6087617405096812,112,65,0.5803571428571429,0.1899621347221508,1,False
XM_normal,L3,204,US,39,EV_EBITDA33%/REVENUE31%,ROE49%/EPS44%,0.0,0.2486542595668008,-0.5366386222860409,112,65,0.5803571428571429,0.19886510169509294,1,False
XM_normal,L3,325,US,32,EV_S53%/PS47%,FCF_P56%/EPS19%,1.0,0.21799183291362556,-0.5774552293958266,112,65,0.5803571428571429,0.19716846051568607,1,False
XM_normal,L3,330,US,62,P_IC73%/EV_S6%,ROE58%/EPS31%,0.0,0.20162302385700254,-0.6209236124590876,112,65,0.5803571428571429,0.18198839074788084,1,False
XM_normal,L3,285,US,114,EV_EBITDA70%/REVENUE29%,ROE38%/EPS37%,0.0,0.14364073222464646,-0.528670877256168,112,65,0.5803571428571429,0.19602055809323776,1,False
XM_normal,L3,417,US,26,P_IC100%,ROE58%/EPS42%,1.0,0.12716622287409451,-0.5710085911977147,112,65,0.5803571428571429,0.2017964711111702,1,False
XM_normal,L3,344,US,37,P_IC43%/PB41%,FCF_P100%,1.0,0.2302259484931959,-0.6607275290215462,112,64,0.5714285714285714,0.20234396164227955,1,False
XM_normal,L3,231,US,43,VOL42%/EV_EBITDA37%,FCF_P93%/無7%,1.0,0.210095522927747,-0.6064273461429448,112,63,0.5625,0.20584004312215734,1,False
XM_normal,L3,274,US,21,P_IC100%,ROE33%/EPS33%,0.0,0.1854347754488332,-0.5652860420084,112,62,0.5535714285714286,0.2117394574862493,1,False
XM_normal,L3,450,US,38,EV_S42%/PS42%,ROE50%/EPS50%,0.0,0.3209340373153948,-0.6253949331388503,112,61,0.5446428571428571,0.1830538839382752,1,False
XM_normal,L3,217,US,96,VOL46%/EV_EBITDA32%,FCF_P74%/EPS9%,0.0,0.2492450978196009,-0.5993627169188074,112,61,0.5446428571428571,0.2047804971944937,1,False
XM_normal,L3,318,US,31,PS42%/EV_S42%,ROE58%/EPS42%,1.0,0.208057331296575,-0.6551189885953776,112,61,0.5446428571428571,0.17737163032658282,1,False
XM_normal,L3,323,US,34,PS50%/EV_S50%,ROE71%/FCF_P24%,0.0,0.24770023166861674,-0.5339834033823736,112,60,0.5357142857142857,0.2007575660027197,1,False
XM_normal,L3,203,US,31,REVENUE58%/EV_EBITDA42%,EPS45%/ROE39%,0.0,0.2453496778037625,-0.4964386994107307,112,60,0.5357142857142857,0.20525922503869,1,False
XM_normal,L3,416,US,34,P_IC68%/REVENUE32%,EPS38%/無32%,1.0,0.1771586380740655,-0.5845631916209837,112,60,0.5357142857142857,0.22595148293070105,1,False
XM_normal,L3,372,US,70,PB39%/P_IC39%,FCF_P96%/無4%,0.0,0.2721013258135749,-0.6550594258865874,112,59,0.5267857142857143,0.1969590891759413,1,False
XM_normal,L3,353,US,38,PB45%/P_IC45%,ROE34%/EPS34%,1.0,0.20779205585991273,-0.7056559257742694,112,59,0.5267857142857143,0.20196174503861017,1,False
XM_normal,L3,229,US,23,REVENUE35%/EV_EBITDA30%,無100%,1.0,0.1853293658976578,-0.6309250933905277,112,59,0.5267857142857143,0.20412432766580713,1,False
XM_normal,L3,302,US,31,P_IC100%,ROE32%/EPS32%,1.0,0.1889514126588123,-0.6954933523239352,112,58,0.5178571428571429,0.21011400560634444,1,False
XM_normal,L3,346,US,24,EPS100%,FCF_P83%/無17%,1.0,0.28427246492039093,-0.5607529019509456,112,57,0.5089285714285714,0.21052556876518053,1,False
XM_normal,L3,334,US,20,PS30%/EV_S25%,FCF_P100%,0.0,0.2377650522428223,-0.5676942181248845,112,57,0.5089285714285714,0.19326748123117468,1,False
XM_normal,L3,339,US,44,EV_S41%/PS39%,ROE80%/EPS20%,0.0,0.23378039978037676,-0.5844625726711418,112,57,0.5089285714285714,0.18045707717216544,1,False
XM_normal,L3,316,US,24,EV_EBITDA100%,EPS50%/ROE46%,1.0,0.1972422140046609,-0.5978084367593243,112,57,0.5089285714285714,0.17679895242782298,1,False
XM_normal,L3,371,US,37,EV_S49%/PS49%,FCF_P100%,0.0,0.3160036139408524,-0.6557397491189073,112,56,0.5,0.20801908593591967,1,False
XM_normal,L3,425,US,26,VOL100%,EPS50%/ROE46%,1.0,0.21476448347928112,-0.6295278964638973,112,56,0.5,0.17971273644247673,1,False
XM_normal,L3,358,US,27,P_IC52%/PB48%,FCF_P37%/ROE30%,1.0,0.1681390229711092,-0.7244241516040772,112,56,0.5,0.1870265265152579,1,False
XM_normal,L3,185,US,49,PB69%/P_IC22%,EPS80%/FCF_P16%,0.0,0.3164723998013163,-0.6180845227716718,112,55,0.49107142857142855,0.19475269773716936,1,False
XM_normal,L3,331,US,40,PS50%/EV_S50%,EPS35%/ROE35%,0.0,0.24089762901065032,-0.6000804083118895,112,55,0.49107142857142855,0.2048144279635696,1,False
XM_normal,L3,254,US,73,EV_S52%/PS27%,EPS41%/ROE27%,1.0,0.1485439413977531,-0.5454922971338914,112,55,0.49107142857142855,0.21762798972333242,1,False
XM_normal,L3,315,US,38,EV_EBITDA100%,FCF_P39%/ROE26%,1.0,0.21195707490755214,-0.5831518422357682,112,54,0.48214285714285715,0.19767188305184996,1,False
XM_normal,L3,369,US,40,PB50%/P_IC50%,ROE35%/EPS30%,0.0,0.2088119532061204,-0.6864623240966756,112,54,0.48214285714285715,0.1831064236406859,1,False
XM_normal,L3,256,US,89,EPS70%/REVENUE30%,ROE36%/EPS35%,0.0,0.1685832985161794,-0.5217896357750365,112,53,0.4732142857142857,0.22290162038248373,1,False
XM_normal,L3,202,US,22,REVENUE55%/EPS45%,EPS45%/ROE45%,0.0,0.2688293558824283,-0.5085571254043565,112,52,0.4642857142857143,0.21089076054911665,1,False
XM_normal,L3,309,US,40,EV_S55%/PS40%,EPS55%/ROE45%,1.0,0.22983334519088125,-0.6172660818020927,112,52,0.4642857142857143,0.19662268284672396,1,False
XM_normal,L3,333,US,32,PS56%/EV_S44%,ROE31%/EPS31%,0.0,0.24914983150639095,-0.5864362430840578,112,51,0.45535714285714285,0.19345826957750376,1,False
XM_normal,L3,329,US,20,P_IC100%,EPS35%/ROE35%,0.0,0.24304632905600432,-0.6064510576112652,112,51,0.45535714285714285,0.1902724117003654,1,False
XM_normal,L3,362,US,27,P_IC30%/PB30%,EPS52%/ROE48%,1.0,0.227682253295629,-0.7925709770490594,112,51,0.45535714285714285,0.20008971028187122,1,False
XM_normal,L3,235,US,27,EV_EBITDA59%/VOL41%,EPS52%/ROE48%,1.0,0.225091958436238,-0.6327782304011028,112,51,0.45535714285714285,0.18937730034783873,1,False
XM_normal,L3,264,US,21,PB100%,ROE33%/EPS33%,0.0,0.160678038005323,-0.5171310513301609,112,51,0.45535714285714285,0.2051356560749476,1,False
XM_normal,L3,427,US,39,VOL90%/EPS10%,FCF_P44%/EPS26%,0.0,0.2806440433672563,-0.6054697830655691,112,50,0.44642857142857145,0.18738948361323712,1,False
XM_normal,L3,255,US,84,EV_S50%/PB25%,ROE33%/EPS33%,0.0,0.14626133857446577,-0.5357755933690236,112,50,0.44642857142857145,0.22373771550608398,1,False
XM_normal,L3,423,US,50,VOL60%/PS20%,FCF_P50%/ROE20%,1.0,0.2655559485244769,-0.6577031361748045,112,49,0.4375,0.20169110915422733,1,False
XM_normal,L3,335,US,21,EV_EBITDA100%,EPS33%/ROE33%,0.0,0.2486920194109609,-0.5339968194861161,112,49,0.4375,0.22018041328890128,1,False
XM_normal,L3,293,US,49,PB51%/P_IC49%,EPS47%/ROE47%,0.0,0.2259570389581489,-0.6013102292038555,112,49,0.4375,0.192477900490178,1,False
XM_normal,L3,186,US,73,PB82%/P_IC10%,ROE73%/EPS26%,0.0,0.3093195859257245,-0.6085052811787051,112,48,0.42857142857142855,0.19532577626203246,1,False
XM_normal,L3,368,US,62,PB26%/PS26%,ROE40%/EPS32%,0.0,0.24531572730261314,-0.6637869357420338,112,48,0.42857142857142855,0.20542866100762594,1,False
XM_normal,L3,338,US,56,EV_EBITDA100%,EPS48%/ROE41%,0.0,0.2413819583163088,-0.5605209178902819,112,48,0.42857142857142855,0.18906828950767238,1,False
XM_normal,L3,343,US,24,PS50%/EV_S50%,FCF_P75%/無25%,1.0,0.24957293715212198,-0.6775457236374921,112,47,0.41964285714285715,0.21000104498812822,1,False
XM_normal,L3,341,US,32,VOL34%/EV_EBITDA34%,EPS53%/ROE47%,1.0,0.22926422844383093,-0.6553556982282187,112,47,0.41964285714285715,0.20472362673150338,1,False
XM_normal,L3,314,US,40,PS57%/EV_S42%,EPS52%/ROE48%,1.0,0.21463298995877983,-0.6236440197732512,112,47,0.41964285714285715,0.20018544680569636,1,False
XM_normal,L3,288,US,200,REVENUE44%/EPS32%,FCF_P36%/EPS30%,0.125,0.15338977735348194,-0.5661957520125165,112,47,0.41964285714285715,0.21118649349494342,1,False
XM_normal,L3,370,US,92,EV_S37%/PS26%,無35%/EPS30%,0.0,0.2813626691189227,-0.6500154453245909,112,46,0.4107142857142857,0.2110117399322217,1,False
XM_normal,L3,187,US,42,P_IC100%,EPS57%/ROE43%,0.0,0.2772905380562364,-0.6542472792157263,112,46,0.4107142857142857,0.20845411897953461,1,False
XM_normal,L3,272,US,33,P_IC100%,EPS36%/ROE33%,0.42424242424242425,0.1513313059872751,-0.6234802422924053,112,46,0.4107142857142857,0.2265458780527892,1,False
XM_normal,L3,275,US,73,PB51%/P_IC49%,ROE34%/EPS33%,0.4383561643835616,0.1444211533436024,-0.5326894571119973,112,46,0.4107142857142857,0.21388184893813098,1,False
XM_normal,L3,352,US,32,P_IC50%/PB50%,ROE31%/FCF_P31%,1.0,0.24607882277867585,-0.6917509482433355,112,45,0.4017857142857143,0.20586681549423205,1,False
XM_normal,L3,355,US,42,EV_S48%/PS48%,EPS52%/ROE48%,1.0,0.22764093859941198,-0.6974399335963614,112,45,0.4017857142857143,0.220007588147474,1,False
XM_normal,L3,259,US,41,PB51%/P_IC49%,ROE34%/EPS34%,1.0,0.1375848625014575,-0.5261359132536846,112,45,0.4017857142857143,0.20724843562826487,1,False
XM_normal,L3,366,US,42,PS31%/EV_S31%,FCF_P100%,0.0,0.23806429713393557,-0.6340395466240418,112,44,0.39285714285714285,0.23488508727404445,1,False
XM_normal,L3,307,US,42,EV_S43%/PB21%,ROE52%/EPS48%,1.0,0.2668665538743664,-0.6467698311557887,112,43,0.38392857142857145,0.2002857192286309,1,False
XM_normal,L3,296,US,57,P_IC51%/EV_EBITDA33%,EPS40%/ROE39%,0.0,0.1921263187868438,-0.6386797452466344,112,43,0.38392857142857145,0.19773510799860294,1,False
XM_normal,L3,379,US,30,PS50%/EV_S50%,ROE33%/EPS33%,1.0,0.2011161593363986,-0.6616455093976874,112,42,0.375,0.22343912212693967,1,False
XM_normal,L3,367,US,68,EV_S41%/PS31%,ROE43%/FCF_P32%,0.0,0.2505600595501704,-0.6555742248105687,112,41,0.36607142857142855,0.20322577409503872,1,False
XM_normal,L3,270,US,60,P_IC65%/PB35%,EPS40%/ROE33%,1.0,0.153322218766712,-0.5313238557930866,112,41,0.36607142857142855,0.21552025398480823,1,False
XM_normal,L3,356,US,62,EV_S35%/PB29%,FCF_P55%/ROE16%,1.0,0.2360757964717862,-0.6769224185148254,112,39,0.3482142857142857,0.20905753980767186,1,False
XM_normal,L3,354,US,23,PS52%/EV_S48%,FCF_P83%/無17%,1.0,0.2090652769573029,-0.6960949977718967,112,39,0.3482142857142857,0.2243668557008154,1,False
XM_normal,L3,365,US,32,P_IC50%/PB50%,無50%/ROE25%,1.0,0.1744319770824499,-0.7137283833847383,112,39,0.3482142857142857,0.21261386266066576,1,False
XM_normal,L3,432,US,24,PS62%/EV_S29%,ROE54%/EPS46%,1.0,0.3225610241615656,-0.702925846330772,112,38,0.3392857142857143,0.24209108585388256,1,False
XM_normal,L3,337,US,150,PS57%/EV_S43%,ROE40%/EPS39%,0.0,0.23221496931216876,-0.5817722938877288,112,38,0.3392857142857143,0.200825968720942,1,False
XM_normal,L3,258,US,36,P_IC100%,ROE33%/EPS33%,0.4166666666666667,0.13618491301436625,-0.5594539409524794,112,38,0.3392857142857143,0.20346902887065643,1,False
XM_normal,L3,273,US,105,P_IC80%/PB20%,ROE33%/EPS33%,0.0,0.1635817530285104,-0.5049154331448803,112,37,0.33035714285714285,0.2163499986683334,1,False
XM_normal,L3,377,US,21,EV_EBITDA100%,EPS33%/ROE33%,0.14285714285714285,0.2140930882890568,-0.6572627668759425,112,36,0.32142857142857145,0.22269776796273097,1,False
XM_normal,L3,336,US,75,PS37%/EV_S31%,FCF_P85%/無12%,0.0,0.2408694417390136,-0.580143702962874,112,35,0.3125,0.20877560527118952,1,False
XM_normal,L3,313,US,66,EV_S52%/PS48%,FCF_P76%/無15%,1.0,0.21870328710712533,-0.6099158734298288,112,35,0.3125,0.21645771090266078,1,False
XM_normal,L3,351,US,28,P_IC57%/PB43%,ROE32%/EPS32%,1.0,0.22374791128523558,-0.6989334375108922,112,34,0.30357142857142855,0.22636618064760589,1,False
XM_normal,L3,310,US,40,EV_S100%,EPS35%/ROE32%,0.475,0.2179593850057187,-0.6104427625548547,112,34,0.30357142857142855,0.19685612201690345,1,False
XM_normal,L3,426,US,73,VOL92%/EPS5%,ROE40%/EPS32%,0.0,0.2688689729991116,-0.5902955465154562,112,30,0.26785714285714285,0.18917746595045745,1,False
XM_normal,L3,277,US,58,REVENUE66%/PB34%,EPS33%/ROE33%,0.3275862068965517,0.12661095771941724,-0.5612829382821256,112,28,0.25,0.21330414597291555,1,False
XM_normal,L3,260,US,63,P_IC67%/PB33%,ROE33%/EPS33%,0.0,0.1437039230517396,-0.5305247599689131,112,25,0.22321428571428573,0.22963743342702964,1,False
XM_normal,L3,363,US,24,PS50%/EV_S50%,無33%/ROE33%,1.0,0.18997996021804225,-0.6743463575205157,112,23,0.20535714285714285,0.2446323619098329,1,False
XM_normal,L3,429,US,34,EPS100%,FCF_P44%/ROE29%,0.0,0.29025305169863125,-0.5403941391024345,112,20,0.17857142857142858,0.22204839715790958,1,False
