tree_key,scheme,k_mode,ratio,allocation,window_no,is_start,is_end,oos_start,oos_end,n_oos_months,n_clusters,target_total,n_members,n_backfilled,n_capped_clusters,r2_median,max_cluster_share,enb_computed,oos_cagr,oos_mdd,oos_sharpe,oos_enb
US,A,silhouette_is,0.01,equal,2,2002-01,2014-12,2015-01,2016-12,24,8,84,84,3,0,0.7942428139270727,0.25586124401913873,True,0.08364235849399404,-0.18775337459763908,0.6051524752455562,5.293529941731798
US,A,silhouette_is,0.01,proportional,2,2002-01,2014-12,2015-01,2016-12,24,8,84,84,0,0,0.7942428139270727,0.25586124401913873,True,0.10095874521101522,-0.17071208328241672,0.7139132343177135,4.868462533635553
US,A,silhouette_is,0.03,equal,2,2002-01,2014-12,2015-01,2016-12,24,8,251,251,31,0,0.7942428139270727,0.25586124401913873,True,0.10171125954731797,-0.18347311867328053,0.7152768860260332,5.301261914642095
US,A,silhouette_is,0.03,proportional,2,2002-01,2014-12,2015-01,2016-12,24,8,251,251,9,0,0.7942428139270727,0.25586124401913873,True,0.10611044470631992,-0.16857138354123413,0.752319587372942,5.305376815183196
US,A,silhouette_is,0.05,equal,2,2002-01,2014-12,2015-01,2016-12,24,8,418,418,114,0,0.7942428139270727,0.25586124401913873,False,0.10052186731894541,-0.19008822796102798,0.6949901878028303,
US,A,silhouette_is,0.05,proportional,2,2002-01,2014-12,2015-01,2016-12,24,8,418,418,28,0,0.7942428139270727,0.25586124401913873,False,0.10778520506419031,-0.16780110546718252,0.7639318398228688,
US,A,silhouette_is,0.1,equal,2,2002-01,2014-12,2015-01,2016-12,24,8,836,836,408,0,0.7942428139270727,0.25586124401913873,False,0.10103926753594217,-0.19502551655486056,0.6855393544188418,
US,A,silhouette_is,0.1,proportional,2,2002-01,2014-12,2015-01,2016-12,24,8,836,836,367,0,0.7942428139270727,0.25586124401913873,False,0.10631333697761947,-0.1749357910680358,0.741223355649949,
US,A,fixed,legacy,equal,3,2002-01,2016-12,2017-01,2018-12,24,7,35,35,0,0,0.7908589383282578,0.27834928229665074,True,0.1898847377124786,-0.17088434550658205,1.2052053799206708,3.479245301524703
US,A,fixed,legacy,proportional,3,2002-01,2016-12,2017-01,2018-12,24,7,35,35,0,0,0.7908589383282578,0.27834928229665074,True,0.18294526810632505,-0.1545911347467217,1.2080944962258593,4.2582384362687264
US,A,fixed,0.01,equal,3,2002-01,2016-12,2017-01,2018-12,24,7,84,84,4,0,0.7908589383282578,0.27834928229665074,True,0.16501794426426852,-0.18196079432686674,1.0794544891802824,4.0450526871906884
US,A,fixed,0.01,proportional,3,2002-01,2016-12,2017-01,2018-12,24,7,84,84,0,0,0.7908589383282578,0.27834928229665074,True,0.14448346656472966,-0.1722421232265935,0.9790466455485454,4.331450653721637
US,A,fixed,0.03,equal,3,2002-01,2016-12,2017-01,2018-12,24,7,251,251,57,0,0.7908589383282578,0.27834928229665074,True,0.15192969459797978,-0.18820569986316849,1.0011718160292018,4.211424521150741
US,A,fixed,0.03,proportional,3,2002-01,2016-12,2017-01,2018-12,24,7,251,251,8,0,0.7908589383282578,0.27834928229665074,True,0.12402228932466541,-0.18719590685924736,0.8611696576544047,4.82888022115486
US,A,fixed,0.05,equal,3,2002-01,2016-12,2017-01,2018-12,24,7,418,418,128,0,0.7908589383282578,0.27834928229665074,False,0.1346545604495173,-0.19496665399353974,0.9012977369374994,
US,A,fixed,0.05,proportional,3,2002-01,2016-12,2017-01,2018-12,24,7,418,418,45,0,0.7908589383282578,0.27834928229665074,False,0.11767841135588597,-0.18877350093442935,0.8243010466322053,
US,A,fixed,0.1,equal,3,2002-01,2016-12,2017-01,2018-12,24,7,836,836,434,0,0.7908589383282578,0.27834928229665074,False,0.12822630837455895,-0.19646540834266302,0.8675463542674197,
US,A,fixed,0.1,proportional,3,2002-01,2016-12,2017-01,2018-12,24,7,836,836,408,0,0.7908589383282578,0.27834928229665074,False,0.12288719209838272,-0.18583687307617924,0.8595596516227479,
US,A,silhouette_is,legacy,equal,3,2002-01,2016-12,2017-01,2018-12,24,5,25,25,0,0,0.7908589383282578,0.27834928229665074,True,0.19302990146902776,-0.1550358656730132,1.259777415333707,3.7432544883566417
US,A,silhouette_is,legacy,proportional,3,2002-01,2016-12,2017-01,2018-12,24,5,25,25,0,0,0.7908589383282578,0.27834928229665074,True,0.19587562833650352,-0.14131256170250972,1.3087641796043437,4.138909083622212
US,A,silhouette_is,0.01,equal,3,2002-01,2016-12,2017-01,2018-12,24,5,84,84,8,0,0.7908589383282578,0.27834928229665074,True,0.1658350990625248,-0.16773434139017995,1.1007100290687004,4.434829020576078
US,A,silhouette_is,0.01,proportional,3,2002-01,2016-12,2017-01,2018-12,24,5,84,84,0,0,0.7908589383282578,0.27834928229665074,True,0.15024133196802159,-0.1645082158097818,1.0270869152110431,4.676113972718286
US,A,silhouette_is,0.03,equal,3,2002-01,2016-12,2017-01,2018-12,24,5,251,251,42,0,0.7908589383282578,0.27834928229665074,True,0.1361525434108919,-0.1861820081708404,0.9223796021451033,4.6376560642160705
US,A,silhouette_is,0.03,proportional,3,2002-01,2016-12,2017-01,2018-12,24,5,251,251,8,0,0.7908589383282578,0.27834928229665074,True,0.12233672445374233,-0.18403005682220097,0.8537721368896115,5.011932712302343
